LSOA11CD,LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Barriers to Housing and Services Score,Living Environment Score,Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Children and Young People Sub-domain Score,Adult Skills Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Indoors Sub-domain Score,Outdoors Sub-domain Score
E01004203,Tower Hamlets 005C,E09000030,Tower Hamlets,28.299,0.166,0.086,11.473,0.465,1.269,29.303,37.905,0.235,0.401,-0.114,0.249,-1.882,4.146,-0.353,2.303
E01004204,Tower Hamlets 005D,E09000030,Tower Hamlets,33.995,0.238,0.139,20.48,0.763,0.671,26.734,34.145,0.263,0.452,-0.631,0.401,-1.744,3.793,-0.757,2.224
E01004205,Tower Hamlets 013A,E09000030,Tower Hamlets,37.904,0.259,0.165,25.504,0.796,0.742,30.1,29.438,0.239,0.766,-0.693,0.449,-1.768,4.258,-1.037,1.964
E01004206,Tower Hamlets 013B,E09000030,Tower Hamlets,43.126,0.315,0.181,27.334,0.759,1.035,30.109,26.973,0.348,0.697,-0.366,0.447,-1.385,4.227,-0.981,1.773
E01004207,Tower Hamlets 011A,E09000030,Tower Hamlets,34.765,0.21,0.146,20.429,0.438,1.011,29.569,41.959,0.231,0.391,-0.32,0.38,-1.596,4.167,-0.011,2.298
E01004208,Tower Hamlets 013C,E09000030,Tower Hamlets,25.084,0.119,0.058,7.214,-0.292,1.303,32.895,56.306,0.289,0.3,-0.256,0.189,-1.554,4.604,0.702,2.45
E01004209,Tower Hamlets 011B,E09000030,Tower Hamlets,42.475,0.3,0.164,25.325,0.538,1.509,30.317,31.452,0.326,0.621,-0.655,0.446,-1.342,4.245,-1.078,2.124
E01004211,Tower Hamlets 013D,E09000030,Tower Hamlets,31.539,0.164,0.092,4.09,0.727,1.53,33.31,44.607,0.262,0.539,-0.653,0.178,-1.938,4.679,0.116,2.378
E01004212,Tower Hamlets 011D,E09000030,Tower Hamlets,24.876,0.144,0.073,13.354,0.349,0.794,32.781,37.255,0.25,0.425,-0.385,0.31,-0.987,4.479,-0.266,2.149
E01004214,Tower Hamlets 030A,E09000030,Tower Hamlets,35.567,0.265,0.182,39.023,0.484,-0.117,26.804,16.354,0.25,0.521,0.136,0.497,-1.293,3.747,-1.128,0.976
E01004215,Tower Hamlets 028A,E09000030,Tower Hamlets,17.411,0.134,0.064,10.429,-0.05,-0.653,31.154,29.333,0.209,0.452,-0.114,0.231,-1.387,4.362,0.628,0.212
E01004216,Tower Hamlets 030B,E09000030,Tower Hamlets,14.112,0.107,0.056,8.338,0.293,-0.749,27.087,15.376,0.17,0.351,-0.11,0.18,-0.601,3.371,-1.143,0.888
E01004217,Tower Hamlets 030C,E09000030,Tower Hamlets,22.505,0.164,0.102,9.965,0.278,0.544,26.685,18.466,0.184,0.306,-0.507,0.277,-0.84,3.518,-0.42,0.794
E01004218,Tower Hamlets 030D,E09000030,Tower Hamlets,12.658,0.098,0.062,5.419,-0.417,0.267,23.676,14.313,0.173,0.198,-0.439,0.177,-0.949,3.038,-0.7,0.589
E01004219,Tower Hamlets 028B,E09000030,Tower Hamlets,33.685,0.22,0.101,15.61,0.342,1.292,36.005,40.311,0.323,0.627,-0.341,0.332,-1.036,4.864,-0.221,2.441
E01004221,Tower Hamlets 028D,E09000030,Tower Hamlets,18.973,0.145,0.077,8.194,0.593,-0.294,25.438,19.651,0.248,0.359,-0.175,0.196,-1.047,3.417,-0.399,0.886
E01004222,Tower Hamlets 001A,E09000030,Tower Hamlets,37.724,0.273,0.166,28.09,0.675,0.797,28.088,23.771,0.321,0.439,0.017,0.421,-0.866,3.781,-0.83,1.485
E01004223,Tower Hamlets 001B,E09000030,Tower Hamlets,35.516,0.241,0.144,22.192,0.524,1.21,26.053,32.212,0.298,0.401,0.03,0.363,-0.843,3.404,-0.542,1.965
E01004224,Tower Hamlets 001C,E09000030,Tower Hamlets,31.203,0.203,0.107,19.274,0.797,0.993,28.281,29.203,0.338,0.394,0.242,0.301,-0.907,3.833,-0.249,1.551
E01004225,Tower Hamlets 004A,E09000030,Tower Hamlets,20.839,0.08,0.039,8.298,-0.118,-0.037,33.652,77.145,0.223,0.227,0.006,0.092,-0.096,3.768,1.679,1.732
E01004226,Tower Hamlets 001D,E09000030,Tower Hamlets,28.641,0.224,0.115,20.466,0.049,0.896,28.751,19.208,0.322,0.291,-0.014,0.35,-0.948,3.921,-0.684,1.046
E01004228,Tower Hamlets 003A,E09000030,Tower Hamlets,21.888,0.128,0.085,12.526,0.238,0.945,23.542,27.091,0.132,0.299,0.078,0.23,-1.149,3.108,-0.417,1.516
E01004229,Tower Hamlets 004C,E09000030,Tower Hamlets,25.746,0.183,0.104,12.646,0.25,0.54,28.64,31.979,0.269,0.332,-0.521,0.313,-1.128,3.973,-0.417,1.866
E01004230,Tower Hamlets 003B,E09000030,Tower Hamlets,27.77,0.184,0.104,17.016,0.302,0.914,27.135,32.763,0.246,0.334,0.069,0.3,-1.685,3.851,-0.306,1.843
E01004231,Tower Hamlets 004D,E09000030,Tower Hamlets,32.526,0.226,0.131,22.942,0.333,0.903,30.216,29.804,0.253,0.463,-0.135,0.388,-0.878,4.085,-0.993,1.981
E01004232,Tower Hamlets 003C,E09000030,Tower Hamlets,20.727,0.097,0.056,5.217,-0.46,1.515,24.139,44.937,0.153,0.243,-0.397,0.156,-0.916,3.102,0.193,2.268
E01004233,Tower Hamlets 003D,E09000030,Tower Hamlets,31.122,0.261,0.135,25.405,0.062,0.394,27.262,25.069,0.342,0.476,-0.208,0.418,-0.691,3.5,-0.79,1.571
E01004234,Tower Hamlets 003E,E09000030,Tower Hamlets,24.249,0.112,0.064,2.713,-0.349,1.913,23.131,52.187,0.146,0.208,-0.903,0.167,-1.382,3.098,0.588,2.246
E01004235,Tower Hamlets 008A,E09000030,Tower Hamlets,32.56,0.262,0.149,29.427,0.143,0.134,29.472,24.476,0.26,0.523,0.277,0.403,-1.817,4.169,-1.243,1.652
E01004236,Tower Hamlets 008B,E09000030,Tower Hamlets,38.698,0.277,0.152,28.717,0.511,1.386,29.123,20.11,0.275,0.666,-0.378,0.459,-1.353,4.087,-1.215,1.311
E01004237,Tower Hamlets 008C,E09000030,Tower Hamlets,29.74,0.228,0.118,13.649,-0.017,0.992,26.729,34.722,0.306,0.292,-0.189,0.293,-1.215,3.719,-0.146,1.851
E01004238,Tower Hamlets 008D,E09000030,Tower Hamlets,30.706,0.228,0.106,14.362,0.122,0.95,35.614,31.775,0.352,0.629,-0.663,0.342,-1.212,4.862,0.175,1.29
E01004239,Tower Hamlets 008E,E09000030,Tower Hamlets,41.301,0.272,0.177,29.317,0.487,1.426,32.665,23.548,0.251,0.466,-0.292,0.459,-0.943,4.455,-1.268,1.592
E01004240,Tower Hamlets 012A,E09000030,Tower Hamlets,31.696,0.239,0.131,29.774,0.114,0.695,30.289,21.887,0.252,0.417,-0.808,0.487,-1.051,4.158,-0.791,1.321
E01004241,Tower Hamlets 012B,E09000030,Tower Hamlets,36.941,0.252,0.165,29.383,0.608,0.79,29.158,26.551,0.221,0.522,-0.387,0.465,-0.835,3.92,-0.943,1.73
E01004242,Tower Hamlets 012C,E09000030,Tower Hamlets,26.689,0.194,0.103,19.695,0.129,0.289,35.089,26.258,0.261,0.524,-0.388,0.378,-0.845,4.699,-0.116,1.19
E01004243,Tower Hamlets 020A,E09000030,Tower Hamlets,36.13,0.254,0.143,39.595,-0.011,0.669,27.667,41.013,0.31,0.449,0.217,0.493,-1.814,3.934,0.114,2.058
E01004244,Tower Hamlets 020B,E09000030,Tower Hamlets,43.233,0.286,0.214,34.048,0.6,0.966,26.068,29.933,0.241,0.523,0.191,0.454,-1.956,3.708,-0.455,1.75
E01004245,Tower Hamlets 018A,E09000030,Tower Hamlets,46.457,0.318,0.175,37.599,0.605,0.949,42.072,30.679,0.327,0.456,-0.566,0.528,-0.528,5.298,-0.762,1.963
E01004246,Tower Hamlets 018B,E09000030,Tower Hamlets,29.919,0.21,0.095,19.422,0.042,1.38,31.663,26.864,0.307,0.295,0.009,0.337,-0.697,4.163,-0.322,1.425
E01004247,Tower Hamlets 020C,E09000030,Tower Hamlets,41.665,0.298,0.162,33.214,0.673,0.908,29.957,34.27,0.356,0.581,-0.127,0.477,-0.732,3.967,-0.433,2.056
E01004248,Tower Hamlets 018C,E09000030,Tower Hamlets,43.068,0.304,0.171,51.439,0.696,0.309,32.797,28.219,0.314,0.484,0.0,0.583,-0.491,4.143,-0.766,1.792
E01004249,Tower Hamlets 018D,E09000030,Tower Hamlets,43.123,0.29,0.186,33.035,0.317,1.07,37.173,30.002,0.325,0.423,-0.304,0.488,0.202,3.71,-0.98,1.993
E01004250,Tower Hamlets 020D,E09000030,Tower Hamlets,39.575,0.292,0.181,37.876,0.644,0.514,27.378,21.203,0.287,0.491,0.109,0.491,-1.659,3.88,-0.583,1.159
E01004251,Tower Hamlets 023A,E09000030,Tower Hamlets,28.656,0.202,0.104,19.536,0.314,0.895,30.288,26.301,0.222,0.435,-0.461,0.382,-1.688,4.281,-0.762,1.649
E01004252,Tower Hamlets 024A,E09000030,Tower Hamlets,35.19,0.276,0.149,12.836,0.752,0.615,33.835,21.976,0.372,0.595,-0.51,0.314,-0.606,4.392,-1.432,1.493
E01004253,Tower Hamlets 024B,E09000030,Tower Hamlets,28.245,0.213,0.114,28.164,0.06,0.554,28.675,22.928,0.258,0.439,-0.004,0.424,-1.166,3.989,-0.949,1.46
E01004254,Tower Hamlets 023B,E09000030,Tower Hamlets,18.74,0.107,0.05,5.047,-0.594,0.869,25.669,49.628,0.285,0.193,-0.33,0.097,-0.651,3.166,0.777,1.715
E01004255,Tower Hamlets 023C,E09000030,Tower Hamlets,34.736,0.258,0.156,21.131,0.518,0.533,30.152,29.211,0.285,0.533,-0.328,0.387,-1.152,4.175,-1.16,1.979
E01004256,Tower Hamlets 024C,E09000030,Tower Hamlets,35.605,0.276,0.157,31.22,0.29,0.296,29.559,29.869,0.286,0.58,-0.015,0.452,-1.535,4.159,-1.184,2.03
E01004257,Tower Hamlets 024D,E09000030,Tower Hamlets,32.994,0.221,0.116,30.161,0.329,1.091,27.877,32.258,0.235,0.398,-0.221,0.46,-1.438,3.932,-0.985,2.161
E01004258,Tower Hamlets 023D,E09000030,Tower Hamlets,21.968,0.129,0.084,6.528,-0.273,0.335,37.294,39.084,0.151,0.27,-0.309,0.181,0.475,2.935,0.468,1.446
E01004259,Tower Hamlets 007A,E09000030,Tower Hamlets,26.215,0.164,0.089,7.56,0.449,0.947,27.822,38.688,0.308,0.392,-0.297,0.207,-1.574,3.938,0.252,1.717
E01004260,Tower Hamlets 007B,E09000030,Tower Hamlets,32.227,0.242,0.123,24.36,0.509,0.394,30.69,31.602,0.29,0.507,0.143,0.371,-1.333,4.293,0.081,1.392
E01004261,Tower Hamlets 010A,E09000030,Tower Hamlets,25.849,0.15,0.056,28.759,0.319,0.115,34.756,46.926,0.324,0.545,-0.137,0.442,-0.542,4.468,0.836,1.39
E01004262,Tower Hamlets 010B,E09000030,Tower Hamlets,29.288,0.167,0.088,21.587,0.616,0.886,28.82,41.661,0.228,0.489,-0.013,0.362,-0.893,3.901,0.127,2.086
E01004263,Tower Hamlets 007C,E09000030,Tower Hamlets,32.958,0.221,0.138,32.123,0.433,0.667,26.509,31.506,0.272,0.338,-0.138,0.47,-1.324,3.71,-0.046,1.529
E01004264,Tower Hamlets 010C,E09000030,Tower Hamlets,34.313,0.243,0.129,24.996,0.614,0.344,38.478,28.348,0.25,0.549,-0.84,0.45,-1.333,5.214,-1.328,1.941
E01004266,Tower Hamlets 007D,E09000030,Tower Hamlets,26.897,0.195,0.098,15.197,0.124,0.813,26.632,35.589,0.296,0.299,-0.062,0.296,-1.238,3.71,-0.05,1.825
E01004267,Tower Hamlets 012D,E09000030,Tower Hamlets,32.998,0.24,0.121,8.844,0.107,1.19,28.817,45.232,0.391,0.482,-0.408,0.249,-1.267,4.027,0.468,1.907
E01004268,Tower Hamlets 012E,E09000030,Tower Hamlets,34.358,0.258,0.152,24.416,0.712,-0.217,33.217,26.525,0.292,0.51,-0.365,0.421,-0.642,4.338,-0.666,1.624
E01004269,Tower Hamlets 014A,E09000030,Tower Hamlets,32.249,0.222,0.109,15.032,0.587,1.084,30.821,34.293,0.299,0.404,-0.609,0.345,-0.823,4.131,-0.743,2.233
E01004270,Tower Hamlets 014B,E09000030,Tower Hamlets,22.295,0.137,0.055,8.695,-0.428,1.291,32.506,35.617,0.284,0.424,-0.293,0.23,-0.605,4.213,-0.392,2.123
E01004271,Tower Hamlets 014C,E09000030,Tower Hamlets,31.028,0.221,0.107,25.894,0.451,0.635,30.467,32.579,0.261,0.474,-0.669,0.451,-0.442,3.778,-0.208,1.763
E01004272,Tower Hamlets 014D,E09000030,Tower Hamlets,35.145,0.274,0.145,32.437,0.251,0.567,32.831,20.603,0.262,0.625,-0.392,0.488,-1.284,4.562,-0.802,1.222
E01004273,Tower Hamlets 014E,E09000030,Tower Hamlets,36.777,0.281,0.15,31.377,0.13,0.853,32.786,24.867,0.322,0.546,-0.287,0.475,-1.082,4.512,-0.918,1.601
E01004274,Tower Hamlets 031A,E09000030,Tower Hamlets,24.191,0.225,0.118,20.038,-0.194,-0.431,27.644,15.033,0.261,0.551,-0.045,0.349,-1.971,3.937,-0.715,0.671
E01004275,Tower Hamlets 031B,E09000030,Tower Hamlets,13.794,0.099,0.06,14.544,-0.286,-0.532,24.978,22.819,0.134,0.264,0.223,0.233,-1.232,3.401,-0.002,0.74
E01004276,Tower Hamlets 031C,E09000030,Tower Hamlets,5.371,0.026,0.014,4.815,-1.108,-1.14,23.165,25.034,0.085,0.065,-0.342,0.071,-0.703,2.739,0.153,0.728
E01004277,Tower Hamlets 033A,E09000030,Tower Hamlets,7.917,0.041,0.043,3.203,-0.429,-2.181,32.221,13.687,0.075,0.111,-0.572,0.065,0.134,2.978,0.124,-0.784
E01004280,Tower Hamlets 032A,E09000030,Tower Hamlets,25.118,0.226,0.116,18.608,-0.028,-0.493,27.303,24.375,0.313,0.477,0.437,0.252,-0.926,3.696,-0.391,1.285
E01004281,Tower Hamlets 031D,E09000030,Tower Hamlets,8.22,0.06,0.032,1.874,-0.432,-0.506,24.493,23.234,0.105,0.168,-0.947,0.123,-0.958,3.196,0.101,0.628
E01004283,Tower Hamlets 016A,E09000030,Tower Hamlets,29.565,0.237,0.111,21.326,0.253,0.187,29.92,35.067,0.298,0.394,-0.717,0.413,-0.917,4.061,-0.215,1.943
E01004284,Tower Hamlets 019A,E09000030,Tower Hamlets,31.368,0.265,0.13,13.473,0.402,0.297,33.013,25.179,0.335,0.646,-0.197,0.292,-1.667,4.626,-0.579,1.473
E01004285,Tower Hamlets 019B,E09000030,Tower Hamlets,39.744,0.276,0.152,39.002,0.589,0.512,38.3,28.273,0.272,0.587,-0.541,0.535,-1.688,5.224,-0.615,1.724
E01004286,Tower Hamlets 019C,E09000030,Tower Hamlets,36.494,0.246,0.163,22.471,0.392,0.81,26.994,42.275,0.252,0.443,-0.45,0.41,-1.185,3.75,0.326,1.877
E01004287,Tower Hamlets 016B,E09000030,Tower Hamlets,29.947,0.24,0.12,19.707,0.315,0.167,28.426,34.912,0.244,0.554,-0.156,0.358,-1.043,3.912,-0.267,1.98
E01004288,Tower Hamlets 019D,E09000030,Tower Hamlets,37.996,0.262,0.161,30.768,0.79,0.513,29.377,32.368,0.232,0.462,-0.558,0.484,-1.532,4.138,-0.597,2.014
E01004289,Tower Hamlets 016C,E09000030,Tower Hamlets,34.596,0.212,0.136,15.779,0.959,0.867,28.268,39.329,0.249,0.468,-0.807,0.363,-1.432,3.985,-0.078,2.135
E01004290,Tower Hamlets 016D,E09000030,Tower Hamlets,28.558,0.196,0.106,12.545,0.404,0.809,29.809,34.799,0.281,0.338,0.016,0.243,-1.205,4.139,-0.689,2.259
E01004291,Tower Hamlets 027A,E09000030,Tower Hamlets,9.872,0.066,0.04,5.502,-0.435,-0.354,23.963,26.702,0.127,0.162,-0.297,0.118,-1.84,3.307,0.025,1.059
E01004292,Tower Hamlets 026A,E09000030,Tower Hamlets,7.73,0.045,0.024,3.334,-0.49,0.033,22.351,23.48,0.102,0.145,-0.562,0.083,-0.813,2.687,-0.734,1.416
E01004293,Tower Hamlets 027B,E09000030,Tower Hamlets,8.793,0.06,0.039,2.813,-0.936,-0.411,21.991,32.699,0.104,0.146,-0.692,0.112,-1.132,2.804,-0.36,1.883
E01004294,Tower Hamlets 026B,E09000030,Tower Hamlets,18.648,0.146,0.084,6.7,-0.169,-0.666,29.949,32.095,0.239,0.32,-0.386,0.203,-0.556,3.824,-0.055,1.59
E01004295,Tower Hamlets 026C,E09000030,Tower Hamlets,31.081,0.236,0.115,30.84,-0.125,0.62,31.822,31.168,0.242,0.477,-0.481,0.481,-0.458,3.991,-1.133,2.117
E01004296,Tower Hamlets 026D,E09000030,Tower Hamlets,26.077,0.205,0.113,14.003,-0.008,0.534,31.42,22.962,0.27,0.441,-0.201,0.299,-1.984,4.454,-0.658,1.344
E01004297,Tower Hamlets 027C,E09000030,Tower Hamlets,9.299,0.071,0.041,3.518,-0.717,-0.11,21.026,26.546,0.129,0.201,-0.548,0.099,-1.996,2.763,0.064,0.998
E01004298,Tower Hamlets 022A,E09000030,Tower Hamlets,41.255,0.281,0.15,22.931,1.019,0.949,28.729,42.885,0.273,0.727,-0.577,0.421,-1.802,4.078,0.092,2.223
E01004300,Tower Hamlets 022B,E09000030,Tower Hamlets,36.677,0.27,0.172,22.754,0.695,0.442,29.811,26.331,0.307,0.44,-0.513,0.416,-1.129,4.121,-1.036,1.74
E01004301,Tower Hamlets 025B,E09000030,Tower Hamlets,35.818,0.268,0.122,17.606,0.359,1.173,34.098,33.159,0.235,0.763,-0.777,0.38,-0.876,4.596,-0.859,2.186
E01004302,Tower Hamlets 025C,E09000030,Tower Hamlets,25.269,0.182,0.096,27.331,-0.407,-0.071,36.844,28.803,0.217,0.467,-0.125,0.428,-1.637,5.035,-0.534,1.716
E01004303,Tower Hamlets 025D,E09000030,Tower Hamlets,23.954,0.194,0.095,8.672,-0.177,0.571,30.574,29.454,0.304,0.323,-0.565,0.263,-0.948,4.155,-0.89,1.917
E01004304,Tower Hamlets 022C,E09000030,Tower Hamlets,38.469,0.271,0.145,24.368,0.515,0.937,31.027,40.973,0.325,0.527,-0.514,0.43,-1.611,4.366,-0.075,2.28
E01004305,Tower Hamlets 022D,E09000030,Tower Hamlets,30.888,0.223,0.12,19.803,0.128,0.633,31.299,37.721,0.288,0.371,-0.507,0.387,-1.77,4.426,-0.172,2.106
E01004306,Tower Hamlets 015A,E09000030,Tower Hamlets,36.699,0.217,0.13,6.227,0.628,1.389,30.649,54.406,0.234,0.561,-0.719,0.236,-1.483,4.306,0.6,2.689
E01004307,Tower Hamlets 015B,E09000030,Tower Hamlets,14.037,0.056,0.03,11.276,-0.636,-0.435,31.642,49.918,0.152,0.314,0.241,0.097,-1.101,4.362,0.514,2.182
E01004308,Tower Hamlets 015C,E09000030,Tower Hamlets,28.761,0.223,0.109,13.694,0.051,0.895,30.13,30.48,0.245,0.53,-0.713,0.337,-1.089,4.148,-1.383,2.113
E01004309,Tower Hamlets 015D,E09000030,Tower Hamlets,38.451,0.261,0.17,19.634,0.813,0.598,32.346,35.611,0.318,0.724,-0.337,0.374,-1.212,4.488,-0.756,2.401
E01004310,Tower Hamlets 015E,E09000030,Tower Hamlets,37.267,0.252,0.15,17.072,0.701,0.617,33.299,44.052,0.333,0.631,-0.189,0.334,-1.893,4.676,0.033,2.643
E01004311,Tower Hamlets 006A,E09000030,Tower Hamlets,38.758,0.257,0.146,13.487,0.665,1.658,27.841,37.131,0.355,0.414,-0.359,0.309,-1.388,3.92,-0.58,2.533
E01004312,Tower Hamlets 009A,E09000030,Tower Hamlets,39.603,0.284,0.145,22.886,0.744,1.218,29.672,32.972,0.343,0.61,-0.573,0.42,-1.766,4.196,-0.642,2.076
E01004313,Tower Hamlets 009B,E09000030,Tower Hamlets,24.564,0.179,0.085,15.278,0.012,0.312,31.823,36.599,0.257,0.432,-0.245,0.32,-2.256,4.504,-0.297,2.128
E01004314,Tower Hamlets 006B,E09000030,Tower Hamlets,21.635,0.114,0.057,2.712,0.08,1.405,21.555,44.536,0.167,0.299,-0.834,0.155,-1.698,2.843,0.293,2.088
E01004315,Tower Hamlets 006C,E09000030,Tower Hamlets,32.576,0.199,0.107,15.126,0.445,1.676,28.434,34.287,0.256,0.516,0.078,0.273,-1.198,3.962,-0.797,2.27
E01004316,Tower Hamlets 009C,E09000030,Tower Hamlets,39.089,0.218,0.13,12.281,0.59,2.119,32.669,46.213,0.314,0.476,-0.24,0.281,-1.677,4.592,0.176,2.59
E01004317,Tower Hamlets 009D,E09000030,Tower Hamlets,27.603,0.172,0.09,4.194,0.374,1.293,31.478,35.169,0.343,0.62,-0.574,0.164,-1.869,4.456,-0.574,2.21
E01004318,Tower Hamlets 006D,E09000030,Tower Hamlets,35.903,0.236,0.163,19.26,0.609,0.893,28.408,34.932,0.316,0.37,-0.297,0.367,-2.231,4.041,-0.486,2.138
E01004319,Tower Hamlets 021A,E09000030,Tower Hamlets,32.582,0.251,0.122,17.025,0.207,0.779,32.759,34.485,0.243,0.777,-1.026,0.383,-1.888,4.607,-0.872,2.323
E01004321,Tower Hamlets 021C,E09000030,Tower Hamlets,33.782,0.264,0.136,13.022,0.159,0.867,32.984,34.102,0.316,0.652,-0.653,0.327,-1.629,4.619,-0.569,2.121
E01004322,Tower Hamlets 017A,E09000030,Tower Hamlets,32.255,0.192,0.114,11.588,0.358,1.521,30.651,38.304,0.209,0.561,-0.548,0.302,-1.153,4.249,-0.446,2.558
E01004323,Tower Hamlets 017B,E09000030,Tower Hamlets,27.821,0.201,0.095,11.422,0.844,0.695,29.256,24.016,0.238,0.707,-0.933,0.322,-1.959,4.144,-0.899,1.526
E01004324,Tower Hamlets 017C,E09000030,Tower Hamlets,37.489,0.224,0.128,31.04,1.239,0.675,32.236,32.97,0.19,0.762,0.064,0.442,-1.453,4.522,-0.869,2.178
E01004325,Tower Hamlets 021D,E09000030,Tower Hamlets,24.528,0.118,0.044,5.863,-0.259,0.748,34.692,76.669,0.268,0.578,-0.299,0.15,-1.524,4.802,1.402,2.412
E01004326,Tower Hamlets 017D,E09000030,Tower Hamlets,26.259,0.162,0.077,11.803,-0.1,1.316,30.032,39.698,0.211,0.432,-0.624,0.31,-1.977,4.258,-0.232,2.354
E01004327,Waltham Forest 028A,E09000031,Waltham Forest,30.077,0.205,0.125,15.653,-0.146,0.529,40.413,33.794,0.248,0.349,-0.322,0.331,-1.148,5.435,0.187,1.425
E01004328,Waltham Forest 028B,E09000031,Waltham Forest,23.151,0.116,0.067,13.867,-0.395,0.36,36.418,54.277,0.158,0.191,-0.244,0.303,-2.656,5.015,0.986,1.64
E01004329,Waltham Forest 028C,E09000031,Waltham Forest,23.702,0.138,0.076,17.384,-0.087,-0.207,38.51,44.211,0.199,0.241,-0.182,0.336,-0.923,5.102,0.762,1.334
E01004330,Waltham Forest 028D,E09000031,Waltham Forest,16.923,0.096,0.047,9.942,-0.751,0.169,32.208,45.274,0.13,0.194,-0.971,0.306,-1.453,4.518,0.768,1.401
E01004331,Waltham Forest 028E,E09000031,Waltham Forest,22.836,0.153,0.078,16.202,-0.203,-0.441,42.216,32.482,0.228,0.272,-0.18,0.323,-0.508,5.298,0.369,1.066
E01004332,Waltham Forest 028F,E09000031,Waltham Forest,28.195,0.145,0.086,19.068,0.662,0.425,40.628,36.146,0.173,0.316,0.005,0.333,-1.655,5.543,0.477,1.207
E01004333,Waltham Forest 024A,E09000031,Waltham Forest,27.949,0.179,0.097,15.028,0.176,0.52,44.426,26.464,0.186,0.383,-0.008,0.286,-0.503,5.593,-0.204,1.295
E01004334,Waltham Forest 024B,E09000031,Waltham Forest,44.7,0.322,0.178,30.023,0.633,0.638,45.422,22.907,0.37,0.497,0.231,0.414,-1.012,6.105,-0.897,1.436
E01004335,Waltham Forest 027A,E09000031,Waltham Forest,39.67,0.273,0.161,27.776,0.485,0.454,43.381,31.142,0.295,0.416,-0.244,0.442,-1.779,5.945,-0.033,1.49
E01004336,Waltham Forest 026A,E09000031,Waltham Forest,24.337,0.125,0.075,20.331,-0.486,0.54,43.507,36.357,0.163,0.279,0.238,0.315,-0.807,5.714,0.056,1.778
E01004337,Waltham Forest 027B,E09000031,Waltham Forest,26.107,0.169,0.086,18.937,-0.037,0.142,43.055,32.445,0.22,0.371,-0.058,0.339,-0.947,5.728,0.003,1.551
E01004338,Waltham Forest 027C,E09000031,Waltham Forest,19.373,0.113,0.06,9.376,-0.517,0.047,38.84,40.248,0.138,0.252,-0.398,0.256,-0.488,4.89,0.5,1.491
E01004339,Waltham Forest 027D,E09000031,Waltham Forest,24.516,0.13,0.073,13.282,-0.533,0.267,50.338,36.545,0.166,0.218,0.055,0.248,0.477,4.854,0.459,1.272
E01004340,Waltham Forest 027E,E09000031,Waltham Forest,43.177,0.265,0.182,21.854,0.778,1.015,44.528,29.089,0.319,0.423,0.144,0.345,-0.44,5.551,-0.511,1.725
E01004341,Waltham Forest 027F,E09000031,Waltham Forest,32.124,0.203,0.121,20.278,0.08,0.71,43.289,31.812,0.236,0.33,0.15,0.328,-0.64,5.564,-0.011,1.517
E01004342,Waltham Forest 011A,E09000031,Waltham Forest,22.387,0.125,0.07,17.028,-0.197,0.405,40.612,31.994,0.163,0.237,-0.107,0.324,-0.333,4.941,0.075,1.427
E01004343,Waltham Forest 008A,E09000031,Waltham Forest,15.753,0.086,0.061,9.478,-0.668,0.254,30.34,34.693,0.102,0.125,-0.755,0.289,-0.039,3.043,0.478,1.076
E01004344,Waltham Forest 008B,E09000031,Waltham Forest,30.519,0.157,0.081,21.7,-0.275,0.846,53.481,36.74,0.2,0.207,-0.087,0.371,0.628,4.915,0.192,1.648
E01004345,Waltham Forest 010A,E09000031,Waltham Forest,20.885,0.117,0.076,16.451,-0.315,0.274,32.708,38.391,0.162,0.151,-0.118,0.319,-0.473,4.119,0.526,1.299
E01004346,Waltham Forest 011B,E09000031,Waltham Forest,18.181,0.126,0.056,14.492,-0.55,0.553,27.715,33.167,0.162,0.141,-0.294,0.315,-0.897,3.742,0.055,1.548
E01004347,Waltham Forest 011C,E09000031,Waltham Forest,15.495,0.1,0.056,8.445,-0.641,0.206,31.991,29.731,0.133,0.157,-0.454,0.247,-0.336,3.877,0.025,1.314
E01004348,Waltham Forest 010B,E09000031,Waltham Forest,18.169,0.122,0.06,13.198,-0.893,0.105,36.954,31.663,0.175,0.217,-0.159,0.283,-1.106,4.981,0.188,1.264
E01004349,Waltham Forest 001A,E09000031,Waltham Forest,29.854,0.184,0.108,25.715,-0.476,0.543,47.777,26.854,0.247,0.205,0.166,0.382,0.771,3.886,0.309,0.641
E01004350,Waltham Forest 001B,E09000031,Waltham Forest,28.615,0.186,0.099,16.046,0.202,-0.159,43.184,39.94,0.272,0.215,-0.155,0.319,0.052,4.772,0.747,1.013
E01004351,Waltham Forest 001C,E09000031,Waltham Forest,15.035,0.095,0.073,11.758,-0.354,-0.359,28.053,25.236,0.153,0.093,-0.796,0.32,0.135,2.117,0.084,0.851
E01004352,Waltham Forest 002A,E09000031,Waltham Forest,10.412,0.041,0.048,4.192,-0.773,0.636,24.653,23.031,0.06,0.059,-0.952,0.215,-0.28,2.419,-0.212,1.014
