LSOA01CD,LA CODE,LA NAME,GOR CODE,GOR NAME,IMD SCORE,RANK OF IMD SCORE (where 1 is most deprived)
E01000518,00AE,Brent,H,London,27.82462,9224
E01000519,00AE,Brent,H,London,24.22737,11141
E01000520,00AE,Brent,H,London,27.28855,9485
E01000521,00AE,Brent,H,London,50.79409,2042
E01000522,00AE,Brent,H,London,33.73801,6640
E01000523,00AE,Brent,H,London,43.25998,3638
E01000524,00AE,Brent,H,London,51.59067,1913
E01000525,00AE,Brent,H,London,37.95773,5191
E01000526,00AE,Brent,H,London,51.55628,1919
E01000527,00AE,Brent,H,London,43.3274,3625
E01000528,00AE,Brent,H,London,49.95123,2186
E01000529,00AE,Brent,H,London,54.01415,1540
E01000530,00AE,Brent,H,London,20.96927,13264
E01000531,00AE,Brent,H,London,32.80707,7004
E01000532,00AE,Brent,H,London,27.3908,9425
E01000533,00AE,Brent,H,London,46.32483,2916
E01000534,00AE,Brent,H,London,27.51031,9365
E01000535,00AE,Brent,H,London,31.00356,7752
E01000536,00AE,Brent,H,London,13.58105,19719
E01000537,00AE,Brent,H,London,23.84271,11370
E01000538,00AE,Brent,H,London,11.71651,21884
E01000539,00AE,Brent,H,London,13.54514,19755
E01000540,00AE,Brent,H,London,13.11263,20263
E01000541,00AE,Brent,H,London,21.90881,12589
E01000542,00AE,Brent,H,London,15.49374,17790
E01000543,00AE,Brent,H,London,26.18632,10051
E01000544,00AE,Brent,H,London,50.55058,2087
E01000545,00AE,Brent,H,London,35.14248,6168
E01000546,00AE,Brent,H,London,28.44746,8913
E01000547,00AE,Brent,H,London,27.39438,9424
E01000548,00AE,Brent,H,London,48.2839,2523
E01000549,00AE,Brent,H,London,26.55566,9863
E01000550,00AE,Brent,H,London,57.56963,1096
E01000551,00AE,Brent,H,London,61.24594,727
E01000552,00AE,Brent,H,London,51.69424,1891
E01000553,00AE,Brent,H,London,37.43707,5362
E01000554,00AE,Brent,H,London,28.63964,8828
E01000555,00AE,Brent,H,London,19.39458,14451
E01000556,00AE,Brent,H,London,41.14163,4218
E01000557,00AE,Brent,H,London,23.6837,11478
E01000558,00AE,Brent,H,London,32.68237,7054
E01000559,00AE,Brent,H,London,27.27441,9495
E01000560,00AE,Brent,H,London,22.65358,12120
E01000561,00AE,Brent,H,London,32.6067,7089
E01000562,00AE,Brent,H,London,15.1897,18081
E01000563,00AE,Brent,H,London,16.14354,17229
E01000564,00AE,Brent,H,London,24.29041,11104
E01000565,00AE,Brent,H,London,28.59353,8854
E01000566,00AE,Brent,H,London,21.21679,13085
E01000567,00AE,Brent,H,London,21.32918,13011
E01000568,00AE,Brent,H,London,15.97127,17352
E01000569,00AE,Brent,H,London,15.14795,18120
E01000570,00AE,Brent,H,London,28.27677,8981
E01000571,00AE,Brent,H,London,21.1532,13148
E01000572,00AE,Brent,H,London,18.382,15269
E01000573,00AE,Brent,H,London,21.15437,13146
E01000574,00AE,Brent,H,London,20.2126,13835
E01000575,00AE,Brent,H,London,21.23766,13071
E01000576,00AE,Brent,H,London,17.11818,16366
E01000577,00AE,Brent,H,London,31.7654,7445
E01000578,00AE,Brent,H,London,23.28691,11730
E01000579,00AE,Brent,H,London,28.8064,8751
E01000580,00AE,Brent,H,London,30.30552,8068
E01000581,00AE,Brent,H,London,21.69366,12741
E01000582,00AE,Brent,H,London,20.98087,13255
E01000583,00AE,Brent,H,London,35.24228,6131
E01000584,00AE,Brent,H,London,18.47488,15200
E01000585,00AE,Brent,H,London,25.04196,10651
E01000586,00AE,Brent,H,London,33.20199,6847
E01000587,00AE,Brent,H,London,17.62721,15919
E01000588,00AE,Brent,H,London,29.58677,8369
E01000589,00AE,Brent,H,London,24.98667,10678
E01000590,00AE,Brent,H,London,16.67555,16760
E01000591,00AE,Brent,H,London,22.53521,12182
E01000592,00AE,Brent,H,London,20.5089,13614
E01000593,00AE,Brent,H,London,24.46835,10991
E01000594,00AE,Brent,H,London,21.97044,12561
E01000595,00AE,Brent,H,London,55.7659,1294
E01000596,00AE,Brent,H,London,54.32544,1504
E01000597,00AE,Brent,H,London,47.24774,2724
E01000598,00AE,Brent,H,London,62.28777,645
E01000599,00AE,Brent,H,London,48.79423,2415
E01000600,00AE,Brent,H,London,59.1598,893
E01000601,00AE,Brent,H,London,54.82042,1437
E01000602,00AE,Brent,H,London,53.59701,1605
E01000603,00AE,Brent,H,London,36.57255,5658
E01000604,00AE,Brent,H,London,53.73531,1583
E01000605,00AE,Brent,H,London,46.35686,2905
E01000606,00AE,Brent,H,London,26.14082,10076
E01000607,00AE,Brent,H,London,22.4743,12228
E01000608,00AE,Brent,H,London,25.94249,10172
E01000609,00AE,Brent,H,London,27.1691,9548
E01000610,00AE,Brent,H,London,26.86448,9692
E01000611,00AE,Brent,H,London,32.09829,7302
E01000612,00AE,Brent,H,London,22.52783,12193
E01000613,00AE,Brent,H,London,29.57736,8373
E01000614,00AE,Brent,H,London,24.00658,11275
E01000615,00AE,Brent,H,London,23.81302,11393
E01000616,00AE,Brent,H,London,23.29984,11725
E01000617,00AE,Brent,H,London,25.66077,10314
E01000618,00AE,Brent,H,London,21.23746,13072
E01000619,00AE,Brent,H,London,20.87314,13339
E01000620,00AE,Brent,H,London,23.84214,11372
E01000621,00AE,Brent,H,London,25.13264,10604
E01000622,00AE,Brent,H,London,32.531,7118
E01000623,00AE,Brent,H,London,21.1901,13111
E01000624,00AE,Brent,H,London,21.44921,12911
E01000625,00AE,Brent,H,London,22.99133,11903
E01000626,00AE,Brent,H,London,48.31243,2515
E01000627,00AE,Brent,H,London,37.36227,5390
E01000628,00AE,Brent,H,London,32.21569,7258
E01000629,00AE,Brent,H,London,21.66324,12766
E01000630,00AE,Brent,H,London,41.29669,4177
E01000631,00AE,Brent,H,London,22.74116,12058
E01000632,00AE,Brent,H,London,22.69217,12095
E01000633,00AE,Brent,H,London,32.37726,7184
E01000634,00AE,Brent,H,London,29.78928,8284
E01000635,00AE,Brent,H,London,33.67928,6665
E01000636,00AE,Brent,H,London,23.44831,11617
E01000637,00AE,Brent,H,London,32.57768,7099
E01000638,00AE,Brent,H,London,38.73617,4952
E01000639,00AE,Brent,H,London,29.98283,8202
E01000640,00AE,Brent,H,London,38.40792,5048
E01000641,00AE,Brent,H,London,38.10228,5144
E01000642,00AE,Brent,H,London,37.72731,5275
E01000643,00AE,Brent,H,London,55.75868,1296
E01000644,00AE,Brent,H,London,32.34031,7201
E01000645,00AF,Bromley,H,London,5.874391,29130
E01000646,00AF,Bromley,H,London,9.8036,24281
E01000647,00AF,Bromley,H,London,8.889977,25474
E01000648,00AF,Bromley,H,London,7.510213,27178
E01000649,00AF,Bromley,H,London,9.089096,25233
E01000650,00AF,Bromley,H,London,12.19995,21300
E01000651,00AF,Bromley,H,London,9.559592,24603
E01000652,00AF,Bromley,H,London,5.835528,29177
E01000653,00AF,Bromley,H,London,8.307427,26214
E01000654,00AF,Bromley,H,London,9.801691,24289
E01000655,00AF,Bromley,H,London,9.961941,24076
E01000656,00AF,Bromley,H,London,6.14045,28833
E01000657,00AF,Bromley,H,London,13.75303,19529
E01000658,00AF,Bromley,H,London,6.988985,27833
E01000659,00AF,Bromley,H,London,6.035943,28945
E01000660,00AF,Bromley,H,London,9.85184,24219
E01000661,00AF,Bromley,H,London,40.87026,4302
E01000662,00AF,Bromley,H,London,18.4536,15219
E01000663,00AF,Bromley,H,London,17.55869,15967
E01000664,00AF,Bromley,H,London,17.78215,15790
E01000665,00AF,Bromley,H,London,12.0983,21430
E01000666,00AF,Bromley,H,London,6.312304,28633
E01000667,00AF,Bromley,H,London,6.191775,28781
E01000668,00AF,Bromley,H,London,11.09723,22595
E01000669,00AF,Bromley,H,London,10.72696,23062
E01000670,00AF,Bromley,H,London,4.721784,30337
E01000671,00AF,Bromley,H,London,10.08112,23910
E01000672,00AF,Bromley,H,London,9.416086,24790
E01000673,00AF,Bromley,H,London,11.77899,21796
E01000674,00AF,Bromley,H,London,13.8007,19478
E01000675,00AF,Bromley,H,London,15.45033,17839
E01000676,00AF,Bromley,H,London,27.12358,9570
E01000677,00AF,Bromley,H,London,16.94216,16522
E01000678,00AF,Bromley,H,London,8.861973,25502
E01000679,00AF,Bromley,H,London,10.9426,22804
E01000680,00AF,Bromley,H,London,9.546121,24622
E01000681,00AF,Bromley,H,London,3.186055,31699
E01000682,00AF,Bromley,H,London,4.110488,30946
E01000683,00AF,Bromley,H,London,6.745907,28137
E01000684,00AF,Bromley,H,London,3.717121,31266
E01000685,00AF,Bromley,H,London,10.47599,23417
E01000686,00AF,Bromley,H,London,6.051623,28927
E01000687,00AF,Bromley,H,London,6.200246,28773
E01000688,00AF,Bromley,H,London,3.854265,31159
E01000689,00AF,Bromley,H,London,24.38606,11040
E01000690,00AF,Bromley,H,London,8.96941,25378
E01000691,00AF,Bromley,H,London,16.24737,17141
E01000692,00AF,Bromley,H,London,8.619403,25820
E01000693,00AF,Bromley,H,London,13.31174,20019
E01000694,00AF,Bromley,H,London,6.251174,28715
E01000695,00AF,Bromley,H,London,8.233542,26304
E01000696,00AF,Bromley,H,London,8.871501,25495
E01000697,00AF,Bromley,H,London,6.120228,28860
E01000698,00AF,Bromley,H,London,9.395063,24823
E01000699,00AF,Bromley,H,London,25.26512,10515
E01000700,00AF,Bromley,H,London,17.8016,15774
E01000701,00AF,Bromley,H,London,11.41559,22219
E01000702,00AF,Bromley,H,London,10.04796,23964
E01000703,00AF,Bromley,H,London,11.69206,21909
E01000704,00AF,Bromley,H,London,12.93116,20476
E01000705,00AF,Bromley,H,London,18.91044,14832
E01000706,00AF,Bromley,H,London,16.58529,16842
E01000707,00AF,Bromley,H,London,4.46211,30581
E01000708,00AF,Bromley,H,London,8.903731,25456
E01000709,00AF,Bromley,H,London,16.72546,16715
E01000710,00AF,Bromley,H,London,8.903339,25457
E01000711,00AF,Bromley,H,London,14.84134,18396
E01000712,00AF,Bromley,H,London,9.294702,24970
E01000713,00AF,Bromley,H,London,7.717097,26940
E01000714,00AF,Bromley,H,London,10.2502,23709
E01000715,00AF,Bromley,H,London,8.119741,26449
E01000716,00AF,Bromley,H,London,6.806203,28060
E01000717,00AF,Bromley,H,London,13.81739,19454
E01000718,00AF,Bromley,H,London,27.50119,9369
E01000719,00AF,Bromley,H,London,30.56659,7947
E01000720,00AF,Bromley,H,London,41.58004,4090
E01000721,00AF,Bromley,H,London,41.21883,4198
E01000722,00AF,Bromley,H,London,24.2312,11139
E01000723,00AF,Bromley,H,London,12.56269,20884
E01000724,00AF,Bromley,H,London,43.09367,3673
E01000725,00AF,Bromley,H,London,25.82745,10223
E01000726,00AF,Bromley,H,London,15.64038,17665
E01000727,00AF,Bromley,H,London,11.08393,22611
E01000728,00AF,Bromley,H,London,24.61668,10899
E01000729,00AF,Bromley,H,London,49.33627,2317
E01000730,00AF,Bromley,H,London,42.54186,3820
E01000731,00AF,Bromley,H,London,26.47123,9904
E01000732,00AF,Bromley,H,London,16.64315,16793
E01000733,00AF,Bromley,H,London,23.56293,11551
E01000734,00AF,Bromley,H,London,15.88016,17448
E01000735,00AF,Bromley,H,London,33.36635,6781
E01000736,00AF,Bromley,H,London,27.78608,9241
E01000737,00AF,Bromley,H,London,26.46471,9908
E01000738,00AF,Bromley,H,London,22.14469,12451
E01000739,00AF,Bromley,H,London,37.48315,5347
E01000740,00AF,Bromley,H,London,30.70873,7885
E01000741,00AF,Bromley,H,London,32.74541,7024
E01000742,00AF,Bromley,H,London,30.2691,8080
E01000743,00AF,Bromley,H,London,38.39919,5049
E01000744,00AF,Bromley,H,London,45.67516,3075
E01000745,00AF,Bromley,H,London,26.47763,9901
E01000746,00AF,Bromley,H,London,23.48475,11597
E01000747,00AF,Bromley,H,London,21.52012,12854
E01000748,00AF,Bromley,H,London,12.24763,21244
E01000749,00AF,Bromley,H,London,10.41137,23493
E01000750,00AF,Bromley,H,London,28.48921,8901
E01000751,00AF,Bromley,H,London,6.297945,28653
E01000752,00AF,Bromley,H,London,7.564253,27110
E01000753,00AF,Bromley,H,London,4.918262,30146
E01000754,00AF,Bromley,H,London,8.096622,26485
E01000755,00AF,Bromley,H,London,4.648693,30408
E01000756,00AF,Bromley,H,London,3.752593,31241
E01000757,00AF,Bromley,H,London,3.499065,31445
E01000758,00AF,Bromley,H,London,4.285986,30769
E01000759,00AF,Bromley,H,London,5.985083,29004
E01000760,00AF,Bromley,H,London,10.25649,23698
E01000761,00AF,Bromley,H,London,6.340367,28594
E01000762,00AF,Bromley,H,London,6.401522,28524
E01000763,00AF,Bromley,H,London,4.209278,30843
E01000764,00AF,Bromley,H,London,14.2241,18979
E01000765,00AF,Bromley,H,London,7.763698,26872
E01000766,00AF,Bromley,H,London,3.415508,31514
E01000767,00AF,Bromley,H,London,3.436071,31501
E01000768,00AF,Bromley,H,London,7.696141,26961
E01000769,00AF,Bromley,H,London,25.72002,10282
E01000770,00AF,Bromley,H,London,8.450963,26033
E01000771,00AF,Bromley,H,London,7.33758,27381
E01000772,00AF,Bromley,H,London,5.197497,29839
E01000773,00AF,Bromley,H,London,5.89912,29088
E01000774,00AF,Bromley,H,London,9.808187,24273
E01000775,00AF,Bromley,H,London,7.455488,27246
E01000776,00AF,Bromley,H,London,24.45473,11004
E01000777,00AF,Bromley,H,London,8.421949,26082
E01000778,00AF,Bromley,H,London,14.55872,18658
E01000779,00AF,Bromley,H,London,18.8022,14921
E01000780,00AF,Bromley,H,London,26.71998,9767
E01000781,00AF,Bromley,H,London,31.15182,7691
E01000782,00AF,Bromley,H,London,45.23631,3164
E01000783,00AF,Bromley,H,London,35.59034,6007
E01000784,00AF,Bromley,H,London,10.86135,22884
E01000785,00AF,Bromley,H,London,35.03502,6206
E01000786,00AF,Bromley,H,London,10.52998,23311
E01000787,00AF,Bromley,H,London,24.75834,10813
E01000788,00AF,Bromley,H,London,20.24386,13811
E01000789,00AF,Bromley,H,London,48.36018,2505
E01000790,00AF,Bromley,H,London,14.60621,18609
E01000791,00AF,Bromley,H,London,12.06588,21462
E01000792,00AF,Bromley,H,London,26.6146,9832
E01000793,00AF,Bromley,H,London,4.396525,30650
E01000794,00AF,Bromley,H,London,4.046171,30996
E01000795,00AF,Bromley,H,London,13.1521,20214
E01000796,00AF,Bromley,H,London,38.6275,4982
E01000797,00AF,Bromley,H,London,17.73411,15828
E01000798,00AF,Bromley,H,London,45.42099,3123
E01000799,00AF,Bromley,H,London,24.61201,10901
E01000800,00AF,Bromley,H,London,30.44363,8007
E01000801,00AF,Bromley,H,London,21.61124,12803
E01000802,00AF,Bromley,H,London,23.33313,11702
E01000803,00AF,Bromley,H,London,18.87564,14858
E01000804,00AF,Bromley,H,London,7.658494,27004
E01000805,00AF,Bromley,H,London,22.47474,12227
E01000806,00AF,Bromley,H,London,32.51144,7132
E01000807,00AF,Bromley,H,London,6.074287,28906
E01000808,00AF,Bromley,H,London,6.670855,28213
E01000809,00AF,Bromley,H,London,3.135829,31729
E01000810,00AF,Bromley,H,London,1.704062,32384
E01000811,00AF,Bromley,H,London,6.812266,28053
E01000812,00AF,Bromley,H,London,9.546652,24621
E01000813,00AF,Bromley,H,London,4.811107,30247
E01000814,00AF,Bromley,H,London,2.18731,32242
E01000815,00AF,Bromley,H,London,3.191544,31696
E01000816,00AF,Bromley,H,London,11.78914,21780
E01000817,00AF,Bromley,H,London,33.11172,6891
E01000818,00AF,Bromley,H,London,11.75589,21828
E01000819,00AF,Bromley,H,London,31.61376,7515
E01000820,00AF,Bromley,H,London,21.31867,13015
E01000821,00AF,Bromley,H,London,7.732413,26915
E01000822,00AF,Bromley,H,London,14.61988,18597
E01000823,00AF,Bromley,H,London,12.38078,21082
E01000824,00AF,Bromley,H,London,13.10157,20278
E01000825,00AF,Bromley,H,London,16.31363,17076
E01000826,00AF,Bromley,H,London,3.182283,31701
E01000827,00AF,Bromley,H,London,6.905214,27939
E01000828,00AF,Bromley,H,London,12.88263,20527
E01000829,00AF,Bromley,H,London,6.795516,28073
E01000830,00AF,Bromley,H,London,3.703009,31278
E01000831,00AF,Bromley,H,London,5.998302,28991
E01000832,00AF,Bromley,H,London,6.696563,28186
E01000833,00AF,Bromley,H,London,2.393502,32152
E01000834,00AF,Bromley,H,London,4.665463,30392
E01000835,00AF,Bromley,H,London,8.820263,25557
E01000836,00AF,Bromley,H,London,5.108072,29940
E01000837,00AF,Bromley,H,London,12.29501,21185
E01000838,00AF,Bromley,H,London,7.595117,27072
E01000839,00AF,Bromley,H,London,3.498031,31447
E01000840,00AF,Bromley,H,London,8.872564,25493
E01000841,00AF,Bromley,H,London,6.012426,28979
E01000842,00AG,Camden,H,London,12.20726,21292
E01000843,00AG,Camden,H,London,18.38614,15264
E01000844,00AG,Camden,H,London,13.26067,20089
E01000845,00AG,Camden,H,London,17.55569,15971
E01000846,00AG,Camden,H,London,28.00306,9126
E01000847,00AG,Camden,H,London,24.26013,11120
E01000848,00AG,Camden,H,London,11.9781,21550
E01000849,00AG,Camden,H,London,14.06202,19175
E01000850,00AG,Camden,H,London,18.05452,15539
E01000851,00AG,Camden,H,London,14.88659,18352
E01000852,00AG,Camden,H,London,19.33352,14500
E01000853,00AG,Camden,H,London,30.90066,7805
E01000854,00AG,Camden,H,London,23.05827,11862
E01000855,00AG,Camden,H,London,14.99578,18246
E01000856,00AG,Camden,H,London,33.52883,6730
E01000857,00AG,Camden,H,London,16.96031,16505
E01000858,00AG,Camden,H,London,43.37423,3613
E01000859,00AG,Camden,H,London,9.998826,24020
E01000860,00AG,Camden,H,London,23.16656,11805
E01000861,00AG,Camden,H,London,39.15491,4826
E01000862,00AG,Camden,H,London,9.579895,24570
E01000863,00AG,Camden,H,London,36.62343,5643
E01000864,00AG,Camden,H,London,21.73512,12706
E01000865,00AG,Camden,H,London,15.3952,17891
E01000866,00AG,Camden,H,London,30.78886,7853
E01000867,00AG,Camden,H,London,36.18505,5805
E01000868,00AG,Camden,H,London,36.92818,5528
E01000869,00AG,Camden,H,London,30.43138,8016
E01000870,00AG,Camden,H,London,36.05988,5850
E01000871,00AG,Camden,H,London,18.74474,14975
E01000872,00AG,Camden,H,London,28.4671,8907
E01000873,00AG,Camden,H,London,14.13031,19089
E01000874,00AG,Camden,H,London,8.378587,26128
E01000875,00AG,Camden,H,London,22.10437,12480
E01000876,00AG,Camden,H,London,30.97279,7764
E01000877,00AG,Camden,H,London,10.83758,22921
E01000878,00AG,Camden,H,London,13.63678,19644
E01000879,00AG,Camden,H,London,10.66549,23137
E01000880,00AG,Camden,H,London,10.05853,23945
E01000881,00AG,Camden,H,London,20.14006,13893
E01000882,00AG,Camden,H,London,9.580468,24569
E01000883,00AG,Camden,H,London,19.1703,14619
E01000884,00AG,Camden,H,London,11.70516,21895
E01000885,00AG,Camden,H,London,11.77442,21802
E01000886,00AG,Camden,H,London,13.50581,19795
E01000887,00AG,Camden,H,London,18.17612,15438
E01000888,00AG,Camden,H,London,20.03547,13967
E01000889,00AG,Camden,H,London,37.74834,5267
E01000890,00AG,Camden,H,London,46.54004,2865
E01000891,00AG,Camden,H,London,51.20298,1970
E01000892,00AG,Camden,H,London,22.68777,12099
E01000893,00AG,Camden,H,London,10.61895,23191
E01000894,00AG,Camden,H,London,7.734798,26911
E01000895,00AG,Camden,H,London,15.96088,17358
E01000896,00AG,Camden,H,London,8.703338,25729
E01000897,00AG,Camden,H,London,9.142615,25175
E01000898,00AG,Camden,H,London,23.68462,11477
E01000899,00AG,Camden,H,London,9.333271,24916
E01000900,00AG,Camden,H,London,31.49884,7557
E01000901,00AG,Camden,H,London,35.83431,5920
E01000902,00AG,Camden,H,London,35.88938,5900
E01000903,00AG,Camden,H,London,18.19525,15418
E01000904,00AG,Camden,H,London,42.73565,3778
E01000905,00AG,Camden,H,London,42.75917,3770
E01000906,00AG,Camden,H,London,14.68313,18544
E01000907,00AG,Camden,H,London,33.1588,6866
E01000908,00AG,Camden,H,London,33.95931,6563
E01000909,00AG,Camden,H,London,14.53061,18684
E01000910,00AG,Camden,H,London,14.39606,18808
E01000911,00AG,Camden,H,London,21.43755,12915
E01000912,00AG,Camden,H,London,22.84799,11990
E01000913,00AG,Camden,H,London,8.322291,26195
E01000914,00AG,Camden,H,London,20.73507,13445
E01000915,00AG,Camden,H,London,31.3565,7614
E01000916,00AG,Camden,H,London,25.62668,10337
E01000917,00AG,Camden,H,London,40.63607,4383
E01000918,00AG,Camden,H,London,33.16472,6861
E01000919,00AG,Camden,H,London,25.53322,10379
E01000920,00AG,Camden,H,London,24.02906,11259
E01000921,00AG,Camden,H,London,27.94612,9153
E01000922,00AG,Camden,H,London,28.69058,8798
E01000923,00AG,Camden,H,London,26.90437,9671
E01000924,00AG,Camden,H,London,21.38844,12965
E01000925,00AG,Camden,H,London,37.98855,5179
E01000926,00AG,Camden,H,London,31.12559,7704
E01000927,00AG,Camden,H,London,23.93431,11318
E01000928,00AG,Camden,H,London,26.78278,9733
E01000929,00AG,Camden,H,London,31.05793,7725
E01000930,00AG,Camden,H,London,36.54414,5672
E01000931,00AG,Camden,H,London,39.83234,4617
E01000932,00AG,Camden,H,London,27.18857,9540
E01000933,00AG,Camden,H,London,38.51295,5019
E01000934,00AG,Camden,H,London,36.43182,5722
E01000935,00AG,Camden,H,London,36.53735,5678
E01000936,00AG,Camden,H,London,27.55723,9341
E01000937,00AG,Camden,H,London,20.54345,13584
E01000938,00AG,Camden,H,London,25.11454,10614
E01000939,00AG,Camden,H,London,37.71218,5284
E01000940,00AG,Camden,H,London,20.31834,13757
E01000941,00AG,Camden,H,London,33.35889,6783
E01000942,00AG,Camden,H,London,17.83764,15741
E01000943,00AG,Camden,H,London,18.50579,15175
E01000944,00AG,Camden,H,London,36.39731,5739
E01000945,00AG,Camden,H,London,25.5106,10386
E01000946,00AG,Camden,H,London,15.9004,17417
E01000947,00AG,Camden,H,London,33.02141,6927
E01000948,00AG,Camden,H,London,37.05952,5496
E01000949,00AG,Camden,H,London,23.2749,11736
E01000950,00AG,Camden,H,London,45.35158,3134
E01000951,00AG,Camden,H,London,35.78848,5948
E01000952,00AG,Camden,H,London,42.70144,3785
