LSOA21CD,All categories: Age_weighted,Age under 1_weighted,Age 1_weighted,Age 2_weighted,Age 3_weighted,Age 4_weighted,Age 5_weighted,Age 6_weighted,Age 7_weighted,Age 8_weighted,Age 9_weighted,Age 10_weighted,Age 11_weighted,Age 12_weighted,Age 13_weighted,Age 14_weighted,Age 15_weighted,Age 16_weighted,Age 17_weighted,Age 18_weighted,Age 19_weighted,Age 20_weighted,Age 21_weighted,Age 22_weighted,Age 23_weighted,Age 24_weighted,Age 25_weighted,Age 26_weighted,Age 27_weighted,Age 28_weighted,Age 29_weighted,Age 30_weighted,Age 31_weighted,Age 32_weighted,Age 33_weighted,Age 34_weighted,Age 35_weighted,Age 36_weighted,Age 37_weighted,Age 38_weighted,Age 39_weighted,Age 40_weighted,Age 41_weighted,Age 42_weighted,Age 43_weighted,Age 44_weighted,Age 45_weighted,Age 46_weighted,Age 47_weighted,Age 48_weighted,Age 49_weighted,Age 50_weighted,Age 51_weighted,Age 52_weighted,Age 53_weighted,Age 54_weighted,Age 55_weighted,Age 56_weighted,Age 57_weighted,Age 58_weighted,Age 59_weighted,Age 60_weighted,Age 61_weighted,Age 62_weighted,Age 63_weighted,Age 64_weighted,Age 65_weighted,Age 66_weighted,Age 67_weighted,Age 68_weighted,Age 69_weighted,Age 70_weighted,Age 71_weighted,Age 72_weighted,Age 73_weighted,Age 74_weighted,Age 75_weighted,Age 76_weighted,Age 77_weighted,Age 78_weighted,Age 79_weighted,Age 80_weighted,Age 81_weighted,Age 82_weighted,Age 83_weighted,Age 84_weighted,Age 85_weighted,Age 86_weighted,Age 87_weighted,Age 88_weighted,Age 89_weighted,Age 90_weighted,Age 91_weighted,Age 92_weighted,Age 93_weighted,Age 94_weighted,Age 95_weighted,Age 96_weighted,Age 97_weighted,Age 98_weighted,Age 99_weighted,Age 100 and over_weighted
E01004020,1730.0,31.0,35.0,42.0,23.0,39.0,30.0,30.0,24.0,31.0,29.0,15.0,17.0,22.0,19.0,32.0,21.0,17.0,19.0,26.0,20.0,11.0,27.0,32.0,25.0,25.0,21.0,27.0,31.0,30.0,23.0,25.0,38.0,43.0,34.0,30.0,24.0,34.0,27.0,36.0,41.0,35.0,34.0,36.0,28.0,29.0,32.0,17.0,24.0,31.0,18.0,22.0,21.0,18.0,22.0,26.0,10.0,11.0,9.0,10.0,11.0,10.0,12.0,17.0,10.0,7.0,11.0,9.0,7.0,2.0,5.0,7.0,4.0,3.0,9.0,4.0,5.0,7.0,2.0,5.0,6.0,5.0,3.0,10.0,3.0,4.0,3.0,0.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004021,2109.0,44.0,46.0,22.0,19.0,20.0,17.0,11.0,13.0,11.0,13.0,13.0,6.0,10.0,10.0,8.0,13.0,13.0,14.0,10.0,10.0,23.0,16.0,30.0,15.0,38.0,56.0,57.0,71.0,63.0,70.0,77.0,86.0,78.0,73.0,60.0,61.0,75.0,45.0,44.0,48.0,31.0,48.0,32.0,35.0,32.0,29.0,33.0,20.0,26.0,24.0,22.0,18.0,26.0,23.0,22.0,20.0,18.0,13.0,10.0,21.0,9.0,11.0,17.0,13.0,8.0,6.0,7.0,10.0,13.0,4.0,9.0,4.0,6.0,8.0,6.0,7.0,8.0,3.0,6.0,2.0,3.0,4.0,7.0,2.0,3.0,5.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
E01004023,1540.0,27.0,25.0,13.0,16.0,13.0,19.0,21.0,17.0,13.0,19.0,16.0,14.0,11.0,9.0,10.0,17.0,13.0,18.0,15.0,16.0,14.0,25.0,33.0,33.0,38.0,36.0,38.0,33.0,25.0,51.0,23.0,33.0,31.0,22.0,37.0,15.0,31.0,16.0,22.0,24.0,21.0,17.0,25.0,21.0,26.0,21.0,23.0,35.0,29.0,17.0,23.0,16.0,12.0,21.0,14.0,26.0,13.0,12.0,11.0,7.0,12.0,13.0,12.0,10.0,12.0,7.0,8.0,15.0,10.0,11.0,5.0,6.0,6.0,6.0,7.0,10.0,7.0,12.0,12.0,6.0,9.0,3.0,10.0,3.0,3.0,3.0,5.0,4.0,6.0,4.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0
E01004024,1860.0,45.0,25.0,28.0,37.0,14.0,18.0,28.0,15.0,18.0,14.0,22.0,11.0,13.0,17.0,21.0,15.0,16.0,20.0,19.0,22.0,32.0,33.0,65.0,46.0,54.0,54.0,60.0,34.0,45.0,52.0,52.0,57.0,32.0,33.0,29.0,31.0,26.0,22.0,21.0,23.0,26.0,24.0,27.0,37.0,27.0,18.0,21.0,20.0,21.0,18.0,24.0,19.0,19.0,13.0,12.0,18.0,13.0,16.0,13.0,13.0,6.0,12.0,12.0,14.0,11.0,9.0,6.0,7.0,15.0,7.0,9.0,7.0,11.0,10.0,5.0,7.0,3.0,8.0,8.0,3.0,6.0,7.0,4.0,12.0,3.0,5.0,9.0,2.0,6.0,6.0,1.0,4.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0
E01004028,1651.0,25.0,24.0,22.0,20.0,27.0,22.0,19.0,16.0,23.0,19.0,14.0,21.0,21.0,16.0,15.0,12.0,20.0,14.0,23.0,9.0,25.0,32.0,28.0,38.0,32.0,61.0,35.0,35.0,37.0,57.0,34.0,28.0,58.0,31.0,36.0,29.0,40.0,29.0,30.0,26.0,30.0,26.0,30.0,28.0,27.0,20.0,21.0,28.0,19.0,21.0,20.0,24.0,12.0,16.0,13.0,13.0,15.0,9.0,11.0,7.0,18.0,12.0,6.0,7.0,15.0,7.0,10.0,2.0,3.0,8.0,4.0,6.0,2.0,5.0,5.0,4.0,4.0,5.0,2.0,3.0,3.0,1.0,4.0,4.0,7.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01004029,1835.0,20.0,29.0,9.0,15.0,21.0,10.0,18.0,14.0,15.0,11.0,7.0,9.0,6.0,9.0,11.0,20.0,10.0,12.0,8.0,12.0,20.0,23.0,52.0,59.0,55.0,77.0,73.0,91.0,83.0,85.0,73.0,68.0,55.0,61.0,61.0,42.0,39.0,49.0,31.0,34.0,32.0,30.0,28.0,33.0,21.0,24.0,19.0,21.0,22.0,20.0,14.0,15.0,13.0,17.0,7.0,7.0,10.0,6.0,12.0,9.0,7.0,5.0,8.0,6.0,4.0,5.0,8.0,2.0,0.0,3.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004030,1457.0,19.0,10.0,14.0,15.0,9.0,7.0,8.0,8.0,6.0,11.0,10.0,8.0,11.0,8.0,4.0,11.0,8.0,9.0,15.0,10.0,13.0,43.0,40.0,41.0,35.0,39.0,44.0,33.0,50.0,31.0,36.0,43.0,39.0,29.0,51.0,24.0,22.0,36.0,16.0,17.0,19.0,21.0,20.0,13.0,18.0,17.0,34.0,28.0,26.0,17.0,14.0,29.0,11.0,30.0,12.0,19.0,17.0,12.0,20.0,11.0,11.0,13.0,11.0,13.0,16.0,8.0,8.0,7.0,10.0,6.0,6.0,5.0,6.0,4.0,1.0,7.0,5.0,6.0,8.0,5.0,2.0,2.0,5.0,4.0,4.0,2.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004031,2060.0,37.0,23.0,24.0,27.0,40.0,19.0,20.0,12.0,17.0,7.0,15.0,23.0,31.0,19.0,25.0,17.0,19.0,21.0,25.0,20.0,51.0,47.0,40.0,51.0,59.0,78.0,95.0,62.0,71.0,80.0,58.0,46.0,48.0,35.0,32.0,31.0,29.0,30.0,25.0,29.0,33.0,32.0,27.0,16.0,21.0,26.0,21.0,20.0,26.0,18.0,22.0,22.0,17.0,9.0,18.0,24.0,14.0,13.0,11.0,7.0,13.0,13.0,12.0,16.0,13.0,5.0,8.0,14.0,8.0,4.0,9.0,7.0,4.0,4.0,9.0,5.0,11.0,5.0,5.0,6.0,8.0,6.0,0.0,11.0,3.0,3.0,3.0,2.0,5.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004032,1695.0,22.0,29.0,16.0,12.0,16.0,15.0,5.0,10.0,8.0,5.0,7.0,6.0,1.0,6.0,5.0,12.0,8.0,11.0,13.0,17.0,27.0,28.0,59.0,57.0,55.0,84.0,73.0,81.0,69.0,95.0,63.0,74.0,40.0,54.0,54.0,43.0,32.0,33.0,22.0,29.0,28.0,15.0,20.0,10.0,19.0,15.0,15.0,19.0,24.0,12.0,21.0,14.0,14.0,12.0,11.0,19.0,12.0,13.0,12.0,14.0,3.0,7.0,3.0,10.0,11.0,1.0,4.0,10.0,4.0,3.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004033,1519.0,27.0,19.0,11.0,18.0,21.0,15.0,18.0,8.0,10.0,16.0,15.0,18.0,17.0,18.0,20.0,17.0,18.0,16.0,14.0,12.0,29.0,25.0,32.0,31.0,29.0,33.0,38.0,36.0,49.0,43.0,30.0,41.0,24.0,33.0,39.0,26.0,25.0,21.0,25.0,19.0,20.0,35.0,24.0,24.0,14.0,27.0,15.0,17.0,14.0,31.0,21.0,16.0,14.0,14.0,13.0,15.0,15.0,7.0,11.0,11.0,14.0,8.0,7.0,13.0,8.0,9.0,9.0,5.0,6.0,4.0,8.0,7.0,2.0,4.0,6.0,4.0,4.0,6.0,4.0,8.0,9.0,3.0,5.0,5.0,9.0,7.0,4.0,4.0,3.0,9.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
E01004034,1541.0,27.0,27.0,20.0,29.0,30.0,21.0,21.0,14.0,17.0,20.0,21.0,17.0,22.0,20.0,13.0,16.0,19.0,22.0,20.0,23.0,23.0,18.0,36.0,36.0,32.0,32.0,41.0,48.0,33.0,29.0,25.0,37.0,24.0,28.0,24.0,32.0,21.0,24.0,20.0,12.0,27.0,17.0,32.0,27.0,23.0,26.0,18.0,25.0,26.0,22.0,15.0,14.0,19.0,7.0,14.0,12.0,14.0,8.0,9.0,9.0,10.0,10.0,6.0,1.0,8.0,7.0,7.0,2.0,4.0,3.0,11.0,9.0,2.0,5.0,7.0,5.0,3.0,4.0,8.0,6.0,7.0,12.0,8.0,9.0,6.0,1.0,2.0,0.0,6.0,2.0,3.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
E01004035,1622.0,44.0,47.0,26.0,27.0,19.0,25.0,11.0,17.0,20.0,16.0,19.0,18.0,14.0,18.0,9.0,12.0,12.0,11.0,12.0,16.0,22.0,19.0,20.0,52.0,23.0,61.0,47.0,35.0,27.0,29.0,25.0,32.0,30.0,29.0,22.0,27.0,27.0,18.0,31.0,21.0,23.0,21.0,28.0,17.0,20.0,20.0,23.0,18.0,16.0,18.0,15.0,38.0,12.0,19.0,16.0,16.0,15.0,16.0,8.0,7.0,18.0,14.0,8.0,17.0,17.0,6.0,8.0,8.0,5.0,15.0,7.0,8.0,9.0,11.0,7.0,7.0,6.0,16.0,9.0,6.0,8.0,4.0,6.0,7.0,6.0,5.0,6.0,3.0,4.0,2.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004036,2014.0,37.0,34.0,41.0,36.0,43.0,44.0,44.0,36.0,26.0,28.0,25.0,24.0,21.0,22.0,27.0,22.0,17.0,39.0,12.0,23.0,27.0,29.0,40.0,50.0,34.0,54.0,52.0,57.0,54.0,36.0,44.0,56.0,37.0,53.0,35.0,24.0,30.0,29.0,42.0,33.0,34.0,27.0,45.0,20.0,29.0,26.0,25.0,29.0,25.0,23.0,14.0,22.0,11.0,14.0,13.0,18.0,13.0,6.0,7.0,10.0,9.0,9.0,10.0,7.0,5.0,8.0,9.0,9.0,8.0,6.0,6.0,4.0,6.0,4.0,9.0,8.0,4.0,7.0,5.0,10.0,6.0,5.0,7.0,7.0,2.0,3.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
E01004037,1953.0,28.0,34.0,34.0,22.0,32.0,34.0,26.0,22.0,26.0,23.0,14.0,15.0,18.0,20.0,23.0,15.0,27.0,25.0,18.0,22.0,32.0,33.0,30.0,32.0,43.0,36.0,48.0,69.0,63.0,67.0,78.0,74.0,61.0,48.0,47.0,40.0,35.0,30.0,42.0,35.0,27.0,28.0,31.0,23.0,32.0,26.0,24.0,17.0,24.0,19.0,25.0,26.0,29.0,13.0,17.0,17.0,7.0,12.0,8.0,7.0,6.0,9.0,9.0,9.0,7.0,5.0,3.0,0.0,5.0,4.0,4.0,3.0,8.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,0.0,4.0,1.0,0.0,1.0,4.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E01004038,2340.0,54.0,45.0,46.0,52.0,52.0,33.0,36.0,37.0,13.0,20.0,20.0,30.0,36.0,33.0,37.0,27.0,28.0,32.0,19.0,23.0,27.0,44.0,53.0,59.0,44.0,58.0,65.0,67.0,80.0,65.0,67.0,48.0,67.0,56.0,48.0,50.0,51.0,32.0,44.0,41.0,28.0,46.0,25.0,34.0,32.0,44.0,39.0,34.0,40.0,24.0,26.0,22.0,17.0,18.0,15.0,14.0,14.0,16.0,13.0,8.0,9.0,9.0,4.0,11.0,8.0,6.0,2.0,3.0,5.0,0.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004039,1568.0,28.0,20.0,20.0,14.0,14.0,18.0,13.0,18.0,14.0,14.0,16.0,10.0,16.0,20.0,21.0,24.0,31.0,14.0,13.0,26.0,28.0,39.0,38.0,46.0,46.0,55.0,52.0,52.0,55.0,64.0,44.0,42.0,37.0,36.0,30.0,28.0,16.0,21.0,14.0,25.0,22.0,20.0,13.0,11.0,20.0,18.0,19.0,15.0,14.0,18.0,18.0,17.0,37.0,25.0,18.0,12.0,18.0,5.0,9.0,9.0,4.0,6.0,6.0,7.0,6.0,7.0,1.0,6.0,6.0,4.0,3.0,5.0,1.0,0.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,6.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
E01004040,1780.0,26.0,23.0,43.0,21.0,24.0,36.0,34.0,28.0,33.0,34.0,24.0,22.0,23.0,24.0,28.0,25.0,21.0,27.0,15.0,30.0,22.0,28.0,28.0,28.0,26.0,42.0,75.0,35.0,26.0,23.0,23.0,21.0,22.0,27.0,25.0,28.0,20.0,15.0,25.0,21.0,24.0,35.0,34.0,25.0,32.0,20.0,30.0,32.0,20.0,25.0,20.0,23.0,19.0,20.0,26.0,27.0,24.0,24.0,20.0,21.0,10.0,7.0,12.0,10.0,9.0,4.0,6.0,6.0,8.0,13.0,6.0,5.0,5.0,3.0,4.0,8.0,3.0,6.0,5.0,13.0,7.0,3.0,4.0,2.0,0.0,1.0,7.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
E01004041,1660.0,39.0,27.0,27.0,30.0,14.0,16.0,15.0,20.0,23.0,19.0,20.0,18.0,32.0,18.0,25.0,20.0,29.0,24.0,14.0,18.0,25.0,37.0,24.0,28.0,27.0,37.0,30.0,32.0,30.0,40.0,25.0,29.0,22.0,28.0,25.0,29.0,23.0,29.0,27.0,19.0,22.0,30.0,25.0,24.0,45.0,33.0,29.0,36.0,33.0,27.0,22.0,28.0,17.0,25.0,15.0,12.0,10.0,8.0,20.0,16.0,9.0,8.0,9.0,5.0,16.0,16.0,6.0,5.0,10.0,3.0,2.0,7.0,7.0,8.0,9.0,4.0,4.0,5.0,6.0,4.0,3.0,5.0,3.0,6.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004042,1712.0,29.0,20.0,11.0,24.0,14.0,14.0,11.0,18.0,9.0,19.0,14.0,13.0,17.0,24.0,14.0,18.0,20.0,13.0,20.0,14.0,22.0,40.0,46.0,43.0,36.0,29.0,41.0,46.0,29.0,38.0,33.0,17.0,37.0,41.0,27.0,25.0,25.0,26.0,17.0,14.0,27.0,19.0,24.0,22.0,23.0,20.0,20.0,26.0,30.0,19.0,20.0,24.0,20.0,23.0,16.0,19.0,16.0,15.0,21.0,25.0,10.0,11.0,24.0,15.0,18.0,11.0,10.0,10.0,12.0,6.0,11.0,14.0,11.0,11.0,12.0,13.0,9.0,8.0,14.0,8.0,10.0,12.0,5.0,2.0,7.0,12.0,3.0,0.0,5.0,5.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0
E01004043,1366.0,15.0,15.0,15.0,12.0,14.0,6.0,9.0,14.0,12.0,11.0,13.0,6.0,10.0,11.0,13.0,12.0,11.0,13.0,10.0,28.0,27.0,36.0,18.0,31.0,29.0,33.0,19.0,37.0,31.0,30.0,20.0,27.0,20.0,26.0,24.0,14.0,27.0,29.0,20.0,21.0,19.0,18.0,24.0,12.0,31.0,17.0,32.0,20.0,22.0,19.0,20.0,13.0,10.0,14.0,12.0,10.0,12.0,13.0,7.0,12.0,23.0,14.0,8.0,17.0,16.0,13.0,10.0,7.0,5.0,12.0,9.0,11.0,14.0,7.0,8.0,12.0,10.0,7.0,8.0,8.0,5.0,5.0,8.0,1.0,5.0,3.0,4.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
E01004044,1401.0,22.0,23.0,18.0,30.0,17.0,20.0,17.0,16.0,20.0,16.0,20.0,26.0,14.0,19.0,22.0,24.0,16.0,22.0,25.0,33.0,24.0,27.0,23.0,25.0,13.0,23.0,23.0,27.0,30.0,26.0,24.0,23.0,20.0,23.0,25.0,25.0,26.0,25.0,23.0,21.0,22.0,22.0,21.0,15.0,19.0,32.0,20.0,23.0,18.0,20.0,29.0,15.0,12.0,15.0,9.0,10.0,14.0,18.0,5.0,8.0,2.0,10.0,9.0,11.0,9.0,4.0,7.0,12.0,1.0,4.0,7.0,6.0,6.0,5.0,4.0,6.0,5.0,5.0,6.0,4.0,7.0,7.0,3.0,4.0,1.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004045,1518.0,38.0,31.0,17.0,48.0,40.0,21.0,25.0,40.0,21.0,20.0,19.0,21.0,16.0,28.0,16.0,17.0,24.0,28.0,16.0,13.0,26.0,23.0,17.0,30.0,20.0,25.0,31.0,19.0,27.0,24.0,40.0,31.0,19.0,32.0,28.0,26.0,25.0,28.0,32.0,24.0,21.0,27.0,22.0,25.0,27.0,16.0,24.0,28.0,28.0,21.0,27.0,20.0,18.0,17.0,11.0,19.0,9.0,6.0,14.0,12.0,8.0,9.0,6.0,6.0,6.0,3.0,5.0,4.0,6.0,6.0,5.0,1.0,3.0,2.0,8.0,4.0,4.0,0.0,1.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004046,1633.0,30.0,25.0,31.0,22.0,20.0,24.0,19.0,17.0,13.0,17.0,6.0,10.0,16.0,15.0,18.0,18.0,16.0,17.0,10.0,9.0,11.0,11.0,24.0,19.0,24.0,21.0,33.0,33.0,32.0,40.0,42.0,45.0,49.0,49.0,42.0,51.0,49.0,56.0,39.0,28.0,32.0,26.0,38.0,34.0,27.0,21.0,17.0,26.0,25.0,19.0,10.0,26.0,19.0,15.0,16.0,11.0,16.0,16.0,12.0,5.0,10.0,4.0,18.0,8.0,8.0,6.0,8.0,10.0,6.0,8.0,7.0,9.0,7.0,6.0,4.0,4.0,5.0,5.0,2.0,7.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0
E01004047,1595.0,41.0,21.0,22.0,27.0,23.0,27.0,20.0,19.0,18.0,33.0,22.0,22.0,29.0,33.0,27.0,23.0,18.0,22.0,26.0,27.0,31.0,19.0,27.0,28.0,33.0,20.0,34.0,16.0,24.0,33.0,25.0,32.0,20.0,29.0,28.0,24.0,28.0,15.0,34.0,21.0,20.0,28.0,26.0,21.0,24.0,20.0,29.0,38.0,30.0,24.0,31.0,21.0,14.0,10.0,19.0,9.0,5.0,15.0,14.0,8.0,5.0,9.0,8.0,16.0,7.0,10.0,5.0,8.0,5.0,5.0,8.0,6.0,7.0,6.0,3.0,4.0,7.0,6.0,4.0,8.0,5.0,2.0,1.0,5.0,4.0,1.0,0.0,6.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004048,1587.0,39.0,28.0,19.0,29.0,17.0,12.0,17.0,19.0,9.0,13.0,16.0,20.0,14.0,16.0,21.0,25.0,18.0,19.0,21.0,14.0,16.0,19.0,25.0,22.0,28.0,22.0,42.0,46.0,25.0,32.0,47.0,45.0,43.0,30.0,49.0,43.0,48.0,36.0,29.0,30.0,18.0,28.0,14.0,21.0,25.0,23.0,34.0,27.0,26.0,19.0,36.0,25.0,12.0,13.0,16.0,12.0,9.0,12.0,9.0,8.0,11.0,2.0,10.0,6.0,6.0,2.0,5.0,5.0,6.0,5.0,2.0,8.0,5.0,2.0,3.0,4.0,1.0,4.0,9.0,3.0,3.0,2.0,9.0,2.0,2.0,4.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
E01004049,1672.0,30.0,27.0,32.0,28.0,26.0,30.0,19.0,17.0,22.0,18.0,21.0,19.0,11.0,22.0,12.0,15.0,11.0,22.0,78.0,122.0,69.0,44.0,42.0,32.0,36.0,34.0,54.0,34.0,35.0,29.0,34.0,24.0,30.0,24.0,29.0,30.0,27.0,25.0,21.0,21.0,15.0,16.0,19.0,22.0,19.0,15.0,22.0,14.0,19.0,25.0,16.0,10.0,16.0,14.0,11.0,10.0,9.0,11.0,7.0,13.0,6.0,6.0,8.0,7.0,7.0,7.0,3.0,11.0,3.0,5.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,1.0,2.0,5.0,4.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004050,1475.0,22.0,14.0,17.0,18.0,13.0,10.0,14.0,12.0,12.0,11.0,12.0,13.0,12.0,14.0,12.0,10.0,10.0,15.0,26.0,5.0,18.0,18.0,31.0,24.0,38.0,23.0,33.0,31.0,36.0,52.0,33.0,48.0,36.0,38.0,35.0,32.0,39.0,26.0,32.0,28.0,29.0,24.0,21.0,19.0,25.0,24.0,25.0,16.0,19.0,24.0,15.0,29.0,31.0,21.0,13.0,17.0,12.0,19.0,13.0,11.0,11.0,11.0,6.0,12.0,11.0,6.0,9.0,8.0,6.0,2.0,6.0,4.0,4.0,9.0,5.0,7.0,4.0,2.0,1.0,3.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,5.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004051,1383.0,11.0,20.0,19.0,13.0,25.0,15.0,14.0,8.0,13.0,12.0,10.0,14.0,10.0,11.0,8.0,9.0,5.0,5.0,8.0,3.0,4.0,12.0,21.0,19.0,23.0,28.0,36.0,38.0,34.0,33.0,37.0,35.0,32.0,39.0,28.0,34.0,32.0,29.0,31.0,37.0,31.0,31.0,30.0,25.0,22.0,21.0,24.0,12.0,19.0,22.0,13.0,19.0,17.0,18.0,18.0,10.0,11.0,16.0,8.0,13.0,6.0,8.0,9.0,10.0,19.0,5.0,7.0,5.0,7.0,3.0,8.0,2.0,10.0,6.0,7.0,14.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,7.0,5.0,5.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
E01004052,1766.0,41.0,26.0,18.0,20.0,23.0,20.0,15.0,19.0,14.0,8.0,5.0,14.0,11.0,14.0,12.0,9.0,12.0,11.0,10.0,39.0,14.0,9.0,23.0,26.0,52.0,55.0,34.0,47.0,40.0,43.0,68.0,51.0,54.0,34.0,41.0,49.0,43.0,36.0,46.0,36.0,37.0,24.0,28.0,25.0,24.0,34.0,13.0,27.0,32.0,19.0,15.0,26.0,17.0,8.0,12.0,13.0,16.0,17.0,7.0,8.0,9.0,17.0,10.0,11.0,5.0,8.0,16.0,10.0,13.0,3.0,6.0,13.0,5.0,7.0,3.0,9.0,8.0,6.0,9.0,8.0,8.0,4.0,7.0,4.0,2.0,5.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
E01004053,1836.0,39.0,21.0,19.0,18.0,14.0,8.0,11.0,7.0,10.0,6.0,6.0,8.0,5.0,5.0,6.0,8.0,5.0,9.0,13.0,11.0,31.0,17.0,34.0,41.0,37.0,57.0,64.0,59.0,85.0,74.0,77.0,80.0,74.0,56.0,59.0,57.0,50.0,47.0,33.0,41.0,42.0,29.0,18.0,20.0,24.0,14.0,15.0,18.0,22.0,29.0,28.0,14.0,21.0,18.0,16.0,16.0,17.0,15.0,14.0,6.0,11.0,9.0,8.0,12.0,5.0,13.0,8.0,5.0,3.0,10.0,4.0,5.0,2.0,7.0,5.0,2.0,5.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E01004054,1656.0,26.0,25.0,13.0,20.0,15.0,12.0,9.0,7.0,7.0,8.0,5.0,5.0,7.0,8.0,5.0,7.0,3.0,6.0,4.0,7.0,12.0,14.0,22.0,53.0,44.0,55.0,53.0,78.0,65.0,68.0,65.0,92.0,71.0,66.0,56.0,46.0,59.0,30.0,34.0,28.0,29.0,29.0,29.0,18.0,24.0,23.0,17.0,11.0,18.0,13.0,12.0,17.0,15.0,12.0,10.0,15.0,10.0,8.0,11.0,7.0,14.0,14.0,12.0,8.0,10.0,3.0,7.0,11.0,3.0,3.0,3.0,4.0,1.0,7.0,1.0,5.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
