LSOA21CD,All categories: Economic activity_weighted,Economically active: Total_weighted,Economically active: Employee: Part-time_weighted,Economically active: Employee: Full-time_weighted,Economically active: Self-employed with employees: Part-time_weighted,Economically active: Self-employed with employees: Full-time_weighted,Economically active: Self-employed without employees: Part-time_weighted,Economically active: Self-employed without employees: Full-time_weighted,Economically active: Unemployed_weighted,Economically active: Full-time student_weighted,Economically inactive: Total_weighted,Economically inactive: Retired_weighted,Economically inactive: Student (including full-time students)_weighted,Economically inactive: Looking after home or family_weighted,Economically inactive: Long-term sick or disabled_weighted,Economically inactive: Other_weighted
E01003830,1273.0,927.0,152.0,517.0,9.0,41.0,51.0,77.0,46.0,34.0,346.0,158.0,79.0,66.0,17.0,26.0
E01003831,1154.0,864.0,160.0,536.0,4.0,21.0,29.0,58.0,36.0,20.0,290.0,133.0,42.0,60.0,35.0,20.0
E01003832,1065.0,709.0,127.0,430.0,1.0,10.0,31.0,39.0,44.0,27.0,356.0,113.0,52.0,59.0,93.0,39.0
E01003833,1029.0,798.0,142.0,496.0,5.0,12.0,26.0,52.0,45.0,20.0,231.0,105.0,39.0,39.0,29.0,19.0
E01003834,1352.0,941.0,112.0,524.0,6.0,30.0,53.0,75.0,36.0,105.0,411.0,128.0,182.0,43.0,46.0,12.0
E01003835,1062.0,807.0,134.0,442.0,9.0,37.0,56.0,86.0,21.0,22.0,255.0,87.0,72.0,62.0,19.0,15.0
E01003836,1034.0,673.0,94.0,398.0,3.0,23.0,33.0,57.0,27.0,38.0,361.0,128.0,78.0,73.0,56.0,26.0
E01003837,1273.0,883.0,136.0,504.0,5.0,39.0,63.0,77.0,34.0,25.0,390.0,186.0,64.0,85.0,32.0,23.0
E01003838,1318.0,1041.0,149.0,620.0,6.0,39.0,65.0,81.0,56.0,25.0,277.0,106.0,68.0,64.0,18.0,21.0
E01003839,1390.0,1040.0,143.0,632.0,5.0,21.0,57.0,92.0,57.0,33.0,350.0,122.0,63.0,88.0,46.0,31.0
E01003840,1174.0,869.0,143.0,457.0,3.0,28.0,40.0,92.0,65.0,41.0,305.0,109.0,70.0,77.0,20.0,29.0
E01003841,1389.0,943.0,177.0,501.0,10.0,20.0,37.0,64.0,83.0,51.0,446.0,116.0,121.0,96.0,73.0,40.0
E01003842,1215.0,868.0,165.0,502.0,5.0,7.0,22.0,71.0,57.0,39.0,347.0,137.0,77.0,83.0,38.0,12.0
E01003843,1457.0,1007.0,208.0,518.0,11.0,18.0,44.0,89.0,51.0,68.0,450.0,178.0,84.0,96.0,50.0,42.0
E01003844,1070.0,776.0,147.0,443.0,3.0,17.0,31.0,58.0,39.0,38.0,294.0,154.0,59.0,36.0,34.0,11.0
E01003845,1190.0,820.0,150.0,458.0,4.0,18.0,43.0,82.0,31.0,34.0,370.0,199.0,63.0,56.0,27.0,25.0
E01003846,1213.0,884.0,125.0,476.0,2.0,50.0,81.0,96.0,29.0,25.0,329.0,121.0,95.0,83.0,9.0,21.0
E01003847,1238.0,960.0,97.0,614.0,3.0,31.0,66.0,92.0,31.0,26.0,278.0,142.0,53.0,52.0,16.0,15.0
E01003848,1386.0,1132.0,158.0,709.0,5.0,29.0,59.0,105.0,51.0,16.0,254.0,100.0,52.0,64.0,22.0,16.0
E01003849,1122.0,824.0,100.0,475.0,6.0,39.0,61.0,91.0,37.0,15.0,298.0,142.0,41.0,69.0,18.0,28.0
E01003851,1171.0,854.0,103.0,480.0,15.0,39.0,68.0,109.0,15.0,25.0,317.0,146.0,53.0,90.0,5.0,23.0
E01003852,1011.0,762.0,70.0,467.0,11.0,26.0,59.0,74.0,33.0,22.0,249.0,110.0,48.0,48.0,19.0,24.0
E01003853,1097.0,760.0,98.0,403.0,8.0,35.0,61.0,86.0,58.0,11.0,337.0,135.0,60.0,75.0,39.0,28.0
E01003854,1058.0,810.0,79.0,456.0,5.0,47.0,59.0,110.0,32.0,22.0,248.0,96.0,45.0,63.0,17.0,27.0
E01003855,1309.0,981.0,119.0,602.0,3.0,36.0,40.0,102.0,45.0,34.0,328.0,98.0,76.0,56.0,63.0,35.0
E01003856,1237.0,1054.0,120.0,668.0,3.0,40.0,50.0,118.0,32.0,23.0,183.0,75.0,24.0,49.0,20.0,15.0
E01003857,1290.0,1034.0,125.0,607.0,4.0,46.0,79.0,112.0,39.0,22.0,256.0,103.0,43.0,69.0,15.0,26.0
E01003858,1205.0,928.0,83.0,563.0,6.0,56.0,72.0,96.0,33.0,19.0,277.0,109.0,49.0,78.0,16.0,25.0
E01003859,1116.0,847.0,120.0,500.0,6.0,27.0,59.0,81.0,35.0,19.0,269.0,113.0,57.0,71.0,5.0,23.0
E01003860,1389.0,1121.0,101.0,723.0,7.0,55.0,63.0,114.0,36.0,22.0,268.0,108.0,53.0,62.0,22.0,23.0
E01003861,1405.0,1168.0,95.0,835.0,1.0,33.0,50.0,92.0,41.0,21.0,237.0,81.0,55.0,58.0,23.0,20.0
E01003862,1034.0,780.0,121.0,475.0,5.0,19.0,41.0,59.0,41.0,19.0,254.0,116.0,40.0,47.0,31.0,20.0
E01003863,990.0,721.0,90.0,418.0,7.0,23.0,39.0,93.0,31.0,20.0,269.0,111.0,44.0,61.0,29.0,24.0
E01003864,1121.0,847.0,95.0,510.0,3.0,35.0,52.0,84.0,53.0,15.0,274.0,128.0,58.0,56.0,12.0,20.0
E01003865,940.0,719.0,108.0,412.0,2.0,19.0,41.0,75.0,42.0,20.0,221.0,97.0,45.0,34.0,25.0,20.0
E01003866,1121.0,886.0,113.0,553.0,5.0,28.0,65.0,81.0,22.0,19.0,235.0,86.0,47.0,70.0,9.0,23.0
E01003867,1106.0,844.0,86.0,530.0,2.0,21.0,42.0,88.0,31.0,44.0,262.0,91.0,76.0,47.0,27.0,21.0
E01003868,1135.0,929.0,94.0,584.0,3.0,30.0,63.0,108.0,30.0,17.0,206.0,86.0,35.0,53.0,15.0,17.0
E01003869,1265.0,1016.0,122.0,654.0,2.0,40.0,48.0,75.0,44.0,31.0,249.0,103.0,52.0,57.0,19.0,18.0
E01003870,1353.0,1082.0,139.0,698.0,7.0,32.0,45.0,81.0,35.0,45.0,271.0,103.0,64.0,70.0,15.0,19.0
E01003871,1171.0,954.0,124.0,549.0,12.0,47.0,80.0,96.0,22.0,24.0,217.0,76.0,42.0,61.0,11.0,27.0
E01003872,1102.0,876.0,93.0,568.0,13.0,37.0,51.0,77.0,21.0,16.0,226.0,92.0,46.0,64.0,9.0,15.0
E01003873,1249.0,1003.0,94.0,655.0,6.0,37.0,71.0,95.0,30.0,15.0,246.0,92.0,45.0,69.0,14.0,26.0
E01003874,1235.0,1009.0,76.0,680.0,7.0,44.0,58.0,99.0,33.0,12.0,226.0,89.0,38.0,39.0,33.0,27.0
E01003875,1123.0,777.0,82.0,465.0,3.0,45.0,48.0,90.0,23.0,21.0,346.0,126.0,72.0,101.0,24.0,23.0
E01003876,1303.0,1014.0,94.0,664.0,8.0,51.0,52.0,95.0,33.0,17.0,289.0,131.0,61.0,46.0,15.0,36.0
E01003877,1082.0,809.0,84.0,501.0,3.0,39.0,57.0,86.0,28.0,11.0,273.0,127.0,43.0,78.0,7.0,18.0
E01003878,1032.0,725.0,122.0,387.0,6.0,25.0,45.0,77.0,36.0,27.0,307.0,130.0,53.0,52.0,38.0,34.0
E01003879,1245.0,859.0,64.0,483.0,7.0,37.0,54.0,114.0,24.0,76.0,386.0,94.0,190.0,70.0,5.0,27.0
E01003880,1077.0,842.0,134.0,469.0,5.0,31.0,63.0,97.0,21.0,22.0,235.0,105.0,52.0,57.0,10.0,11.0
E01003881,1559.0,979.0,67.0,377.0,4.0,25.0,42.0,79.0,20.0,365.0,580.0,109.0,397.0,42.0,21.0,11.0
E01003882,1338.0,1081.0,130.0,686.0,6.0,33.0,61.0,107.0,28.0,30.0,257.0,100.0,62.0,54.0,20.0,21.0
E01003883,1409.0,1198.0,121.0,831.0,4.0,19.0,52.0,115.0,25.0,31.0,211.0,99.0,26.0,51.0,18.0,17.0
E01003884,1209.0,902.0,104.0,540.0,7.0,45.0,48.0,94.0,29.0,35.0,307.0,126.0,73.0,54.0,32.0,22.0
E01003885,1098.0,869.0,115.0,524.0,2.0,28.0,50.0,92.0,26.0,32.0,229.0,81.0,55.0,55.0,23.0,15.0
E01003886,1234.0,999.0,143.0,615.0,4.0,27.0,59.0,88.0,30.0,33.0,235.0,98.0,66.0,46.0,9.0,16.0
E01003887,1294.0,1048.0,132.0,640.0,8.0,37.0,59.0,91.0,36.0,45.0,246.0,117.0,52.0,48.0,14.0,15.0
E01003888,1391.0,1034.0,138.0,636.0,4.0,24.0,44.0,82.0,50.0,56.0,357.0,156.0,76.0,55.0,48.0,22.0
E01003889,1294.0,985.0,153.0,593.0,4.0,42.0,66.0,80.0,29.0,18.0,309.0,169.0,53.0,50.0,14.0,23.0
E01003890,1146.0,882.0,132.0,526.0,7.0,14.0,52.0,71.0,27.0,53.0,264.0,122.0,68.0,51.0,8.0,15.0
E01003891,1322.0,995.0,117.0,595.0,8.0,38.0,75.0,88.0,31.0,43.0,327.0,191.0,59.0,43.0,18.0,16.0
E01003892,1470.0,1115.0,119.0,685.0,12.0,44.0,86.0,115.0,37.0,17.0,355.0,163.0,47.0,100.0,15.0,30.0
E01003893,1212.0,947.0,96.0,582.0,5.0,30.0,70.0,104.0,31.0,29.0,265.0,130.0,47.0,50.0,11.0,27.0
E01003894,1265.0,1035.0,109.0,640.0,5.0,38.0,62.0,116.0,44.0,21.0,230.0,100.0,48.0,50.0,14.0,18.0
E01003895,1268.0,1005.0,143.0,569.0,9.0,42.0,70.0,109.0,35.0,28.0,263.0,116.0,48.0,63.0,22.0,14.0
E01003896,1342.0,1093.0,108.0,697.0,2.0,44.0,58.0,86.0,37.0,61.0,249.0,85.0,86.0,50.0,9.0,19.0
E01003897,1426.0,1177.0,113.0,794.0,3.0,36.0,57.0,81.0,39.0,54.0,249.0,80.0,106.0,34.0,18.0,11.0
E01003898,1128.0,961.0,102.0,616.0,8.0,31.0,58.0,102.0,24.0,20.0,167.0,74.0,32.0,34.0,13.0,14.0
E01003899,1032.0,836.0,119.0,549.0,4.0,21.0,40.0,62.0,21.0,20.0,196.0,96.0,30.0,41.0,13.0,16.0
E01003900,1119.0,796.0,174.0,367.0,3.0,21.0,49.0,83.0,54.0,45.0,323.0,116.0,72.0,54.0,50.0,31.0
E01003901,1149.0,930.0,160.0,541.0,7.0,17.0,42.0,97.0,33.0,33.0,219.0,90.0,54.0,45.0,16.0,14.0
E01003902,928.0,717.0,134.0,405.0,5.0,23.0,34.0,63.0,26.0,27.0,211.0,107.0,43.0,37.0,10.0,14.0
E01003903,1172.0,854.0,147.0,447.0,4.0,21.0,46.0,93.0,34.0,62.0,318.0,128.0,76.0,56.0,39.0,19.0
E01003904,1119.0,882.0,136.0,531.0,2.0,22.0,45.0,73.0,39.0,34.0,237.0,102.0,61.0,31.0,23.0,20.0
E01003905,1056.0,827.0,119.0,534.0,7.0,14.0,26.0,59.0,32.0,36.0,229.0,101.0,53.0,39.0,13.0,23.0
E01003906,1173.0,883.0,151.0,524.0,6.0,20.0,40.0,68.0,43.0,31.0,290.0,130.0,51.0,53.0,33.0,23.0
E01003907,1221.0,830.0,157.0,469.0,4.0,17.0,28.0,56.0,50.0,49.0,391.0,148.0,88.0,81.0,49.0,25.0
E01003908,1324.0,993.0,191.0,543.0,4.0,21.0,45.0,91.0,43.0,55.0,331.0,164.0,85.0,42.0,14.0,26.0
E01003909,1134.0,833.0,150.0,468.0,3.0,27.0,36.0,65.0,36.0,48.0,301.0,141.0,69.0,29.0,30.0,32.0
E01003910,1149.0,868.0,158.0,506.0,2.0,22.0,38.0,76.0,25.0,41.0,281.0,162.0,42.0,39.0,16.0,22.0
E01003911,1451.0,1081.0,204.0,574.0,9.0,10.0,39.0,73.0,111.0,61.0,370.0,51.0,141.0,75.0,49.0,54.0
E01003912,1095.0,691.0,147.0,322.0,5.0,7.0,17.0,26.0,95.0,72.0,404.0,60.0,129.0,57.0,93.0,65.0
E01003913,1494.0,1096.0,118.0,639.0,4.0,31.0,58.0,98.0,63.0,85.0,398.0,97.0,156.0,43.0,64.0,38.0
E01003914,1464.0,1116.0,138.0,596.0,8.0,35.0,56.0,116.0,98.0,69.0,348.0,88.0,135.0,41.0,44.0,40.0
E01003915,1511.0,1109.0,169.0,581.0,9.0,15.0,40.0,69.0,123.0,103.0,402.0,91.0,129.0,51.0,88.0,43.0
E01003916,1762.0,1289.0,180.0,673.0,3.0,17.0,51.0,83.0,126.0,156.0,473.0,66.0,254.0,46.0,46.0,61.0
E01003917,1413.0,1024.0,165.0,555.0,1.0,22.0,40.0,85.0,87.0,69.0,389.0,113.0,103.0,47.0,83.0,43.0
E01003918,1173.0,767.0,151.0,371.0,3.0,11.0,26.0,42.0,96.0,67.0,406.0,96.0,117.0,66.0,70.0,57.0
E01003919,1426.0,1044.0,134.0,583.0,6.0,19.0,45.0,89.0,75.0,93.0,382.0,80.0,147.0,45.0,70.0,40.0
E01003920,1318.0,920.0,166.0,469.0,3.0,17.0,21.0,53.0,107.0,84.0,398.0,96.0,117.0,50.0,85.0,50.0
E01003921,1164.0,811.0,153.0,429.0,4.0,10.0,21.0,39.0,101.0,54.0,353.0,60.0,93.0,39.0,106.0,55.0
E01003922,1453.0,1046.0,192.0,538.0,4.0,18.0,43.0,74.0,103.0,74.0,407.0,87.0,121.0,63.0,56.0,80.0
E01003923,1402.0,1089.0,142.0,646.0,3.0,17.0,36.0,81.0,100.0,64.0,313.0,81.0,115.0,37.0,40.0,40.0
E01003924,1433.0,1011.0,214.0,494.0,6.0,13.0,40.0,56.0,116.0,72.0,422.0,83.0,125.0,60.0,88.0,66.0
E01003925,953.0,658.0,128.0,319.0,3.0,9.0,27.0,38.0,79.0,55.0,295.0,69.0,96.0,42.0,54.0,34.0
E01003926,1051.0,717.0,127.0,379.0,3.0,3.0,23.0,40.0,72.0,70.0,334.0,75.0,117.0,40.0,57.0,45.0
E01003929,1883.0,1537.0,129.0,1033.0,4.0,39.0,48.0,127.0,82.0,75.0,346.0,81.0,152.0,33.0,48.0,32.0
E01003930,1308.0,789.0,68.0,349.0,2.0,13.0,29.0,41.0,86.0,201.0,519.0,44.0,370.0,24.0,48.0,33.0
E01003932,1309.0,877.0,121.0,465.0,5.0,11.0,35.0,37.0,118.0,85.0,432.0,64.0,196.0,36.0,93.0,43.0
E01003933,1515.0,932.0,98.0,468.0,0.0,20.0,19.0,46.0,68.0,213.0,583.0,86.0,364.0,51.0,47.0,35.0
E01003934,1165.0,858.0,75.0,515.0,2.0,39.0,37.0,90.0,66.0,34.0,307.0,101.0,91.0,32.0,58.0,25.0
E01003935,1168.0,646.0,54.0,393.0,2.0,17.0,17.0,37.0,53.0,73.0,522.0,49.0,385.0,30.0,44.0,14.0
E01003936,1731.0,1063.0,57.0,700.0,3.0,19.0,21.0,66.0,25.0,172.0,668.0,26.0,591.0,16.0,15.0,20.0
E01003937,1382.0,1098.0,84.0,741.0,3.0,15.0,30.0,91.0,56.0,78.0,284.0,34.0,169.0,23.0,29.0,29.0
E01003938,1446.0,1063.0,142.0,660.0,4.0,17.0,23.0,60.0,98.0,59.0,383.0,64.0,176.0,41.0,58.0,44.0
E01003939,1593.0,1261.0,116.0,886.0,2.0,24.0,20.0,85.0,71.0,57.0,332.0,41.0,183.0,40.0,36.0,32.0
E01003940,1107.0,760.0,104.0,426.0,7.0,8.0,25.0,36.0,90.0,64.0,347.0,63.0,144.0,56.0,44.0,40.0
E01003941,1645.0,1280.0,98.0,876.0,9.0,42.0,44.0,84.0,63.0,64.0,365.0,53.0,193.0,40.0,44.0,35.0
E01003942,1275.0,743.0,112.0,379.0,5.0,10.0,18.0,40.0,61.0,118.0,532.0,48.0,330.0,52.0,57.0,45.0
E01003943,1017.0,696.0,124.0,386.0,6.0,8.0,17.0,23.0,62.0,70.0,321.0,43.0,129.0,49.0,52.0,48.0
E01003945,1247.0,968.0,110.0,588.0,12.0,36.0,63.0,91.0,36.0,32.0,279.0,112.0,57.0,48.0,26.0,36.0
E01003946,1230.0,882.0,121.0,499.0,16.0,43.0,49.0,65.0,61.0,28.0,348.0,140.0,78.0,57.0,37.0,36.0
E01003947,1027.0,694.0,132.0,332.0,3.0,15.0,21.0,49.0,98.0,44.0,333.0,89.0,86.0,55.0,65.0,38.0
E01003948,1219.0,935.0,118.0,588.0,9.0,24.0,50.0,80.0,50.0,16.0,284.0,81.0,45.0,54.0,77.0,27.0
E01003949,1473.0,1191.0,131.0,718.0,5.0,44.0,66.0,145.0,52.0,30.0,282.0,88.0,57.0,49.0,58.0,30.0
E01003950,1421.0,1011.0,155.0,523.0,9.0,17.0,49.0,62.0,123.0,73.0,410.0,114.0,93.0,54.0,88.0,61.0
E01003951,1118.0,737.0,105.0,390.0,6.0,44.0,59.0,77.0,36.0,20.0,381.0,103.0,169.0,55.0,28.0,26.0
E01003952,1295.0,1041.0,106.0,657.0,5.0,35.0,46.0,104.0,56.0,32.0,254.0,80.0,72.0,48.0,32.0,22.0
E01003953,1734.0,1426.0,138.0,926.0,7.0,30.0,54.0,138.0,80.0,53.0,308.0,110.0,62.0,40.0,60.0,36.0
E01003954,1230.0,986.0,140.0,612.0,9.0,18.0,46.0,86.0,48.0,27.0,244.0,96.0,44.0,36.0,39.0,29.0
E01003955,1454.0,1156.0,122.0,738.0,7.0,23.0,53.0,110.0,65.0,38.0,298.0,85.0,64.0,54.0,59.0,36.0
E01003956,1318.0,1085.0,121.0,721.0,4.0,27.0,47.0,92.0,53.0,20.0,233.0,84.0,52.0,34.0,43.0,20.0
E01003957,1346.0,1047.0,131.0,643.0,3.0,30.0,54.0,100.0,49.0,37.0,299.0,98.0,77.0,54.0,43.0,27.0
E01003958,1266.0,995.0,142.0,581.0,2.0,32.0,68.0,101.0,50.0,19.0,271.0,77.0,66.0,52.0,48.0,28.0
E01003960,1485.0,1043.0,119.0,611.0,3.0,18.0,38.0,65.0,68.0,121.0,442.0,70.0,223.0,61.0,47.0,41.0
E01003961,1534.0,971.0,193.0,476.0,8.0,7.0,27.0,62.0,102.0,96.0,563.0,162.0,164.0,59.0,103.0,75.0
E01003963,1220.0,798.0,165.0,371.0,6.0,18.0,20.0,52.0,103.0,63.0,422.0,59.0,149.0,67.0,81.0,66.0
E01003966,1499.0,974.0,184.0,474.0,1.0,17.0,28.0,63.0,95.0,112.0,525.0,94.0,226.0,61.0,67.0,77.0
E01003969,1516.0,1118.0,156.0,614.0,9.0,22.0,55.0,104.0,77.0,81.0,398.0,65.0,183.0,48.0,57.0,45.0
E01003971,1193.0,785.0,169.0,332.0,3.0,10.0,29.0,38.0,146.0,58.0,408.0,75.0,121.0,77.0,67.0,68.0
E01003972,1251.0,920.0,148.0,479.0,4.0,13.0,35.0,77.0,82.0,82.0,331.0,53.0,112.0,62.0,49.0,55.0
E01003973,1221.0,899.0,165.0,461.0,5.0,10.0,37.0,72.0,93.0,56.0,322.0,67.0,107.0,57.0,48.0,43.0
E01003975,1175.0,805.0,124.0,475.0,1.0,4.0,13.0,45.0,79.0,64.0,370.0,47.0,126.0,62.0,83.0,52.0
E01003976,1576.0,1204.0,128.0,784.0,2.0,21.0,30.0,87.0,95.0,57.0,372.0,69.0,141.0,63.0,63.0,36.0
E01003977,1321.0,893.0,136.0,504.0,5.0,18.0,27.0,57.0,92.0,54.0,428.0,100.0,111.0,63.0,88.0,66.0
E01003979,1442.0,1039.0,102.0,644.0,1.0,24.0,27.0,74.0,82.0,85.0,403.0,70.0,182.0,29.0,70.0,52.0
E01003980,1608.0,1001.0,167.0,533.0,5.0,7.0,29.0,60.0,81.0,119.0,607.0,103.0,324.0,38.0,96.0,46.0
E01003981,1455.0,968.0,79.0,602.0,8.0,17.0,30.0,66.0,51.0,115.0,487.0,73.0,298.0,35.0,57.0,24.0
E01003983,1398.0,923.0,173.0,411.0,4.0,10.0,26.0,41.0,142.0,116.0,475.0,97.0,151.0,79.0,75.0,73.0
E01003984,1604.0,1129.0,179.0,592.0,3.0,22.0,44.0,63.0,117.0,109.0,475.0,128.0,138.0,52.0,83.0,74.0
E01003986,883.0,582.0,105.0,298.0,0.0,7.0,16.0,35.0,80.0,41.0,301.0,74.0,72.0,42.0,67.0,46.0
E01003987,1296.0,842.0,159.0,440.0,3.0,15.0,20.0,57.0,86.0,62.0,454.0,125.0,140.0,65.0,79.0,45.0
E01003988,1628.0,1108.0,216.0,544.0,9.0,19.0,29.0,62.0,133.0,96.0,520.0,133.0,142.0,78.0,92.0,75.0
E01003989,1364.0,952.0,204.0,387.0,9.0,14.0,34.0,61.0,134.0,109.0,412.0,57.0,155.0,90.0,42.0,68.0
E01003990,1527.0,1038.0,187.0,504.0,3.0,13.0,36.0,68.0,133.0,94.0,489.0,113.0,150.0,78.0,70.0,78.0
E01003991,925.0,601.0,123.0,312.0,4.0,12.0,13.0,37.0,57.0,43.0,324.0,116.0,87.0,32.0,45.0,44.0
E01003992,1069.0,717.0,131.0,366.0,6.0,9.0,24.0,35.0,77.0,69.0,352.0,73.0,135.0,47.0,51.0,46.0
E01003993,1230.0,868.0,166.0,438.0,7.0,5.0,24.0,45.0,102.0,81.0,362.0,64.0,124.0,39.0,71.0,64.0
E01003994,1215.0,843.0,145.0,430.0,5.0,19.0,31.0,62.0,85.0,66.0,372.0,71.0,145.0,32.0,72.0,52.0
E01003995,1075.0,820.0,144.0,439.0,4.0,14.0,27.0,60.0,92.0,40.0,255.0,52.0,67.0,29.0,77.0,30.0
E01003997,963.0,696.0,109.0,381.0,2.0,14.0,29.0,36.0,65.0,60.0,267.0,48.0,116.0,36.0,31.0,36.0
E01003998,1114.0,861.0,96.0,528.0,4.0,22.0,34.0,67.0,66.0,44.0,253.0,83.0,75.0,17.0,48.0,30.0
E01003999,1118.0,878.0,120.0,517.0,2.0,17.0,33.0,55.0,85.0,49.0,240.0,55.0,72.0,38.0,52.0,23.0
E01004000,1469.0,1061.0,165.0,564.0,6.0,22.0,33.0,93.0,88.0,90.0,408.0,110.0,101.0,39.0,90.0,68.0
E01004001,1239.0,776.0,162.0,365.0,3.0,15.0,34.0,66.0,78.0,53.0,463.0,114.0,103.0,59.0,112.0,75.0
E01004002,1252.0,950.0,129.0,526.0,2.0,27.0,59.0,85.0,80.0,42.0,302.0,82.0,76.0,45.0,73.0,26.0
E01004003,1312.0,905.0,175.0,421.0,3.0,11.0,40.0,59.0,130.0,66.0,407.0,105.0,80.0,55.0,113.0,54.0
E01004004,1967.0,1479.0,217.0,765.0,10.0,50.0,79.0,112.0,135.0,111.0,488.0,108.0,139.0,64.0,106.0,71.0
E01004005,1578.0,1067.0,188.0,525.0,8.0,23.0,29.0,77.0,150.0,67.0,511.0,99.0,120.0,71.0,133.0,88.0
E01004006,1563.0,1136.0,184.0,550.0,4.0,15.0,53.0,86.0,149.0,95.0,427.0,95.0,120.0,45.0,111.0,56.0
E01004007,882.0,572.0,127.0,272.0,3.0,3.0,23.0,21.0,65.0,58.0,310.0,64.0,124.0,40.0,51.0,31.0
E01004008,1598.0,1071.0,176.0,512.0,9.0,16.0,44.0,53.0,161.0,100.0,527.0,105.0,178.0,78.0,80.0,86.0
E01004010,1139.0,823.0,148.0,392.0,4.0,15.0,36.0,65.0,92.0,71.0,316.0,52.0,106.0,55.0,54.0,49.0
E01004011,1474.0,1012.0,202.0,503.0,4.0,10.0,30.0,42.0,131.0,90.0,462.0,87.0,180.0,63.0,66.0,66.0
E01004012,1837.0,1369.0,212.0,783.0,6.0,13.0,36.0,72.0,146.0,101.0,468.0,77.0,179.0,73.0,56.0,83.0
E01004013,1218.0,812.0,155.0,409.0,3.0,14.0,23.0,31.0,96.0,81.0,406.0,73.0,133.0,72.0,69.0,59.0
E01004014,1283.0,863.0,159.0,427.0,2.0,12.0,22.0,49.0,117.0,75.0,420.0,69.0,135.0,60.0,75.0,81.0
E01004015,1180.0,946.0,113.0,601.0,4.0,23.0,52.0,85.0,39.0,29.0,234.0,74.0,62.0,38.0,44.0,16.0
E01004016,1711.0,1289.0,204.0,709.0,9.0,36.0,62.0,119.0,103.0,47.0,422.0,111.0,104.0,92.0,70.0,45.0
E01004017,1175.0,906.0,115.0,505.0,5.0,29.0,58.0,112.0,47.0,35.0,269.0,102.0,57.0,40.0,41.0,29.0
E01004018,1459.0,1180.0,142.0,718.0,5.0,37.0,62.0,126.0,49.0,41.0,279.0,103.0,70.0,46.0,32.0,28.0
E01004019,1752.0,1294.0,172.0,742.0,6.0,14.0,67.0,120.0,97.0,76.0,458.0,92.0,128.0,88.0,79.0,71.0
E01004020,1227.0,883.0,152.0,448.0,8.0,21.0,29.0,52.0,114.0,59.0,344.0,78.0,90.0,68.0,53.0,55.0
E01004021,1767.0,1482.0,150.0,980.0,1.0,24.0,58.0,140.0,74.0,55.0,285.0,79.0,93.0,39.0,49.0,25.0
E01004023,1172.0,822.0,122.0,482.0,2.0,16.0,23.0,52.0,78.0,47.0,350.0,99.0,65.0,47.0,89.0,50.0
E01004024,1418.0,985.0,131.0,523.0,5.0,14.0,34.0,59.0,122.0,97.0,433.0,71.0,154.0,71.0,88.0,49.0
E01004028,1287.0,936.0,131.0,575.0,3.0,17.0,26.0,51.0,88.0,45.0,351.0,63.0,116.0,57.0,67.0,48.0
E01004029,1587.0,1297.0,87.0,964.0,3.0,18.0,32.0,78.0,53.0,62.0,290.0,38.0,149.0,41.0,23.0,39.0
E01004030,1237.0,954.0,128.0,567.0,4.0,18.0,35.0,83.0,73.0,46.0,283.0,65.0,91.0,36.0,57.0,34.0
E01004031,1618.0,1156.0,132.0,716.0,5.0,21.0,32.0,74.0,71.0,105.0,462.0,91.0,202.0,54.0,60.0,55.0
E01004032,1510.0,1204.0,92.0,868.0,8.0,22.0,33.0,81.0,53.0,47.0,306.0,49.0,173.0,43.0,14.0,27.0
E01004033,1156.0,837.0,118.0,483.0,3.0,9.0,26.0,49.0,90.0,59.0,319.0,63.0,102.0,43.0,69.0,42.0
E01004034,1115.0,773.0,119.0,453.0,6.0,10.0,23.0,48.0,72.0,42.0,342.0,51.0,121.0,77.0,53.0,40.0
E01004035,1172.0,798.0,138.0,429.0,1.0,16.0,35.0,42.0,90.0,47.0,374.0,99.0,80.0,69.0,85.0,41.0
E01004036,1427.0,966.0,156.0,473.0,6.0,20.0,37.0,78.0,116.0,80.0,461.0,73.0,164.0,94.0,62.0,68.0
E01004037,1528.0,1135.0,136.0,688.0,8.0,22.0,35.0,65.0,102.0,79.0,393.0,50.0,129.0,79.0,66.0,69.0
E01004038,1746.0,1343.0,193.0,777.0,6.0,26.0,42.0,76.0,149.0,74.0,403.0,29.0,160.0,86.0,69.0,59.0
E01004039,1257.0,899.0,129.0,528.0,3.0,15.0,19.0,60.0,77.0,68.0,358.0,48.0,173.0,51.0,52.0,34.0
E01004040,1262.0,872.0,144.0,433.0,2.0,12.0,29.0,62.0,95.0,95.0,390.0,74.0,126.0,59.0,71.0,60.0
E01004041,1248.0,856.0,143.0,473.0,2.0,11.0,28.0,47.0,90.0,62.0,392.0,78.0,116.0,64.0,84.0,50.0
E01004042,1314.0,826.0,140.0,431.0,3.0,19.0,24.0,66.0,87.0,56.0,488.0,133.0,116.0,62.0,114.0,63.0
E01004043,1092.0,764.0,99.0,447.0,6.0,10.0,20.0,74.0,60.0,48.0,328.0,111.0,95.0,31.0,63.0,28.0
E01004044,1016.0,693.0,122.0,346.0,5.0,6.0,22.0,44.0,71.0,77.0,323.0,67.0,86.0,64.0,64.0,42.0
E01004045,1078.0,815.0,134.0,402.0,5.0,6.0,40.0,52.0,116.0,60.0,263.0,44.0,91.0,55.0,38.0,35.0
