LSOA21CD,All categories: Economic activity_weighted,Economically active: Total_weighted,Economically active: Employee: Part-time_weighted,Economically active: Employee: Full-time_weighted,Economically active: Self-employed with employees: Part-time_weighted,Economically active: Self-employed with employees: Full-time_weighted,Economically active: Self-employed without employees: Part-time_weighted,Economically active: Self-employed without employees: Full-time_weighted,Economically active: Unemployed_weighted,Economically active: Full-time student_weighted,Economically inactive: Total_weighted,Economically inactive: Retired_weighted,Economically inactive: Student (including full-time students)_weighted,Economically inactive: Looking after home or family_weighted,Economically inactive: Long-term sick or disabled_weighted,Economically inactive: Other_weighted
E01001009,1262.0,899.0,181.0,492.0,8.0,11.0,23.0,21.0,62.0,101.0,363.0,60.0,125.0,88.0,29.0,61.0
E01001010,1040.0,742.0,160.0,377.0,3.0,3.0,22.0,43.0,75.0,59.0,298.0,74.0,64.0,64.0,75.0,21.0
E01001011,1409.0,1003.0,190.0,531.0,6.0,6.0,32.0,46.0,93.0,99.0,406.0,80.0,107.0,94.0,72.0,53.0
E01001012,1440.0,981.0,158.0,493.0,11.0,16.0,27.0,61.0,122.0,93.0,459.0,77.0,112.0,98.0,90.0,82.0
E01001013,1445.0,901.0,171.0,427.0,3.0,19.0,41.0,36.0,125.0,79.0,544.0,110.0,132.0,115.0,130.0,57.0
E01001015,1036.0,733.0,117.0,438.0,1.0,19.0,19.0,51.0,57.0,31.0,303.0,130.0,60.0,52.0,39.0,22.0
E01001016,1227.0,856.0,158.0,483.0,9.0,22.0,28.0,80.0,41.0,35.0,371.0,212.0,64.0,56.0,20.0,19.0
E01001017,1208.0,867.0,143.0,477.0,2.0,23.0,47.0,99.0,42.0,34.0,341.0,216.0,38.0,44.0,32.0,11.0
E01001018,1113.0,845.0,145.0,489.0,6.0,18.0,48.0,76.0,42.0,21.0,268.0,168.0,32.0,41.0,18.0,9.0
E01001019,1088.0,773.0,155.0,412.0,6.0,20.0,37.0,73.0,37.0,33.0,315.0,197.0,53.0,24.0,18.0,23.0
E01001020,1159.0,831.0,162.0,491.0,5.0,24.0,29.0,64.0,36.0,20.0,328.0,191.0,56.0,35.0,28.0,18.0
E01001021,858.0,557.0,124.0,267.0,4.0,10.0,23.0,45.0,56.0,28.0,301.0,127.0,56.0,48.0,42.0,28.0
E01001022,1001.0,676.0,136.0,365.0,4.0,24.0,31.0,56.0,38.0,22.0,325.0,212.0,45.0,34.0,21.0,13.0
E01001023,957.0,732.0,124.0,404.0,3.0,22.0,20.0,73.0,52.0,34.0,225.0,101.0,43.0,32.0,38.0,11.0
E01001024,1062.0,788.0,181.0,433.0,3.0,21.0,21.0,50.0,42.0,37.0,274.0,133.0,65.0,39.0,13.0,24.0
E01001025,940.0,700.0,139.0,398.0,2.0,13.0,27.0,63.0,33.0,25.0,240.0,142.0,41.0,35.0,10.0,12.0
E01001026,1245.0,942.0,198.0,527.0,3.0,16.0,42.0,76.0,34.0,46.0,303.0,153.0,55.0,45.0,31.0,19.0
E01001027,1140.0,853.0,162.0,462.0,5.0,20.0,35.0,101.0,34.0,34.0,287.0,140.0,51.0,38.0,32.0,26.0
E01001028,1188.0,832.0,142.0,408.0,8.0,63.0,49.0,85.0,39.0,38.0,356.0,178.0,80.0,59.0,22.0,17.0
E01001029,1183.0,835.0,138.0,442.0,11.0,49.0,52.0,79.0,35.0,29.0,348.0,131.0,68.0,47.0,65.0,37.0
E01001030,1020.0,727.0,133.0,374.0,4.0,48.0,44.0,65.0,20.0,39.0,293.0,117.0,68.0,53.0,22.0,33.0
E01001031,1087.0,809.0,149.0,444.0,4.0,24.0,30.0,74.0,42.0,42.0,278.0,142.0,61.0,47.0,13.0,15.0
E01001032,968.0,679.0,145.0,353.0,9.0,31.0,37.0,64.0,18.0,22.0,289.0,186.0,42.0,34.0,15.0,12.0
E01001033,1180.0,920.0,125.0,572.0,1.0,12.0,28.0,77.0,71.0,34.0,260.0,105.0,60.0,54.0,24.0,17.0
E01001034,1184.0,944.0,123.0,592.0,5.0,25.0,37.0,86.0,51.0,25.0,240.0,80.0,51.0,49.0,30.0,30.0
E01001035,1399.0,1127.0,116.0,751.0,5.0,17.0,30.0,93.0,81.0,34.0,272.0,81.0,75.0,42.0,48.0,26.0
E01001036,1114.0,782.0,124.0,451.0,5.0,34.0,43.0,57.0,40.0,28.0,332.0,153.0,64.0,49.0,48.0,18.0
E01001037,1033.0,841.0,121.0,539.0,2.0,15.0,28.0,49.0,62.0,25.0,192.0,54.0,43.0,37.0,27.0,31.0
E01001038,1488.0,1202.0,112.0,841.0,3.0,28.0,29.0,79.0,69.0,41.0,286.0,91.0,47.0,56.0,64.0,28.0
E01001039,1091.0,811.0,135.0,493.0,5.0,25.0,35.0,68.0,35.0,15.0,280.0,141.0,61.0,42.0,23.0,13.0
E01001040,1287.0,1033.0,144.0,676.0,2.0,12.0,35.0,71.0,67.0,26.0,254.0,92.0,45.0,59.0,30.0,28.0
E01001041,1203.0,949.0,143.0,562.0,5.0,39.0,32.0,60.0,77.0,31.0,254.0,75.0,52.0,61.0,36.0,30.0
E01001042,1417.0,1089.0,157.0,660.0,1.0,17.0,42.0,69.0,98.0,45.0,328.0,58.0,87.0,80.0,65.0,38.0
E01001044,1392.0,1025.0,107.0,672.0,7.0,23.0,50.0,77.0,66.0,23.0,367.0,170.0,54.0,90.0,27.0,26.0
E01001046,1310.0,977.0,105.0,661.0,9.0,24.0,38.0,65.0,49.0,26.0,333.0,139.0,63.0,89.0,15.0,27.0
E01001047,1352.0,1054.0,113.0,701.0,1.0,22.0,36.0,78.0,61.0,42.0,298.0,102.0,73.0,44.0,52.0,27.0
E01001049,1058.0,691.0,109.0,368.0,3.0,62.0,43.0,58.0,33.0,15.0,367.0,153.0,95.0,57.0,36.0,26.0
E01001050,1123.0,776.0,93.0,521.0,8.0,15.0,22.0,47.0,52.0,18.0,347.0,161.0,57.0,64.0,37.0,28.0
E01001051,996.0,631.0,174.0,288.0,4.0,7.0,14.0,40.0,73.0,31.0,365.0,144.0,58.0,73.0,46.0,44.0
E01001052,918.0,602.0,146.0,275.0,4.0,7.0,16.0,21.0,84.0,49.0,316.0,91.0,60.0,89.0,45.0,31.0
E01001053,1022.0,699.0,153.0,385.0,1.0,12.0,11.0,48.0,57.0,32.0,323.0,128.0,52.0,57.0,52.0,34.0
E01001054,1171.0,751.0,166.0,365.0,2.0,24.0,17.0,43.0,88.0,46.0,420.0,126.0,86.0,93.0,74.0,41.0
E01001055,1098.0,731.0,146.0,380.0,2.0,10.0,20.0,56.0,83.0,34.0,367.0,132.0,68.0,77.0,59.0,31.0
E01001056,1093.0,686.0,188.0,289.0,1.0,9.0,13.0,30.0,111.0,45.0,407.0,63.0,95.0,139.0,73.0,37.0
E01001057,1085.0,665.0,173.0,254.0,5.0,7.0,8.0,29.0,122.0,67.0,420.0,51.0,104.0,133.0,73.0,59.0
E01001058,941.0,704.0,139.0,402.0,3.0,17.0,26.0,47.0,42.0,28.0,237.0,126.0,38.0,36.0,22.0,15.0
E01001059,1086.0,811.0,133.0,517.0,3.0,10.0,33.0,53.0,36.0,26.0,275.0,132.0,48.0,44.0,27.0,24.0
E01001060,1152.0,885.0,157.0,536.0,2.0,23.0,31.0,64.0,46.0,26.0,267.0,116.0,61.0,45.0,27.0,18.0
E01001061,1124.0,845.0,142.0,504.0,3.0,20.0,23.0,57.0,57.0,39.0,279.0,100.0,56.0,47.0,53.0,23.0
E01001062,1156.0,802.0,151.0,425.0,6.0,34.0,45.0,76.0,23.0,42.0,354.0,209.0,74.0,30.0,12.0,29.0
E01001063,1167.0,858.0,153.0,486.0,8.0,27.0,39.0,71.0,41.0,33.0,309.0,159.0,71.0,40.0,24.0,15.0
E01001064,1173.0,794.0,161.0,396.0,10.0,61.0,34.0,62.0,35.0,35.0,379.0,220.0,69.0,47.0,20.0,23.0
E01001065,1026.0,783.0,118.0,495.0,7.0,25.0,28.0,47.0,44.0,19.0,243.0,138.0,35.0,27.0,29.0,14.0
E01001066,910.0,602.0,135.0,286.0,3.0,14.0,19.0,50.0,65.0,30.0,308.0,106.0,64.0,68.0,52.0,18.0
E01001067,1174.0,873.0,160.0,466.0,5.0,48.0,43.0,87.0,37.0,27.0,301.0,166.0,46.0,58.0,11.0,20.0
E01001068,1379.0,1034.0,162.0,594.0,7.0,26.0,44.0,94.0,60.0,47.0,345.0,148.0,77.0,65.0,28.0,27.0
E01001069,969.0,704.0,125.0,392.0,7.0,26.0,35.0,62.0,29.0,28.0,265.0,130.0,38.0,55.0,29.0,13.0
E01001070,1164.0,830.0,140.0,443.0,6.0,31.0,39.0,71.0,69.0,31.0,334.0,163.0,66.0,50.0,30.0,25.0
E01001071,1374.0,1079.0,233.0,603.0,9.0,17.0,41.0,79.0,53.0,44.0,295.0,141.0,43.0,58.0,32.0,21.0
E01001072,1035.0,698.0,131.0,337.0,1.0,43.0,44.0,89.0,35.0,18.0,337.0,200.0,54.0,55.0,16.0,12.0
E01001073,1109.0,836.0,113.0,526.0,5.0,17.0,37.0,58.0,53.0,27.0,273.0,114.0,51.0,46.0,22.0,40.0
E01001074,1464.0,1080.0,160.0,644.0,3.0,23.0,42.0,103.0,71.0,34.0,384.0,157.0,81.0,60.0,48.0,38.0
E01001075,1084.0,832.0,133.0,504.0,1.0,16.0,31.0,74.0,46.0,27.0,252.0,113.0,38.0,60.0,24.0,17.0
E01001076,1086.0,740.0,166.0,379.0,3.0,12.0,24.0,41.0,82.0,33.0,346.0,116.0,57.0,78.0,60.0,35.0
E01001077,1032.0,770.0,155.0,415.0,8.0,11.0,23.0,74.0,46.0,38.0,262.0,138.0,40.0,45.0,29.0,10.0
E01001078,966.0,668.0,158.0,327.0,4.0,18.0,23.0,41.0,69.0,28.0,298.0,85.0,59.0,67.0,60.0,27.0
E01001079,1113.0,748.0,159.0,372.0,6.0,17.0,18.0,57.0,78.0,41.0,365.0,111.0,75.0,92.0,58.0,29.0
E01001080,1062.0,640.0,164.0,297.0,5.0,5.0,15.0,29.0,89.0,36.0,422.0,114.0,61.0,86.0,113.0,48.0
E01001081,957.0,625.0,131.0,325.0,3.0,13.0,15.0,36.0,71.0,31.0,332.0,105.0,58.0,82.0,66.0,21.0
E01001082,1102.0,765.0,168.0,390.0,2.0,12.0,27.0,54.0,78.0,34.0,337.0,101.0,58.0,73.0,63.0,42.0
E01001083,1158.0,801.0,128.0,411.0,6.0,39.0,44.0,81.0,55.0,37.0,357.0,154.0,99.0,52.0,26.0,26.0
E01001084,1314.0,929.0,132.0,508.0,10.0,55.0,59.0,84.0,49.0,32.0,385.0,176.0,80.0,65.0,23.0,41.0
E01001085,1138.0,788.0,140.0,386.0,7.0,25.0,34.0,100.0,51.0,45.0,350.0,133.0,81.0,62.0,32.0,42.0
E01001086,1317.0,932.0,146.0,485.0,2.0,27.0,36.0,104.0,65.0,67.0,385.0,143.0,100.0,48.0,53.0,41.0
E01001087,1692.0,1230.0,172.0,638.0,17.0,33.0,60.0,111.0,120.0,79.0,462.0,126.0,136.0,74.0,65.0,61.0
E01001088,1205.0,882.0,161.0,455.0,12.0,35.0,38.0,64.0,63.0,54.0,323.0,105.0,88.0,59.0,35.0,36.0
E01001089,1293.0,884.0,161.0,400.0,6.0,23.0,57.0,84.0,87.0,66.0,409.0,123.0,107.0,86.0,46.0,47.0
E01001090,1629.0,1165.0,190.0,636.0,10.0,28.0,54.0,80.0,84.0,83.0,464.0,118.0,130.0,100.0,60.0,56.0
E01001091,1187.0,851.0,153.0,404.0,10.0,44.0,45.0,88.0,66.0,41.0,336.0,148.0,73.0,58.0,28.0,29.0
E01001092,1221.0,792.0,117.0,438.0,2.0,42.0,39.0,77.0,51.0,26.0,429.0,171.0,76.0,65.0,78.0,39.0
E01001093,1233.0,908.0,153.0,536.0,5.0,29.0,36.0,71.0,45.0,33.0,325.0,103.0,78.0,67.0,33.0,44.0
E01001094,1142.0,762.0,114.0,368.0,10.0,76.0,59.0,75.0,30.0,30.0,380.0,175.0,79.0,70.0,26.0,30.0
E01001095,1112.0,868.0,130.0,539.0,3.0,9.0,32.0,67.0,49.0,39.0,244.0,71.0,62.0,63.0,28.0,20.0
E01001096,1145.0,801.0,150.0,452.0,7.0,31.0,38.0,60.0,23.0,40.0,344.0,185.0,72.0,45.0,21.0,21.0
E01001097,1594.0,1220.0,151.0,805.0,6.0,32.0,39.0,88.0,57.0,42.0,374.0,132.0,69.0,62.0,78.0,33.0
E01001098,1063.0,777.0,126.0,442.0,7.0,34.0,45.0,60.0,39.0,24.0,286.0,152.0,49.0,54.0,13.0,18.0
E01001099,1084.0,796.0,135.0,458.0,5.0,23.0,34.0,48.0,59.0,34.0,288.0,108.0,64.0,59.0,43.0,14.0
E01001100,1093.0,824.0,127.0,531.0,6.0,19.0,30.0,67.0,26.0,18.0,269.0,146.0,43.0,51.0,12.0,17.0
E01001101,1035.0,756.0,158.0,409.0,5.0,33.0,29.0,55.0,30.0,37.0,279.0,154.0,59.0,52.0,7.0,7.0
E01001102,996.0,681.0,113.0,359.0,7.0,29.0,38.0,87.0,15.0,33.0,315.0,161.0,58.0,39.0,24.0,33.0
E01001103,1127.0,783.0,181.0,397.0,3.0,23.0,33.0,71.0,34.0,41.0,344.0,213.0,46.0,48.0,17.0,20.0
E01001104,1224.0,927.0,169.0,542.0,6.0,22.0,39.0,73.0,46.0,30.0,297.0,155.0,63.0,48.0,14.0,17.0
E01001105,1194.0,859.0,187.0,477.0,6.0,9.0,36.0,66.0,46.0,32.0,335.0,145.0,76.0,54.0,42.0,18.0
E01001106,1051.0,771.0,139.0,423.0,3.0,23.0,24.0,80.0,43.0,36.0,280.0,124.0,45.0,55.0,33.0,23.0
E01001107,1213.0,857.0,120.0,516.0,13.0,40.0,44.0,53.0,44.0,27.0,356.0,194.0,60.0,64.0,16.0,22.0
E01001108,1235.0,881.0,168.0,481.0,6.0,40.0,46.0,67.0,36.0,37.0,354.0,214.0,54.0,57.0,16.0,13.0
E01001109,1367.0,912.0,180.0,489.0,4.0,11.0,37.0,60.0,84.0,47.0,455.0,135.0,107.0,78.0,66.0,69.0
E01001110,1335.0,985.0,162.0,576.0,7.0,9.0,22.0,57.0,95.0,57.0,350.0,54.0,102.0,68.0,72.0,54.0
E01001111,1166.0,848.0,160.0,467.0,0.0,21.0,25.0,50.0,74.0,51.0,318.0,72.0,123.0,48.0,44.0,31.0
E01001112,1215.0,882.0,153.0,476.0,1.0,13.0,35.0,55.0,108.0,41.0,333.0,90.0,99.0,58.0,51.0,35.0
E01001113,1299.0,978.0,151.0,548.0,4.0,15.0,38.0,61.0,101.0,60.0,321.0,79.0,77.0,78.0,51.0,36.0
E01001114,961.0,675.0,137.0,329.0,4.0,14.0,18.0,35.0,93.0,45.0,286.0,41.0,81.0,60.0,45.0,59.0
E01001115,1172.0,754.0,149.0,371.0,3.0,10.0,24.0,45.0,91.0,61.0,418.0,112.0,126.0,75.0,60.0,45.0
E01001116,973.0,708.0,142.0,371.0,3.0,7.0,20.0,38.0,65.0,62.0,265.0,57.0,83.0,67.0,33.0,25.0
E01001118,1354.0,885.0,159.0,455.0,3.0,9.0,33.0,64.0,105.0,57.0,469.0,115.0,125.0,76.0,82.0,71.0
E01001119,1135.0,860.0,182.0,498.0,4.0,12.0,34.0,71.0,22.0,37.0,275.0,178.0,33.0,38.0,15.0,11.0
E01001120,931.0,716.0,139.0,410.0,4.0,9.0,27.0,71.0,26.0,30.0,215.0,121.0,41.0,24.0,14.0,15.0
E01001121,1030.0,712.0,159.0,364.0,10.0,23.0,34.0,74.0,23.0,25.0,318.0,211.0,39.0,33.0,14.0,21.0
E01001122,1205.0,865.0,136.0,501.0,5.0,42.0,37.0,73.0,34.0,37.0,340.0,143.0,128.0,39.0,16.0,14.0
E01001123,1068.0,741.0,145.0,426.0,3.0,23.0,33.0,56.0,29.0,26.0,327.0,196.0,64.0,39.0,11.0,17.0
E01001124,1159.0,807.0,181.0,413.0,8.0,23.0,53.0,71.0,31.0,27.0,352.0,227.0,57.0,37.0,15.0,16.0
E01001125,1254.0,893.0,173.0,504.0,7.0,29.0,27.0,67.0,51.0,35.0,361.0,173.0,72.0,52.0,42.0,22.0
E01001126,1061.0,765.0,147.0,461.0,2.0,18.0,21.0,60.0,26.0,30.0,296.0,197.0,36.0,33.0,12.0,18.0
E01001127,1210.0,879.0,201.0,475.0,4.0,28.0,34.0,56.0,43.0,38.0,331.0,194.0,53.0,49.0,19.0,16.0
E01001128,1071.0,699.0,167.0,351.0,2.0,10.0,21.0,32.0,76.0,40.0,372.0,98.0,98.0,88.0,53.0,35.0
E01001129,1092.0,813.0,167.0,441.0,5.0,25.0,24.0,81.0,26.0,44.0,279.0,162.0,56.0,34.0,14.0,13.0
E01001130,1053.0,681.0,170.0,283.0,12.0,10.0,18.0,26.0,105.0,57.0,372.0,39.0,115.0,105.0,53.0,60.0
E01001131,1127.0,854.0,159.0,484.0,4.0,14.0,39.0,75.0,49.0,30.0,273.0,154.0,46.0,46.0,16.0,11.0
E01001132,1111.0,768.0,163.0,419.0,4.0,19.0,33.0,56.0,43.0,31.0,343.0,223.0,72.0,23.0,16.0,9.0
E01001133,1053.0,716.0,132.0,378.0,4.0,38.0,32.0,70.0,39.0,23.0,337.0,223.0,44.0,36.0,19.0,15.0
E01001134,1234.0,932.0,144.0,556.0,5.0,29.0,26.0,92.0,50.0,30.0,302.0,142.0,62.0,49.0,28.0,21.0
E01001135,1211.0,903.0,158.0,498.0,4.0,27.0,57.0,82.0,39.0,38.0,308.0,176.0,66.0,38.0,21.0,7.0
E01001136,1401.0,1034.0,174.0,544.0,9.0,24.0,39.0,74.0,125.0,45.0,367.0,86.0,78.0,53.0,87.0,63.0
E01001137,1340.0,1009.0,140.0,573.0,4.0,14.0,54.0,94.0,85.0,45.0,331.0,137.0,62.0,38.0,52.0,42.0
E01001138,1180.0,949.0,141.0,583.0,3.0,19.0,38.0,75.0,63.0,27.0,231.0,77.0,59.0,39.0,25.0,31.0
E01001139,1196.0,898.0,142.0,517.0,3.0,13.0,25.0,75.0,75.0,48.0,298.0,116.0,75.0,38.0,32.0,37.0
E01001140,1211.0,969.0,130.0,581.0,2.0,17.0,34.0,81.0,81.0,43.0,242.0,81.0,59.0,50.0,27.0,25.0
E01001141,909.0,661.0,100.0,362.0,2.0,13.0,40.0,58.0,50.0,36.0,248.0,62.0,61.0,44.0,52.0,29.0
E01001142,1119.0,825.0,113.0,476.0,2.0,12.0,44.0,74.0,62.0,42.0,294.0,118.0,62.0,60.0,20.0,34.0
E01001143,1371.0,963.0,169.0,496.0,7.0,12.0,33.0,49.0,125.0,72.0,408.0,133.0,88.0,68.0,61.0,58.0
E01001144,1250.0,878.0,140.0,447.0,7.0,13.0,34.0,55.0,122.0,60.0,372.0,57.0,106.0,71.0,99.0,39.0
E01001145,1210.0,842.0,173.0,400.0,4.0,20.0,36.0,43.0,106.0,60.0,368.0,58.0,106.0,61.0,94.0,49.0
E01001146,1190.0,871.0,159.0,465.0,4.0,13.0,26.0,55.0,81.0,68.0,319.0,109.0,86.0,43.0,46.0,35.0
E01001147,1105.0,766.0,162.0,354.0,4.0,12.0,24.0,49.0,90.0,71.0,339.0,78.0,94.0,74.0,52.0,41.0
E01001148,1158.0,882.0,148.0,478.0,4.0,15.0,34.0,56.0,87.0,60.0,276.0,83.0,72.0,46.0,43.0,32.0
E01001149,1102.0,837.0,131.0,456.0,4.0,16.0,42.0,62.0,83.0,43.0,265.0,83.0,79.0,37.0,31.0,35.0
E01001150,1186.0,893.0,138.0,516.0,1.0,18.0,33.0,58.0,73.0,56.0,293.0,97.0,96.0,36.0,30.0,34.0
E01001151,1138.0,773.0,156.0,368.0,5.0,13.0,34.0,56.0,91.0,50.0,365.0,103.0,96.0,64.0,80.0,22.0
E01001152,1176.0,870.0,160.0,442.0,1.0,19.0,38.0,58.0,81.0,71.0,306.0,67.0,75.0,62.0,50.0,52.0
E01001153,1160.0,873.0,169.0,458.0,1.0,9.0,30.0,64.0,75.0,67.0,287.0,83.0,98.0,49.0,28.0,29.0
E01001154,1353.0,995.0,181.0,489.0,9.0,17.0,45.0,67.0,115.0,72.0,358.0,78.0,108.0,79.0,42.0,51.0
E01001155,1169.0,737.0,132.0,382.0,2.0,15.0,17.0,35.0,86.0,68.0,432.0,152.0,89.0,52.0,81.0,58.0
E01001156,1183.0,885.0,134.0,462.0,9.0,12.0,42.0,83.0,86.0,57.0,298.0,89.0,83.0,39.0,39.0,48.0
E01001157,1259.0,884.0,153.0,460.0,14.0,42.0,33.0,86.0,48.0,48.0,375.0,144.0,91.0,62.0,39.0,39.0
E01001158,1141.0,855.0,133.0,479.0,8.0,13.0,32.0,74.0,71.0,45.0,286.0,96.0,78.0,45.0,40.0,27.0
E01001159,1339.0,946.0,162.0,488.0,13.0,45.0,50.0,87.0,67.0,34.0,393.0,159.0,84.0,71.0,34.0,45.0
E01001160,1437.0,985.0,152.0,498.0,13.0,59.0,41.0,91.0,76.0,55.0,452.0,175.0,136.0,67.0,20.0,54.0
E01001161,1327.0,829.0,167.0,383.0,6.0,12.0,21.0,60.0,106.0,74.0,498.0,122.0,145.0,86.0,77.0,68.0
E01001162,1261.0,921.0,165.0,480.0,5.0,21.0,41.0,67.0,94.0,48.0,340.0,104.0,71.0,55.0,59.0,51.0
E01001163,1417.0,1075.0,156.0,624.0,7.0,39.0,45.0,97.0,68.0,39.0,342.0,124.0,90.0,52.0,44.0,32.0
E01001164,1550.0,1268.0,167.0,751.0,3.0,24.0,67.0,116.0,95.0,45.0,282.0,79.0,49.0,38.0,60.0,56.0
E01001165,1238.0,989.0,155.0,582.0,4.0,30.0,32.0,72.0,65.0,49.0,249.0,89.0,64.0,41.0,27.0,28.0
E01001166,1328.0,971.0,167.0,514.0,5.0,13.0,36.0,83.0,86.0,67.0,357.0,100.0,73.0,78.0,56.0,50.0
E01001167,1599.0,1200.0,196.0,708.0,7.0,20.0,42.0,74.0,96.0,57.0,399.0,130.0,103.0,76.0,46.0,44.0
E01001168,1318.0,991.0,146.0,609.0,6.0,19.0,34.0,83.0,55.0,39.0,327.0,107.0,83.0,69.0,37.0,31.0
E01001169,1142.0,772.0,176.0,413.0,1.0,18.0,20.0,42.0,64.0,38.0,370.0,103.0,90.0,73.0,72.0,32.0
E01001170,1496.0,1122.0,153.0,716.0,1.0,17.0,29.0,83.0,64.0,59.0,374.0,95.0,76.0,67.0,96.0,40.0
E01001171,1124.0,737.0,138.0,404.0,6.0,25.0,27.0,43.0,50.0,44.0,387.0,125.0,71.0,71.0,72.0,48.0
E01001172,1198.0,763.0,146.0,394.0,3.0,12.0,22.0,48.0,80.0,58.0,435.0,96.0,94.0,95.0,90.0,60.0
E01001173,1856.0,1382.0,224.0,805.0,13.0,36.0,50.0,107.0,87.0,60.0,474.0,159.0,112.0,102.0,53.0,48.0
E01001174,1146.0,793.0,145.0,414.0,6.0,20.0,25.0,55.0,66.0,62.0,353.0,130.0,106.0,59.0,34.0,24.0
E01001175,1093.0,744.0,143.0,349.0,4.0,20.0,35.0,53.0,86.0,54.0,349.0,85.0,100.0,70.0,38.0,56.0
E01001176,1321.0,898.0,167.0,480.0,7.0,26.0,39.0,48.0,75.0,56.0,423.0,100.0,126.0,96.0,40.0,61.0
E01001177,1132.0,773.0,167.0,393.0,5.0,15.0,19.0,35.0,64.0,75.0,359.0,56.0,126.0,63.0,63.0,51.0
E01001178,959.0,614.0,108.0,272.0,3.0,16.0,18.0,28.0,101.0,68.0,345.0,37.0,97.0,83.0,76.0,52.0
E01001179,1071.0,764.0,138.0,418.0,4.0,14.0,27.0,45.0,51.0,67.0,307.0,89.0,85.0,69.0,38.0,26.0
E01001180,1205.0,887.0,177.0,450.0,7.0,23.0,35.0,34.0,96.0,65.0,318.0,71.0,97.0,82.0,21.0,47.0
E01001181,1290.0,902.0,160.0,496.0,4.0,13.0,29.0,44.0,76.0,80.0,388.0,80.0,96.0,93.0,64.0,55.0
E01001182,1009.0,672.0,121.0,324.0,6.0,18.0,29.0,63.0,48.0,63.0,337.0,92.0,88.0,72.0,32.0,53.0
E01001183,1168.0,806.0,155.0,412.0,7.0,28.0,20.0,39.0,74.0,71.0,362.0,105.0,101.0,65.0,39.0,52.0
E01001184,995.0,672.0,141.0,347.0,4.0,10.0,23.0,55.0,45.0,47.0,323.0,124.0,101.0,43.0,20.0,35.0
E01001185,1231.0,927.0,155.0,523.0,3.0,20.0,48.0,64.0,74.0,40.0,304.0,92.0,72.0,71.0,39.0,30.0
E01001186,1280.0,919.0,135.0,489.0,8.0,15.0,32.0,84.0,117.0,39.0,361.0,119.0,77.0,53.0,65.0,47.0
E01001187,1430.0,1073.0,182.0,620.0,6.0,14.0,43.0,51.0,98.0,59.0,357.0,81.0,100.0,69.0,63.0,44.0
E01001188,1306.0,967.0,161.0,515.0,4.0,15.0,34.0,74.0,111.0,53.0,339.0,79.0,91.0,66.0,50.0,53.0
E01001189,879.0,668.0,122.0,383.0,2.0,11.0,17.0,39.0,51.0,43.0,211.0,59.0,66.0,39.0,21.0,26.0
E01001190,1112.0,856.0,175.0,464.0,1.0,12.0,30.0,44.0,58.0,72.0,256.0,73.0,71.0,39.0,43.0,30.0
E01001191,1319.0,1018.0,184.0,534.0,7.0,17.0,31.0,62.0,115.0,68.0,301.0,73.0,64.0,47.0,47.0,70.0
E01001192,1155.0,875.0,141.0,468.0,2.0,8.0,26.0,67.0,119.0,44.0,280.0,73.0,62.0,60.0,48.0,37.0
E01001193,1225.0,834.0,184.0,410.0,4.0,8.0,21.0,40.0,84.0,83.0,391.0,54.0,132.0,87.0,67.0,51.0
E01001194,1141.0,895.0,147.0,543.0,0.0,6.0,24.0,64.0,64.0,47.0,246.0,67.0,70.0,46.0,27.0,36.0
E01001195,1372.0,882.0,116.0,467.0,7.0,33.0,55.0,87.0,51.0,66.0,490.0,91.0,210.0,115.0,27.0,47.0
E01001196,1276.0,831.0,137.0,404.0,1.0,23.0,59.0,65.0,83.0,59.0,445.0,86.0,105.0,79.0,110.0,65.0
E01001197,1228.0,842.0,92.0,494.0,10.0,24.0,55.0,73.0,65.0,29.0,386.0,100.0,95.0,112.0,40.0,39.0
E01001198,1130.0,853.0,119.0,442.0,4.0,35.0,42.0,118.0,49.0,44.0,277.0,84.0,85.0,49.0,30.0,29.0
E01001199,1311.0,988.0,117.0,540.0,8.0,17.0,78.0,108.0,76.0,44.0,323.0,80.0,87.0,64.0,54.0,38.0
E01001200,1177.0,931.0,110.0,510.0,6.0,38.0,64.0,119.0,51.0,33.0,246.0,65.0,69.0,41.0,38.0,33.0
E01001201,1211.0,953.0,115.0,554.0,2.0,25.0,60.0,104.0,52.0,41.0,258.0,75.0,68.0,41.0,51.0,23.0
E01001202,1552.0,1083.0,155.0,584.0,11.0,26.0,61.0,107.0,77.0,62.0,469.0,88.0,150.0,90.0,79.0,62.0
E01001203,1424.0,1047.0,139.0,584.0,6.0,21.0,70.0,103.0,85.0,39.0,377.0,98.0,70.0,57.0,84.0,68.0
E01001204,1191.0,840.0,118.0,480.0,2.0,27.0,49.0,102.0,37.0,25.0,351.0,127.0,104.0,54.0,31.0,35.0
E01001205,1151.0,796.0,107.0,426.0,6.0,14.0,42.0,74.0,74.0,53.0,355.0,71.0,113.0,82.0,47.0,42.0
E01001206,1133.0,674.0,113.0,290.0,7.0,19.0,33.0,57.0,96.0,59.0,459.0,61.0,150.0,132.0,70.0,46.0
E01001207,1258.0,1017.0,116.0,632.0,7.0,32.0,48.0,92.0,56.0,34.0,241.0,79.0,71.0,46.0,23.0,22.0
E01001208,937.0,661.0,105.0,370.0,7.0,22.0,53.0,65.0,26.0,13.0,276.0,125.0,71.0,41.0,22.0,17.0
