LSOA11CD,Borough,All categories: Distance travelled to work,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Work mainly at or from home,Other,Total distance (km),Average distance (km)
E01003822,Richmond upon Thames ,675,67.0,112.0,93.0,123.0,87.0,7.0,9.0,7.0,120.0,50.0,6416.6,12.7
E01003823,Richmond upon Thames ,945,90.0,132.0,129.0,204.0,94.0,8.0,12.0,10.0,175.0,91.0,9202.4,13.6
E01003824,Richmond upon Thames ,810,77.0,118.0,116.0,158.0,102.0,18.0,8.0,7.0,138.0,68.0,8382.7,13.9
E01003825,Richmond upon Thames ,932,95.0,163.0,159.0,164.0,112.0,14.0,14.0,10.0,120.0,81.0,9974.2,13.6
E01003826,Richmond upon Thames ,809,87.0,150.0,167.0,144.0,90.0,11.0,7.0,5.0,81.0,67.0,7624.3,11.5
E01003827,Richmond upon Thames ,1016,91.0,160.0,150.0,236.0,129.0,18.0,6.0,10.0,125.0,91.0,10778.5,13.5
E01003828,Richmond upon Thames ,767,79.0,157.0,137.0,136.0,67.0,13.0,2.0,8.0,108.0,60.0,6419.5,10.7
E01003829,Richmond upon Thames ,778,110.0,166.0,167.0,110.0,57.0,15.0,3.0,16.0,67.0,67.0,8119.0,12.6
E01003830,Richmond upon Thames ,876,129.0,171.0,141.0,157.0,72.0,10.0,2.0,14.0,111.0,69.0,8288.5,11.9
E01003831,Richmond upon Thames ,824,90.0,159.0,200.0,143.0,63.0,8.0,8.0,19.0,69.0,65.0,8856.1,12.8
E01003832,Richmond upon Thames ,659,74.0,132.0,179.0,90.0,48.0,10.0,2.0,10.0,41.0,73.0,6197.6,11.4
E01003833,Richmond upon Thames ,746,76.0,123.0,203.0,145.0,52.0,12.0,7.0,10.0,60.0,58.0,7199.6,11.5
E01003834,Richmond upon Thames ,868,121.0,86.0,103.0,270.0,46.0,22.0,8.0,14.0,124.0,74.0,9921.0,14.8
E01003835,Richmond upon Thames ,782,98.0,112.0,83.0,220.0,43.0,14.0,13.0,10.0,128.0,61.0,7871.2,13.3
E01003836,Richmond upon Thames ,635,90.0,90.0,78.0,190.0,35.0,4.0,5.0,7.0,91.0,45.0,6457.2,12.9
E01003837,Richmond upon Thames ,845,88.0,111.0,96.0,276.0,33.0,11.0,14.0,8.0,134.0,74.0,8146.2,12.8
E01003838,Richmond upon Thames ,980,142.0,123.0,137.0,307.0,42.0,14.0,10.0,7.0,122.0,76.0,9225.7,11.8
E01003839,Richmond upon Thames ,979,141.0,124.0,126.0,294.0,50.0,21.0,7.0,10.0,110.0,96.0,10275.8,13.3
E01003840,Richmond upon Thames ,796,75.0,178.0,150.0,148.0,50.0,9.0,5.0,12.0,76.0,93.0,7562.9,12.1
E01003841,Richmond upon Thames ,849,64.0,243.0,175.0,152.0,38.0,7.0,5.0,4.0,57.0,104.0,6493.6,9.4
E01003842,Richmond upon Thames ,798,101.0,194.0,142.0,171.0,44.0,6.0,4.0,12.0,54.0,70.0,7813.2,11.6
E01003843,Richmond upon Thames ,942,76.0,228.0,206.0,156.0,58.0,8.0,9.0,11.0,74.0,116.0,10112.0,13.4
E01003844,Richmond upon Thames ,720,84.0,143.0,106.0,189.0,40.0,9.0,7.0,7.0,75.0,60.0,6778.8,11.6
E01003845,Richmond upon Thames ,783,71.0,180.0,154.0,120.0,66.0,14.0,5.0,11.0,80.0,82.0,7615.6,12.3
E01003846,Richmond upon Thames ,851,70.0,84.0,102.0,287.0,19.0,17.0,13.0,13.0,177.0,69.0,8240.2,13.6
E01003847,Richmond upon Thames ,926,104.0,114.0,122.0,332.0,17.0,21.0,12.0,12.0,108.0,84.0,9350.2,12.7
E01003848,Richmond upon Thames ,1075,109.0,146.0,187.0,352.0,22.0,17.0,16.0,16.0,125.0,85.0,11332.2,13.1
E01003849,Richmond upon Thames ,784,74.0,78.0,111.0,291.0,19.0,8.0,3.0,8.0,127.0,65.0,6784.0,11.5
E01003851,Richmond upon Thames ,834,79.0,84.0,125.0,277.0,16.0,11.0,5.0,12.0,166.0,59.0,7648.7,12.6
E01003852,Richmond upon Thames ,725,56.0,87.0,202.0,177.0,16.0,3.0,10.0,7.0,103.0,64.0,6111.0,11.0
E01003853,Richmond upon Thames ,700,50.0,83.0,192.0,153.0,12.0,8.0,2.0,15.0,135.0,50.0,7138.2,13.9
E01003854,Richmond upon Thames ,773,72.0,100.0,191.0,186.0,7.0,10.0,5.0,15.0,129.0,58.0,7384.5,12.6
E01003855,Richmond upon Thames ,932,98.0,139.0,203.0,265.0,14.0,12.0,12.0,13.0,105.0,71.0,8812.0,11.7
E01003856,Richmond upon Thames ,1019,68.0,146.0,253.0,303.0,13.0,11.0,9.0,12.0,131.0,73.0,9199.4,11.3
E01003857,Richmond upon Thames ,991,87.0,120.0,253.0,275.0,12.0,8.0,9.0,16.0,137.0,74.0,9740.7,12.5
E01003858,Richmond upon Thames ,892,77.0,107.0,212.0,273.0,6.0,11.0,13.0,10.0,119.0,64.0,8578.8,12.1
E01003859,Richmond upon Thames ,811,95.0,102.0,129.0,283.0,7.0,7.0,2.0,5.0,129.0,52.0,6138.8,9.7
E01003860,Richmond upon Thames ,1081,67.0,106.0,141.0,440.0,39.0,20.0,6.0,13.0,164.0,85.0,12025.7,14.5
E01003861,Richmond upon Thames ,1121,112.0,105.0,157.0,479.0,34.0,29.0,13.0,19.0,122.0,51.0,13176.4,13.9
E01003862,Richmond upon Thames ,735,103.0,99.0,121.0,216.0,15.0,8.0,12.0,7.0,98.0,56.0,6806.6,11.7
E01003863,Richmond upon Thames ,685,87.0,61.0,104.0,224.0,14.0,15.0,1.0,14.0,100.0,65.0,7516.3,14.5
E01003864,Richmond upon Thames ,794,78.0,62.0,115.0,294.0,24.0,20.0,9.0,9.0,119.0,64.0,8793.8,14.4
E01003865,Richmond upon Thames ,673,91.0,97.0,121.0,190.0,7.0,15.0,8.0,8.0,71.0,65.0,5864.4,10.9
E01003866,Richmond upon Thames ,858,79.0,79.0,121.0,326.0,46.0,11.0,7.0,11.0,122.0,56.0,9362.5,13.8
E01003867,Richmond upon Thames ,809,110.0,99.0,143.0,234.0,36.0,15.0,9.0,19.0,86.0,58.0,9591.7,14.4
E01003868,Richmond upon Thames ,893,82.0,79.0,119.0,339.0,41.0,12.0,11.0,11.0,144.0,55.0,10162.3,14.6
E01003869,Richmond upon Thames ,969,111.0,122.0,137.0,324.0,43.0,29.0,18.0,17.0,117.0,51.0,12392.2,15.5
E01003870,Richmond upon Thames ,1044,126.0,127.0,107.0,365.0,63.0,22.0,23.0,11.0,129.0,71.0,11685.8,13.8
E01003871,Richmond upon Thames ,929,103.0,105.0,131.0,319.0,37.0,16.0,9.0,14.0,123.0,72.0,10035.4,13.7
E01003872,Richmond upon Thames ,854,90.0,73.0,125.0,317.0,37.0,14.0,4.0,15.0,120.0,59.0,10406.6,15.4
E01003873,Richmond upon Thames ,971,65.0,84.0,103.0,420.0,36.0,17.0,7.0,14.0,165.0,60.0,10839.6,14.5
E01003874,Richmond upon Thames ,975,82.0,64.0,108.0,439.0,20.0,26.0,11.0,10.0,133.0,82.0,10546.2,13.9
E01003875,Richmond upon Thames ,751,57.0,53.0,92.0,311.0,15.0,26.0,11.0,9.0,131.0,46.0,9257.4,16.1
E01003876,Richmond upon Thames ,978,76.0,76.0,127.0,380.0,37.0,15.0,9.0,13.0,187.0,58.0,11222.7,15.3
E01003877,Richmond upon Thames ,780,57.0,52.0,89.0,313.0,39.0,14.0,14.0,13.0,130.0,59.0,9374.4,15.9
E01003878,Richmond upon Thames ,674,78.0,84.0,113.0,192.0,11.0,8.0,5.0,18.0,106.0,59.0,7500.7,14.7
E01003879,Richmond upon Thames ,809,78.0,56.0,90.0,313.0,34.0,11.0,11.0,14.0,158.0,44.0,9222.0,15.2
E01003880,Richmond upon Thames ,813,94.0,112.0,79.0,265.0,43.0,16.0,5.0,4.0,131.0,64.0,7659.2,12.4
E01003881,Richmond upon Thames ,875,127.0,128.0,84.0,234.0,48.0,27.0,10.0,28.0,126.0,63.0,10594.8,15.4
E01003882,Richmond upon Thames ,1050,94.0,130.0,104.0,388.0,43.0,22.0,10.0,9.0,154.0,96.0,10409.1,13.0
E01003883,Richmond upon Thames ,1170,111.0,126.0,152.0,445.0,72.0,29.0,18.0,20.0,114.0,83.0,14695.0,15.1
E01003884,Richmond upon Thames ,863,127.0,105.0,95.0,249.0,55.0,21.0,10.0,15.0,115.0,71.0,9194.3,13.6
E01003885,Richmond upon Thames ,839,105.0,115.0,100.0,255.0,49.0,13.0,14.0,10.0,102.0,76.0,9307.3,14.1
E01003886,Richmond upon Thames ,964,115.0,122.0,117.0,307.0,64.0,18.0,7.0,13.0,130.0,71.0,10438.6,13.7
E01003887,Richmond upon Thames ,1006,138.0,124.0,124.0,335.0,67.0,15.0,10.0,8.0,110.0,75.0,10313.1,12.6
E01003888,Richmond upon Thames ,978,141.0,160.0,119.0,250.0,71.0,18.0,7.0,11.0,125.0,76.0,9701.2,12.5
E01003889,Richmond upon Thames ,955,132.0,110.0,127.0,275.0,67.0,12.0,17.0,10.0,137.0,68.0,9843.3,13.1
E01003890,Richmond upon Thames ,844,121.0,131.0,97.0,244.0,39.0,14.0,11.0,11.0,120.0,56.0,9681.9,14.5
E01003891,Richmond upon Thames ,959,99.0,153.0,130.0,272.0,50.0,17.0,11.0,12.0,151.0,64.0,9633.1,12.9
E01003892,Richmond upon Thames ,1077,70.0,94.0,139.0,387.0,51.0,28.0,13.0,9.0,199.0,87.0,11312.3,14.3
E01003893,Richmond upon Thames ,910,72.0,78.0,109.0,328.0,40.0,23.0,13.0,8.0,145.0,94.0,9758.0,14.5
E01003894,Richmond upon Thames ,988,88.0,87.0,124.0,370.0,42.0,22.0,16.0,16.0,137.0,86.0,12010.9,15.7
E01003895,Richmond upon Thames ,968,108.0,100.0,118.0,335.0,39.0,16.0,13.0,16.0,139.0,84.0,10710.6,14.4
E01003896,Richmond upon Thames ,1053,133.0,128.0,139.0,345.0,39.0,7.0,8.0,14.0,166.0,74.0,10737.9,13.2
E01003897,Richmond upon Thames ,1126,131.0,146.0,147.0,413.0,46.0,24.0,8.0,22.0,112.0,77.0,13599.5,14.5
E01003898,Richmond upon Thames ,937,97.0,112.0,103.0,295.0,59.0,17.0,12.0,7.0,144.0,91.0,9315.1,13.3
E01003899,Richmond upon Thames ,810,111.0,135.0,108.0,231.0,50.0,9.0,13.0,11.0,94.0,48.0,8460.2,12.7
E01003900,Richmond upon Thames ,737,109.0,176.0,91.0,118.0,36.0,11.0,3.0,8.0,111.0,74.0,5465.4,9.9
E01003901,Richmond upon Thames ,895,126.0,159.0,133.0,198.0,64.0,13.0,13.0,9.0,112.0,68.0,9285.1,13.0
E01003902,Richmond upon Thames ,687,78.0,163.0,89.0,150.0,41.0,7.0,7.0,16.0,80.0,56.0,8196.8,14.9
E01003903,Richmond upon Thames ,816,77.0,197.0,151.0,122.0,59.0,8.0,8.0,15.0,83.0,96.0,7835.4,12.3
E01003904,Richmond upon Thames ,837,105.0,137.0,115.0,222.0,66.0,9.0,7.0,10.0,91.0,75.0,8641.9,12.9
E01003905,Richmond upon Thames ,793,142.0,153.0,116.0,174.0,34.0,7.0,5.0,15.0,84.0,63.0,7707.0,11.9
E01003906,Richmond upon Thames ,837,120.0,162.0,137.0,174.0,50.0,12.0,6.0,11.0,89.0,76.0,7487.6,11.1
E01003907,Richmond upon Thames ,763,65.0,174.0,149.0,168.0,34.0,9.0,5.0,10.0,71.0,78.0,6830.6,11.1
E01003908,Richmond upon Thames ,944,128.0,205.0,143.0,191.0,48.0,10.0,8.0,9.0,121.0,81.0,8414.7,11.3
E01003909,Richmond upon Thames ,784,92.0,152.0,107.0,179.0,62.0,9.0,3.0,9.0,93.0,78.0,7265.2,11.9
E01003910,Richmond upon Thames ,832,121.0,150.0,137.0,200.0,39.0,7.0,9.0,9.0,96.0,64.0,7758.7,11.5
E01003911,Southwark ,953,148.0,251.0,276.0,55.0,23.0,6.0,3.0,14.0,70.0,107.0,7116.9,9.2
E01003912,Southwark ,565,71.0,137.0,155.0,57.0,8.0,3.0,5.0,12.0,34.0,83.0,5207.7,11.6
E01003913,Southwark ,1019,137.0,225.0,372.0,46.0,13.0,6.0,7.0,7.0,120.0,86.0,5560.1,6.8
E01003914,Southwark ,1006,98.0,224.0,370.0,69.0,10.0,5.0,8.0,13.0,95.0,114.0,7531.3,9.4
E01003915,Southwark ,964,95.0,214.0,323.0,86.0,10.0,5.0,13.0,14.0,91.0,113.0,8039.6,10.6
E01003916,Southwark ,1117,131.0,344.0,322.0,77.0,10.0,8.0,5.0,17.0,68.0,135.0,8649.6,9.5
E01003917,Southwark ,917,94.0,264.0,280.0,67.0,11.0,6.0,3.0,20.0,75.0,97.0,7268.1,9.8
E01003918,Southwark ,650,88.0,203.0,164.0,57.0,11.0,2.0,5.0,10.0,40.0,70.0,5252.7,9.7
E01003919,Southwark ,937,86.0,296.0,286.0,58.0,9.0,6.0,4.0,12.0,71.0,109.0,5919.7,7.8
E01003920,Southwark ,790,118.0,240.0,200.0,53.0,10.0,9.0,5.0,10.0,67.0,78.0,5229.1,8.1
E01003921,Southwark ,690,88.0,177.0,201.0,67.0,10.0,4.0,6.0,9.0,51.0,77.0,5303.9,9.4
E01003922,Southwark ,919,109.0,237.0,254.0,77.0,12.0,5.0,6.0,19.0,75.0,125.0,7119.1,9.9
E01003923,Southwark ,971,102.0,399.0,206.0,45.0,12.0,9.0,3.0,6.0,80.0,109.0,5244.9,6.7
E01003924,Southwark ,875,81.0,257.0,217.0,70.0,11.0,5.0,6.0,24.0,59.0,145.0,7633.1,11.4
E01003925,Southwark ,571,76.0,182.0,123.0,37.0,4.0,3.0,10.0,6.0,55.0,75.0,4526.1,10.3
E01003926,Southwark ,620,74.0,251.0,145.0,46.0,1.0,0.0,6.0,10.0,35.0,52.0,4224.5,7.9
E01003927,Southwark ,1367,429.0,390.0,210.0,50.0,20.0,10.0,11.0,26.0,113.0,108.0,10216.8,8.9
E01003929,Southwark ,1440,469.0,396.0,220.0,67.0,20.0,19.0,8.0,22.0,118.0,101.0,11452.9,9.4
E01003930,Southwark ,621,152.0,204.0,96.0,23.0,8.0,4.0,3.0,14.0,51.0,66.0,4784.1,9.5
E01003932,Southwark ,730,138.0,266.0,124.0,28.0,13.0,5.0,7.0,12.0,64.0,73.0,4899.7,8.3
E01003933,Southwark ,787,152.0,309.0,109.0,47.0,4.0,7.0,7.0,28.0,71.0,53.0,8073.9,12.2
E01003934,Southwark ,783,301.0,180.0,93.0,26.0,9.0,4.0,8.0,16.0,86.0,60.0,5945.9,9.3
E01003935,Southwark ,579,208.0,130.0,88.0,24.0,9.0,3.0,5.0,8.0,52.0,52.0,3548.9,7.5
E01003936,Southwark ,1000,221.0,410.0,111.0,52.0,11.0,9.0,9.0,22.0,87.0,68.0,7488.5,8.9
E01003937,Southwark ,1033,195.0,445.0,144.0,42.0,12.0,4.0,10.0,15.0,74.0,92.0,6325.1,7.3
E01003938,Southwark ,952,233.0,349.0,141.0,62.0,14.0,6.0,7.0,11.0,57.0,72.0,6430.6,7.8
E01003939,Southwark ,1182,355.0,416.0,146.0,46.0,11.0,11.0,9.0,19.0,82.0,87.0,6920.8,6.8
E01003940,Southwark ,656,113.0,244.0,106.0,54.0,7.0,5.0,3.0,6.0,32.0,86.0,4364.3,8.1
E01003941,Southwark ,1208,225.0,548.0,140.0,62.0,15.0,13.0,8.0,9.0,96.0,92.0,6741.4,6.6
E01003942,Southwark ,656,115.0,285.0,80.0,39.0,7.0,2.0,2.0,11.0,53.0,62.0,4669.3,8.6
E01003943,Southwark ,618,125.0,205.0,93.0,43.0,6.0,5.0,6.0,12.0,55.0,68.0,5232.4,10.6
E01003945,Southwark ,925,38.0,110.0,397.0,161.0,12.0,7.0,6.0,5.0,116.0,73.0,7023.7,9.5
E01003946,Southwark ,808,60.0,84.0,291.0,175.0,13.0,5.0,7.0,12.0,108.0,53.0,7697.1,11.9
E01003947,Southwark ,577,59.0,71.0,191.0,103.0,13.0,2.0,3.0,6.0,57.0,72.0,4777.2,10.7
E01003948,Southwark ,883,58.0,74.0,272.0,286.0,16.0,2.0,6.0,15.0,84.0,70.0,9148.1,12.5
E01003949,Southwark ,1130,55.0,118.0,522.0,139.0,12.0,9.0,8.0,17.0,137.0,113.0,10147.3,11.5
E01003950,Southwark ,865,76.0,153.0,346.0,87.0,12.0,5.0,7.0,6.0,76.0,97.0,5945.6,8.6
E01003951,Southwark ,697,57.0,63.0,309.0,83.0,9.0,5.0,2.0,12.0,112.0,45.0,6046.8,11.2
E01003952,Southwark ,981,91.0,96.0,509.0,80.0,7.0,4.0,4.0,4.0,123.0,63.0,6187.2,7.8
E01003953,Southwark ,1333,195.0,142.0,618.0,111.0,9.0,14.0,8.0,7.0,118.0,111.0,9376.5,8.5
E01003954,Southwark ,931,82.0,98.0,463.0,93.0,10.0,6.0,6.0,13.0,89.0,71.0,7725.8,10.0
E01003955,Southwark ,1074,55.0,151.0,561.0,89.0,5.0,1.0,5.0,8.0,99.0,100.0,7648.9,8.7
E01003956,Southwark ,1030,55.0,122.0,557.0,70.0,15.0,5.0,11.0,19.0,108.0,68.0,9350.5,10.9
E01003957,Southwark ,990,64.0,125.0,489.0,93.0,6.0,2.0,5.0,10.0,97.0,99.0,7332.5,9.2
E01003958,Southwark ,941,62.0,135.0,423.0,97.0,12.0,4.0,3.0,11.0,99.0,95.0,7068.5,9.5
E01003960,Southwark ,951,155.0,406.0,145.0,68.0,10.0,4.0,5.0,13.0,58.0,87.0,6262.8,7.8
E01003961,Southwark ,840,120.0,285.0,154.0,56.0,17.0,8.0,2.0,15.0,68.0,115.0,5652.1,8.6
E01003963,Southwark ,681,94.0,246.0,120.0,48.0,8.0,7.0,2.0,7.0,52.0,97.0,3983.6,7.5
E01003964,Southwark ,956,125.0,322.0,205.0,84.0,9.0,7.0,6.0,9.0,67.0,122.0,6100.3,8.0
E01003966,Southwark ,849,124.0,301.0,146.0,67.0,13.0,4.0,9.0,10.0,48.0,127.0,5954.9,8.8
E01003967,Southwark ,715,109.0,228.0,157.0,66.0,10.0,3.0,8.0,6.0,52.0,76.0,4558.4,7.8
E01003968,Southwark ,562,96.0,158.0,122.0,52.0,9.0,3.0,8.0,20.0,31.0,63.0,6290.7,13.4
E01003969,Southwark ,1028,102.0,400.0,198.0,43.0,16.0,9.0,7.0,4.0,92.0,157.0,5274.6,6.8
E01003970,Southwark ,602,117.0,186.0,104.0,46.0,14.0,2.0,7.0,10.0,48.0,68.0,4485.4,9.2
E01003971,Southwark ,622,109.0,171.0,106.0,54.0,10.0,0.0,7.0,13.0,61.0,91.0,5312.4,11.3
E01003972,Southwark ,824,102.0,302.0,193.0,45.0,11.0,5.0,2.0,19.0,37.0,108.0,6105.6,9.0
E01003973,Southwark ,792,113.0,309.0,150.0,34.0,7.0,4.0,6.0,10.0,47.0,112.0,4642.3,7.3
E01003974,Southwark ,510,67.0,174.0,96.0,47.0,7.0,1.0,6.0,5.0,49.0,58.0,3547.4,8.8
E01003975,Southwark ,706,140.0,259.0,116.0,46.0,7.0,2.0,7.0,14.0,49.0,66.0,5774.9,9.8
E01003976,Southwark ,1092,218.0,459.0,130.0,69.0,18.0,8.0,8.0,15.0,76.0,91.0,7900.3,8.5
E01003977,Southwark ,785,145.0,272.0,155.0,40.0,9.0,4.0,4.0,10.0,61.0,85.0,4977.3,7.8
E01003978,Southwark ,1050,187.0,459.0,159.0,67.0,9.0,3.0,13.0,19.0,67.0,67.0,7847.7,8.6
E01003979,Southwark ,944,159.0,443.0,121.0,46.0,10.0,3.0,5.0,18.0,70.0,69.0,6502.6,8.1
E01003980,Southwark ,899,155.0,321.0,135.0,62.0,16.0,5.0,7.0,18.0,58.0,122.0,7007.7,9.7
E01003981,Southwark ,888,230.0,329.0,98.0,47.0,10.0,13.0,8.0,10.0,73.0,70.0,5005.9,6.7
E01003983,Southwark ,762,87.0,200.0,204.0,97.0,9.0,6.0,5.0,8.0,48.0,98.0,5185.9,8.4
E01003984,Southwark ,976,68.0,254.0,345.0,78.0,15.0,12.0,4.0,18.0,79.0,103.0,8486.3,10.7
E01003986,Southwark ,485,69.0,140.0,111.0,55.0,5.0,3.0,1.0,9.0,32.0,60.0,4402.4,11.2
E01003987,Southwark ,739,108.0,229.0,190.0,48.0,8.0,4.0,6.0,10.0,66.0,70.0,5452.1,9.0
E01003988,Southwark ,952,74.0,233.0,301.0,85.0,9.0,13.0,11.0,20.0,84.0,122.0,8461.4,11.3
E01003989,Southwark ,779,90.0,192.0,196.0,80.0,9.0,6.0,7.0,11.0,80.0,108.0,6547.7,11.1
E01003990,Southwark ,872,129.0,241.0,228.0,70.0,10.0,7.0,6.0,14.0,67.0,100.0,7312.7,10.4
E01003991,Southwark ,537,62.0,201.0,116.0,41.0,5.0,7.0,9.0,11.0,33.0,52.0,4932.4,10.9
E01003992,Southwark ,611,81.0,254.0,105.0,27.0,8.0,5.0,3.0,11.0,46.0,71.0,4427.0,9.0
E01003993,Southwark ,738,83.0,285.0,157.0,51.0,15.0,5.0,4.0,8.0,41.0,89.0,4934.8,8.1
E01003994,Southwark ,746,109.0,308.0,114.0,42.0,10.0,3.0,8.0,14.0,66.0,72.0,5695.7,9.4
E01003995,Southwark ,721,115.0,308.0,99.0,35.0,13.0,4.0,4.0,11.0,45.0,87.0,4787.1,8.1
E01003997,Southwark ,619,62.0,283.0,102.0,36.0,8.0,5.0,2.0,7.0,48.0,66.0,3828.5,7.6
E01003998,Southwark ,784,88.0,382.0,112.0,39.0,11.0,4.0,2.0,11.0,59.0,76.0,4918.7,7.6
E01003999,Southwark ,783,88.0,336.0,128.0,58.0,8.0,5.0,6.0,11.0,61.0,82.0,5575.0,8.7
E01004000,Southwark ,936,67.0,196.0,352.0,82.0,14.0,5.0,5.0,16.0,68.0,131.0,8607.9,11.7
E01004001,Southwark ,683,68.0,134.0,229.0,64.0,11.0,4.0,5.0,12.0,66.0,90.0,5599.6,10.6
E01004002,Southwark ,859,49.0,162.0,348.0,78.0,7.0,4.0,9.0,9.0,93.0,100.0,6417.7,9.6
E01004003,Southwark ,750,65.0,176.0,225.0,79.0,19.0,6.0,3.0,9.0,61.0,107.0,5802.2,10.0
E01004004,Southwark ,1317,94.0,288.0,503.0,128.0,15.0,8.0,6.0,13.0,109.0,153.0,9462.0,9.0
E01004005,Southwark ,902,79.0,206.0,291.0,72.0,11.0,10.0,13.0,12.0,78.0,130.0,7045.8,10.2
E01004006,Southwark ,962,90.0,182.0,362.0,98.0,14.0,6.0,3.0,16.0,56.0,135.0,7857.9,10.2
E01004007,Southwark ,487,74.0,117.0,118.0,42.0,6.0,10.0,6.0,14.0,35.0,65.0,5031.3,13.0
E01004008,Southwark ,879,112.0,205.0,254.0,81.0,25.0,10.0,3.0,15.0,65.0,109.0,6896.5,9.8
E01004010,Southwark ,703,83.0,149.0,220.0,63.0,19.0,2.0,4.0,5.0,60.0,98.0,4552.3,8.4
E01004011,Southwark ,857,116.0,210.0,241.0,86.0,8.0,6.0,4.0,23.0,63.0,100.0,8169.6,11.8
E01004012,Southwark ,1185,147.0,388.0,301.0,94.0,16.0,10.0,8.0,20.0,63.0,138.0,8712.9,8.9
E01004013,Southwark ,691,81.0,183.0,195.0,74.0,10.0,12.0,6.0,9.0,42.0,79.0,5954.8,10.4
E01004014,Southwark ,718,83.0,220.0,161.0,76.0,14.0,9.0,6.0,13.0,43.0,93.0,6155.7,10.6
E01004015,Southwark ,899,56.0,120.0,445.0,64.0,6.0,5.0,1.0,16.0,107.0,79.0,8714.0,12.2
E01004016,Southwark ,1172,84.0,189.0,488.0,130.0,24.0,6.0,11.0,15.0,107.0,118.0,10531.2,11.1
E01004017,Southwark ,853,53.0,108.0,380.0,104.0,6.0,4.0,2.0,11.0,95.0,90.0,8074.4,12.1
E01004018,Southwark ,1120,73.0,145.0,549.0,107.0,5.0,7.0,5.0,12.0,117.0,100.0,8742.4,9.7
E01004019,Southwark ,1181,77.0,242.0,453.0,105.0,16.0,6.0,12.0,24.0,90.0,156.0,10412.0,11.1
E01004020,Southwark ,757,49.0,152.0,315.0,72.0,12.0,4.0,6.0,15.0,55.0,77.0,7984.5,12.8
E01004021,Southwark ,1396,101.0,176.0,757.0,77.0,17.0,10.0,8.0,19.0,117.0,114.0,11685.0,10.0
E01004022,Southwark ,1378,193.0,553.0,300.0,91.0,26.0,6.0,12.0,10.0,87.0,100.0,8334.0,7.0
E01004023,Southwark ,730,112.0,254.0,158.0,52.0,10.0,1.0,2.0,6.0,53.0,82.0,3972.7,6.7
E01004024,Southwark ,835,112.0,262.0,219.0,47.0,8.0,10.0,6.0,18.0,67.0,86.0,6815.6,10.0
E01004027,Southwark ,1233,303.0,446.0,138.0,87.0,15.0,14.0,15.0,22.0,93.0,100.0,8983.5,8.6
E01004028,Southwark ,835,183.0,282.0,139.0,71.0,8.0,6.0,7.0,10.0,55.0,74.0,5876.5,8.3
E01004029,Southwark ,1228,93.0,488.0,339.0,97.0,22.0,9.0,7.0,15.0,63.0,95.0,9412.9,8.8
E01004030,Southwark ,875,65.0,300.0,224.0,62.0,14.0,5.0,10.0,14.0,92.0,89.0,6917.7,10.0
E01004031,Southwark ,1054,102.0,369.0,281.0,90.0,18.0,9.0,8.0,10.0,75.0,92.0,7306.3,8.2
E01004032,Southwark ,1145,125.0,432.0,299.0,69.0,25.0,5.0,7.0,16.0,79.0,88.0,8324.8,8.5
E01004033,Southwark ,729,78.0,270.0,170.0,53.0,12.0,6.0,7.0,8.0,52.0,73.0,5909.6,9.8
E01004034,Southwark ,693,96.0,212.0,160.0,61.0,18.0,6.0,3.0,9.0,51.0,77.0,5150.2,9.1
E01004035,Southwark ,694,87.0,227.0,176.0,48.0,8.0,4.0,6.0,6.0,47.0,85.0,4604.9,8.2
E01004036,Southwark ,832,91.0,252.0,234.0,70.0,13.0,9.0,4.0,10.0,65.0,84.0,6145.6,9.0
E01004037,Southwark ,1013,101.0,321.0,268.0,90.0,16.0,10.0,7.0,13.0,71.0,116.0,7766.3,9.4
E01004038,Southwark ,1177,132.0,399.0,293.0,98.0,17.0,10.0,7.0,12.0,86.0,123.0,8304.4,8.6
E01004039,Southwark ,809,98.0,347.0,163.0,50.0,11.0,3.0,8.0,6.0,43.0,80.0,5283.9,7.7
E01004040,Southwark ,754,94.0,250.0,208.0,45.0,11.0,4.0,5.0,11.0,48.0,78.0,5568.9,8.9
E01004041,Southwark ,754,85.0,286.0,168.0,58.0,11.0,3.0,6.0,12.0,49.0,76.0,5230.7,8.3
E01004042,Southwark ,721,135.0,214.0,156.0,47.0,6.0,2.0,3.0,8.0,48.0,102.0,3976.9,7.0
E01004043,Southwark ,696,104.0,265.0,131.0,36.0,12.0,9.0,2.0,5.0,61.0,71.0,3848.6,6.8
E01004044,Southwark ,589,91.0,195.0,109.0,49.0,9.0,5.0,1.0,12.0,52.0,66.0,4624.5,9.8
E01004045,Southwark ,685,100.0,136.0,227.0,50.0,5.0,1.0,4.0,12.0,62.0,88.0,5331.3,10.0
E01004046,Southwark ,929,94.0,145.0,413.0,71.0,6.0,3.0,5.0,16.0,99.0,77.0,7935.5,10.5
E01004047,Southwark ,638,116.0,108.0,208.0,53.0,5.0,5.0,4.0,14.0,51.0,74.0,5674.3,11.1
E01004048,Southwark ,885,164.0,139.0,347.0,42.0,4.0,2.0,4.0,10.0,91.0,82.0,5645.4,7.9
E01004049,Southwark ,710,116.0,136.0,232.0,46.0,7.0,4.0,4.0,7.0,74.0,84.0,4347.1,7.9
E01004050,Southwark ,933,86.0,170.0,408.0,62.0,4.0,0.0,9.0,9.0,99.0,86.0,6867.3,9.2
