LSOA11CD,Borough,All categories: Distance travelled to work,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Work mainly at or from home,Other,Total distance (km),Average distance (km)
E01004051,Southwark ,803,90.0,142.0,334.0,76.0,1.0,2.0,6.0,12.0,71.0,69.0,6240.4,9.4
E01004052,Southwark ,1063,90.0,168.0,512.0,71.0,6.0,4.0,7.0,8.0,105.0,92.0,6397.4,7.4
E01004053,Southwark ,1300,162.0,497.0,308.0,82.0,9.0,12.0,8.0,16.0,89.0,117.0,8553.4,7.8
E01004054,Southwark ,1197,162.0,352.0,371.0,78.0,12.0,6.0,5.0,16.0,102.0,93.0,9856.6,9.8
E01004055,Southwark ,556,89.0,170.0,135.0,46.0,6.0,2.0,4.0,6.0,42.0,56.0,3543.4,7.7
E01004056,Southwark ,1267,170.0,336.0,424.0,78.0,17.0,8.0,15.0,16.0,91.0,112.0,9911.2,9.3
E01004057,Southwark ,902,129.0,246.0,256.0,77.0,14.0,5.0,11.0,13.0,59.0,92.0,6981.3,9.3
E01004058,Southwark ,1323,178.0,340.0,455.0,102.0,14.0,8.0,9.0,11.0,111.0,95.0,8549.6,7.7
E01004059,Southwark ,1114,106.0,353.0,395.0,76.0,20.0,5.0,6.0,13.0,83.0,57.0,8014.3,8.2
E01004060,Southwark ,988,101.0,303.0,306.0,78.0,10.0,10.0,3.0,15.0,73.0,89.0,7036.8,8.5
E01004061,Southwark ,1039,93.0,176.0,431.0,78.0,9.0,8.0,3.0,13.0,116.0,112.0,7996.3,9.9
E01004062,Southwark ,954,94.0,170.0,432.0,74.0,5.0,3.0,4.0,7.0,65.0,100.0,6830.9,8.7
E01004063,Southwark ,1091,106.0,185.0,476.0,96.0,8.0,4.0,4.0,11.0,97.0,104.0,7900.2,8.9
E01004064,Southwark ,879,92.0,146.0,350.0,73.0,13.0,5.0,7.0,18.0,74.0,101.0,8030.8,11.4
E01004065,Southwark ,892,63.0,109.0,446.0,70.0,15.0,4.0,3.0,7.0,89.0,86.0,7060.2,9.8
E01004066,Southwark ,1037,89.0,248.0,338.0,81.0,13.0,4.0,6.0,14.0,118.0,126.0,6832.3,8.6
E01004067,Southwark ,1017,173.0,197.0,324.0,90.0,15.0,4.0,7.0,17.0,72.0,118.0,7560.4,9.1
E01004068,Southwark ,829,85.0,165.0,299.0,75.0,22.0,7.0,3.0,21.0,64.0,88.0,8495.2,12.5
E01004069,Southwark ,710,79.0,55.0,348.0,45.0,10.0,4.0,4.0,7.0,106.0,52.0,6019.0,10.9
E01004070,Southwark ,1061,99.0,90.0,542.0,64.0,14.0,3.0,6.0,13.0,142.0,88.0,7841.7,9.4
E01004071,Southwark ,832,84.0,101.0,407.0,65.0,2.0,3.0,4.0,12.0,75.0,79.0,6012.4,8.9
E01004072,Southwark ,944,94.0,97.0,483.0,54.0,12.0,3.0,5.0,10.0,115.0,71.0,7648.0,10.1
E01004073,Southwark ,1069,91.0,91.0,570.0,72.0,10.0,6.0,8.0,17.0,127.0,77.0,9585.7,11.1
E01004074,Southwark ,933,67.0,78.0,489.0,45.0,8.0,10.0,3.0,7.0,132.0,94.0,6152.4,8.7
E01004075,Southwark ,908,75.0,83.0,461.0,44.0,5.0,4.0,6.0,10.0,145.0,75.0,6625.5,9.6
E01004076,Sutton ,753,104.0,186.0,106.0,176.0,25.0,6.0,5.0,7.0,64.0,74.0,6284.1,10.2
E01004077,Sutton ,777,125.0,150.0,111.0,169.0,27.0,9.0,6.0,10.0,80.0,90.0,6575.4,10.8
E01004078,Sutton ,850,154.0,159.0,122.0,208.0,20.0,10.0,5.0,10.0,60.0,102.0,7078.3,10.3
E01004079,Sutton ,756,132.0,156.0,94.0,182.0,28.0,8.0,3.0,12.0,75.0,66.0,7410.9,12.1
E01004080,Sutton ,701,115.0,141.0,104.0,162.0,26.0,5.0,7.0,10.0,55.0,76.0,6545.8,11.5
E01004081,Sutton ,797,115.0,163.0,128.0,209.0,28.0,4.0,4.0,6.0,59.0,81.0,7716.3,11.7
E01004082,Sutton ,755,124.0,166.0,104.0,175.0,41.0,8.0,5.0,15.0,45.0,72.0,7572.1,11.9
E01004083,Sutton ,583,72.0,160.0,111.0,99.0,25.0,1.0,5.0,6.0,46.0,58.0,4787.1,10.0
E01004084,Sutton ,725,64.0,126.0,115.0,187.0,43.0,6.0,6.0,9.0,113.0,56.0,7552.7,13.6
E01004085,Sutton ,814,72.0,153.0,121.0,212.0,48.0,8.0,4.0,13.0,104.0,79.0,8672.8,13.7
E01004086,Sutton ,812,119.0,175.0,129.0,189.0,24.0,13.0,6.0,7.0,78.0,72.0,7645.8,11.5
E01004087,Sutton ,734,93.0,155.0,129.0,157.0,22.0,7.0,10.0,12.0,83.0,66.0,8226.1,14.1
E01004088,Sutton ,694,117.0,198.0,132.0,106.0,25.0,4.0,4.0,9.0,29.0,70.0,5643.8,9.5
E01004089,Sutton ,534,58.0,174.0,69.0,96.0,26.0,4.0,4.0,4.0,43.0,56.0,4311.6,9.9
E01004090,Sutton ,477,86.0,87.0,90.0,88.0,29.0,2.0,4.0,7.0,40.0,44.0,4973.4,12.7
E01004091,Sutton ,659,62.0,124.0,89.0,135.0,67.0,6.0,3.0,7.0,92.0,74.0,6217.6,12.6
E01004092,Sutton ,739,108.0,94.0,118.0,186.0,46.0,6.0,6.0,13.0,88.0,74.0,7684.2,13.3
E01004093,Sutton ,793,100.0,100.0,144.0,190.0,85.0,2.0,10.0,9.0,81.0,72.0,8049.0,12.6
E01004094,Sutton ,934,122.0,144.0,146.0,206.0,114.0,6.0,11.0,9.0,91.0,85.0,9298.0,12.3
E01004095,Sutton ,820,105.0,116.0,130.0,216.0,76.0,9.0,7.0,12.0,100.0,49.0,8282.3,12.3
E01004096,Sutton ,812,97.0,91.0,151.0,254.0,57.0,14.0,5.0,11.0,50.0,82.0,9128.8,13.4
E01004097,Sutton ,936,149.0,127.0,145.0,240.0,30.0,8.0,8.0,16.0,109.0,104.0,9629.9,13.3
E01004098,Sutton ,646,93.0,98.0,86.0,223.0,11.0,2.0,2.0,5.0,78.0,48.0,6336.4,12.2
E01004099,Sutton ,818,80.0,178.0,91.0,272.0,31.0,4.0,5.0,7.0,69.0,81.0,7601.5,11.4
E01004100,Sutton ,702,136.0,110.0,95.0,180.0,18.0,9.0,9.0,6.0,74.0,65.0,6154.0,10.9
E01004101,Sutton ,685,123.0,103.0,124.0,166.0,19.0,7.0,2.0,4.0,60.0,77.0,5606.2,10.2
E01004102,Sutton ,721,89.0,145.0,91.0,202.0,30.0,4.0,3.0,8.0,86.0,63.0,6696.2,11.7
E01004103,Sutton ,949,168.0,143.0,136.0,269.0,26.0,10.0,14.0,12.0,73.0,98.0,9357.8,12.0
E01004104,Sutton ,749,99.0,158.0,106.0,193.0,25.0,5.0,4.0,10.0,79.0,70.0,7007.7,11.7
E01004105,Sutton ,971,148.0,141.0,163.0,250.0,42.0,7.0,7.0,13.0,106.0,94.0,9725.6,12.6
E01004106,Sutton ,791,84.0,154.0,111.0,177.0,53.0,7.0,3.0,9.0,141.0,52.0,7310.0,12.2
E01004107,Sutton ,777,100.0,174.0,126.0,176.0,33.0,9.0,5.0,10.0,68.0,76.0,7676.3,12.1
E01004108,Sutton ,843,60.0,191.0,118.0,192.0,32.0,8.0,7.0,7.0,139.0,89.0,6802.7,11.1
E01004109,Sutton ,787,74.0,114.0,197.0,108.0,108.0,7.0,3.0,1.0,79.0,96.0,6689.6,10.9
E01004110,Sutton ,965,134.0,132.0,153.0,230.0,51.0,14.0,10.0,8.0,129.0,104.0,8837.3,12.1
E01004111,Sutton ,738,99.0,151.0,127.0,172.0,31.0,10.0,8.0,12.0,58.0,70.0,7547.9,12.4
E01004112,Sutton ,810,81.0,141.0,122.0,181.0,71.0,9.0,10.0,14.0,98.0,83.0,8761.5,13.9
E01004114,Sutton ,772,32.0,142.0,143.0,121.0,109.0,9.0,8.0,11.0,139.0,58.0,9105.5,15.8
E01004115,Sutton ,908,144.0,138.0,192.0,190.0,42.0,15.0,5.0,13.0,69.0,100.0,8936.2,12.1
E01004116,Sutton ,732,69.0,151.0,120.0,182.0,34.0,9.0,2.0,5.0,71.0,89.0,6129.4,10.7
E01004117,Sutton ,809,74.0,164.0,141.0,211.0,32.0,8.0,2.0,9.0,78.0,90.0,7405.3,11.6
E01004118,Sutton ,863,98.0,176.0,170.0,185.0,32.0,4.0,6.0,4.0,93.0,95.0,6269.8,9.3
E01004119,Sutton ,801,103.0,170.0,150.0,164.0,40.0,6.0,7.0,8.0,56.0,97.0,6892.4,10.6
E01004120,Sutton ,816,113.0,182.0,130.0,156.0,38.0,1.0,3.0,6.0,80.0,107.0,6290.0,10.0
E01004121,Sutton ,838,68.0,130.0,170.0,238.0,43.0,9.0,6.0,7.0,76.0,91.0,8072.4,12.0
E01004122,Sutton ,723,59.0,121.0,141.0,196.0,28.0,7.0,5.0,7.0,87.0,72.0,6787.8,12.0
E01004123,Sutton ,1027,183.0,268.0,166.0,153.0,34.0,2.0,11.0,15.0,71.0,124.0,8949.0,10.8
E01004124,Sutton ,858,96.0,240.0,171.0,149.0,21.0,6.0,3.0,13.0,46.0,113.0,7894.0,11.3
E01004125,Sutton ,704,95.0,224.0,114.0,113.0,24.0,4.0,8.0,11.0,30.0,81.0,5769.2,9.7
E01004126,Sutton ,655,129.0,187.0,117.0,98.0,3.0,4.0,7.0,10.0,34.0,66.0,5750.3,10.4
E01004127,Sutton ,793,111.0,192.0,154.0,151.0,27.0,14.0,3.0,8.0,48.0,85.0,6064.4,9.2
E01004128,Sutton ,742,120.0,170.0,137.0,82.0,18.0,5.0,3.0,10.0,100.0,97.0,4903.2,9.0
E01004129,Sutton ,757,97.0,224.0,136.0,130.0,19.0,8.0,5.0,7.0,40.0,91.0,6301.7,10.1
E01004130,Sutton ,830,136.0,156.0,173.0,174.0,31.0,6.0,5.0,8.0,64.0,77.0,7122.7,10.3
E01004131,Sutton ,823,120.0,182.0,152.0,162.0,24.0,7.0,6.0,8.0,64.0,98.0,7429.5,11.2
E01004132,Sutton ,807,117.0,187.0,164.0,153.0,22.0,8.0,8.0,9.0,66.0,73.0,7261.5,10.9
E01004133,Sutton ,779,137.0,154.0,175.0,126.0,19.0,5.0,7.0,7.0,70.0,79.0,5627.7,8.9
E01004134,Sutton ,776,92.0,175.0,162.0,164.0,16.0,6.0,4.0,7.0,59.0,91.0,5793.5,9.3
E01004135,Sutton ,760,98.0,174.0,133.0,145.0,26.0,9.0,7.0,14.0,57.0,97.0,8156.1,13.5
E01004136,Sutton ,820,86.0,208.0,171.0,158.0,24.0,12.0,5.0,8.0,66.0,82.0,6744.2,10.0
E01004137,Sutton ,891,131.0,106.0,148.0,289.0,37.0,8.0,8.0,6.0,75.0,83.0,8478.4,11.6
E01004138,Sutton ,877,142.0,115.0,163.0,229.0,41.0,7.0,6.0,13.0,56.0,105.0,8702.2,12.2
E01004139,Sutton ,770,144.0,91.0,136.0,185.0,31.0,9.0,7.0,4.0,63.0,100.0,6263.3,10.3
E01004140,Sutton ,733,152.0,115.0,143.0,131.0,25.0,7.0,4.0,10.0,39.0,107.0,5744.3,9.8
E01004141,Sutton ,774,156.0,102.0,149.0,175.0,26.0,2.0,7.0,5.0,56.0,96.0,5887.0,9.5
E01004142,Sutton ,1073,213.0,129.0,198.0,282.0,42.0,2.0,7.0,10.0,81.0,109.0,8876.7,10.1
E01004143,Sutton ,786,159.0,114.0,141.0,178.0,28.0,6.0,7.0,9.0,58.0,86.0,6542.5,10.2
E01004144,Sutton ,847,151.0,127.0,140.0,192.0,31.0,9.0,6.0,6.0,85.0,100.0,6832.2,10.3
E01004145,Sutton ,1104,186.0,194.0,221.0,233.0,29.0,17.0,14.0,16.0,75.0,119.0,11631.7,12.8
E01004146,Sutton ,834,160.0,102.0,156.0,183.0,25.0,16.0,8.0,12.0,81.0,91.0,7722.2,11.7
E01004147,Sutton ,750,155.0,116.0,150.0,149.0,28.0,6.0,5.0,4.0,69.0,68.0,5686.8,9.3
E01004148,Sutton ,738,146.0,116.0,127.0,165.0,16.0,8.0,4.0,11.0,63.0,82.0,6764.8,11.4
E01004149,Sutton ,826,146.0,115.0,162.0,189.0,19.0,10.0,6.0,6.0,64.0,109.0,7066.0,10.8
E01004150,Sutton ,817,142.0,82.0,126.0,242.0,42.0,8.0,9.0,10.0,79.0,77.0,9190.0,13.9
E01004151,Sutton ,986,152.0,110.0,155.0,321.0,44.0,8.0,6.0,20.0,88.0,82.0,11260.3,13.8
E01004152,Sutton ,814,142.0,87.0,114.0,229.0,45.0,6.0,3.0,12.0,80.0,96.0,8463.6,13.3
E01004153,Sutton ,916,137.0,90.0,146.0,289.0,65.0,7.0,14.0,9.0,76.0,83.0,10642.5,14.1
E01004154,Sutton ,715,102.0,82.0,110.0,221.0,32.0,4.0,7.0,12.0,91.0,54.0,7427.0,13.0
E01004155,Sutton ,940,146.0,82.0,169.0,274.0,74.0,12.0,6.0,12.0,74.0,91.0,9936.9,12.8
E01004156,Sutton ,960,139.0,97.0,144.0,309.0,60.0,10.0,7.0,17.0,90.0,87.0,10626.3,13.6
E01004157,Sutton ,657,102.0,88.0,99.0,161.0,35.0,8.0,6.0,9.0,90.0,59.0,6501.6,12.8
E01004158,Sutton ,841,117.0,89.0,145.0,255.0,55.0,9.0,2.0,12.0,87.0,70.0,10018.0,14.6
E01004159,Sutton ,809,149.0,128.0,147.0,157.0,36.0,7.0,3.0,5.0,77.0,100.0,6040.0,9.6
E01004160,Sutton ,904,157.0,112.0,148.0,237.0,40.0,8.0,5.0,10.0,76.0,111.0,8181.0,11.4
E01004161,Sutton ,843,129.0,124.0,139.0,222.0,41.0,11.0,3.0,13.0,66.0,95.0,8689.2,12.7
E01004162,Sutton ,827,126.0,90.0,158.0,254.0,40.0,12.0,7.0,14.0,61.0,65.0,8971.3,12.8
E01004163,Sutton ,810,98.0,235.0,124.0,154.0,24.0,10.0,6.0,7.0,63.0,89.0,6207.9,9.4
E01004164,Sutton ,838,104.0,257.0,106.0,189.0,21.0,8.0,5.0,8.0,49.0,91.0,6648.0,9.5
E01004165,Sutton ,922,149.0,188.0,137.0,207.0,35.0,11.0,6.0,10.0,80.0,99.0,9324.1,12.5
E01004166,Sutton ,822,108.0,188.0,113.0,237.0,20.0,5.0,5.0,5.0,58.0,83.0,6554.3,9.6
E01004167,Sutton ,599,122.0,121.0,99.0,123.0,10.0,6.0,3.0,12.0,28.0,75.0,5510.7,11.1
E01004168,Sutton ,859,214.0,142.0,132.0,148.0,26.0,4.0,5.0,12.0,89.0,87.0,6933.7,10.2
E01004169,Sutton ,567,60.0,142.0,75.0,151.0,14.0,7.0,5.0,6.0,30.0,77.0,5309.2,11.5
E01004170,Sutton ,988,108.0,220.0,160.0,260.0,34.0,10.0,8.0,15.0,88.0,85.0,10603.3,13.0
E01004171,Sutton ,759,102.0,180.0,113.0,175.0,17.0,4.0,3.0,5.0,75.0,85.0,5807.3,9.7
E01004172,Sutton ,773,81.0,196.0,114.0,183.0,33.0,5.0,2.0,13.0,70.0,76.0,7967.1,12.7
E01004173,Sutton ,712,107.0,184.0,100.0,150.0,33.0,6.0,7.0,7.0,51.0,67.0,5989.6,10.1
E01004174,Sutton ,772,104.0,163.0,108.0,207.0,29.0,8.0,6.0,8.0,70.0,69.0,6663.6,10.5
E01004175,Sutton ,856,108.0,210.0,114.0,219.0,29.0,8.0,5.0,10.0,78.0,75.0,8482.1,12.1
E01004176,Sutton ,803,93.0,160.0,119.0,266.0,24.0,9.0,3.0,7.0,53.0,69.0,7963.4,11.7
E01004177,Sutton ,730,75.0,178.0,122.0,181.0,31.0,5.0,6.0,10.0,56.0,66.0,6671.3,11.0
E01004178,Sutton ,1076,131.0,233.0,154.0,281.0,32.0,10.0,6.0,14.0,102.0,113.0,10359.5,12.0
E01004179,Sutton ,842,94.0,183.0,105.0,226.0,28.0,13.0,7.0,5.0,87.0,94.0,7531.7,11.4
E01004180,Sutton ,844,84.0,189.0,96.0,222.0,38.0,11.0,5.0,5.0,109.0,85.0,7407.3,11.4
E01004181,Sutton ,855,74.0,211.0,128.0,217.0,38.0,10.0,7.0,9.0,73.0,88.0,8027.7,11.6
E01004182,Sutton ,699,90.0,180.0,92.0,169.0,18.0,7.0,3.0,7.0,62.0,71.0,6158.9,10.9
E01004183,Sutton ,821,98.0,254.0,155.0,138.0,21.0,7.0,3.0,14.0,45.0,86.0,8503.8,12.3
E01004184,Sutton ,669,74.0,205.0,115.0,119.0,18.0,0.0,6.0,5.0,33.0,94.0,4586.8,8.5
E01004185,Sutton ,639,77.0,185.0,88.0,129.0,17.0,0.0,8.0,9.0,43.0,83.0,5773.7,11.3
E01004186,Sutton ,1050,98.0,245.0,176.0,306.0,29.0,4.0,5.0,14.0,52.0,121.0,10513.5,12.0
E01004187,Sutton ,780,107.0,199.0,121.0,126.0,23.0,5.0,7.0,13.0,65.0,114.0,7395.6,12.3
E01004188,Sutton ,864,86.0,217.0,119.0,254.0,23.0,5.0,7.0,12.0,63.0,78.0,8621.1,11.9
E01004189,Sutton ,877,104.0,248.0,144.0,183.0,21.0,8.0,5.0,13.0,44.0,107.0,7444.7,10.3
E01004190,Sutton ,729,69.0,118.0,139.0,192.0,22.0,7.0,10.0,7.0,83.0,82.0,6946.9,12.3
E01004191,Sutton ,827,93.0,146.0,175.0,207.0,22.0,6.0,6.0,9.0,62.0,101.0,7822.1,11.8
E01004192,Sutton ,1086,86.0,157.0,197.0,363.0,41.0,16.0,8.0,8.0,90.0,120.0,11020.9,12.6
E01004193,Sutton ,1230,100.0,203.0,247.0,387.0,47.0,14.0,5.0,10.0,91.0,126.0,12664.5,12.5
E01004194,Sutton ,755,87.0,157.0,151.0,177.0,29.0,9.0,4.0,13.0,51.0,77.0,7329.6,11.7
E01004195,Sutton ,854,93.0,119.0,157.0,256.0,31.0,14.0,2.0,6.0,61.0,115.0,7627.9,11.3
E01004196,Sutton ,735,70.0,156.0,165.0,158.0,32.0,11.0,4.0,5.0,64.0,70.0,6325.2,10.5
E01004197,Tower Hamlets ,1196,152.0,346.0,316.0,101.0,16.0,1.0,10.0,26.0,119.0,109.0,10495.8,10.8
E01004198,Tower Hamlets ,641,119.0,172.0,163.0,44.0,14.0,2.0,4.0,8.0,48.0,67.0,3984.8,7.6
E01004199,Tower Hamlets ,553,104.0,152.0,110.0,56.0,8.0,8.0,4.0,6.0,42.0,63.0,3504.2,7.8
E01004200,Tower Hamlets ,925,158.0,262.0,224.0,70.0,5.0,10.0,11.0,21.0,73.0,91.0,9161.0,12.0
E01004201,Tower Hamlets ,743,111.0,235.0,178.0,61.0,10.0,4.0,1.0,8.0,74.0,61.0,5222.1,8.6
E01004202,Tower Hamlets ,1004,177.0,317.0,214.0,73.0,8.0,3.0,9.0,12.0,84.0,107.0,6222.6,7.7
E01004203,Tower Hamlets ,973,178.0,303.0,231.0,57.0,12.0,2.0,4.0,10.0,85.0,91.0,5088.2,6.4
E01004204,Tower Hamlets ,594,133.0,148.0,105.0,41.0,13.0,3.0,7.0,4.0,66.0,74.0,3293.5,7.3
E01004205,Tower Hamlets ,741,184.0,167.0,156.0,44.0,11.0,8.0,11.0,20.0,75.0,65.0,6367.6,10.6
E01004206,Tower Hamlets ,533,107.0,138.0,128.0,40.0,10.0,3.0,5.0,17.0,27.0,58.0,5802.3,13.0
E01004207,Tower Hamlets ,562,103.0,153.0,130.0,37.0,17.0,8.0,1.0,9.0,45.0,59.0,3618.9,7.9
E01004208,Tower Hamlets ,1085,172.0,344.0,271.0,87.0,16.0,3.0,13.0,13.0,80.0,86.0,6667.5,7.3
E01004209,Tower Hamlets ,478,98.0,127.0,122.0,37.0,5.0,6.0,7.0,8.0,34.0,34.0,3428.7,8.4
E01004211,Tower Hamlets ,903,131.0,251.0,231.0,79.0,15.0,6.0,7.0,18.0,84.0,81.0,8745.3,11.8
E01004212,Tower Hamlets ,717,136.0,188.0,164.0,59.0,16.0,6.0,3.0,7.0,70.0,68.0,4436.1,7.7
E01004214,Tower Hamlets ,582,95.0,102.0,158.0,68.0,16.0,7.0,10.0,14.0,42.0,70.0,5560.0,11.8
E01004215,Tower Hamlets ,1371,386.0,125.0,455.0,136.0,13.0,17.0,7.0,9.0,106.0,117.0,8234.2,7.2
E01004216,Tower Hamlets ,952,241.0,82.0,334.0,91.0,18.0,9.0,5.0,19.0,63.0,90.0,8723.5,10.9
E01004217,Tower Hamlets ,893,146.0,149.0,331.0,88.0,13.0,8.0,3.0,11.0,64.0,80.0,6946.8,9.3
E01004218,Tower Hamlets ,989,131.0,140.0,383.0,121.0,19.0,11.0,7.0,13.0,70.0,94.0,8122.6,9.8
E01004219,Tower Hamlets ,1009,199.0,145.0,354.0,110.0,12.0,5.0,7.0,16.0,71.0,90.0,8038.5,9.5
E01004221,Tower Hamlets ,1108,264.0,98.0,414.0,107.0,9.0,10.0,11.0,14.0,90.0,91.0,8578.8,9.3
E01004222,Tower Hamlets ,931,113.0,241.0,284.0,86.0,21.0,6.0,10.0,14.0,64.0,92.0,8899.1,11.5
E01004223,Tower Hamlets ,936,126.0,278.0,266.0,79.0,13.0,10.0,3.0,14.0,70.0,77.0,7116.2,9.0
E01004224,Tower Hamlets ,950,78.0,241.0,347.0,111.0,18.0,9.0,0.0,15.0,53.0,78.0,8219.0,10.0
E01004225,Tower Hamlets ,1622,70.0,427.0,690.0,148.0,23.0,10.0,16.0,16.0,109.0,113.0,13656.9,9.8
E01004226,Tower Hamlets ,775,104.0,219.0,237.0,72.0,9.0,4.0,13.0,8.0,43.0,66.0,6021.3,9.0
E01004228,Tower Hamlets ,1024,94.0,282.0,335.0,91.0,13.0,5.0,1.0,17.0,82.0,104.0,8681.8,10.4
E01004229,Tower Hamlets ,697,81.0,197.0,206.0,68.0,6.0,5.0,9.0,5.0,52.0,68.0,4858.4,8.4
E01004230,Tower Hamlets ,979,117.0,287.0,291.0,88.0,11.0,7.0,2.0,13.0,62.0,101.0,7120.2,8.7
E01004231,Tower Hamlets ,685,81.0,169.0,213.0,73.0,11.0,2.0,9.0,4.0,45.0,78.0,4616.1,8.2
E01004232,Tower Hamlets ,979,89.0,269.0,319.0,110.0,10.0,2.0,5.0,19.0,92.0,64.0,7555.4,9.2
E01004233,Tower Hamlets ,719,98.0,207.0,186.0,58.0,15.0,5.0,9.0,11.0,48.0,82.0,6119.3,10.4
E01004234,Tower Hamlets ,1281,141.0,395.0,372.0,108.0,16.0,6.0,9.0,18.0,107.0,109.0,8796.5,8.3
E01004235,Tower Hamlets ,501,66.0,150.0,126.0,59.0,8.0,5.0,9.0,7.0,25.0,46.0,3913.2,9.1
E01004236,Tower Hamlets ,528,69.0,140.0,136.0,56.0,10.0,4.0,9.0,9.0,48.0,47.0,4285.6,9.9
E01004237,Tower Hamlets ,521,43.0,124.0,184.0,60.0,9.0,4.0,3.0,5.0,38.0,51.0,3890.8,9.0
E01004238,Tower Hamlets ,1183,106.0,256.0,436.0,153.0,20.0,10.0,8.0,14.0,76.0,104.0,11035.5,11.0
E01004239,Tower Hamlets ,595,116.0,135.0,130.0,47.0,18.0,4.0,9.0,13.0,55.0,68.0,5879.0,12.5
E01004240,Tower Hamlets ,630,86.0,139.0,184.0,72.0,9.0,6.0,2.0,11.0,47.0,74.0,6002.4,11.8
E01004241,Tower Hamlets ,533,110.0,125.0,130.0,52.0,6.0,10.0,7.0,6.0,46.0,41.0,4585.7,10.3
E01004242,Tower Hamlets ,942,177.0,213.0,280.0,77.0,10.0,8.0,9.0,13.0,70.0,85.0,7681.3,9.8
E01004243,Tower Hamlets ,607,115.0,119.0,143.0,84.0,6.0,5.0,8.0,12.0,48.0,67.0,4761.9,9.7
E01004244,Tower Hamlets ,593,123.0,151.0,150.0,48.0,5.0,3.0,2.0,7.0,42.0,62.0,3877.8,7.9
E01004245,Tower Hamlets ,417,70.0,106.0,95.0,48.0,5.0,6.0,5.0,3.0,28.0,51.0,2868.3,8.5
E01004246,Tower Hamlets ,928,184.0,174.0,258.0,78.0,11.0,5.0,6.0,10.0,99.0,103.0,6257.3,8.6
E01004247,Tower Hamlets ,700,155.0,139.0,191.0,46.0,14.0,6.0,6.0,11.0,40.0,92.0,5592.2,9.8
E01004248,Tower Hamlets ,386,61.0,81.0,92.0,57.0,5.0,2.0,2.0,8.0,32.0,46.0,3136.6,10.2
E01004249,Tower Hamlets ,727,121.0,135.0,196.0,76.0,13.0,9.0,9.0,15.0,64.0,89.0,6727.9,11.7
E01004250,Tower Hamlets ,824,190.0,190.0,191.0,74.0,8.0,6.0,1.0,12.0,46.0,106.0,5625.4,8.4
E01004251,Tower Hamlets ,808,183.0,207.0,187.0,68.0,10.0,16.0,7.0,11.0,36.0,83.0,6699.5,9.7
E01004252,Tower Hamlets ,1256,290.0,276.0,302.0,103.0,19.0,10.0,6.0,22.0,91.0,137.0,10203.0,9.9
E01004253,Tower Hamlets ,856,176.0,210.0,199.0,60.0,8.0,6.0,11.0,14.0,67.0,105.0,7276.1,10.6
E01004254,Tower Hamlets ,1554,363.0,496.0,345.0,78.0,10.0,16.0,21.0,12.0,89.0,124.0,9600.8,7.2
E01004255,Tower Hamlets ,692,171.0,170.0,148.0,58.0,15.0,4.0,9.0,8.0,50.0,59.0,4882.7,8.4
E01004256,Tower Hamlets ,665,139.0,153.0,148.0,61.0,10.0,10.0,4.0,18.0,33.0,89.0,5969.5,11.0
E01004257,Tower Hamlets ,663,112.0,137.0,186.0,51.0,16.0,8.0,10.0,14.0,36.0,93.0,5446.7,10.2
E01004258,Tower Hamlets ,884,234.0,241.0,181.0,43.0,7.0,5.0,6.0,9.0,84.0,74.0,5158.8,7.1
E01004259,Tower Hamlets ,1014,105.0,330.0,281.0,76.0,19.0,5.0,8.0,14.0,96.0,80.0,7611.0,9.1
E01004260,Tower Hamlets ,743,100.0,256.0,194.0,59.0,6.0,4.0,7.0,11.0,53.0,53.0,5684.1,8.9
E01004261,Tower Hamlets ,620,119.0,137.0,123.0,44.0,13.0,4.0,12.0,42.0,52.0,74.0,10650.0,21.6
E01004262,Tower Hamlets ,591,109.0,136.0,149.0,45.0,12.0,5.0,10.0,26.0,43.0,56.0,9101.2,18.5
E01004263,Tower Hamlets ,543,110.0,151.0,119.0,54.0,6.0,4.0,1.0,4.0,38.0,56.0,3026.6,6.7
E01004264,Tower Hamlets ,495,83.0,156.0,118.0,36.0,11.0,4.0,5.0,11.0,21.0,50.0,3708.6,8.7
E01004266,Tower Hamlets ,772,116.0,236.0,202.0,67.0,7.0,6.0,9.0,9.0,59.0,61.0,5315.0,8.2
E01004267,Tower Hamlets ,912,71.0,249.0,304.0,118.0,5.0,14.0,8.0,11.0,46.0,86.0,7449.3,9.6
E01004268,Tower Hamlets ,656,87.0,162.0,194.0,56.0,16.0,9.0,5.0,18.0,34.0,75.0,6678.6,12.2
E01004269,Tower Hamlets ,799,89.0,210.0,242.0,85.0,12.0,4.0,11.0,10.0,49.0,87.0,5930.3,8.9
E01004270,Tower Hamlets ,1149,133.0,292.0,379.0,121.0,19.0,7.0,5.0,21.0,86.0,86.0,10817.1,11.1
E01004271,Tower Hamlets ,542,75.0,120.0,143.0,54.0,18.0,4.0,7.0,16.0,51.0,54.0,5940.5,13.6
E01004272,Tower Hamlets ,657,127.0,162.0,163.0,65.0,9.0,6.0,10.0,16.0,40.0,59.0,6251.6,11.2
E01004273,Tower Hamlets ,611,140.0,168.0,133.0,44.0,9.0,5.0,5.0,16.0,41.0,50.0,5324.0,10.2
E01004274,Tower Hamlets ,844,175.0,155.0,294.0,60.0,7.0,7.0,6.0,11.0,53.0,76.0,5820.9,8.1
