LSOA11CD,Borough,All categories: Economic activity,Economically active: Total,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed with employees: Part-time,Economically active: Self-employed with employees: Full-time,Economically active: Self-employed without employees: Part-time,Economically active: Self-employed without employees: Full-time,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Total,Economically inactive: Retired,Economically inactive: Student (including full-time students),Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other
E01003638,Redbridge ,1176,793.0,144.0,378.0,7.0,23.0,29.0,69.0,70.0,73.0,383.0,147.0,108.0,56.0,40.0,32.0
E01003639,Redbridge ,1249,858.0,161.0,427.0,10.0,34.0,35.0,79.0,73.0,39.0,391.0,127.0,82.0,81.0,62.0,39.0
E01003640,Redbridge ,1259,893.0,134.0,525.0,10.0,25.0,40.0,69.0,49.0,41.0,366.0,126.0,98.0,69.0,33.0,40.0
E01003641,Redbridge ,1223,901.0,178.0,468.0,7.0,24.0,27.0,61.0,67.0,69.0,322.0,90.0,97.0,61.0,37.0,37.0
E01003642,Redbridge ,1172,773.0,167.0,391.0,5.0,23.0,34.0,57.0,67.0,29.0,399.0,105.0,120.0,76.0,69.0,29.0
E01003643,Redbridge ,1239,849.0,186.0,421.0,8.0,41.0,36.0,55.0,56.0,46.0,390.0,133.0,100.0,83.0,28.0,46.0
E01003644,Redbridge ,1125,743.0,144.0,382.0,12.0,23.0,25.0,58.0,55.0,44.0,382.0,140.0,97.0,81.0,28.0,36.0
E01003645,Redbridge ,1838,1363.0,218.0,797.0,18.0,29.0,49.0,98.0,92.0,62.0,475.0,105.0,122.0,136.0,54.0,58.0
E01003646,Redbridge ,1261,844.0,173.0,393.0,13.0,35.0,41.0,56.0,70.0,63.0,417.0,124.0,139.0,69.0,39.0,46.0
E01003647,Redbridge ,1302,907.0,152.0,517.0,5.0,23.0,30.0,58.0,68.0,54.0,395.0,123.0,112.0,83.0,35.0,42.0
E01003648,Redbridge ,1040,695.0,126.0,349.0,6.0,34.0,41.0,82.0,33.0,24.0,345.0,150.0,84.0,63.0,16.0,32.0
E01003649,Redbridge ,1199,825.0,143.0,419.0,4.0,35.0,43.0,73.0,52.0,56.0,374.0,138.0,115.0,63.0,32.0,26.0
E01003650,Redbridge ,1031,689.0,125.0,352.0,10.0,24.0,24.0,65.0,50.0,39.0,342.0,127.0,71.0,54.0,37.0,53.0
E01003651,Redbridge ,1077,776.0,159.0,364.0,5.0,41.0,37.0,54.0,58.0,58.0,301.0,110.0,89.0,50.0,18.0,34.0
E01003652,Redbridge ,1107,771.0,146.0,406.0,8.0,40.0,25.0,58.0,42.0,46.0,336.0,98.0,121.0,66.0,21.0,30.0
E01003653,Redbridge ,1053,724.0,107.0,407.0,4.0,22.0,22.0,65.0,53.0,44.0,329.0,101.0,85.0,82.0,24.0,37.0
E01003654,Redbridge ,1130,806.0,126.0,466.0,4.0,30.0,31.0,65.0,42.0,42.0,324.0,133.0,70.0,59.0,39.0,23.0
E01003655,Redbridge ,1155,865.0,113.0,513.0,2.0,29.0,38.0,89.0,50.0,31.0,290.0,138.0,50.0,48.0,18.0,36.0
E01003656,Redbridge ,1078,757.0,122.0,417.0,3.0,12.0,32.0,80.0,59.0,32.0,321.0,126.0,61.0,54.0,54.0,26.0
E01003657,Redbridge ,1568,1127.0,196.0,617.0,10.0,30.0,55.0,118.0,74.0,27.0,441.0,228.0,70.0,62.0,54.0,27.0
E01003658,Redbridge ,1184,827.0,139.0,433.0,2.0,19.0,44.0,77.0,70.0,43.0,357.0,121.0,74.0,60.0,69.0,33.0
E01003659,Redbridge ,1200,910.0,139.0,535.0,4.0,28.0,39.0,74.0,54.0,37.0,290.0,115.0,70.0,54.0,21.0,30.0
E01003660,Redbridge ,1292,1005.0,158.0,595.0,3.0,27.0,33.0,114.0,47.0,28.0,287.0,118.0,67.0,61.0,19.0,22.0
E01003661,Redbridge ,1385,974.0,174.0,517.0,5.0,27.0,36.0,84.0,76.0,55.0,411.0,130.0,126.0,73.0,38.0,44.0
E01003662,Redbridge ,1325,962.0,149.0,552.0,5.0,32.0,29.0,55.0,74.0,66.0,363.0,84.0,83.0,84.0,51.0,61.0
E01003663,Redbridge ,1128,757.0,167.0,379.0,7.0,16.0,26.0,51.0,62.0,49.0,371.0,155.0,88.0,65.0,32.0,31.0
E01003664,Redbridge ,1218,885.0,167.0,471.0,8.0,18.0,23.0,68.0,67.0,63.0,333.0,111.0,71.0,74.0,32.0,45.0
E01003665,Redbridge ,1131,810.0,150.0,432.0,3.0,16.0,37.0,74.0,45.0,53.0,321.0,107.0,94.0,64.0,30.0,26.0
E01003666,Redbridge ,1535,1165.0,206.0,657.0,8.0,22.0,35.0,66.0,115.0,56.0,370.0,66.0,97.0,108.0,52.0,47.0
E01003668,Redbridge ,1226,981.0,114.0,636.0,4.0,42.0,35.0,86.0,47.0,17.0,245.0,100.0,43.0,42.0,36.0,24.0
E01003669,Redbridge ,1162,899.0,131.0,540.0,7.0,33.0,46.0,92.0,22.0,28.0,263.0,121.0,55.0,49.0,17.0,21.0
E01003670,Redbridge ,1079,815.0,146.0,457.0,3.0,24.0,47.0,62.0,48.0,28.0,264.0,123.0,57.0,37.0,19.0,28.0
E01003671,Redbridge ,1126,871.0,169.0,465.0,4.0,31.0,54.0,83.0,29.0,36.0,255.0,138.0,53.0,47.0,13.0,4.0
E01003672,Redbridge ,1008,768.0,81.0,485.0,5.0,23.0,30.0,64.0,56.0,24.0,240.0,59.0,55.0,52.0,36.0,38.0
E01003673,Redbridge ,1403,1141.0,142.0,767.0,6.0,19.0,41.0,96.0,46.0,24.0,262.0,110.0,51.0,52.0,32.0,17.0
E01003674,Redbridge ,1693,1389.0,144.0,939.0,6.0,31.0,52.0,118.0,62.0,37.0,304.0,105.0,74.0,58.0,35.0,32.0
E01003675,Redbridge ,1129,787.0,136.0,383.0,13.0,45.0,41.0,63.0,58.0,48.0,342.0,122.0,107.0,62.0,17.0,34.0
E01003676,Redbridge ,1203,821.0,148.0,426.0,16.0,32.0,29.0,64.0,62.0,44.0,382.0,118.0,128.0,72.0,27.0,37.0
E01003677,Redbridge ,1096,721.0,155.0,335.0,9.0,33.0,42.0,58.0,48.0,41.0,375.0,158.0,113.0,56.0,20.0,28.0
E01003678,Redbridge ,1151,788.0,151.0,397.0,7.0,55.0,38.0,72.0,35.0,33.0,363.0,116.0,123.0,68.0,23.0,33.0
E01003679,Redbridge ,1195,839.0,153.0,407.0,12.0,51.0,45.0,64.0,62.0,45.0,356.0,114.0,106.0,75.0,25.0,36.0
E01003680,Redbridge ,1159,816.0,154.0,401.0,7.0,54.0,43.0,65.0,46.0,46.0,343.0,113.0,129.0,57.0,18.0,26.0
E01003681,Redbridge ,1278,852.0,151.0,409.0,12.0,44.0,45.0,85.0,56.0,50.0,426.0,143.0,120.0,72.0,42.0,49.0
E01003682,Redbridge ,1206,838.0,159.0,421.0,17.0,34.0,35.0,81.0,43.0,48.0,368.0,118.0,109.0,82.0,27.0,32.0
E01003683,Redbridge ,1420,878.0,173.0,363.0,3.0,25.0,51.0,67.0,100.0,96.0,542.0,105.0,170.0,153.0,52.0,62.0
E01003684,Redbridge ,1180,751.0,162.0,314.0,5.0,27.0,43.0,59.0,77.0,64.0,429.0,85.0,133.0,112.0,39.0,60.0
E01003685,Redbridge ,1301,802.0,158.0,319.0,2.0,29.0,32.0,65.0,74.0,123.0,499.0,102.0,181.0,112.0,34.0,70.0
E01003686,Redbridge ,1343,849.0,162.0,381.0,10.0,22.0,54.0,51.0,78.0,91.0,494.0,98.0,146.0,122.0,61.0,67.0
E01003688,Redbridge ,1316,790.0,163.0,325.0,7.0,32.0,38.0,74.0,75.0,76.0,526.0,110.0,150.0,129.0,60.0,77.0
E01003689,Redbridge ,1079,629.0,117.0,289.0,4.0,19.0,29.0,36.0,71.0,64.0,450.0,91.0,115.0,133.0,50.0,61.0
E01003690,Redbridge ,1211,819.0,131.0,408.0,7.0,39.0,40.0,65.0,72.0,57.0,392.0,118.0,97.0,70.0,36.0,71.0
E01003691,Redbridge ,1032,674.0,130.0,299.0,8.0,28.0,36.0,49.0,75.0,49.0,358.0,91.0,101.0,82.0,26.0,58.0
E01003692,Redbridge ,1133,731.0,124.0,364.0,2.0,42.0,30.0,61.0,59.0,49.0,402.0,119.0,102.0,101.0,41.0,39.0
E01003693,Redbridge ,1172,744.0,125.0,347.0,16.0,55.0,43.0,66.0,48.0,44.0,428.0,149.0,117.0,103.0,25.0,34.0
E01003694,Redbridge ,1085,681.0,129.0,335.0,10.0,38.0,37.0,50.0,46.0,36.0,404.0,137.0,102.0,93.0,34.0,38.0
E01003695,Redbridge ,1165,749.0,127.0,342.0,12.0,30.0,30.0,72.0,88.0,48.0,416.0,107.0,87.0,103.0,66.0,53.0
E01003696,Redbridge ,1377,880.0,163.0,392.0,4.0,39.0,32.0,128.0,42.0,80.0,497.0,134.0,227.0,79.0,22.0,35.0
E01003697,Redbridge ,1181,843.0,140.0,422.0,14.0,42.0,35.0,78.0,62.0,50.0,338.0,96.0,111.0,77.0,28.0,26.0
E01003698,Redbridge ,1028,744.0,153.0,381.0,3.0,21.0,30.0,92.0,34.0,30.0,284.0,130.0,49.0,53.0,26.0,26.0
E01003699,Redbridge ,1042,784.0,130.0,455.0,5.0,21.0,39.0,80.0,35.0,19.0,258.0,114.0,48.0,43.0,28.0,25.0
E01003700,Redbridge ,1641,1131.0,250.0,583.0,12.0,32.0,55.0,93.0,69.0,37.0,510.0,178.0,127.0,88.0,64.0,53.0
E01003701,Redbridge ,1262,875.0,159.0,458.0,5.0,33.0,32.0,77.0,63.0,48.0,387.0,133.0,94.0,89.0,36.0,35.0
E01003702,Redbridge ,1226,888.0,141.0,497.0,4.0,22.0,52.0,100.0,55.0,17.0,338.0,146.0,69.0,66.0,35.0,22.0
E01003703,Redbridge ,1853,1322.0,207.0,691.0,15.0,74.0,59.0,145.0,90.0,41.0,531.0,188.0,114.0,127.0,55.0,47.0
E01003704,Redbridge ,1218,828.0,149.0,422.0,6.0,23.0,32.0,81.0,77.0,38.0,390.0,140.0,77.0,82.0,52.0,39.0
E01003705,Redbridge ,1576,1116.0,211.0,584.0,8.0,41.0,47.0,98.0,71.0,56.0,460.0,154.0,113.0,90.0,53.0,50.0
E01003706,Redbridge ,1059,722.0,149.0,350.0,6.0,26.0,35.0,62.0,61.0,33.0,337.0,137.0,64.0,83.0,23.0,30.0
E01003707,Redbridge ,981,668.0,138.0,321.0,5.0,14.0,29.0,77.0,57.0,27.0,313.0,120.0,82.0,55.0,28.0,28.0
E01003708,Redbridge ,1012,640.0,112.0,299.0,4.0,17.0,33.0,56.0,86.0,33.0,372.0,96.0,84.0,71.0,72.0,49.0
E01003709,Redbridge ,1150,774.0,170.0,376.0,10.0,32.0,36.0,68.0,43.0,39.0,376.0,177.0,82.0,63.0,15.0,39.0
E01003710,Redbridge ,1114,764.0,153.0,371.0,11.0,44.0,38.0,80.0,41.0,26.0,350.0,127.0,103.0,58.0,35.0,27.0
E01003711,Redbridge ,1250,883.0,194.0,390.0,13.0,40.0,45.0,98.0,57.0,46.0,367.0,163.0,71.0,64.0,37.0,32.0
E01003712,Redbridge ,937,585.0,123.0,272.0,10.0,16.0,25.0,36.0,66.0,37.0,352.0,97.0,88.0,76.0,64.0,27.0
E01003713,Redbridge ,1250,792.0,156.0,365.0,10.0,28.0,29.0,46.0,77.0,81.0,458.0,111.0,142.0,100.0,39.0,66.0
E01003714,Redbridge ,1505,982.0,199.0,469.0,9.0,29.0,50.0,67.0,85.0,74.0,523.0,130.0,136.0,123.0,47.0,87.0
E01003715,Redbridge ,1458,899.0,167.0,411.0,6.0,29.0,36.0,63.0,80.0,107.0,559.0,104.0,182.0,122.0,76.0,75.0
E01003716,Redbridge ,1244,840.0,160.0,418.0,3.0,29.0,34.0,73.0,77.0,46.0,404.0,115.0,94.0,87.0,58.0,50.0
E01003718,Redbridge ,1332,915.0,134.0,497.0,6.0,19.0,59.0,56.0,93.0,51.0,417.0,85.0,83.0,134.0,53.0,62.0
E01003719,Redbridge ,1468,984.0,161.0,478.0,6.0,27.0,45.0,78.0,120.0,69.0,484.0,127.0,131.0,116.0,53.0,57.0
E01003720,Redbridge ,1260,787.0,163.0,400.0,6.0,10.0,34.0,75.0,64.0,35.0,473.0,190.0,69.0,67.0,109.0,38.0
E01003721,Redbridge ,1129,764.0,122.0,423.0,2.0,19.0,24.0,66.0,59.0,49.0,365.0,137.0,70.0,70.0,55.0,33.0
E01003722,Redbridge ,1256,853.0,141.0,456.0,8.0,18.0,30.0,77.0,84.0,39.0,403.0,128.0,93.0,71.0,77.0,34.0
E01003723,Redbridge ,1188,816.0,156.0,419.0,2.0,16.0,28.0,83.0,72.0,40.0,372.0,127.0,68.0,60.0,89.0,28.0
E01003724,Redbridge ,964,695.0,122.0,372.0,7.0,26.0,34.0,64.0,42.0,28.0,269.0,88.0,58.0,57.0,46.0,20.0
E01003725,Redbridge ,1057,756.0,126.0,419.0,4.0,12.0,21.0,69.0,71.0,34.0,301.0,96.0,48.0,67.0,58.0,32.0
E01003726,Redbridge ,1048,694.0,118.0,358.0,3.0,14.0,31.0,59.0,76.0,35.0,354.0,91.0,73.0,72.0,82.0,36.0
E01003727,Redbridge ,1109,720.0,117.0,391.0,1.0,15.0,33.0,65.0,66.0,32.0,389.0,124.0,70.0,78.0,82.0,35.0
E01003728,Redbridge ,1773,1168.0,181.0,560.0,8.0,24.0,42.0,64.0,141.0,148.0,605.0,98.0,211.0,142.0,62.0,92.0
E01003729,Redbridge ,1190,715.0,128.0,277.0,5.0,22.0,29.0,42.0,99.0,113.0,475.0,88.0,128.0,115.0,68.0,76.0
E01003730,Redbridge ,1129,686.0,137.0,268.0,8.0,16.0,30.0,34.0,95.0,98.0,443.0,68.0,119.0,130.0,39.0,87.0
E01003731,Redbridge ,1025,636.0,136.0,264.0,2.0,19.0,28.0,36.0,72.0,79.0,389.0,64.0,118.0,99.0,61.0,47.0
E01003732,Redbridge ,990,621.0,96.0,262.0,3.0,21.0,42.0,31.0,115.0,51.0,369.0,51.0,87.0,102.0,44.0,85.0
E01003733,Redbridge ,1254,763.0,192.0,316.0,8.0,13.0,31.0,49.0,78.0,76.0,491.0,77.0,203.0,113.0,35.0,63.0
E01003734,Redbridge ,1190,733.0,141.0,313.0,9.0,31.0,35.0,54.0,77.0,73.0,457.0,100.0,146.0,101.0,50.0,60.0
E01003735,Redbridge ,1447,797.0,164.0,322.0,10.0,12.0,24.0,36.0,128.0,101.0,650.0,95.0,158.0,197.0,112.0,88.0
E01003736,Redbridge ,1103,720.0,123.0,303.0,13.0,25.0,44.0,60.0,93.0,59.0,383.0,48.0,113.0,122.0,35.0,65.0
E01003737,Redbridge ,1251,819.0,156.0,342.0,15.0,61.0,64.0,78.0,46.0,57.0,432.0,165.0,112.0,82.0,35.0,38.0
E01003738,Redbridge ,1497,1018.0,185.0,485.0,13.0,36.0,46.0,88.0,69.0,96.0,479.0,149.0,125.0,114.0,39.0,52.0
E01003739,Redbridge ,1512,1041.0,182.0,546.0,12.0,43.0,29.0,67.0,96.0,66.0,471.0,117.0,145.0,111.0,45.0,53.0
E01003740,Redbridge ,1451,971.0,190.0,435.0,10.0,52.0,41.0,85.0,101.0,57.0,480.0,156.0,127.0,108.0,49.0,40.0
E01003741,Redbridge ,1207,800.0,158.0,410.0,6.0,17.0,35.0,55.0,60.0,59.0,407.0,159.0,102.0,83.0,30.0,33.0
E01003742,Redbridge ,1434,987.0,193.0,440.0,18.0,33.0,72.0,81.0,87.0,63.0,447.0,91.0,144.0,101.0,36.0,75.0
E01003743,Redbridge ,1212,774.0,148.0,328.0,19.0,19.0,39.0,42.0,76.0,103.0,438.0,92.0,137.0,103.0,43.0,63.0
E01003744,Redbridge ,997,733.0,129.0,403.0,8.0,37.0,35.0,59.0,34.0,28.0,264.0,162.0,36.0,37.0,11.0,18.0
E01003745,Redbridge ,1043,747.0,134.0,357.0,9.0,69.0,61.0,69.0,20.0,28.0,296.0,136.0,74.0,56.0,8.0,22.0
E01003746,Redbridge ,1042,761.0,151.0,385.0,4.0,37.0,50.0,90.0,24.0,20.0,281.0,171.0,57.0,35.0,3.0,15.0
E01003747,Redbridge ,922,647.0,104.0,319.0,12.0,66.0,42.0,59.0,22.0,23.0,275.0,145.0,47.0,56.0,9.0,18.0
E01003748,Redbridge ,1085,746.0,117.0,399.0,4.0,56.0,56.0,62.0,31.0,21.0,339.0,151.0,72.0,64.0,33.0,19.0
E01003749,Redbridge ,1215,902.0,145.0,516.0,7.0,18.0,60.0,95.0,42.0,19.0,313.0,161.0,55.0,53.0,24.0,20.0
E01003750,Redbridge ,1204,902.0,130.0,563.0,16.0,29.0,42.0,69.0,28.0,25.0,302.0,149.0,51.0,41.0,40.0,21.0
E01003751,Redbridge ,1353,899.0,164.0,445.0,13.0,31.0,33.0,78.0,65.0,70.0,454.0,136.0,126.0,98.0,43.0,51.0
E01003752,Redbridge ,1905,1370.0,210.0,764.0,7.0,51.0,47.0,109.0,100.0,82.0,535.0,169.0,148.0,114.0,46.0,58.0
E01003753,Redbridge ,1400,948.0,184.0,482.0,9.0,24.0,38.0,60.0,82.0,69.0,452.0,122.0,140.0,108.0,37.0,45.0
E01003754,Redbridge ,1143,735.0,155.0,356.0,8.0,33.0,31.0,55.0,49.0,48.0,408.0,136.0,131.0,78.0,26.0,37.0
E01003755,Redbridge ,1378,902.0,188.0,436.0,13.0,29.0,41.0,63.0,67.0,65.0,476.0,106.0,170.0,109.0,33.0,58.0
E01003756,Redbridge ,1500,983.0,190.0,465.0,4.0,30.0,48.0,82.0,80.0,84.0,517.0,132.0,172.0,100.0,59.0,54.0
E01003757,Redbridge ,1393,941.0,211.0,452.0,10.0,31.0,25.0,72.0,75.0,65.0,452.0,103.0,130.0,109.0,44.0,66.0
E01003758,Redbridge ,1743,1125.0,192.0,570.0,13.0,25.0,35.0,58.0,140.0,92.0,618.0,87.0,208.0,175.0,77.0,71.0
E01003759,Redbridge ,1087,746.0,120.0,430.0,4.0,29.0,32.0,80.0,26.0,25.0,341.0,190.0,65.0,55.0,10.0,21.0
E01003760,Redbridge ,1308,981.0,154.0,523.0,4.0,32.0,47.0,89.0,80.0,52.0,327.0,118.0,83.0,68.0,30.0,28.0
E01003761,Redbridge ,1154,760.0,172.0,331.0,8.0,25.0,24.0,38.0,125.0,37.0,394.0,84.0,80.0,117.0,62.0,51.0
E01003762,Redbridge ,1231,951.0,141.0,585.0,4.0,27.0,41.0,81.0,45.0,27.0,280.0,114.0,71.0,38.0,37.0,20.0
E01003763,Redbridge ,1317,978.0,199.0,489.0,5.0,43.0,57.0,102.0,50.0,33.0,339.0,137.0,85.0,73.0,19.0,25.0
E01003764,Redbridge ,1495,1184.0,138.0,744.0,7.0,22.0,55.0,115.0,74.0,29.0,311.0,126.0,71.0,63.0,31.0,20.0
E01003765,Redbridge ,1186,980.0,138.0,618.0,1.0,30.0,27.0,90.0,34.0,42.0,206.0,79.0,49.0,34.0,15.0,29.0
E01003766,Redbridge ,1376,860.0,153.0,406.0,14.0,25.0,41.0,65.0,97.0,59.0,516.0,126.0,134.0,139.0,44.0,73.0
E01003767,Redbridge ,1348,882.0,176.0,377.0,4.0,24.0,40.0,63.0,80.0,118.0,466.0,94.0,173.0,103.0,36.0,60.0
E01003768,Redbridge ,1320,839.0,126.0,389.0,8.0,32.0,32.0,48.0,97.0,107.0,481.0,109.0,123.0,127.0,57.0,65.0
E01003769,Redbridge ,1232,773.0,112.0,370.0,7.0,30.0,31.0,58.0,99.0,66.0,459.0,92.0,129.0,121.0,61.0,56.0
E01003770,Redbridge ,1831,1206.0,219.0,696.0,4.0,34.0,39.0,68.0,86.0,60.0,625.0,126.0,212.0,136.0,87.0,64.0
E01003771,Redbridge ,1332,865.0,189.0,410.0,3.0,26.0,36.0,56.0,90.0,55.0,467.0,111.0,108.0,112.0,61.0,75.0
E01003772,Redbridge ,1225,816.0,152.0,417.0,9.0,29.0,22.0,50.0,72.0,65.0,409.0,129.0,112.0,82.0,41.0,45.0
E01003773,Redbridge ,1180,820.0,141.0,447.0,4.0,28.0,27.0,54.0,69.0,50.0,360.0,102.0,98.0,79.0,44.0,37.0
E01003774,Redbridge ,1365,1078.0,99.0,735.0,4.0,35.0,41.0,96.0,40.0,28.0,287.0,124.0,53.0,40.0,40.0,30.0
E01003775,Redbridge ,1259,939.0,112.0,550.0,11.0,78.0,51.0,76.0,34.0,27.0,320.0,141.0,61.0,64.0,20.0,34.0
E01003776,Redbridge ,1153,835.0,105.0,536.0,4.0,19.0,38.0,64.0,52.0,17.0,318.0,143.0,55.0,35.0,50.0,35.0
E01003777,Redbridge ,1399,1146.0,125.0,743.0,9.0,45.0,49.0,99.0,54.0,22.0,253.0,101.0,61.0,43.0,24.0,24.0
E01003778,Redbridge ,1432,1157.0,154.0,703.0,9.0,42.0,76.0,107.0,42.0,24.0,275.0,126.0,66.0,40.0,17.0,26.0
E01003779,Redbridge ,1120,809.0,106.0,481.0,4.0,21.0,41.0,84.0,37.0,35.0,311.0,141.0,49.0,43.0,40.0,38.0
E01003780,Redbridge ,1108,773.0,131.0,384.0,15.0,63.0,49.0,72.0,30.0,29.0,335.0,144.0,83.0,63.0,21.0,24.0
E01003781,Redbridge ,1223,819.0,120.0,441.0,6.0,25.0,27.0,70.0,77.0,53.0,404.0,107.0,118.0,96.0,37.0,46.0
E01003782,Redbridge ,1240,804.0,143.0,374.0,9.0,32.0,60.0,50.0,81.0,55.0,436.0,84.0,118.0,113.0,38.0,83.0
E01003783,Redbridge ,1633,1051.0,163.0,493.0,11.0,16.0,35.0,62.0,166.0,105.0,582.0,89.0,171.0,147.0,88.0,87.0
E01003784,Redbridge ,1266,856.0,158.0,414.0,2.0,15.0,37.0,68.0,92.0,70.0,410.0,109.0,99.0,108.0,46.0,48.0
E01003785,Redbridge ,1361,926.0,146.0,457.0,11.0,28.0,42.0,72.0,103.0,67.0,435.0,98.0,104.0,108.0,50.0,75.0
E01003786,Redbridge ,1034,704.0,124.0,348.0,4.0,17.0,24.0,60.0,64.0,63.0,330.0,95.0,108.0,58.0,31.0,38.0
E01003787,Redbridge ,1096,704.0,128.0,365.0,5.0,19.0,33.0,43.0,64.0,47.0,392.0,114.0,89.0,100.0,42.0,47.0
E01003788,Redbridge ,1331,879.0,152.0,457.0,8.0,35.0,40.0,59.0,78.0,50.0,452.0,75.0,109.0,121.0,68.0,79.0
E01003789,Redbridge ,1102,840.0,115.0,532.0,3.0,33.0,45.0,66.0,28.0,18.0,262.0,131.0,52.0,30.0,18.0,31.0
E01003790,Redbridge ,1030,739.0,122.0,403.0,5.0,25.0,41.0,76.0,41.0,26.0,291.0,110.0,76.0,45.0,38.0,22.0
E01003791,Redbridge ,1124,825.0,139.0,458.0,3.0,29.0,40.0,96.0,42.0,18.0,299.0,156.0,59.0,41.0,19.0,24.0
E01003792,Redbridge ,1042,770.0,103.0,474.0,5.0,25.0,32.0,71.0,31.0,29.0,272.0,120.0,78.0,43.0,17.0,14.0
E01003793,Redbridge ,1130,801.0,118.0,455.0,6.0,30.0,35.0,70.0,52.0,35.0,329.0,125.0,59.0,56.0,54.0,35.0
E01003794,Redbridge ,1032,760.0,120.0,426.0,1.0,39.0,40.0,55.0,50.0,29.0,272.0,117.0,52.0,58.0,26.0,19.0
E01003795,Redbridge ,848,635.0,119.0,365.0,5.0,32.0,26.0,52.0,13.0,23.0,213.0,103.0,49.0,38.0,7.0,16.0
E01003796,Redbridge ,1164,848.0,141.0,472.0,6.0,34.0,48.0,72.0,41.0,34.0,316.0,139.0,76.0,48.0,27.0,26.0
E01003797,Richmond upon Thames ,958,627.0,84.0,297.0,4.0,44.0,78.0,85.0,26.0,9.0,331.0,125.0,72.0,93.0,10.0,31.0
E01003798,Richmond upon Thames ,1105,799.0,79.0,437.0,2.0,43.0,78.0,101.0,37.0,22.0,306.0,126.0,58.0,74.0,26.0,22.0
E01003799,Richmond upon Thames ,1178,882.0,95.0,530.0,4.0,44.0,75.0,89.0,30.0,15.0,296.0,100.0,60.0,92.0,18.0,26.0
E01003800,Richmond upon Thames ,1119,788.0,132.0,406.0,11.0,30.0,67.0,80.0,38.0,24.0,331.0,106.0,74.0,88.0,23.0,40.0
E01003801,Richmond upon Thames ,1010,782.0,66.0,489.0,3.0,26.0,57.0,103.0,21.0,17.0,228.0,90.0,60.0,43.0,15.0,20.0
E01003802,Richmond upon Thames ,1033,749.0,74.0,465.0,3.0,57.0,41.0,66.0,25.0,18.0,284.0,104.0,60.0,84.0,11.0,25.0
E01003803,Richmond upon Thames ,1083,741.0,113.0,375.0,2.0,27.0,50.0,81.0,64.0,29.0,342.0,96.0,90.0,71.0,57.0,28.0
E01003804,Richmond upon Thames ,1256,983.0,103.0,582.0,14.0,42.0,83.0,111.0,30.0,18.0,273.0,110.0,62.0,62.0,22.0,17.0
E01003805,Richmond upon Thames ,1099,757.0,105.0,417.0,5.0,52.0,94.0,56.0,15.0,13.0,342.0,150.0,69.0,94.0,7.0,22.0
E01003806,Richmond upon Thames ,1036,718.0,98.0,358.0,7.0,48.0,82.0,72.0,25.0,28.0,318.0,135.0,91.0,68.0,9.0,15.0
E01003807,Richmond upon Thames ,1366,1116.0,116.0,692.0,8.0,39.0,70.0,118.0,32.0,41.0,250.0,100.0,50.0,49.0,23.0,28.0
E01003808,Richmond upon Thames ,1327,1063.0,120.0,652.0,10.0,29.0,69.0,119.0,35.0,29.0,264.0,113.0,53.0,64.0,19.0,15.0
E01003809,Richmond upon Thames ,1208,890.0,124.0,484.0,12.0,61.0,78.0,96.0,18.0,17.0,318.0,133.0,63.0,91.0,12.0,19.0
E01003810,Richmond upon Thames ,1169,911.0,136.0,534.0,5.0,36.0,56.0,89.0,32.0,23.0,258.0,109.0,58.0,58.0,23.0,10.0
E01003811,Richmond upon Thames ,1127,925.0,156.0,548.0,10.0,13.0,48.0,96.0,19.0,35.0,202.0,93.0,35.0,45.0,13.0,16.0
E01003812,Richmond upon Thames ,1377,1073.0,145.0,668.0,4.0,16.0,51.0,110.0,38.0,41.0,304.0,96.0,79.0,64.0,36.0,29.0
E01003813,Richmond upon Thames ,1150,848.0,147.0,470.0,6.0,42.0,54.0,74.0,28.0,27.0,302.0,135.0,75.0,46.0,22.0,24.0
E01003814,Richmond upon Thames ,1199,916.0,118.0,567.0,5.0,28.0,42.0,98.0,39.0,19.0,283.0,144.0,52.0,54.0,17.0,16.0
E01003815,Richmond upon Thames ,1328,1030.0,143.0,651.0,5.0,19.0,58.0,95.0,31.0,28.0,298.0,119.0,49.0,62.0,41.0,27.0
E01003816,Richmond upon Thames ,1118,730.0,109.0,400.0,6.0,37.0,48.0,74.0,29.0,27.0,388.0,163.0,65.0,98.0,28.0,34.0
E01003817,Richmond upon Thames ,1418,973.0,134.0,534.0,9.0,45.0,69.0,104.0,54.0,24.0,445.0,155.0,47.0,64.0,29.0,150.0
E01003818,Richmond upon Thames ,1116,836.0,148.0,422.0,1.0,32.0,62.0,82.0,52.0,37.0,280.0,151.0,41.0,51.0,15.0,22.0
E01003819,Richmond upon Thames ,1219,875.0,169.0,449.0,4.0,14.0,31.0,91.0,89.0,28.0,344.0,108.0,64.0,64.0,69.0,39.0
E01003820,Richmond upon Thames ,1377,1042.0,173.0,580.0,7.0,32.0,55.0,93.0,61.0,41.0,335.0,139.0,63.0,74.0,35.0,24.0
E01003821,Richmond upon Thames ,1196,949.0,63.0,631.0,5.0,45.0,44.0,114.0,26.0,21.0,247.0,115.0,38.0,53.0,14.0,27.0
