LSOA21CD,All categories: Highest level of qualification_weighted,Highest level of qualification: Level 4 qualifications and above_weighted
E01003122,1553.0,787.0
E01003123,1288.0,756.0
E01003124,1210.0,468.0
E01003125,1290.0,328.0
E01003126,1220.0,447.0
E01003127,1473.0,710.0
E01003128,1200.0,362.0
E01003129,1589.0,781.0
E01003130,1454.0,727.0
E01003131,1189.0,625.0
E01003132,1187.0,351.0
E01003133,1393.0,688.0
E01003134,1254.0,567.0
E01003135,1395.0,584.0
E01003136,1295.0,607.0
E01003137,1167.0,412.0
E01003138,1316.0,839.0
E01003139,1213.0,398.0
E01003140,1146.0,363.0
E01003141,1353.0,511.0
E01003142,1059.0,276.0
E01003143,1141.0,308.0
E01003144,1260.0,563.0
E01003145,1436.0,593.0
E01003146,1170.0,328.0
E01003147,1595.0,618.0
E01003148,1408.0,666.0
E01003149,1458.0,665.0
E01003150,1346.0,529.0
E01003151,1412.0,465.0
E01003152,1584.0,765.0
E01003153,1854.0,909.0
E01003154,1458.0,472.0
E01003155,1505.0,655.0
E01003156,1278.0,701.0
E01003157,1217.0,792.0
E01003158,1375.0,960.0
E01003159,1166.0,437.0
E01003160,1094.0,305.0
E01003161,1004.0,579.0
E01003162,1560.0,367.0
E01003163,1244.0,605.0
E01003164,1691.0,797.0
E01003165,1264.0,646.0
E01003166,1822.0,902.0
E01003167,1336.0,810.0
E01003168,1228.0,326.0
E01003169,1958.0,1010.0
E01003170,1469.0,921.0
E01003171,1466.0,805.0
E01003172,1523.0,596.0
E01003173,1369.0,747.0
E01003174,1487.0,411.0
E01003175,1190.0,330.0
E01003176,1389.0,502.0
E01003177,1371.0,727.0
E01003178,1424.0,828.0
E01003179,1236.0,373.0
E01003180,1263.0,584.0
E01003181,1236.0,511.0
E01003182,1473.0,588.0
E01003183,1244.0,485.0
E01003184,1009.0,244.0
E01003185,1405.0,738.0
E01003186,1653.0,920.0
E01003187,1249.0,386.0
E01003188,1063.0,334.0
E01003189,1194.0,240.0
E01003190,1336.0,321.0
E01003191,1101.0,240.0
E01003192,1237.0,240.0
E01003193,1240.0,332.0
E01003194,1312.0,325.0
E01003195,1186.0,379.0
E01003196,1220.0,243.0
E01003197,1232.0,277.0
E01003198,1185.0,669.0
E01003199,1420.0,858.0
E01003200,1327.0,854.0
E01003201,1310.0,561.0
E01003202,1339.0,851.0
E01003203,1504.0,716.0
E01003204,1109.0,570.0
E01003205,988.0,240.0
E01003206,1276.0,773.0
E01003207,1119.0,352.0
E01003209,1672.0,664.0
E01003210,1497.0,770.0
E01003211,1325.0,705.0
E01003212,1711.0,793.0
E01003213,1643.0,881.0
E01003214,1418.0,591.0
E01003215,1687.0,701.0
E01003216,1482.0,521.0
E01003217,1263.0,429.0
E01003218,1155.0,411.0
E01003219,1317.0,441.0
E01003220,1255.0,449.0
E01003221,1529.0,537.0
E01003222,1269.0,403.0
E01003223,1371.0,452.0
E01003224,1307.0,447.0
E01003225,1223.0,571.0
E01003226,1432.0,677.0
E01003227,1358.0,648.0
E01003228,1238.0,682.0
E01003229,1249.0,429.0
E01003230,1523.0,598.0
E01003231,1286.0,593.0
E01003232,1350.0,574.0
E01003233,1360.0,646.0
E01003235,1014.0,241.0
E01003236,1149.0,229.0
E01003237,1095.0,210.0
E01003238,1019.0,191.0
E01003239,1048.0,191.0
E01003240,1347.0,258.0
E01003241,1253.0,315.0
E01003243,1055.0,213.0
E01003244,1099.0,359.0
E01003245,1065.0,304.0
E01003246,1136.0,358.0
E01003247,1499.0,666.0
E01003248,1225.0,414.0
E01003249,1600.0,635.0
E01003251,1450.0,324.0
E01003252,1083.0,229.0
E01003253,1167.0,382.0
E01003254,1177.0,641.0
E01003255,1603.0,904.0
E01003256,1673.0,708.0
E01003257,1325.0,564.0
E01003258,1068.0,318.0
E01003259,1321.0,633.0
E01003260,1318.0,607.0
E01003261,1170.0,535.0
E01003262,1062.0,528.0
E01003263,1284.0,377.0
E01003264,1298.0,366.0
E01003265,1164.0,312.0
E01003266,1346.0,278.0
E01003267,1183.0,225.0
E01003268,1371.0,471.0
E01003269,1242.0,400.0
E01003270,1336.0,493.0
E01003271,1373.0,465.0
E01003272,1647.0,745.0
E01003273,1699.0,743.0
E01003274,1377.0,687.0
E01003275,1341.0,398.0
E01003276,1442.0,601.0
E01003277,1417.0,732.0
E01003278,1601.0,721.0
E01003279,1331.0,648.0
E01003280,1242.0,380.0
E01003281,1211.0,486.0
E01003282,2046.0,1020.0
E01003283,1657.0,971.0
E01003284,1427.0,682.0
E01003285,1343.0,629.0
E01003286,1294.0,371.0
E01003287,1539.0,885.0
E01003288,1479.0,492.0
E01003290,1452.0,604.0
E01003291,1161.0,320.0
E01003292,1303.0,612.0
E01003293,1212.0,498.0
E01003295,1345.0,540.0
E01003297,1182.0,465.0
E01003298,981.0,296.0
E01003299,1272.0,473.0
E01003300,1046.0,277.0
E01003301,1790.0,681.0
E01003302,1193.0,390.0
E01003303,1267.0,361.0
E01003304,1575.0,625.0
E01003305,1094.0,339.0
E01003307,1213.0,481.0
E01003308,1423.0,592.0
E01003309,1154.0,370.0
E01003310,1275.0,518.0
E01003311,1258.0,522.0
E01003312,1420.0,630.0
E01003313,1126.0,389.0
E01003314,1281.0,599.0
E01003315,1054.0,546.0
E01003316,1183.0,498.0
E01003318,1338.0,446.0
E01003319,1396.0,420.0
E01003320,1153.0,332.0
E01003321,1523.0,500.0
E01003322,1143.0,420.0
E01003323,1193.0,426.0
E01003324,1160.0,330.0
E01003325,1285.0,408.0
E01003326,1196.0,385.0
E01003327,1486.0,599.0
E01003328,1418.0,604.0
E01003329,1240.0,492.0
E01003330,1131.0,328.0
E01003331,1124.0,387.0
E01003332,1186.0,477.0
E01003333,1224.0,450.0
E01003334,1373.0,509.0
E01003335,1080.0,325.0
E01003336,1011.0,306.0
E01003337,1107.0,257.0
E01003338,1407.0,394.0
E01003339,1432.0,607.0
E01003340,1678.0,894.0
E01003341,1216.0,667.0
E01003342,1339.0,707.0
E01003343,1106.0,513.0
E01003344,1455.0,716.0
E01003345,1457.0,709.0
E01003346,1153.0,231.0
E01003347,1153.0,209.0
E01003348,1145.0,248.0
E01003349,997.0,211.0
E01003350,1017.0,213.0
E01003351,1069.0,205.0
E01003352,1404.0,306.0
E01003353,1360.0,365.0
E01003354,1276.0,411.0
E01003355,1371.0,875.0
E01003356,1416.0,854.0
E01003357,1427.0,441.0
E01003358,1590.0,1031.0
E01003359,1475.0,716.0
E01003360,1420.0,905.0
E01003361,1336.0,511.0
E01003362,1113.0,384.0
E01003363,1300.0,419.0
E01003364,1399.0,488.0
E01003365,1184.0,426.0
E01003366,1277.0,452.0
E01003368,1330.0,417.0
E01003369,1456.0,694.0
E01003370,1712.0,859.0
E01003371,1359.0,636.0
E01003372,1218.0,394.0
E01003373,1051.0,205.0
E01003374,1136.0,294.0
E01003375,1321.0,333.0
E01003376,1250.0,258.0
E01003377,1137.0,235.0
E01003378,1509.0,454.0
E01003379,1395.0,271.0
E01003380,1362.0,748.0
E01003381,1291.0,735.0
E01003382,1279.0,694.0
E01003383,1308.0,863.0
E01003384,1264.0,832.0
E01003385,1242.0,829.0
E01003386,1620.0,443.0
E01003387,1241.0,271.0
E01003388,1175.0,286.0
E01003389,1368.0,377.0
E01003390,1192.0,235.0
E01003391,982.0,245.0
E01003392,1064.0,331.0
E01003393,1266.0,444.0
E01003394,1597.0,411.0
E01003395,1204.0,361.0
E01003396,1316.0,492.0
E01003397,1266.0,443.0
E01003398,1376.0,425.0
E01003399,1200.0,704.0
E01003400,1281.0,838.0
E01003401,1137.0,755.0
E01003402,1299.0,876.0
E01003403,1330.0,835.0
E01003404,1489.0,993.0
E01003405,1349.0,324.0
E01003406,1218.0,346.0
E01003407,1472.0,615.0
E01003408,1572.0,675.0
E01003409,1314.0,304.0
E01003410,1262.0,408.0
E01003411,1346.0,384.0
E01003412,1256.0,304.0
E01003413,1470.0,490.0
E01003414,1284.0,332.0
E01003415,1276.0,349.0
E01003416,1223.0,301.0
E01003417,1283.0,285.0
E01003418,1189.0,243.0
E01003419,1353.0,332.0
E01003420,1074.0,233.0
E01003421,1315.0,430.0
E01003422,1132.0,280.0
E01003423,1230.0,690.0
E01003424,1218.0,707.0
E01003425,1135.0,568.0
E01003426,1403.0,644.0
E01003427,1451.0,508.0
E01003428,1198.0,705.0
E01003429,1127.0,277.0
E01003430,1044.0,245.0
E01003431,1108.0,238.0
E01003432,1096.0,217.0
E01003433,1200.0,302.0
E01003434,1178.0,278.0
E01003435,1053.0,268.0
E01003436,1209.0,274.0
E01003437,1538.0,442.0
E01003438,1307.0,257.0
E01003439,1128.0,280.0
E01003440,1219.0,330.0
E01003441,1449.0,384.0
E01003442,1384.0,853.0
E01003443,1197.0,773.0
E01003444,1234.0,762.0
E01003445,1353.0,650.0
E01003446,1446.0,788.0
E01003447,1257.0,446.0
E01003448,1306.0,326.0
E01003449,1374.0,394.0
E01003450,1211.0,248.0
E01003451,1395.0,334.0
E01003452,1574.0,314.0
E01003453,1305.0,294.0
E01003454,1160.0,708.0
E01003455,1349.0,770.0
E01003456,1336.0,812.0
E01003457,1246.0,833.0
E01003458,1324.0,855.0
E01003459,1724.0,873.0
E01003460,1241.0,734.0
E01003461,1314.0,933.0
E01003462,1177.0,716.0
E01003463,990.0,581.0
E01003464,1127.0,641.0
E01003465,1020.0,677.0
E01003466,1294.0,595.0
E01003467,1297.0,608.0
E01003468,1339.0,569.0
E01003469,1258.0,442.0
E01003470,1381.0,526.0
E01003471,1277.0,550.0
E01003472,1015.0,679.0
E01003473,1112.0,666.0
E01003474,1078.0,731.0
E01003476,1078.0,562.0
E01003477,1217.0,757.0
E01003478,1254.0,754.0
E01003479,1140.0,338.0
E01003480,1797.0,424.0
E01003481,1274.0,314.0
E01003483,1140.0,266.0
E01003484,1239.0,399.0
E01003485,1191.0,328.0
E01003486,946.0,187.0
E01003487,1009.0,210.0
E01003488,1396.0,307.0
E01003489,1298.0,331.0
E01003490,1362.0,398.0
E01003491,1638.0,538.0
E01003492,1485.0,425.0
E01003494,1480.0,463.0
E01003495,1559.0,468.0
E01003496,1168.0,402.0
E01003497,1346.0,273.0
E01003498,1342.0,359.0
E01003499,1676.0,346.0
E01003500,1546.0,376.0
E01003501,1574.0,311.0
E01003502,1456.0,344.0
E01003503,1302.0,315.0
E01003506,1133.0,242.0
E01003507,1647.0,407.0
E01003508,1179.0,272.0
E01003509,1502.0,312.0
E01003511,932.0,188.0
E01003512,1403.0,277.0
E01003513,1193.0,381.0
E01003514,1129.0,245.0
E01003515,1351.0,328.0
E01003516,1373.0,273.0
E01003517,1264.0,291.0
E01003518,1236.0,346.0
E01003519,1236.0,326.0
E01003520,1626.0,577.0
E01003521,1845.0,755.0
E01003522,1425.0,462.0
E01003523,1556.0,437.0
E01003524,1587.0,454.0
E01003525,1535.0,510.0
E01003526,1458.0,424.0
E01003527,1311.0,401.0
E01003528,992.0,274.0
E01003529,1929.0,601.0
E01003530,1447.0,498.0
E01003531,1589.0,524.0
E01003532,1614.0,530.0
E01003533,1465.0,431.0
E01003534,1797.0,509.0
E01003535,1273.0,239.0
E01003536,1318.0,350.0
E01003537,1539.0,420.0
E01003538,1521.0,381.0
E01003539,1593.0,449.0
E01003540,1315.0,262.0
E01003541,1314.0,322.0
E01003542,1364.0,282.0
E01003543,1941.0,679.0
E01003544,1515.0,460.0
E01003545,1312.0,400.0
E01003546,1416.0,384.0
E01003547,1545.0,620.0
E01003548,1940.0,625.0
E01003549,1741.0,596.0
E01003550,1389.0,466.0
E01003551,1484.0,511.0
E01003552,1323.0,387.0
E01003553,1504.0,443.0
E01003554,1589.0,566.0
E01003555,1481.0,476.0
E01003556,1546.0,407.0
E01003557,1615.0,506.0
E01003558,1279.0,331.0
E01003559,2171.0,949.0
E01003560,1399.0,381.0
E01003561,1474.0,451.0
E01003562,1794.0,540.0
E01003563,1544.0,412.0
E01003564,1894.0,637.0
E01003565,1440.0,473.0
E01003566,1385.0,415.0
E01003567,1419.0,397.0
E01003568,1839.0,551.0
E01003569,1563.0,531.0
E01003570,1620.0,450.0
E01003571,1775.0,551.0
E01003572,1351.0,331.0
E01003573,1667.0,486.0
E01003574,2122.0,656.0
E01003575,1208.0,306.0
E01003576,1399.0,348.0
E01003577,1311.0,279.0
E01003578,1420.0,420.0
E01003579,1376.0,344.0
E01003580,1279.0,298.0
E01003581,1397.0,309.0
E01003582,1168.0,285.0
E01003583,1454.0,362.0
E01003584,1604.0,501.0
E01003585,1239.0,314.0
E01003586,1414.0,413.0
E01003587,1867.0,624.0
E01003588,1355.0,376.0
E01003589,1400.0,440.0
E01003590,1207.0,363.0
E01003591,1631.0,506.0
E01003592,1423.0,397.0
E01003593,1192.0,288.0
E01003594,1332.0,386.0
E01003595,1215.0,314.0
E01003596,1374.0,417.0
E01003597,1274.0,318.0
E01003598,1379.0,378.0
E01003599,1235.0,329.0
E01003600,1395.0,335.0
E01003601,1562.0,355.0
E01003602,1563.0,429.0
E01003603,1425.0,381.0
E01003604,1695.0,413.0
E01003605,1600.0,413.0
E01003607,1249.0,344.0
E01003608,1560.0,464.0
E01003611,1256.0,327.0
E01003615,1494.0,449.0
E01003616,1403.0,470.0
E01003618,1882.0,794.0
E01003619,1944.0,789.0
E01003621,1214.0,317.0
E01003622,1173.0,325.0
E01003623,1237.0,317.0
E01003624,1161.0,298.0
E01003625,1274.0,367.0
E01003626,1244.0,428.0
E01003627,1276.0,406.0
E01003628,1268.0,449.0
E01003629,1252.0,374.0
E01003630,1554.0,445.0
E01003631,1469.0,494.0
E01003632,1788.0,514.0
E01003633,1382.0,330.0
E01003634,1408.0,373.0
E01003635,1621.0,540.0
E01003636,1488.0,415.0
E01003637,1482.0,524.0
E01003638,1307.0,342.0
E01003639,1370.0,380.0
E01003640,1361.0,420.0
E01003641,1303.0,454.0
E01003642,1261.0,377.0
E01003643,1416.0,458.0
E01003644,1212.0,420.0
E01003645,1968.0,736.0
E01003646,1391.0,488.0
E01003647,1422.0,542.0
E01003648,1214.0,390.0
E01003649,1299.0,468.0
E01003650,1194.0,363.0
E01003651,1199.0,427.0
E01003652,1196.0,459.0
E01003653,1137.0,397.0
E01003654,1225.0,426.0
E01003655,1243.0,480.0
E01003656,1217.0,290.0
E01003657,1688.0,468.0
E01003658,1273.0,342.0
E01003659,1283.0,363.0
E01003660,1394.0,416.0
E01003661,1522.0,429.0
E01003662,1422.0,415.0
E01003663,1422.0,293.0
E01003664,1306.0,365.0
E01003665,1214.0,344.0
E01003666,1588.0,494.0
E01003668,1382.0,672.0
E01003669,1224.0,593.0
E01003670,1174.0,470.0
E01003671,1217.0,493.0
E01003672,1156.0,481.0
E01003673,1456.0,762.0
E01003674,1807.0,889.0
E01003675,1249.0,473.0
E01003676,1307.0,476.0
E01003677,1239.0,389.0
E01003678,1236.0,455.0
E01003679,1314.0,458.0
E01003680,1235.0,346.0
E01003681,1459.0,456.0
E01003682,1302.0,468.0
E01003683,1480.0,395.0
E01003684,1244.0,342.0
E01003685,1360.0,397.0
E01003686,1417.0,413.0
E01003688,1372.0,414.0
E01003689,1184.0,362.0
E01003690,1429.0,524.0
E01003691,1082.0,395.0
E01003692,1221.0,465.0
E01003693,1239.0,455.0
E01003694,1184.0,426.0
E01003695,1225.0,458.0
E01003696,1508.0,538.0
E01003697,1269.0,520.0
E01003698,1105.0,255.0
E01003699,1145.0,302.0
E01003700,1780.0,447.0
E01003701,1384.0,357.0
E01003702,1317.0,337.0
E01003703,1950.0,557.0
E01003704,1316.0,292.0
E01003705,1694.0,462.0
E01003706,1205.0,310.0
E01003707,1066.0,300.0
E01003708,1122.0,248.0
E01003709,1292.0,374.0
E01003710,1242.0,358.0
E01003711,1467.0,386.0
E01003712,1040.0,246.0
E01003713,1332.0,416.0
E01003714,1576.0,431.0
E01003715,1525.0,472.0
E01003716,1308.0,420.0
E01003718,1368.0,496.0
E01003719,1545.0,553.0
E01003720,1438.0,239.0
E01003721,1285.0,311.0
E01003722,1377.0,252.0
E01003723,1328.0,236.0
E01003724,1051.0,278.0
E01003725,1128.0,264.0
E01003726,1144.0,241.0
E01003727,1217.0,210.0
E01003729,1294.0,330.0
E01003730,1176.0,328.0
E01003731,1073.0,307.0
E01003732,1108.0,329.0
E01003733,1305.0,458.0
E01003734,1293.0,377.0
E01003735,1541.0,420.0
E01003736,1126.0,369.0
E01003737,1393.0,435.0
E01003738,1619.0,450.0
E01003739,1590.0,523.0
E01003740,1569.0,534.0
E01003741,1398.0,359.0
E01003742,1489.0,441.0
E01003743,1297.0,352.0
E01003744,1153.0,396.0
E01003745,1136.0,486.0
E01003746,1261.0,493.0
E01003747,1055.0,469.0
E01003748,1284.0,558.0
E01003749,1346.0,598.0
E01003750,1418.0,598.0
E01003751,1469.0,478.0
E01003752,1998.0,779.0
E01003753,1486.0,500.0
E01003754,1262.0,431.0
E01003755,1459.0,437.0
E01003756,1593.0,505.0
E01003757,1444.0,452.0
E01003759,1179.0,472.0
E01003760,1386.0,458.0
E01003761,1184.0,252.0
E01003762,1287.0,500.0
E01003763,1438.0,488.0
E01003764,1578.0,715.0
E01003765,1252.0,560.0
E01003766,1453.0,392.0
E01003767,1402.0,445.0
E01003768,1383.0,420.0
E01003769,1297.0,400.0
E01003770,1976.0,679.0
E01003771,1410.0,462.0
E01003772,1313.0,423.0
E01003773,1258.0,418.0
E01003774,1498.0,784.0
E01003775,1425.0,761.0
E01003776,1430.0,550.0
E01003777,1555.0,895.0
E01003778,1583.0,859.0
E01003779,1329.0,597.0
E01003780,1216.0,580.0
E01003781,1303.0,494.0
E01003782,1290.0,420.0
E01003783,1726.0,588.0
E01003784,1336.0,480.0
E01003785,1423.0,549.0
E01003786,1091.0,437.0
E01003787,1160.0,431.0
E01003788,1400.0,558.0
E01003789,1222.0,616.0
E01003790,1114.0,488.0
E01003791,1226.0,551.0
E01003792,1129.0,565.0
E01003793,1272.0,450.0
E01003794,1132.0,489.0
E01003795,937.0,468.0
E01003796,1274.0,592.0
E01003797,1108.0,674.0
E01003798,1225.0,771.0
E01003799,1265.0,832.0
E01003800,1221.0,622.0
E01003801,1089.0,694.0
E01003802,1099.0,734.0
E01003803,1191.0,385.0
E01003804,1370.0,833.0
E01003805,1238.0,819.0
E01003806,1132.0,747.0
E01003807,1484.0,851.0
E01003808,1414.0,839.0
E01003809,1340.0,827.0
E01003810,1220.0,649.0
E01003811,1176.0,729.0
E01003812,1444.0,731.0
E01003813,1312.0,698.0
E01003814,1422.0,732.0
E01003815,1416.0,679.0
E01003816,1268.0,625.0
E01003817,1652.0,722.0
E01003818,1246.0,593.0
E01003819,1330.0,442.0
E01003820,1519.0,584.0
E01003821,1329.0,876.0
E01003822,1149.0,607.0
E01003823,1429.0,770.0
E01003824,1294.0,685.0
E01003825,1379.0,595.0
E01003826,1416.0,469.0
E01003827,1387.0,676.0
E01003828,1249.0,597.0
E01003829,1329.0,371.0
E01003830,1423.0,603.0
E01003831,1269.0,469.0
E01003832,1161.0,310.0
E01003833,1149.0,404.0
E01003834,1496.0,731.0
E01003835,1128.0,721.0
E01003836,1178.0,560.0
E01003837,1445.0,822.0
E01003838,1385.0,770.0
E01003839,1500.0,755.0
E01003840,1248.0,428.0
E01003841,1488.0,405.0
E01003842,1329.0,355.0
E01003843,1607.0,419.0
E01003844,1208.0,457.0
E01003845,1353.0,390.0
E01003846,1322.0,891.0
E01003847,1389.0,885.0
E01003848,1465.0,840.0
E01003849,1243.0,837.0
E01003851,1308.0,877.0
E01003852,1121.0,657.0
E01003853,1197.0,649.0
E01003854,1143.0,689.0
E01003855,1398.0,659.0
E01003856,1288.0,781.0
E01003857,1359.0,826.0
E01003858,1252.0,783.0
E01003859,1222.0,745.0
E01003860,1454.0,977.0
E01003861,1476.0,953.0
E01003862,1123.0,559.0
E01003863,1152.0,561.0
E01003864,1218.0,809.0
E01003865,1017.0,503.0
E01003866,1195.0,822.0
E01003867,1197.0,578.0
E01003868,1169.0,804.0
E01003869,1347.0,854.0
E01003870,1428.0,881.0
E01003871,1224.0,760.0
E01003872,1172.0,768.0
E01003873,1373.0,954.0
E01003874,1305.0,915.0
E01003875,1258.0,775.0
E01003876,1432.0,972.0
E01003877,1216.0,823.0
E01003878,1149.0,511.0
E01003879,1296.0,790.0
E01003880,1137.0,709.0
E01003881,1619.0,593.0
E01003882,1422.0,855.0
E01003883,1474.0,898.0
E01003884,1305.0,747.0
E01003885,1185.0,697.0
E01003886,1303.0,798.0
E01003887,1392.0,850.0
E01003888,1566.0,739.0
E01003889,1461.0,898.0
E01003890,1200.0,739.0
E01003891,1452.0,873.0
E01003892,1642.0,1069.0
E01003893,1357.0,847.0
E01003894,1334.0,928.0
E01003895,1377.0,844.0
E01003896,1415.0,859.0
E01003897,1490.0,947.0
E01003898,1218.0,723.0
E01003899,1108.0,584.0
E01003900,1222.0,441.0
E01003901,1234.0,553.0
E01003902,1000.0,418.0
E01003903,1251.0,410.0
E01003904,1201.0,581.0
E01003905,1155.0,429.0
E01003906,1316.0,500.0
E01003907,1320.0,377.0
E01003908,1453.0,563.0
E01003909,1287.0,510.0
E01003910,1335.0,525.0
E01003911,1488.0,587.0
E01003912,1136.0,288.0
E01003913,1563.0,819.0
E01003914,1533.0,755.0
E01003915,1572.0,618.0
E01003916,1813.0,736.0
E01003917,1479.0,589.0
E01003918,1229.0,342.0
E01003919,1458.0,650.0
E01003920,1365.0,451.0
E01003921,1214.0,387.0
E01003922,1505.0,533.0
E01003923,1436.0,664.0
E01003924,1492.0,417.0
E01003925,1035.0,272.0
E01003926,1113.0,346.0
E01003929,1928.0,1138.0
E01003930,1347.0,468.0
E01003932,1368.0,510.0
E01003933,1562.0,643.0
E01003934,1270.0,672.0
E01003935,1210.0,474.0
E01003936,1746.0,973.0
E01003937,1401.0,874.0
E01003938,1485.0,713.0
E01003939,1627.0,962.0
E01003940,1144.0,397.0
E01003941,1700.0,961.0
E01003942,1344.0,556.0
E01003943,1058.0,354.0
E01003945,1368.0,817.0
E01003946,1366.0,717.0
E01003947,1100.0,324.0
E01003948,1292.0,694.0
E01003949,1546.0,848.0
E01003950,1499.0,538.0
E01003951,1231.0,644.0
E01003952,1358.0,787.0
E01003953,1798.0,1083.0
E01003954,1295.0,744.0
E01003955,1551.0,858.0
E01003956,1367.0,829.0
E01003957,1435.0,766.0
E01003958,1358.0,678.0
E01003960,1558.0,655.0
E01003961,1638.0,434.0
E01003963,1261.0,326.0
E01003966,1572.0,450.0
E01003969,1559.0,620.0
E01003971,1240.0,276.0
E01003972,1291.0,456.0
E01003973,1299.0,384.0
E01003975,1230.0,382.0
E01003976,1634.0,752.0
E01003977,1405.0,377.0
E01003979,1545.0,681.0
E01003980,1682.0,524.0
E01003981,1505.0,705.0
E01003983,1472.0,327.0
E01003984,1684.0,609.0
E01003986,965.0,224.0
E01003987,1415.0,353.0
E01003988,1704.0,497.0
E01003989,1396.0,400.0
E01003990,1591.0,482.0
E01003991,1023.0,257.0
E01003992,1132.0,328.0
E01003993,1269.0,339.0
E01003994,1276.0,432.0
E01003995,1147.0,468.0
E01003997,1000.0,413.0
E01003998,1176.0,582.0
E01003999,1165.0,478.0
E01004000,1548.0,536.0
E01004001,1328.0,355.0
E01004002,1306.0,596.0
E01004003,1366.0,373.0
E01004004,2057.0,842.0
E01004005,1703.0,510.0
E01004006,1640.0,596.0
E01004007,933.0,221.0
E01004008,1652.0,484.0
E01004010,1173.0,380.0
E01004011,1504.0,455.0
E01004012,1880.0,698.0
E01004013,1245.0,363.0
E01004014,1377.0,384.0
E01004015,1257.0,696.0
E01004016,1806.0,801.0
E01004017,1260.0,628.0
E01004018,1533.0,876.0
E01004019,1796.0,782.0
E01004020,1290.0,453.0
E01004021,1833.0,1114.0
E01004023,1280.0,433.0
E01004024,1519.0,418.0
E01004028,1335.0,518.0
E01004029,1611.0,950.0
E01004030,1298.0,614.0
E01004031,1704.0,733.0
E01004032,1520.0,972.0
E01004033,1251.0,460.0
E01004034,1206.0,360.0
E01004035,1280.0,346.0
E01004036,1504.0,455.0
E01004037,1567.0,572.0
E01004038,1769.0,631.0
E01004039,1288.0,493.0
E01004040,1332.0,413.0
E01004041,1297.0,319.0
E01004042,1443.0,329.0
E01004043,1178.0,360.0
E01004044,1077.0,268.0
E01004045,1100.0,321.0
E01004046,1332.0,806.0
E01004047,1188.0,345.0
E01004048,1273.0,640.0
E01004049,1323.0,442.0
E01004050,1259.0,783.0
E01004051,1171.0,747.0
E01004052,1497.0,885.0
E01004053,1645.0,1056.0
E01004054,1477.0,969.0
E01004055,1043.0,211.0
E01004056,1816.0,917.0
E01004057,1277.0,613.0
E01004058,1581.0,1121.0
E01004059,1406.0,1020.0
E01004060,1555.0,698.0
E01004061,1490.0,808.0
E01004062,1568.0,631.0
E01004063,1675.0,854.0
E01004064,1513.0,480.0
E01004065,1248.0,697.0
E01004066,1662.0,730.0
E01004067,1714.0,549.0
E01004068,1607.0,487.0
E01004069,1067.0,704.0
E01004070,1561.0,934.0
E01004071,1268.0,657.0
E01004072,1335.0,846.0
E01004073,1481.0,997.0
E01004074,1402.0,920.0
E01004075,1344.0,964.0
E01004076,1157.0,315.0
E01004077,1249.0,270.0
E01004078,1263.0,293.0
E01004079,1121.0,300.0
E01004080,1098.0,276.0
E01004081,1157.0,310.0
E01004082,1131.0,290.0
E01004083,1070.0,177.0
E01004084,1228.0,455.0
E01004085,1307.0,511.0
E01004086,1282.0,386.0
E01004087,1213.0,390.0
E01004088,1297.0,148.0
E01004089,919.0,153.0
E01004090,906.0,204.0
E01004091,1075.0,416.0
E01004092,1229.0,551.0
E01004093,1229.0,567.0
E01004094,1334.0,505.0
E01004095,1280.0,604.0
E01004096,1207.0,486.0
E01004097,1338.0,458.0
E01004098,997.0,431.0
E01004099,1177.0,442.0
E01004100,1101.0,335.0
E01004101,1110.0,303.0
E01004102,1104.0,411.0
E01004103,1298.0,517.0
E01004104,1222.0,471.0
E01004105,1421.0,588.0
E01004106,1258.0,576.0
E01004107,1181.0,307.0
E01004108,1322.0,414.0
E01004109,1278.0,319.0
E01004110,1495.0,559.0
E01004111,1155.0,361.0
E01004112,1313.0,598.0
E01004114,1412.0,623.0
E01004115,1374.0,344.0
E01004116,1347.0,379.0
E01004117,1154.0,291.0
E01004118,1346.0,320.0
E01004119,1157.0,219.0
E01004120,1268.0,326.0
E01004121,1271.0,431.0
E01004122,1124.0,384.0
E01004123,1627.0,364.0
E01004124,1375.0,224.0
E01004125,1199.0,204.0
E01004126,1094.0,157.0
E01004127,1232.0,219.0
E01004128,1160.0,243.0
E01004129,1374.0,195.0
E01004130,1292.0,304.0
E01004131,1275.0,295.0
E01004132,1148.0,230.0
E01004133,1151.0,247.0
E01004134,1179.0,281.0
E01004135,1193.0,295.0
E01004136,1269.0,265.0
E01004137,1247.0,469.0
E01004138,1234.0,425.0
E01004139,1113.0,385.0
E01004140,1253.0,289.0
E01004141,1270.0,316.0
E01004143,1141.0,368.0
E01004144,1348.0,396.0
E01004145,1680.0,404.0
E01004146,1330.0,354.0
E01004147,1297.0,320.0
E01004148,1191.0,266.0
E01004149,1424.0,385.0
E01004150,1365.0,514.0
E01004151,1458.0,619.0
E01004152,1366.0,514.0
E01004153,1427.0,596.0
E01004154,1172.0,552.0
E01004155,1383.0,606.0
E01004156,1440.0,687.0
E01004157,1020.0,410.0
E01004158,1246.0,585.0
E01004159,1240.0,264.0
E01004160,1254.0,451.0
E01004161,1136.0,372.0
E01004162,1296.0,567.0
E01004163,1244.0,250.0
E01004164,1234.0,292.0
E01004165,1345.0,323.0
E01004166,1207.0,362.0
E01004167,1022.0,200.0
E01004168,1268.0,255.0
E01004169,859.0,212.0
E01004170,1424.0,500.0
