LSOA11CD,Borough,All categories: Occupation,"1. Managers, directors and senior officials",2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,"6. Caring, leisure and other service occupations",7. Sales and customer service occupations,8. Process plant and machine operatives,9. Elementary occupations
E01003968,Southwark ,562,28.0,75.0,46.0,45.0,46.0,83.0,75.0,38.0,126.0
E01003969,Southwark ,1028,103.0,206.0,178.0,98.0,86.0,69.0,78.0,38.0,172.0
E01003970,Southwark ,602,28.0,89.0,50.0,56.0,53.0,93.0,64.0,42.0,127.0
E01003971,Southwark ,622,33.0,68.0,48.0,63.0,57.0,95.0,67.0,49.0,142.0
E01003972,Southwark ,824,57.0,133.0,109.0,99.0,62.0,80.0,77.0,48.0,159.0
E01003973,Southwark ,792,45.0,122.0,109.0,89.0,72.0,92.0,62.0,30.0,171.0
E01003974,Southwark ,510,27.0,64.0,35.0,56.0,46.0,90.0,44.0,38.0,110.0
E01003975,Southwark ,706,64.0,137.0,98.0,80.0,56.0,80.0,52.0,17.0,122.0
E01003976,Southwark ,1092,140.0,312.0,202.0,107.0,53.0,66.0,65.0,39.0,108.0
E01003977,Southwark ,785,57.0,129.0,118.0,114.0,90.0,79.0,61.0,30.0,107.0
E01003978,Southwark ,1050,130.0,332.0,227.0,81.0,54.0,72.0,50.0,27.0,77.0
E01003979,Southwark ,944,117.0,268.0,200.0,83.0,46.0,58.0,74.0,21.0,77.0
E01003980,Southwark ,899,65.0,164.0,140.0,90.0,79.0,81.0,90.0,32.0,158.0
E01003981,Southwark ,888,97.0,280.0,164.0,86.0,45.0,58.0,50.0,27.0,81.0
E01003983,Southwark ,762,41.0,96.0,63.0,75.0,60.0,109.0,109.0,44.0,165.0
E01003984,Southwark ,976,94.0,161.0,157.0,73.0,87.0,91.0,69.0,40.0,204.0
E01003986,Southwark ,485,30.0,65.0,43.0,56.0,42.0,61.0,57.0,25.0,106.0
E01003987,Southwark ,739,40.0,126.0,85.0,92.0,68.0,80.0,72.0,56.0,120.0
E01003988,Southwark ,952,75.0,140.0,112.0,75.0,76.0,120.0,64.0,36.0,254.0
E01003989,Southwark ,779,43.0,96.0,99.0,65.0,77.0,117.0,68.0,36.0,178.0
E01003990,Southwark ,872,61.0,119.0,105.0,86.0,85.0,129.0,100.0,41.0,146.0
E01003991,Southwark ,537,46.0,77.0,59.0,56.0,51.0,68.0,47.0,24.0,109.0
E01003992,Southwark ,611,45.0,95.0,76.0,70.0,49.0,67.0,61.0,28.0,120.0
E01003993,Southwark ,738,48.0,98.0,82.0,84.0,42.0,110.0,75.0,34.0,165.0
E01003994,Southwark ,746,62.0,154.0,105.0,77.0,66.0,57.0,63.0,33.0,129.0
E01003995,Southwark ,721,60.0,161.0,140.0,71.0,54.0,70.0,44.0,20.0,101.0
E01003997,Southwark ,619,60.0,148.0,110.0,63.0,45.0,49.0,50.0,17.0,77.0
E01003998,Southwark ,784,71.0,262.0,150.0,71.0,49.0,50.0,47.0,17.0,67.0
E01003999,Southwark ,783,72.0,177.0,143.0,70.0,47.0,84.0,53.0,27.0,110.0
E01004000,Southwark ,936,58.0,184.0,138.0,109.0,75.0,120.0,75.0,40.0,137.0
E01004001,Southwark ,683,63.0,107.0,98.0,75.0,67.0,76.0,57.0,42.0,98.0
E01004002,Southwark ,859,88.0,250.0,154.0,102.0,70.0,61.0,51.0,28.0,55.0
E01004003,Southwark ,750,46.0,120.0,114.0,82.0,82.0,76.0,80.0,35.0,115.0
E01004004,Southwark ,1317,117.0,309.0,209.0,125.0,130.0,117.0,91.0,40.0,179.0
E01004005,Southwark ,902,60.0,137.0,111.0,90.0,75.0,118.0,82.0,71.0,158.0
E01004006,Southwark ,962,75.0,200.0,136.0,107.0,100.0,82.0,71.0,49.0,142.0
E01004007,Southwark ,487,23.0,50.0,55.0,71.0,39.0,73.0,61.0,24.0,91.0
E01004008,Southwark ,879,58.0,138.0,86.0,88.0,77.0,130.0,85.0,42.0,175.0
E01004010,Southwark ,703,46.0,120.0,87.0,56.0,58.0,73.0,69.0,40.0,154.0
E01004011,Southwark ,857,34.0,124.0,96.0,104.0,70.0,141.0,92.0,44.0,152.0
E01004012,Southwark ,1185,88.0,232.0,179.0,126.0,104.0,115.0,95.0,48.0,198.0
E01004013,Southwark ,691,36.0,133.0,80.0,87.0,43.0,95.0,58.0,28.0,131.0
E01004014,Southwark ,718,50.0,99.0,84.0,69.0,67.0,89.0,73.0,40.0,147.0
E01004015,Southwark ,899,127.0,269.0,186.0,107.0,56.0,43.0,35.0,15.0,61.0
E01004016,Southwark ,1172,138.0,315.0,212.0,105.0,101.0,107.0,63.0,43.0,88.0
E01004017,Southwark ,853,118.0,238.0,176.0,96.0,53.0,63.0,35.0,20.0,54.0
E01004018,Southwark ,1120,145.0,353.0,261.0,115.0,69.0,61.0,46.0,18.0,52.0
E01004019,Southwark ,1181,100.0,297.0,199.0,136.0,105.0,116.0,52.0,50.0,126.0
E01004020,Southwark ,757,56.0,160.0,111.0,88.0,43.0,94.0,68.0,35.0,102.0
E01004021,Southwark ,1396,166.0,458.0,325.0,138.0,82.0,64.0,55.0,31.0,77.0
E01004022,Southwark ,1378,143.0,371.0,258.0,164.0,86.0,100.0,80.0,44.0,132.0
E01004023,Southwark ,730,63.0,182.0,113.0,83.0,56.0,63.0,55.0,30.0,85.0
E01004024,Southwark ,835,65.0,119.0,92.0,71.0,82.0,94.0,92.0,40.0,180.0
E01004027,Southwark ,1233,159.0,373.0,261.0,109.0,63.0,84.0,68.0,37.0,79.0
E01004028,Southwark ,835,81.0,195.0,153.0,92.0,68.0,65.0,50.0,34.0,97.0
E01004029,Southwark ,1228,163.0,401.0,272.0,132.0,61.0,44.0,50.0,27.0,78.0
E01004030,Southwark ,875,93.0,211.0,197.0,88.0,51.0,65.0,44.0,41.0,85.0
E01004031,Southwark ,1054,105.0,274.0,201.0,107.0,67.0,73.0,68.0,36.0,123.0
E01004032,Southwark ,1145,143.0,422.0,242.0,136.0,49.0,40.0,37.0,29.0,47.0
E01004033,Southwark ,729,50.0,178.0,114.0,89.0,59.0,69.0,56.0,32.0,82.0
E01004034,Southwark ,693,52.0,125.0,89.0,71.0,63.0,88.0,50.0,45.0,110.0
E01004035,Southwark ,694,56.0,87.0,73.0,102.0,58.0,67.0,78.0,45.0,128.0
E01004036,Southwark ,832,70.0,132.0,84.0,87.0,88.0,99.0,80.0,42.0,150.0
E01004037,Southwark ,1013,83.0,219.0,131.0,124.0,90.0,69.0,73.0,54.0,170.0
E01004038,Southwark ,1177,106.0,215.0,163.0,168.0,113.0,115.0,80.0,60.0,157.0
E01004039,Southwark ,809,78.0,171.0,114.0,93.0,75.0,58.0,81.0,28.0,111.0
E01004040,Southwark ,754,37.0,145.0,113.0,80.0,42.0,88.0,58.0,52.0,139.0
E01004041,Southwark ,754,57.0,90.0,96.0,101.0,76.0,79.0,71.0,46.0,138.0
E01004042,Southwark ,721,52.0,101.0,81.0,86.0,72.0,77.0,76.0,50.0,126.0
E01004043,Southwark ,696,65.0,147.0,109.0,86.0,55.0,49.0,47.0,47.0,91.0
E01004044,Southwark ,589,44.0,95.0,52.0,55.0,66.0,72.0,57.0,40.0,108.0
E01004045,Southwark ,685,42.0,116.0,79.0,74.0,64.0,90.0,61.0,36.0,123.0
E01004046,Southwark ,929,109.0,331.0,183.0,88.0,38.0,55.0,44.0,23.0,58.0
E01004047,Southwark ,638,36.0,131.0,52.0,74.0,56.0,70.0,64.0,30.0,125.0
E01004048,Southwark ,885,93.0,300.0,153.0,96.0,43.0,86.0,39.0,23.0,52.0
E01004049,Southwark ,710,55.0,162.0,113.0,72.0,47.0,63.0,56.0,24.0,118.0
E01004050,Southwark ,933,140.0,325.0,208.0,78.0,47.0,30.0,40.0,16.0,49.0
E01004051,Southwark ,803,81.0,302.0,190.0,84.0,35.0,29.0,32.0,19.0,31.0
E01004052,Southwark ,1063,112.0,380.0,271.0,89.0,57.0,57.0,43.0,17.0,37.0
E01004053,Southwark ,1300,214.0,488.0,262.0,128.0,45.0,37.0,42.0,30.0,54.0
E01004054,Southwark ,1197,201.0,433.0,234.0,115.0,51.0,44.0,37.0,28.0,54.0
E01004055,Southwark ,556,39.0,92.0,68.0,71.0,58.0,52.0,37.0,49.0,90.0
E01004056,Southwark ,1267,171.0,394.0,263.0,121.0,77.0,53.0,64.0,31.0,93.0
E01004057,Southwark ,902,80.0,263.0,164.0,109.0,61.0,62.0,47.0,47.0,69.0
E01004058,Southwark ,1323,188.0,465.0,339.0,124.0,48.0,43.0,48.0,23.0,45.0
E01004059,Southwark ,1114,158.0,428.0,256.0,131.0,35.0,23.0,41.0,7.0,35.0
E01004060,Southwark ,988,119.0,250.0,179.0,108.0,63.0,68.0,64.0,35.0,102.0
E01004061,Southwark ,1039,130.0,280.0,239.0,105.0,46.0,77.0,51.0,30.0,81.0
E01004062,Southwark ,954,71.0,241.0,172.0,89.0,90.0,76.0,73.0,34.0,108.0
E01004063,Southwark ,1091,124.0,328.0,237.0,110.0,47.0,79.0,52.0,24.0,90.0
E01004064,Southwark ,879,92.0,169.0,147.0,91.0,69.0,95.0,68.0,41.0,107.0
E01004065,Southwark ,892,115.0,281.0,217.0,70.0,61.0,32.0,29.0,19.0,68.0
E01004066,Southwark ,1037,92.0,261.0,179.0,94.0,61.0,107.0,71.0,39.0,133.0
E01004067,Southwark ,1017,48.0,229.0,109.0,85.0,72.0,155.0,91.0,43.0,185.0
E01004068,Southwark ,829,66.0,160.0,136.0,92.0,66.0,86.0,69.0,41.0,113.0
E01004069,Southwark ,710,131.0,288.0,134.0,52.0,18.0,52.0,16.0,8.0,11.0
E01004070,Southwark ,1061,163.0,374.0,223.0,84.0,31.0,65.0,51.0,20.0,50.0
E01004071,Southwark ,832,87.0,276.0,178.0,72.0,42.0,64.0,43.0,12.0,58.0
E01004072,Southwark ,944,163.0,341.0,196.0,71.0,39.0,63.0,30.0,10.0,31.0
E01004073,Southwark ,1069,140.0,445.0,217.0,86.0,36.0,55.0,31.0,17.0,42.0
E01004074,Southwark ,933,159.0,368.0,192.0,55.0,32.0,55.0,23.0,7.0,42.0
E01004075,Southwark ,908,168.0,378.0,175.0,74.0,35.0,41.0,18.0,7.0,12.0
E01004076,Sutton ,753,63.0,132.0,91.0,118.0,98.0,72.0,61.0,47.0,71.0
E01004077,Sutton ,777,88.0,112.0,92.0,121.0,107.0,80.0,67.0,49.0,61.0
E01004078,Sutton ,850,86.0,104.0,106.0,131.0,131.0,77.0,66.0,56.0,93.0
E01004079,Sutton ,756,82.0,133.0,111.0,141.0,97.0,71.0,48.0,31.0,42.0
E01004080,Sutton ,701,84.0,123.0,95.0,134.0,77.0,61.0,51.0,40.0,36.0
E01004081,Sutton ,797,89.0,134.0,119.0,142.0,92.0,59.0,61.0,43.0,58.0
E01004082,Sutton ,755,67.0,120.0,103.0,129.0,108.0,58.0,74.0,36.0,60.0
E01004083,Sutton ,583,45.0,70.0,38.0,90.0,78.0,66.0,55.0,54.0,87.0
E01004084,Sutton ,725,128.0,157.0,111.0,119.0,60.0,43.0,51.0,27.0,29.0
E01004085,Sutton ,814,112.0,182.0,144.0,135.0,69.0,55.0,45.0,36.0,36.0
E01004086,Sutton ,812,81.0,128.0,104.0,115.0,94.0,88.0,80.0,48.0,74.0
E01004087,Sutton ,734,100.0,148.0,90.0,141.0,83.0,49.0,57.0,25.0,41.0
E01004088,Sutton ,694,40.0,48.0,59.0,76.0,87.0,103.0,78.0,71.0,132.0
E01004089,Sutton ,534,32.0,56.0,53.0,75.0,53.0,84.0,50.0,59.0,72.0
E01004090,Sutton ,477,48.0,82.0,58.0,56.0,52.0,50.0,30.0,36.0,65.0
E01004091,Sutton ,659,111.0,155.0,89.0,93.0,78.0,45.0,45.0,23.0,20.0
E01004092,Sutton ,739,138.0,195.0,119.0,101.0,44.0,58.0,36.0,19.0,29.0
E01004093,Sutton ,793,120.0,237.0,118.0,122.0,50.0,55.0,31.0,27.0,33.0
E01004094,Sutton ,934,127.0,219.0,162.0,120.0,81.0,82.0,52.0,41.0,50.0
E01004095,Sutton ,820,124.0,256.0,129.0,109.0,61.0,49.0,41.0,20.0,31.0
E01004096,Sutton ,812,76.0,204.0,138.0,111.0,77.0,50.0,53.0,46.0,57.0
E01004097,Sutton ,936,106.0,185.0,147.0,156.0,108.0,88.0,61.0,37.0,48.0
E01004098,Sutton ,646,88.0,172.0,131.0,84.0,40.0,52.0,32.0,20.0,27.0
E01004099,Sutton ,818,110.0,173.0,150.0,112.0,77.0,58.0,52.0,38.0,48.0
E01004100,Sutton ,702,64.0,152.0,115.0,105.0,94.0,49.0,55.0,35.0,33.0
E01004101,Sutton ,685,73.0,139.0,106.0,100.0,88.0,62.0,51.0,29.0,37.0
E01004102,Sutton ,721,88.0,178.0,115.0,89.0,90.0,49.0,42.0,31.0,39.0
E01004103,Sutton ,949,81.0,219.0,189.0,147.0,91.0,73.0,51.0,50.0,48.0
E01004104,Sutton ,749,107.0,173.0,130.0,106.0,69.0,65.0,39.0,31.0,29.0
E01004105,Sutton ,971,124.0,236.0,133.0,143.0,94.0,75.0,77.0,37.0,52.0
E01004106,Sutton ,791,152.0,224.0,129.0,105.0,50.0,54.0,38.0,18.0,21.0
E01004107,Sutton ,777,87.0,127.0,97.0,109.0,89.0,98.0,66.0,53.0,51.0
E01004108,Sutton ,843,114.0,174.0,113.0,132.0,111.0,67.0,52.0,36.0,44.0
E01004109,Sutton ,787,68.0,123.0,102.0,131.0,107.0,74.0,58.0,68.0,56.0
E01004110,Sutton ,965,120.0,226.0,148.0,142.0,95.0,83.0,39.0,43.0,69.0
E01004111,Sutton ,738,101.0,136.0,102.0,109.0,73.0,60.0,64.0,36.0,57.0
E01004112,Sutton ,810,132.0,224.0,141.0,102.0,69.0,48.0,47.0,21.0,26.0
E01004114,Sutton ,772,177.0,246.0,103.0,101.0,43.0,38.0,30.0,16.0,18.0
E01004115,Sutton ,908,104.0,151.0,101.0,150.0,118.0,99.0,77.0,56.0,52.0
E01004116,Sutton ,732,83.0,142.0,92.0,110.0,112.0,77.0,52.0,33.0,31.0
E01004117,Sutton ,809,67.0,132.0,100.0,139.0,118.0,92.0,53.0,51.0,57.0
E01004118,Sutton ,863,95.0,141.0,124.0,120.0,112.0,76.0,75.0,40.0,80.0
E01004119,Sutton ,801,77.0,87.0,103.0,156.0,124.0,75.0,75.0,54.0,50.0
E01004120,Sutton ,816,94.0,141.0,107.0,146.0,101.0,65.0,74.0,40.0,48.0
E01004121,Sutton ,838,100.0,167.0,128.0,116.0,85.0,67.0,78.0,35.0,62.0
E01004122,Sutton ,723,87.0,156.0,110.0,111.0,86.0,61.0,45.0,31.0,36.0
E01004123,Sutton ,1027,61.0,142.0,116.0,107.0,136.0,138.0,111.0,84.0,132.0
E01004124,Sutton ,858,77.0,70.0,74.0,124.0,131.0,109.0,89.0,66.0,118.0
E01004125,Sutton ,704,42.0,100.0,69.0,67.0,79.0,102.0,73.0,71.0,101.0
E01004126,Sutton ,655,42.0,82.0,44.0,71.0,88.0,92.0,62.0,54.0,120.0
E01004127,Sutton ,793,75.0,92.0,88.0,92.0,124.0,97.0,74.0,57.0,94.0
E01004128,Sutton ,742,33.0,138.0,48.0,100.0,99.0,105.0,59.0,66.0,94.0
E01004129,Sutton ,757,58.0,67.0,72.0,93.0,90.0,113.0,81.0,87.0,96.0
E01004130,Sutton ,830,80.0,129.0,103.0,124.0,109.0,90.0,62.0,52.0,81.0
E01004131,Sutton ,823,87.0,131.0,84.0,133.0,117.0,90.0,64.0,56.0,61.0
E01004132,Sutton ,807,80.0,98.0,88.0,143.0,109.0,85.0,80.0,50.0,74.0
E01004133,Sutton ,779,65.0,116.0,96.0,143.0,115.0,60.0,79.0,52.0,53.0
E01004134,Sutton ,776,76.0,120.0,98.0,117.0,98.0,77.0,73.0,61.0,56.0
E01004135,Sutton ,760,69.0,110.0,97.0,113.0,108.0,90.0,72.0,45.0,56.0
E01004136,Sutton ,820,78.0,104.0,74.0,137.0,134.0,89.0,58.0,65.0,81.0
E01004137,Sutton ,891,98.0,226.0,161.0,126.0,75.0,62.0,53.0,38.0,52.0
E01004138,Sutton ,877,84.0,196.0,111.0,128.0,106.0,79.0,63.0,37.0,73.0
E01004139,Sutton ,770,69.0,168.0,132.0,103.0,87.0,67.0,48.0,36.0,60.0
E01004140,Sutton ,733,64.0,118.0,84.0,58.0,102.0,85.0,77.0,60.0,85.0
E01004141,Sutton ,774,74.0,131.0,109.0,105.0,89.0,83.0,56.0,44.0,83.0
E01004142,Sutton ,1073,120.0,206.0,160.0,136.0,104.0,105.0,76.0,67.0,99.0
E01004143,Sutton ,786,80.0,176.0,107.0,103.0,89.0,73.0,62.0,41.0,55.0
E01004144,Sutton ,847,91.0,163.0,132.0,130.0,102.0,71.0,63.0,37.0,58.0
E01004145,Sutton ,1104,91.0,184.0,153.0,177.0,167.0,107.0,80.0,64.0,81.0
E01004146,Sutton ,834,73.0,152.0,127.0,110.0,105.0,88.0,59.0,49.0,71.0
E01004147,Sutton ,750,82.0,122.0,104.0,119.0,84.0,79.0,65.0,37.0,58.0
E01004148,Sutton ,738,63.0,117.0,98.0,93.0,91.0,82.0,63.0,54.0,77.0
E01004149,Sutton ,826,101.0,183.0,103.0,116.0,99.0,60.0,46.0,39.0,79.0
E01004150,Sutton ,817,65.0,213.0,133.0,94.0,66.0,63.0,71.0,40.0,72.0
E01004151,Sutton ,986,107.0,284.0,164.0,113.0,87.0,63.0,60.0,32.0,76.0
E01004152,Sutton ,814,78.0,206.0,108.0,118.0,74.0,75.0,62.0,38.0,55.0
E01004153,Sutton ,916,96.0,251.0,158.0,128.0,60.0,64.0,53.0,45.0,61.0
E01004154,Sutton ,715,108.0,221.0,113.0,92.0,60.0,43.0,31.0,17.0,30.0
E01004155,Sutton ,940,112.0,263.0,154.0,119.0,74.0,59.0,51.0,44.0,64.0
E01004156,Sutton ,960,90.0,277.0,164.0,130.0,84.0,60.0,57.0,35.0,63.0
E01004157,Sutton ,657,84.0,174.0,100.0,109.0,57.0,35.0,43.0,22.0,33.0
E01004158,Sutton ,841,95.0,238.0,164.0,114.0,61.0,57.0,36.0,23.0,53.0
E01004159,Sutton ,809,71.0,114.0,87.0,131.0,115.0,81.0,76.0,64.0,70.0
E01004160,Sutton ,904,97.0,185.0,138.0,141.0,103.0,75.0,57.0,48.0,60.0
E01004161,Sutton ,843,86.0,171.0,137.0,123.0,100.0,82.0,56.0,44.0,44.0
E01004162,Sutton ,827,91.0,197.0,155.0,109.0,70.0,58.0,56.0,27.0,64.0
E01004163,Sutton ,810,73.0,92.0,92.0,148.0,130.0,68.0,73.0,59.0,75.0
E01004164,Sutton ,838,67.0,133.0,104.0,154.0,98.0,78.0,83.0,51.0,70.0
E01004165,Sutton ,922,97.0,150.0,101.0,143.0,115.0,102.0,66.0,61.0,87.0
E01004166,Sutton ,822,83.0,157.0,140.0,140.0,94.0,55.0,67.0,38.0,48.0
E01004167,Sutton ,599,56.0,77.0,49.0,89.0,87.0,72.0,49.0,62.0,58.0
E01004168,Sutton ,859,88.0,101.0,116.0,135.0,118.0,99.0,76.0,54.0,72.0
E01004169,Sutton ,567,49.0,91.0,70.0,82.0,80.0,54.0,41.0,40.0,60.0
E01004170,Sutton ,988,113.0,209.0,167.0,152.0,84.0,80.0,75.0,41.0,67.0
E01004171,Sutton ,759,96.0,129.0,99.0,129.0,89.0,69.0,51.0,44.0,53.0
E01004172,Sutton ,773,76.0,140.0,118.0,125.0,80.0,61.0,63.0,53.0,57.0
E01004173,Sutton ,712,64.0,125.0,107.0,108.0,77.0,74.0,54.0,43.0,60.0
E01004174,Sutton ,772,70.0,149.0,134.0,131.0,95.0,70.0,48.0,33.0,42.0
E01004175,Sutton ,856,107.0,122.0,124.0,139.0,105.0,83.0,64.0,46.0,66.0
E01004176,Sutton ,803,62.0,153.0,151.0,123.0,84.0,83.0,53.0,41.0,53.0
E01004177,Sutton ,730,78.0,136.0,106.0,97.0,84.0,68.0,57.0,55.0,49.0
E01004178,Sutton ,1076,115.0,197.0,154.0,139.0,138.0,95.0,100.0,57.0,81.0
E01004179,Sutton ,842,98.0,184.0,129.0,117.0,101.0,63.0,56.0,47.0,47.0
E01004180,Sutton ,844,113.0,205.0,137.0,133.0,77.0,59.0,59.0,26.0,35.0
E01004181,Sutton ,855,83.0,183.0,147.0,112.0,104.0,66.0,66.0,43.0,51.0
E01004182,Sutton ,699,69.0,128.0,79.0,109.0,68.0,61.0,74.0,48.0,63.0
E01004183,Sutton ,821,53.0,98.0,72.0,84.0,118.0,132.0,88.0,66.0,110.0
E01004184,Sutton ,669,45.0,83.0,54.0,91.0,100.0,80.0,71.0,49.0,96.0
E01004185,Sutton ,639,46.0,75.0,56.0,97.0,82.0,82.0,68.0,49.0,84.0
E01004186,Sutton ,1050,90.0,177.0,149.0,168.0,134.0,97.0,87.0,57.0,91.0
E01004187,Sutton ,780,61.0,85.0,93.0,114.0,117.0,96.0,77.0,51.0,86.0
E01004188,Sutton ,864,87.0,158.0,116.0,135.0,106.0,76.0,76.0,52.0,58.0
E01004189,Sutton ,877,66.0,107.0,80.0,132.0,113.0,121.0,75.0,77.0,106.0
E01004190,Sutton ,729,77.0,124.0,129.0,107.0,93.0,64.0,63.0,30.0,42.0
E01004191,Sutton ,827,91.0,125.0,108.0,140.0,113.0,62.0,75.0,54.0,59.0
E01004192,Sutton ,1086,136.0,221.0,162.0,162.0,117.0,85.0,68.0,58.0,77.0
E01004193,Sutton ,1230,144.0,270.0,192.0,174.0,119.0,103.0,94.0,61.0,73.0
E01004194,Sutton ,755,81.0,119.0,110.0,119.0,88.0,81.0,61.0,40.0,56.0
E01004195,Sutton ,854,98.0,167.0,119.0,110.0,95.0,81.0,61.0,52.0,71.0
E01004196,Sutton ,735,91.0,145.0,100.0,114.0,90.0,64.0,52.0,35.0,44.0
E01004197,Tower Hamlets ,1196,114.0,312.0,250.0,96.0,65.0,90.0,113.0,45.0,111.0
E01004198,Tower Hamlets ,641,53.0,125.0,128.0,66.0,39.0,41.0,68.0,40.0,81.0
E01004199,Tower Hamlets ,553,30.0,91.0,108.0,68.0,41.0,42.0,55.0,32.0,86.0
E01004200,Tower Hamlets ,925,79.0,268.0,247.0,74.0,49.0,47.0,78.0,17.0,66.0
E01004201,Tower Hamlets ,743,69.0,206.0,153.0,83.0,40.0,50.0,50.0,33.0,59.0
E01004202,Tower Hamlets ,1004,78.0,312.0,278.0,79.0,71.0,42.0,54.0,20.0,70.0
E01004203,Tower Hamlets ,973,71.0,264.0,236.0,92.0,77.0,46.0,71.0,25.0,91.0
E01004204,Tower Hamlets ,594,40.0,118.0,120.0,56.0,47.0,56.0,42.0,40.0,75.0
E01004205,Tower Hamlets ,741,54.0,114.0,101.0,76.0,57.0,62.0,110.0,48.0,119.0
E01004206,Tower Hamlets ,533,26.0,84.0,73.0,59.0,45.0,42.0,69.0,34.0,101.0
E01004207,Tower Hamlets ,562,45.0,94.0,101.0,58.0,41.0,55.0,71.0,29.0,68.0
E01004208,Tower Hamlets ,1085,123.0,319.0,261.0,118.0,55.0,32.0,80.0,13.0,84.0
E01004209,Tower Hamlets ,478,23.0,64.0,79.0,53.0,40.0,41.0,64.0,31.0,83.0
E01004211,Tower Hamlets ,903,102.0,275.0,236.0,75.0,29.0,43.0,69.0,21.0,53.0
E01004212,Tower Hamlets ,717,58.0,178.0,150.0,54.0,44.0,40.0,78.0,37.0,78.0
E01004214,Tower Hamlets ,582,34.0,90.0,70.0,65.0,64.0,65.0,46.0,43.0,105.0
E01004215,Tower Hamlets ,1371,179.0,389.0,287.0,157.0,67.0,78.0,85.0,38.0,91.0
E01004216,Tower Hamlets ,952,134.0,292.0,185.0,92.0,52.0,45.0,48.0,27.0,77.0
E01004217,Tower Hamlets ,893,96.0,213.0,145.0,121.0,85.0,60.0,58.0,44.0,71.0
E01004218,Tower Hamlets ,989,122.0,304.0,183.0,122.0,57.0,57.0,41.0,26.0,77.0
E01004219,Tower Hamlets ,1009,97.0,291.0,171.0,105.0,62.0,57.0,88.0,39.0,99.0
E01004221,Tower Hamlets ,1108,146.0,335.0,253.0,104.0,45.0,55.0,54.0,38.0,78.0
E01004222,Tower Hamlets ,931,64.0,188.0,169.0,92.0,84.0,88.0,81.0,48.0,117.0
E01004223,Tower Hamlets ,936,83.0,198.0,164.0,98.0,62.0,90.0,85.0,48.0,108.0
E01004224,Tower Hamlets ,950,79.0,214.0,202.0,103.0,64.0,63.0,73.0,43.0,109.0
E01004225,Tower Hamlets ,1622,182.0,569.0,440.0,155.0,55.0,67.0,66.0,22.0,66.0
E01004226,Tower Hamlets ,775,62.0,143.0,118.0,87.0,75.0,70.0,82.0,33.0,105.0
E01004228,Tower Hamlets ,1024,108.0,310.0,235.0,99.0,58.0,50.0,47.0,29.0,88.0
E01004229,Tower Hamlets ,697,76.0,158.0,94.0,85.0,36.0,52.0,76.0,32.0,88.0
E01004230,Tower Hamlets ,979,82.0,220.0,200.0,120.0,57.0,67.0,94.0,48.0,91.0
E01004231,Tower Hamlets ,685,42.0,119.0,85.0,73.0,67.0,60.0,87.0,39.0,113.0
E01004232,Tower Hamlets ,979,120.0,316.0,212.0,87.0,38.0,42.0,71.0,20.0,73.0
E01004233,Tower Hamlets ,719,57.0,137.0,140.0,61.0,60.0,59.0,56.0,49.0,100.0
E01004234,Tower Hamlets ,1281,159.0,412.0,280.0,118.0,52.0,67.0,70.0,37.0,86.0
E01004235,Tower Hamlets ,501,25.0,65.0,67.0,54.0,55.0,43.0,74.0,25.0,93.0
E01004236,Tower Hamlets ,528,30.0,64.0,67.0,70.0,45.0,51.0,81.0,33.0,87.0
E01004237,Tower Hamlets ,521,30.0,116.0,89.0,57.0,43.0,32.0,54.0,30.0,70.0
E01004238,Tower Hamlets ,1183,98.0,224.0,207.0,147.0,87.0,93.0,118.0,49.0,160.0
E01004239,Tower Hamlets ,595,43.0,74.0,65.0,80.0,70.0,63.0,74.0,37.0,89.0
E01004240,Tower Hamlets ,630,45.0,96.0,80.0,75.0,60.0,53.0,74.0,48.0,99.0
E01004241,Tower Hamlets ,533,39.0,85.0,47.0,54.0,43.0,47.0,77.0,39.0,102.0
E01004242,Tower Hamlets ,942,60.0,200.0,171.0,98.0,91.0,67.0,75.0,54.0,126.0
E01004243,Tower Hamlets ,607,43.0,85.0,88.0,63.0,65.0,58.0,68.0,44.0,93.0
E01004244,Tower Hamlets ,593,50.0,99.0,74.0,71.0,57.0,55.0,61.0,30.0,96.0
E01004245,Tower Hamlets ,417,18.0,40.0,46.0,52.0,43.0,53.0,45.0,45.0,75.0
E01004246,Tower Hamlets ,928,96.0,188.0,184.0,97.0,73.0,59.0,71.0,39.0,121.0
E01004247,Tower Hamlets ,700,55.0,101.0,83.0,74.0,63.0,62.0,80.0,46.0,136.0
E01004248,Tower Hamlets ,386,19.0,43.0,43.0,49.0,32.0,35.0,61.0,37.0,67.0
E01004249,Tower Hamlets ,727,51.0,91.0,92.0,76.0,78.0,82.0,70.0,63.0,124.0
E01004250,Tower Hamlets ,824,41.0,126.0,107.0,116.0,80.0,77.0,101.0,64.0,112.0
E01004251,Tower Hamlets ,808,73.0,124.0,108.0,82.0,81.0,67.0,119.0,58.0,96.0
E01004252,Tower Hamlets ,1256,102.0,307.0,234.0,124.0,87.0,85.0,93.0,74.0,150.0
E01004253,Tower Hamlets ,856,59.0,132.0,97.0,102.0,111.0,79.0,79.0,59.0,138.0
E01004254,Tower Hamlets ,1554,271.0,602.0,377.0,123.0,41.0,34.0,47.0,11.0,48.0
E01004255,Tower Hamlets ,692,60.0,134.0,116.0,71.0,53.0,68.0,68.0,37.0,85.0
