LSOA11CD,Borough,All categories: Occupation,"1. Managers, directors and senior officials",2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,"6. Caring, leisure and other service occupations",7. Sales and customer service occupations,8. Process plant and machine operatives,9. Elementary occupations
E01000276,Barnet ,713,138.0,238.0,123.0,79.0,31.0,44.0,28.0,16.0,16.0
E01000277,Barnet ,700,69.0,192.0,132.0,87.0,52.0,50.0,40.0,28.0,50.0
E01000278,Barnet ,682,126.0,248.0,102.0,88.0,24.0,28.0,33.0,14.0,19.0
E01000279,Barnet ,663,185.0,190.0,107.0,71.0,23.0,35.0,15.0,11.0,26.0
E01000280,Barnet ,689,161.0,211.0,122.0,74.0,24.0,33.0,24.0,15.0,25.0
E01000281,Barnet ,584,69.0,107.0,110.0,63.0,67.0,62.0,42.0,18.0,46.0
E01000282,Barnet ,818,102.0,253.0,140.0,129.0,42.0,55.0,32.0,29.0,36.0
E01000283,Barnet ,690,157.0,231.0,101.0,79.0,32.0,37.0,32.0,14.0,7.0
E01000284,Barnet ,863,94.0,252.0,141.0,83.0,63.0,69.0,77.0,27.0,57.0
E01000285,Barnet ,703,72.0,145.0,102.0,87.0,73.0,73.0,59.0,31.0,61.0
E01000286,Barnet ,697,73.0,139.0,73.0,89.0,90.0,79.0,56.0,36.0,62.0
E01000287,Barnet ,682,74.0,122.0,88.0,86.0,71.0,68.0,69.0,46.0,58.0
E01000288,Barnet ,767,82.0,168.0,96.0,112.0,78.0,73.0,68.0,36.0,54.0
E01000289,Barnet ,680,43.0,94.0,60.0,79.0,84.0,94.0,75.0,56.0,95.0
E01000290,Barnet ,682,118.0,124.0,86.0,95.0,71.0,71.0,38.0,42.0,37.0
E01000291,Barnet ,614,44.0,87.0,74.0,79.0,84.0,77.0,63.0,39.0,67.0
E01000292,Barnet ,699,99.0,194.0,108.0,85.0,58.0,58.0,36.0,25.0,36.0
E01000293,Barnet ,906,121.0,293.0,145.0,92.0,59.0,61.0,59.0,25.0,51.0
E01000294,Barnet ,722,89.0,215.0,121.0,85.0,54.0,60.0,40.0,25.0,33.0
E01000295,Barnet ,912,129.0,303.0,149.0,118.0,58.0,46.0,42.0,24.0,43.0
E01000296,Barnet ,974,121.0,296.0,184.0,96.0,65.0,67.0,46.0,24.0,75.0
E01000297,Barnet ,805,92.0,198.0,118.0,90.0,88.0,53.0,59.0,34.0,73.0
E01000298,Barnet ,1022,139.0,281.0,195.0,112.0,88.0,53.0,59.0,21.0,74.0
E01000299,Barnet ,943,111.0,254.0,144.0,112.0,75.0,76.0,55.0,35.0,81.0
E01000300,Barnet ,893,113.0,256.0,171.0,114.0,52.0,60.0,51.0,27.0,49.0
E01000301,Barnet ,725,113.0,239.0,110.0,86.0,45.0,44.0,33.0,12.0,43.0
E01000302,Barnet ,908,96.0,274.0,149.0,96.0,82.0,66.0,63.0,31.0,51.0
E01000303,Barnet ,745,123.0,245.0,131.0,87.0,38.0,52.0,33.0,16.0,20.0
E01000304,Barnet ,882,112.0,264.0,175.0,88.0,57.0,56.0,50.0,25.0,55.0
E01000305,Barnet ,779,64.0,122.0,68.0,77.0,110.0,58.0,111.0,52.0,117.0
E01000306,Barnet ,859,82.0,154.0,105.0,92.0,128.0,66.0,89.0,56.0,87.0
E01000307,Barnet ,761,76.0,98.0,78.0,75.0,102.0,79.0,95.0,54.0,104.0
E01000308,Barnet ,575,50.0,57.0,42.0,72.0,70.0,82.0,82.0,42.0,78.0
E01000309,Barnet ,889,115.0,221.0,110.0,117.0,62.0,78.0,67.0,32.0,87.0
E01000310,Barnet ,1065,116.0,203.0,117.0,109.0,131.0,115.0,100.0,40.0,134.0
E01000311,Barnet ,648,127.0,214.0,70.0,82.0,38.0,51.0,21.0,13.0,32.0
E01000312,Barnet ,809,71.0,129.0,53.0,84.0,104.0,96.0,94.0,69.0,109.0
E01000313,Barnet ,919,90.0,154.0,71.0,92.0,103.0,91.0,106.0,63.0,149.0
E01000314,Barnet ,955,169.0,223.0,126.0,104.0,89.0,76.0,59.0,16.0,93.0
E01000315,Barnet ,711,74.0,100.0,75.0,83.0,91.0,90.0,68.0,52.0,78.0
E01000316,Barnet ,1169,135.0,291.0,180.0,123.0,86.0,90.0,111.0,48.0,105.0
E01000317,Barnet ,817,96.0,260.0,116.0,87.0,59.0,56.0,58.0,25.0,60.0
E01000318,Barnet ,905,91.0,225.0,128.0,116.0,82.0,62.0,86.0,40.0,75.0
E01000319,Barnet ,799,121.0,216.0,126.0,88.0,69.0,50.0,41.0,28.0,60.0
E01000320,Barnet ,703,98.0,202.0,108.0,86.0,49.0,64.0,38.0,22.0,36.0
E01000321,Barnet ,933,118.0,220.0,164.0,108.0,95.0,72.0,49.0,27.0,80.0
E01000322,Barnet ,900,126.0,212.0,142.0,124.0,81.0,77.0,53.0,34.0,51.0
E01000323,Barnet ,1060,131.0,266.0,156.0,108.0,95.0,79.0,79.0,51.0,95.0
E01000324,Barnet ,857,107.0,180.0,143.0,116.0,85.0,71.0,53.0,45.0,57.0
E01000325,Bexley ,839,66.0,123.0,131.0,173.0,104.0,64.0,70.0,48.0,60.0
E01000326,Bexley ,735,66.0,100.0,114.0,156.0,110.0,45.0,46.0,44.0,54.0
E01000327,Bexley ,751,78.0,115.0,97.0,177.0,97.0,55.0,40.0,39.0,53.0
E01000328,Bexley ,733,87.0,101.0,94.0,134.0,102.0,64.0,52.0,42.0,57.0
E01000329,Bexley ,624,51.0,107.0,77.0,98.0,63.0,57.0,65.0,47.0,59.0
E01000330,Bexley ,715,68.0,104.0,99.0,143.0,90.0,48.0,58.0,45.0,60.0
E01000331,Bexley ,694,58.0,69.0,80.0,109.0,83.0,83.0,57.0,53.0,102.0
E01000332,Bexley ,706,77.0,109.0,66.0,119.0,84.0,56.0,65.0,53.0,77.0
E01000333,Bexley ,738,67.0,85.0,116.0,129.0,90.0,68.0,55.0,54.0,74.0
E01000334,Bexley ,798,63.0,109.0,109.0,128.0,88.0,71.0,76.0,64.0,90.0
E01000335,Bexley ,745,46.0,96.0,84.0,95.0,91.0,85.0,72.0,85.0,91.0
E01000336,Bexley ,813,74.0,121.0,78.0,121.0,87.0,63.0,89.0,70.0,110.0
E01000337,Bexley ,841,69.0,102.0,109.0,122.0,113.0,100.0,60.0,69.0,97.0
E01000338,Bexley ,922,89.0,112.0,118.0,150.0,96.0,80.0,76.0,98.0,103.0
E01000339,Bexley ,724,59.0,115.0,88.0,133.0,99.0,68.0,62.0,48.0,52.0
E01000340,Bexley ,744,77.0,87.0,88.0,143.0,107.0,61.0,53.0,64.0,64.0
E01000341,Bexley ,721,78.0,78.0,103.0,141.0,101.0,58.0,68.0,45.0,49.0
E01000342,Bexley ,871,76.0,113.0,123.0,168.0,120.0,63.0,80.0,51.0,77.0
E01000343,Bexley ,752,68.0,102.0,98.0,133.0,91.0,62.0,67.0,64.0,67.0
E01000344,Bexley ,798,63.0,143.0,124.0,155.0,94.0,66.0,54.0,44.0,55.0
E01000345,Bexley ,714,83.0,102.0,100.0,154.0,87.0,60.0,48.0,41.0,39.0
E01000346,Bexley ,840,75.0,111.0,114.0,194.0,127.0,64.0,53.0,48.0,54.0
E01000347,Bexley ,741,69.0,80.0,84.0,144.0,112.0,55.0,81.0,56.0,60.0
E01000348,Bexley ,753,98.0,118.0,104.0,136.0,115.0,55.0,56.0,40.0,31.0
E01000349,Bexley ,782,102.0,144.0,123.0,140.0,96.0,46.0,42.0,50.0,39.0
E01000350,Bexley ,774,72.0,106.0,102.0,153.0,107.0,62.0,62.0,60.0,50.0
E01000351,Bexley ,824,70.0,97.0,124.0,164.0,103.0,64.0,54.0,69.0,79.0
E01000352,Bexley ,777,75.0,86.0,103.0,164.0,118.0,66.0,54.0,50.0,61.0
E01000353,Bexley ,822,94.0,125.0,121.0,154.0,98.0,66.0,66.0,51.0,47.0
E01000354,Bexley ,739,54.0,109.0,79.0,153.0,89.0,79.0,72.0,37.0,67.0
E01000355,Bexley ,701,62.0,100.0,89.0,136.0,106.0,53.0,58.0,54.0,43.0
E01000356,Bexley ,693,64.0,97.0,100.0,161.0,69.0,53.0,60.0,46.0,43.0
E01000357,Bexley ,731,65.0,127.0,104.0,144.0,91.0,58.0,65.0,38.0,39.0
E01000358,Bexley ,818,67.0,128.0,119.0,163.0,105.0,74.0,53.0,55.0,54.0
E01000359,Bexley ,636,77.0,100.0,87.0,131.0,65.0,65.0,33.0,31.0,47.0
E01000360,Bexley ,852,70.0,165.0,133.0,146.0,114.0,65.0,60.0,44.0,55.0
E01000361,Bexley ,817,98.0,132.0,129.0,128.0,111.0,59.0,52.0,41.0,67.0
E01000362,Bexley ,702,70.0,116.0,98.0,118.0,74.0,57.0,72.0,53.0,44.0
E01000363,Bexley ,757,86.0,117.0,130.0,143.0,94.0,57.0,42.0,43.0,45.0
E01000364,Bexley ,776,82.0,126.0,102.0,144.0,102.0,59.0,57.0,49.0,55.0
E01000365,Bexley ,757,70.0,138.0,102.0,130.0,95.0,69.0,59.0,40.0,54.0
E01000366,Bexley ,876,98.0,160.0,144.0,169.0,92.0,68.0,58.0,39.0,48.0
E01000367,Bexley ,694,44.0,71.0,63.0,100.0,91.0,72.0,76.0,69.0,108.0
E01000368,Bexley ,664,53.0,65.0,75.0,90.0,84.0,66.0,74.0,63.0,94.0
E01000369,Bexley ,835,65.0,125.0,93.0,160.0,103.0,64.0,77.0,59.0,89.0
E01000370,Bexley ,763,83.0,109.0,98.0,150.0,109.0,49.0,59.0,45.0,61.0
E01000371,Bexley ,832,82.0,127.0,105.0,152.0,127.0,66.0,59.0,53.0,61.0
E01000372,Bexley ,682,44.0,81.0,65.0,91.0,87.0,88.0,66.0,72.0,88.0
E01000373,Bexley ,585,28.0,63.0,44.0,62.0,52.0,87.0,67.0,67.0,115.0
E01000374,Bexley ,568,39.0,65.0,44.0,56.0,89.0,61.0,51.0,69.0,94.0
E01000375,Bexley ,672,58.0,88.0,82.0,90.0,89.0,50.0,76.0,49.0,90.0
E01000376,Bexley ,753,80.0,86.0,93.0,135.0,94.0,70.0,59.0,68.0,68.0
E01000377,Bexley ,729,70.0,117.0,104.0,131.0,93.0,55.0,59.0,51.0,49.0
E01000378,Bexley ,1095,117.0,151.0,173.0,203.0,124.0,74.0,91.0,73.0,89.0
E01000379,Bexley ,797,71.0,117.0,111.0,137.0,105.0,72.0,60.0,51.0,73.0
E01000380,Bexley ,737,56.0,85.0,75.0,127.0,81.0,76.0,70.0,69.0,98.0
E01000381,Bexley ,739,51.0,117.0,88.0,124.0,87.0,72.0,64.0,63.0,73.0
E01000382,Bexley ,725,88.0,142.0,112.0,132.0,72.0,61.0,48.0,29.0,41.0
E01000383,Bexley ,703,74.0,104.0,91.0,109.0,102.0,60.0,48.0,61.0,54.0
E01000384,Bexley ,837,84.0,143.0,143.0,149.0,103.0,51.0,60.0,50.0,54.0
E01000385,Bexley ,793,61.0,109.0,91.0,123.0,97.0,83.0,76.0,64.0,89.0
E01000386,Bexley ,559,38.0,72.0,58.0,84.0,73.0,55.0,64.0,44.0,71.0
E01000387,Bexley ,724,78.0,122.0,96.0,146.0,85.0,44.0,57.0,44.0,52.0
E01000388,Bexley ,682,75.0,109.0,69.0,149.0,98.0,62.0,54.0,30.0,36.0
E01000389,Bexley ,837,113.0,142.0,125.0,149.0,96.0,58.0,61.0,45.0,48.0
E01000390,Bexley ,633,56.0,88.0,87.0,142.0,82.0,49.0,45.0,38.0,46.0
E01000391,Bexley ,877,70.0,94.0,99.0,140.0,155.0,99.0,85.0,62.0,73.0
E01000392,Bexley ,779,67.0,102.0,75.0,143.0,103.0,83.0,67.0,43.0,96.0
E01000393,Bexley ,856,93.0,113.0,112.0,161.0,115.0,73.0,82.0,44.0,63.0
E01000394,Bexley ,711,92.0,107.0,100.0,141.0,79.0,52.0,48.0,45.0,47.0
E01000395,Bexley ,734,74.0,114.0,101.0,140.0,107.0,54.0,51.0,48.0,45.0
E01000396,Bexley ,738,72.0,103.0,99.0,148.0,89.0,66.0,56.0,52.0,53.0
E01000398,Bexley ,714,52.0,78.0,80.0,142.0,97.0,68.0,68.0,63.0,66.0
E01000399,Bexley ,739,67.0,92.0,104.0,130.0,100.0,68.0,63.0,49.0,66.0
E01000400,Bexley ,755,67.0,96.0,84.0,148.0,107.0,67.0,73.0,51.0,62.0
E01000401,Bexley ,743,61.0,88.0,58.0,131.0,114.0,79.0,65.0,51.0,96.0
E01000402,Bexley ,699,64.0,100.0,84.0,126.0,80.0,68.0,48.0,60.0,69.0
E01000403,Bexley ,866,90.0,121.0,74.0,154.0,97.0,87.0,78.0,68.0,97.0
E01000404,Bexley ,996,86.0,152.0,123.0,137.0,96.0,100.0,108.0,82.0,112.0
E01000405,Bexley ,655,57.0,92.0,81.0,84.0,53.0,70.0,60.0,54.0,104.0
E01000406,Bexley ,751,63.0,114.0,64.0,91.0,93.0,76.0,77.0,81.0,92.0
E01000407,Bexley ,639,69.0,106.0,72.0,102.0,70.0,66.0,45.0,45.0,64.0
E01000408,Bexley ,751,58.0,91.0,83.0,121.0,85.0,73.0,75.0,62.0,103.0
E01000409,Bexley ,859,72.0,115.0,90.0,184.0,121.0,74.0,66.0,68.0,69.0
E01000410,Bexley ,819,59.0,125.0,94.0,160.0,110.0,77.0,64.0,59.0,71.0
E01000411,Bexley ,704,69.0,70.0,84.0,157.0,105.0,64.0,63.0,57.0,35.0
E01000412,Bexley ,878,90.0,122.0,106.0,181.0,118.0,59.0,70.0,65.0,67.0
E01000413,Bexley ,694,56.0,79.0,58.0,144.0,108.0,58.0,64.0,62.0,65.0
E01000414,Bexley ,792,85.0,95.0,102.0,134.0,112.0,70.0,61.0,51.0,82.0
E01000415,Bexley ,758,78.0,104.0,101.0,135.0,119.0,61.0,61.0,41.0,58.0
E01000416,Bexley ,668,50.0,84.0,58.0,87.0,84.0,77.0,65.0,55.0,108.0
E01000417,Bexley ,802,70.0,138.0,91.0,139.0,104.0,76.0,56.0,61.0,67.0
E01000418,Bexley ,922,57.0,129.0,109.0,139.0,128.0,96.0,90.0,63.0,111.0
E01000419,Bexley ,678,59.0,92.0,79.0,114.0,99.0,70.0,58.0,45.0,62.0
E01000420,Bexley ,773,78.0,108.0,102.0,123.0,100.0,77.0,67.0,60.0,58.0
E01000421,Bexley ,661,65.0,96.0,90.0,126.0,69.0,56.0,67.0,50.0,42.0
E01000422,Bexley ,644,34.0,80.0,66.0,66.0,43.0,100.0,75.0,46.0,134.0
E01000423,Bexley ,817,75.0,150.0,142.0,151.0,83.0,70.0,50.0,46.0,50.0
E01000424,Bexley ,881,122.0,196.0,158.0,170.0,75.0,43.0,49.0,23.0,45.0
E01000425,Bexley ,822,77.0,144.0,141.0,153.0,99.0,61.0,52.0,40.0,55.0
E01000426,Bexley ,895,103.0,174.0,139.0,153.0,91.0,68.0,67.0,34.0,66.0
E01000427,Bexley ,871,90.0,164.0,125.0,143.0,97.0,84.0,57.0,50.0,61.0
E01000428,Bexley ,773,75.0,171.0,119.0,116.0,66.0,77.0,63.0,35.0,51.0
E01000429,Bexley ,692,33.0,85.0,62.0,101.0,80.0,70.0,83.0,61.0,117.0
E01000430,Bexley ,828,58.0,148.0,115.0,135.0,78.0,60.0,67.0,68.0,99.0
E01000431,Bexley ,650,41.0,74.0,46.0,77.0,54.0,91.0,74.0,56.0,137.0
E01000432,Bexley ,650,40.0,80.0,58.0,99.0,77.0,66.0,76.0,71.0,83.0
E01000433,Bexley ,689,53.0,86.0,63.0,94.0,88.0,67.0,68.0,72.0,98.0
E01000434,Bexley ,580,37.0,45.0,44.0,73.0,73.0,79.0,52.0,69.0,108.0
E01000435,Bexley ,592,44.0,71.0,57.0,102.0,87.0,58.0,59.0,55.0,59.0
E01000436,Bexley ,851,81.0,144.0,122.0,153.0,111.0,65.0,69.0,53.0,53.0
E01000437,Bexley ,630,61.0,69.0,66.0,114.0,94.0,66.0,70.0,50.0,40.0
E01000438,Bexley ,800,64.0,93.0,76.0,122.0,139.0,78.0,82.0,71.0,75.0
E01000439,Bexley ,674,62.0,60.0,67.0,117.0,86.0,69.0,70.0,69.0,74.0
E01000440,Bexley ,704,58.0,94.0,84.0,134.0,101.0,61.0,58.0,54.0,60.0
E01000441,Bexley ,729,71.0,80.0,88.0,122.0,83.0,71.0,80.0,58.0,76.0
E01000442,Bexley ,753,77.0,81.0,84.0,136.0,90.0,73.0,65.0,73.0,74.0
E01000443,Bexley ,596,57.0,91.0,84.0,112.0,75.0,44.0,48.0,34.0,51.0
E01000444,Bexley ,779,114.0,160.0,124.0,153.0,74.0,43.0,45.0,26.0,40.0
E01000445,Bexley ,756,76.0,139.0,109.0,149.0,93.0,51.0,44.0,46.0,49.0
E01000446,Bexley ,886,85.0,124.0,111.0,190.0,112.0,82.0,67.0,51.0,64.0
E01000447,Bexley ,817,108.0,169.0,133.0,140.0,84.0,50.0,43.0,47.0,43.0
E01000448,Bexley ,634,111.0,128.0,108.0,105.0,43.0,39.0,36.0,29.0,35.0
E01000449,Bexley ,659,99.0,173.0,103.0,120.0,44.0,26.0,49.0,24.0,21.0
E01000450,Bexley ,788,66.0,92.0,91.0,133.0,111.0,77.0,67.0,68.0,83.0
E01000451,Bexley ,869,78.0,130.0,112.0,160.0,119.0,65.0,71.0,74.0,60.0
E01000452,Bexley ,756,77.0,95.0,66.0,166.0,117.0,68.0,68.0,49.0,50.0
E01000453,Bexley ,769,78.0,98.0,94.0,126.0,108.0,78.0,60.0,65.0,62.0
E01000454,Bexley ,764,70.0,81.0,85.0,144.0,96.0,89.0,68.0,66.0,65.0
E01000455,Bexley ,853,98.0,127.0,97.0,152.0,115.0,75.0,74.0,51.0,64.0
E01000456,Bexley ,749,64.0,99.0,99.0,148.0,92.0,67.0,74.0,48.0,58.0
E01000457,Bexley ,874,83.0,154.0,161.0,160.0,74.0,57.0,74.0,33.0,78.0
E01000458,Bexley ,704,69.0,184.0,119.0,127.0,77.0,42.0,45.0,16.0,25.0
E01000459,Bexley ,717,87.0,136.0,104.0,124.0,74.0,68.0,45.0,23.0,56.0
E01000460,Bexley ,757,115.0,149.0,126.0,136.0,69.0,56.0,51.0,25.0,30.0
E01000461,Bexley ,896,104.0,124.0,128.0,168.0,101.0,82.0,72.0,43.0,74.0
E01000462,Bexley ,738,81.0,123.0,117.0,152.0,74.0,45.0,59.0,28.0,59.0
E01000463,Bexley ,653,57.0,121.0,79.0,129.0,81.0,58.0,44.0,38.0,46.0
E01000464,Bexley ,614,29.0,87.0,61.0,67.0,44.0,95.0,54.0,53.0,124.0
E01000465,Bexley ,649,38.0,75.0,46.0,88.0,70.0,81.0,68.0,70.0,113.0
E01000466,Bexley ,630,36.0,112.0,47.0,77.0,50.0,76.0,63.0,54.0,115.0
E01000467,Bexley ,714,49.0,135.0,77.0,102.0,62.0,72.0,68.0,54.0,95.0
E01000468,Bexley ,1173,76.0,252.0,117.0,131.0,102.0,154.0,109.0,93.0,139.0
E01000469,Bexley ,757,53.0,133.0,80.0,104.0,62.0,82.0,59.0,65.0,119.0
E01000470,Bexley ,538,17.0,51.0,51.0,71.0,35.0,93.0,68.0,48.0,104.0
E01000471,Brent ,813,57.0,69.0,57.0,85.0,101.0,61.0,81.0,127.0,175.0
E01000472,Brent ,764,60.0,123.0,84.0,86.0,96.0,45.0,80.0,81.0,109.0
E01000473,Brent ,906,73.0,73.0,72.0,78.0,105.0,57.0,122.0,116.0,210.0
E01000474,Brent ,909,49.0,69.0,58.0,101.0,113.0,48.0,131.0,158.0,182.0
E01000475,Brent ,971,66.0,111.0,90.0,102.0,115.0,77.0,124.0,117.0,169.0
E01000476,Brent ,773,57.0,90.0,59.0,69.0,107.0,54.0,75.0,112.0,150.0
E01000477,Brent ,921,59.0,95.0,61.0,67.0,131.0,78.0,86.0,166.0,178.0
E01000478,Brent ,815,53.0,75.0,54.0,66.0,96.0,46.0,115.0,117.0,193.0
E01000479,Brent ,739,129.0,157.0,72.0,122.0,80.0,38.0,51.0,41.0,49.0
E01000480,Brent ,864,141.0,210.0,97.0,111.0,81.0,55.0,60.0,36.0,73.0
E01000481,Brent ,701,73.0,150.0,83.0,66.0,67.0,52.0,87.0,49.0,74.0
E01000482,Brent ,1147,88.0,226.0,107.0,140.0,101.0,102.0,138.0,76.0,169.0
E01000483,Brent ,693,39.0,100.0,63.0,84.0,84.0,74.0,67.0,55.0,127.0
E01000484,Brent ,497,48.0,75.0,53.0,86.0,50.0,42.0,40.0,32.0,71.0
E01000485,Brent ,636,66.0,124.0,51.0,76.0,88.0,41.0,74.0,32.0,84.0
E01000486,Brent ,805,86.0,180.0,101.0,102.0,102.0,50.0,69.0,44.0,71.0
E01000487,Brent ,887,109.0,217.0,109.0,89.0,82.0,58.0,70.0,62.0,91.0
E01000488,Brent ,763,104.0,146.0,126.0,70.0,71.0,57.0,49.0,53.0,87.0
E01000489,Brent ,792,97.0,216.0,144.0,84.0,49.0,59.0,57.0,23.0,63.0
E01000490,Brent ,1043,104.0,334.0,257.0,102.0,61.0,52.0,60.0,19.0,54.0
E01000491,Brent ,968,164.0,261.0,192.0,72.0,62.0,84.0,36.0,30.0,67.0
E01000492,Brent ,686,100.0,171.0,134.0,63.0,51.0,58.0,36.0,21.0,52.0
E01000493,Brent ,831,111.0,196.0,182.0,82.0,73.0,52.0,62.0,24.0,49.0
E01000494,Brent ,884,110.0,266.0,166.0,95.0,56.0,58.0,45.0,35.0,53.0
E01000495,Brent ,853,95.0,224.0,181.0,74.0,69.0,57.0,59.0,33.0,61.0
E01000497,Brent ,771,74.0,105.0,71.0,89.0,103.0,68.0,84.0,61.0,116.0
E01000498,Brent ,638,45.0,79.0,50.0,74.0,85.0,58.0,79.0,67.0,101.0
E01000499,Brent ,659,61.0,101.0,54.0,73.0,78.0,58.0,72.0,64.0,98.0
E01000501,Brent ,717,47.0,100.0,79.0,101.0,78.0,80.0,85.0,58.0,89.0
E01000502,Brent ,575,76.0,90.0,60.0,58.0,92.0,50.0,48.0,27.0,74.0
E01000503,Brent ,899,86.0,161.0,83.0,93.0,110.0,70.0,87.0,70.0,139.0
E01000504,Brent ,960,109.0,237.0,175.0,100.0,90.0,64.0,50.0,40.0,95.0
E01000505,Brent ,761,80.0,138.0,113.0,81.0,69.0,78.0,66.0,41.0,95.0
E01000506,Brent ,778,54.0,98.0,78.0,86.0,119.0,79.0,73.0,54.0,137.0
E01000507,Brent ,796,80.0,176.0,99.0,96.0,96.0,55.0,70.0,42.0,82.0
E01000508,Brent ,744,39.0,83.0,54.0,88.0,101.0,83.0,79.0,73.0,144.0
E01000509,Brent ,630,49.0,84.0,47.0,46.0,115.0,54.0,69.0,62.0,104.0
E01000510,Brent ,747,70.0,105.0,50.0,68.0,138.0,58.0,71.0,58.0,129.0
E01000511,Brent ,705,66.0,105.0,67.0,73.0,107.0,62.0,58.0,55.0,112.0
E01000512,Brent ,979,103.0,229.0,163.0,100.0,84.0,61.0,65.0,43.0,131.0
E01000513,Brent ,785,95.0,118.0,80.0,82.0,108.0,58.0,98.0,53.0,93.0
E01000514,Brent ,790,77.0,138.0,78.0,91.0,128.0,60.0,71.0,59.0,88.0
E01000515,Brent ,754,73.0,96.0,62.0,101.0,97.0,69.0,87.0,58.0,111.0
E01000516,Brent ,844,76.0,114.0,59.0,107.0,143.0,69.0,90.0,68.0,118.0
E01000517,Brent ,775,83.0,157.0,86.0,100.0,99.0,46.0,86.0,42.0,76.0
E01000518,Brent ,721,57.0,123.0,72.0,99.0,95.0,54.0,68.0,67.0,86.0
E01000519,Brent ,829,86.0,116.0,60.0,110.0,94.0,70.0,104.0,60.0,129.0
E01000520,Brent ,707,58.0,143.0,59.0,79.0,95.0,57.0,73.0,46.0,97.0
E01000521,Brent ,830,80.0,91.0,66.0,79.0,86.0,87.0,67.0,78.0,196.0
E01000522,Brent ,763,55.0,85.0,82.0,94.0,90.0,69.0,68.0,73.0,147.0
E01000523,Brent ,1158,58.0,159.0,115.0,99.0,144.0,139.0,104.0,97.0,243.0
E01000524,Brent ,1043,69.0,116.0,127.0,77.0,120.0,126.0,103.0,82.0,223.0
E01000525,Brent ,849,55.0,97.0,87.0,88.0,104.0,101.0,72.0,67.0,178.0
E01000526,Brent ,815,44.0,71.0,68.0,96.0,79.0,110.0,111.0,77.0,159.0
E01000527,Brent ,858,51.0,113.0,65.0,95.0,129.0,76.0,72.0,75.0,182.0
E01000528,Brent ,551,39.0,59.0,52.0,63.0,53.0,70.0,79.0,51.0,85.0
E01000530,Brent ,1036,124.0,231.0,212.0,113.0,79.0,87.0,74.0,46.0,70.0
E01000531,Brent ,1095,96.0,232.0,213.0,84.0,113.0,94.0,70.0,43.0,150.0
E01000532,Brent ,931,110.0,231.0,193.0,75.0,99.0,72.0,50.0,33.0,68.0
E01000533,Brent ,1038,89.0,134.0,117.0,87.0,111.0,94.0,95.0,90.0,221.0
E01000534,Brent ,873,84.0,167.0,176.0,98.0,86.0,83.0,52.0,38.0,89.0
E01000535,Brent ,1119,109.0,181.0,203.0,130.0,94.0,113.0,105.0,49.0,135.0
E01000536,Brent ,786,118.0,226.0,103.0,116.0,51.0,30.0,72.0,22.0,48.0
E01000538,Brent ,774,133.0,235.0,92.0,108.0,67.0,52.0,40.0,15.0,32.0
E01000539,Brent ,762,88.0,211.0,118.0,125.0,57.0,36.0,53.0,26.0,48.0
E01000540,Brent ,740,110.0,245.0,92.0,108.0,44.0,31.0,56.0,23.0,31.0
E01000541,Brent ,724,74.0,170.0,79.0,89.0,84.0,63.0,66.0,34.0,65.0
E01000543,Brent ,764,89.0,157.0,100.0,116.0,79.0,48.0,73.0,32.0,70.0
E01000544,Brent ,792,65.0,131.0,112.0,86.0,52.0,95.0,88.0,67.0,96.0
E01000545,Brent ,1150,115.0,292.0,223.0,104.0,94.0,91.0,80.0,36.0,115.0
E01000546,Brent ,970,108.0,262.0,202.0,90.0,69.0,78.0,51.0,25.0,85.0
E01000547,Brent ,954,98.0,244.0,193.0,94.0,63.0,73.0,53.0,40.0,96.0
E01000548,Brent ,1226,140.0,308.0,243.0,99.0,92.0,106.0,66.0,43.0,129.0
E01000549,Brent ,1196,177.0,347.0,312.0,84.0,63.0,69.0,61.0,27.0,56.0
E01000550,Brent ,942,67.0,219.0,161.0,91.0,67.0,88.0,85.0,58.0,106.0
E01000551,Brent ,817,65.0,112.0,105.0,90.0,68.0,86.0,98.0,64.0,129.0
E01000552,Brent ,649,27.0,64.0,61.0,86.0,56.0,88.0,90.0,71.0,106.0
E01000553,Brent ,1067,94.0,173.0,115.0,98.0,132.0,105.0,81.0,71.0,198.0
E01000554,Brent ,940,79.0,184.0,114.0,87.0,111.0,90.0,77.0,54.0,144.0
E01000555,Brent ,747,103.0,198.0,118.0,79.0,67.0,40.0,47.0,35.0,60.0
E01000556,Brent ,1025,97.0,141.0,136.0,103.0,109.0,96.0,93.0,46.0,204.0
E01000557,Brent ,1058,94.0,234.0,148.0,103.0,102.0,93.0,101.0,43.0,140.0
E01000558,Brent ,849,94.0,250.0,162.0,90.0,55.0,67.0,39.0,27.0,65.0
E01000559,Brent ,835,96.0,209.0,171.0,101.0,58.0,55.0,68.0,15.0,62.0
E01000560,Brent ,947,108.0,310.0,208.0,91.0,52.0,54.0,47.0,14.0,63.0
E01000561,Brent ,993,98.0,264.0,219.0,105.0,61.0,61.0,65.0,40.0,80.0
E01000562,Brent ,778,157.0,206.0,111.0,101.0,34.0,49.0,53.0,20.0,47.0
E01000563,Brent ,718,117.0,190.0,71.0,116.0,55.0,39.0,47.0,41.0,42.0
E01000564,Brent ,756,68.0,122.0,68.0,86.0,112.0,50.0,79.0,61.0,110.0
E01000565,Brent ,658,82.0,164.0,78.0,77.0,36.0,49.0,75.0,30.0,67.0
