LSOA21CD,All categories: Distance travelled to work_weighted,Less than 2km_weighted,2km to less than 5km_weighted,5km to less than 10km_weighted,10km to less than 20km_weighted,20km to less than 30km_weighted,30km to less than 40km_weighted,40km to less than 60km_weighted,60km and over_weighted,Work mainly at or from home_weighted,Other_weighted,Total distance (km)_weighted,Average distance (km)_weighted
E01003936,1000.0,221.0,410.0,111.0,52.0,11.0,9.0,9.0,22.0,87.0,68.0,7488.0,9.0
E01003937,1033.0,195.0,445.0,144.0,42.0,12.0,4.0,10.0,15.0,74.0,92.0,6325.0,7.0
E01003938,952.0,233.0,349.0,141.0,62.0,14.0,6.0,7.0,11.0,57.0,72.0,6431.0,8.0
E01003939,1182.0,355.0,416.0,146.0,46.0,11.0,11.0,9.0,19.0,82.0,87.0,6921.0,7.0
E01003940,656.0,113.0,244.0,106.0,54.0,7.0,5.0,3.0,6.0,32.0,86.0,4364.0,8.0
E01003941,1208.0,225.0,548.0,140.0,62.0,15.0,13.0,8.0,9.0,96.0,92.0,6741.0,7.0
E01003942,656.0,115.0,285.0,80.0,39.0,7.0,2.0,2.0,11.0,53.0,62.0,4669.0,9.0
E01003943,618.0,125.0,205.0,93.0,43.0,6.0,5.0,6.0,12.0,55.0,68.0,5232.0,11.0
E01003945,925.0,38.0,110.0,397.0,161.0,12.0,7.0,6.0,5.0,116.0,73.0,7024.0,10.0
E01003946,808.0,60.0,84.0,291.0,175.0,13.0,5.0,7.0,12.0,108.0,53.0,7697.0,12.0
E01003947,577.0,59.0,71.0,191.0,103.0,13.0,2.0,3.0,6.0,57.0,72.0,4777.0,11.0
E01003948,883.0,58.0,74.0,272.0,286.0,16.0,2.0,6.0,15.0,84.0,70.0,9148.0,13.0
E01003949,1130.0,55.0,118.0,522.0,139.0,12.0,9.0,8.0,17.0,137.0,113.0,10147.0,12.0
E01003950,865.0,76.0,153.0,346.0,87.0,12.0,5.0,7.0,6.0,76.0,97.0,5946.0,9.0
E01003951,697.0,57.0,63.0,309.0,83.0,9.0,5.0,2.0,12.0,112.0,45.0,6047.0,11.0
E01003952,981.0,91.0,96.0,509.0,80.0,7.0,4.0,4.0,4.0,123.0,63.0,6187.0,8.0
E01003953,1333.0,195.0,142.0,618.0,111.0,9.0,14.0,8.0,7.0,118.0,111.0,9376.0,9.0
E01003954,931.0,82.0,98.0,463.0,93.0,10.0,6.0,6.0,13.0,89.0,71.0,7726.0,10.0
E01003955,1074.0,55.0,151.0,561.0,89.0,5.0,1.0,5.0,8.0,99.0,100.0,7649.0,9.0
E01003956,1030.0,55.0,122.0,557.0,70.0,15.0,5.0,11.0,19.0,108.0,68.0,9351.0,11.0
E01003957,990.0,64.0,125.0,489.0,93.0,6.0,2.0,5.0,10.0,97.0,99.0,7333.0,9.0
E01003958,941.0,62.0,135.0,423.0,97.0,12.0,4.0,3.0,11.0,99.0,95.0,7069.0,10.0
E01003960,951.0,155.0,406.0,145.0,68.0,10.0,4.0,5.0,13.0,58.0,87.0,6263.0,8.0
E01003961,840.0,120.0,285.0,154.0,56.0,17.0,8.0,2.0,15.0,68.0,115.0,5652.0,9.0
E01003963,681.0,94.0,246.0,120.0,48.0,8.0,7.0,2.0,7.0,52.0,97.0,3984.0,8.0
E01003966,849.0,124.0,301.0,146.0,67.0,13.0,4.0,9.0,10.0,48.0,127.0,5955.0,9.0
E01003969,1028.0,102.0,400.0,198.0,43.0,16.0,9.0,7.0,4.0,92.0,157.0,5275.0,7.0
E01003971,622.0,109.0,171.0,106.0,54.0,10.0,0.0,7.0,13.0,61.0,91.0,5312.0,11.0
E01003972,824.0,102.0,302.0,193.0,45.0,11.0,5.0,2.0,19.0,37.0,108.0,6106.0,9.0
E01003973,792.0,113.0,309.0,150.0,34.0,7.0,4.0,6.0,10.0,47.0,112.0,4642.0,7.0
E01003975,706.0,140.0,259.0,116.0,46.0,7.0,2.0,7.0,14.0,49.0,66.0,5775.0,10.0
E01003976,1092.0,218.0,459.0,130.0,69.0,18.0,8.0,8.0,15.0,76.0,91.0,7900.0,8.0
E01003977,785.0,145.0,272.0,155.0,40.0,9.0,4.0,4.0,10.0,61.0,85.0,4977.0,8.0
E01003979,944.0,159.0,443.0,121.0,46.0,10.0,3.0,5.0,18.0,70.0,69.0,6503.0,8.0
E01003980,899.0,155.0,321.0,135.0,62.0,16.0,5.0,7.0,18.0,58.0,122.0,7008.0,10.0
E01003981,888.0,230.0,329.0,98.0,47.0,10.0,13.0,8.0,10.0,73.0,70.0,5006.0,7.0
E01003983,762.0,87.0,200.0,204.0,97.0,9.0,6.0,5.0,8.0,48.0,98.0,5186.0,8.0
E01003984,976.0,68.0,254.0,345.0,78.0,15.0,12.0,4.0,18.0,79.0,103.0,8486.0,11.0
E01003986,485.0,69.0,140.0,111.0,55.0,5.0,3.0,1.0,9.0,32.0,60.0,4402.0,11.0
E01003987,739.0,108.0,229.0,190.0,48.0,8.0,4.0,6.0,10.0,66.0,70.0,5452.0,9.0
E01003988,952.0,74.0,233.0,301.0,85.0,9.0,13.0,11.0,20.0,84.0,122.0,8461.0,11.0
E01003989,779.0,90.0,192.0,196.0,80.0,9.0,6.0,7.0,11.0,80.0,108.0,6548.0,11.0
E01003990,872.0,129.0,241.0,228.0,70.0,10.0,7.0,6.0,14.0,67.0,100.0,7313.0,10.0
E01003991,537.0,62.0,201.0,116.0,41.0,5.0,7.0,9.0,11.0,33.0,52.0,4932.0,11.0
E01003992,611.0,81.0,254.0,105.0,27.0,8.0,5.0,3.0,11.0,46.0,71.0,4427.0,9.0
E01003993,738.0,83.0,285.0,157.0,51.0,15.0,5.0,4.0,8.0,41.0,89.0,4935.0,8.0
E01003994,746.0,109.0,308.0,114.0,42.0,10.0,3.0,8.0,14.0,66.0,72.0,5696.0,9.0
E01003995,721.0,115.0,308.0,99.0,35.0,13.0,4.0,4.0,11.0,45.0,87.0,4787.0,8.0
E01003997,619.0,62.0,283.0,102.0,36.0,8.0,5.0,2.0,7.0,48.0,66.0,3829.0,8.0
E01003998,784.0,88.0,382.0,112.0,39.0,11.0,4.0,2.0,11.0,59.0,76.0,4919.0,8.0
E01003999,783.0,88.0,336.0,128.0,58.0,8.0,5.0,6.0,11.0,61.0,82.0,5575.0,9.0
E01004000,936.0,67.0,196.0,352.0,82.0,14.0,5.0,5.0,16.0,68.0,131.0,8608.0,12.0
E01004001,683.0,68.0,134.0,229.0,64.0,11.0,4.0,5.0,12.0,66.0,90.0,5600.0,11.0
E01004002,859.0,49.0,162.0,348.0,78.0,7.0,4.0,9.0,9.0,93.0,100.0,6418.0,10.0
E01004003,750.0,65.0,176.0,225.0,79.0,19.0,6.0,3.0,9.0,61.0,107.0,5802.0,10.0
E01004004,1317.0,94.0,288.0,503.0,128.0,15.0,8.0,6.0,13.0,109.0,153.0,9462.0,9.0
E01004005,902.0,79.0,206.0,291.0,72.0,11.0,10.0,13.0,12.0,78.0,130.0,7045.0,10.0
E01004006,962.0,90.0,182.0,362.0,98.0,14.0,6.0,3.0,16.0,56.0,135.0,7858.0,10.0
E01004007,487.0,74.0,117.0,118.0,42.0,6.0,10.0,6.0,14.0,35.0,65.0,5031.0,13.0
E01004008,879.0,112.0,205.0,254.0,81.0,25.0,10.0,3.0,15.0,65.0,109.0,6897.0,10.0
E01004010,703.0,83.0,149.0,220.0,63.0,19.0,2.0,4.0,5.0,60.0,98.0,4552.0,8.0
E01004011,857.0,116.0,210.0,241.0,86.0,8.0,6.0,4.0,23.0,63.0,100.0,8170.0,12.0
E01004012,1185.0,147.0,388.0,301.0,94.0,16.0,10.0,8.0,20.0,63.0,138.0,8713.0,9.0
E01004013,691.0,81.0,183.0,195.0,74.0,10.0,12.0,6.0,9.0,42.0,79.0,5955.0,10.0
E01004014,718.0,83.0,220.0,161.0,76.0,14.0,9.0,6.0,13.0,43.0,93.0,6156.0,11.0
E01004015,899.0,56.0,120.0,445.0,64.0,6.0,5.0,1.0,16.0,107.0,79.0,8714.0,12.0
E01004016,1172.0,84.0,189.0,488.0,130.0,24.0,6.0,11.0,15.0,107.0,118.0,10531.0,11.0
E01004017,853.0,53.0,108.0,380.0,104.0,6.0,4.0,2.0,11.0,95.0,90.0,8074.0,12.0
E01004018,1120.0,73.0,145.0,549.0,107.0,5.0,7.0,5.0,12.0,117.0,100.0,8742.0,10.0
E01004019,1181.0,77.0,242.0,453.0,105.0,16.0,6.0,12.0,24.0,90.0,156.0,10412.0,11.0
E01004020,757.0,49.0,152.0,315.0,72.0,12.0,4.0,6.0,15.0,55.0,77.0,7984.0,13.0
E01004021,1396.0,101.0,176.0,757.0,77.0,17.0,10.0,8.0,19.0,117.0,114.0,11685.0,10.0
E01004023,730.0,112.0,254.0,158.0,52.0,10.0,1.0,2.0,6.0,53.0,82.0,3973.0,7.0
E01004024,835.0,112.0,262.0,219.0,47.0,8.0,10.0,6.0,18.0,67.0,86.0,6816.0,10.0
E01004028,835.0,183.0,282.0,139.0,71.0,8.0,6.0,7.0,10.0,55.0,74.0,5877.0,8.0
E01004029,1228.0,93.0,488.0,339.0,97.0,22.0,9.0,7.0,15.0,63.0,95.0,9413.0,9.0
E01004030,875.0,65.0,300.0,224.0,62.0,14.0,5.0,10.0,14.0,92.0,89.0,6918.0,10.0
E01004031,1054.0,102.0,369.0,281.0,90.0,18.0,9.0,8.0,10.0,75.0,92.0,7306.0,8.0
E01004032,1145.0,125.0,432.0,299.0,69.0,25.0,5.0,7.0,16.0,79.0,88.0,8325.0,9.0
E01004033,729.0,78.0,270.0,170.0,53.0,12.0,6.0,7.0,8.0,52.0,73.0,5910.0,10.0
E01004034,693.0,96.0,212.0,160.0,61.0,18.0,6.0,3.0,9.0,51.0,77.0,5150.0,9.0
E01004035,694.0,87.0,227.0,176.0,48.0,8.0,4.0,6.0,6.0,47.0,85.0,4605.0,8.0
E01004036,832.0,91.0,252.0,234.0,70.0,13.0,9.0,4.0,10.0,65.0,84.0,6146.0,9.0
E01004037,1013.0,101.0,321.0,268.0,90.0,16.0,10.0,7.0,13.0,71.0,116.0,7766.0,9.0
E01004038,1177.0,132.0,399.0,293.0,98.0,17.0,10.0,7.0,12.0,86.0,123.0,8304.0,9.0
E01004039,809.0,98.0,347.0,163.0,50.0,11.0,3.0,8.0,6.0,43.0,80.0,5284.0,8.0
E01004040,754.0,94.0,250.0,208.0,45.0,11.0,4.0,5.0,11.0,48.0,78.0,5569.0,9.0
E01004041,754.0,85.0,286.0,168.0,58.0,11.0,3.0,6.0,12.0,49.0,76.0,5231.0,8.0
E01004042,721.0,135.0,214.0,156.0,47.0,6.0,2.0,3.0,8.0,48.0,102.0,3977.0,7.0
E01004043,696.0,104.0,265.0,131.0,36.0,12.0,9.0,2.0,5.0,61.0,71.0,3849.0,7.0
E01004044,589.0,91.0,195.0,109.0,49.0,9.0,5.0,1.0,12.0,52.0,66.0,4624.0,10.0
E01004045,685.0,100.0,136.0,227.0,50.0,5.0,1.0,4.0,12.0,62.0,88.0,5331.0,10.0
E01004046,929.0,94.0,145.0,413.0,71.0,6.0,3.0,5.0,16.0,99.0,77.0,7936.0,11.0
E01004047,638.0,116.0,108.0,208.0,53.0,5.0,5.0,4.0,14.0,51.0,74.0,5674.0,11.0
E01004048,885.0,164.0,139.0,347.0,42.0,4.0,2.0,4.0,10.0,91.0,82.0,5645.0,8.0
E01004049,710.0,116.0,136.0,232.0,46.0,7.0,4.0,4.0,7.0,74.0,84.0,4347.0,8.0
E01004050,933.0,86.0,170.0,408.0,62.0,4.0,0.0,9.0,9.0,99.0,86.0,6867.0,9.0
E01004051,803.0,90.0,142.0,334.0,76.0,1.0,2.0,6.0,12.0,71.0,69.0,6240.0,9.0
E01004052,1063.0,90.0,168.0,512.0,71.0,6.0,4.0,7.0,8.0,105.0,92.0,6397.0,7.0
E01004053,1300.0,162.0,497.0,308.0,82.0,9.0,12.0,8.0,16.0,89.0,117.0,8553.0,8.0
E01004054,1197.0,162.0,352.0,371.0,78.0,12.0,6.0,5.0,16.0,102.0,93.0,9857.0,10.0
E01004055,556.0,89.0,170.0,135.0,46.0,6.0,2.0,4.0,6.0,42.0,56.0,3543.0,8.0
E01004056,1267.0,170.0,336.0,424.0,78.0,17.0,8.0,15.0,16.0,91.0,112.0,9911.0,9.0
E01004057,902.0,129.0,246.0,256.0,77.0,14.0,5.0,11.0,13.0,59.0,92.0,6981.0,9.0
E01004058,1323.0,178.0,340.0,455.0,102.0,14.0,8.0,9.0,11.0,111.0,95.0,8550.0,8.0
E01004059,1114.0,106.0,353.0,395.0,76.0,20.0,5.0,6.0,13.0,83.0,57.0,8014.0,8.0
E01004060,988.0,101.0,303.0,306.0,78.0,10.0,10.0,3.0,15.0,73.0,89.0,7037.0,9.0
E01004061,1039.0,93.0,176.0,431.0,78.0,9.0,8.0,3.0,13.0,116.0,112.0,7996.0,10.0
E01004062,954.0,94.0,170.0,432.0,74.0,5.0,3.0,4.0,7.0,65.0,100.0,6831.0,9.0
E01004063,1091.0,106.0,185.0,476.0,96.0,8.0,4.0,4.0,11.0,97.0,104.0,7900.0,9.0
E01004064,879.0,92.0,146.0,350.0,73.0,13.0,5.0,7.0,18.0,74.0,101.0,8031.0,11.0
E01004065,892.0,63.0,109.0,446.0,70.0,15.0,4.0,3.0,7.0,89.0,86.0,7060.0,10.0
E01004066,1037.0,89.0,248.0,338.0,81.0,13.0,4.0,6.0,14.0,118.0,126.0,6832.0,9.0
E01004067,1017.0,173.0,197.0,324.0,90.0,15.0,4.0,7.0,17.0,72.0,118.0,7560.0,9.0
E01004068,829.0,85.0,165.0,299.0,75.0,22.0,7.0,3.0,21.0,64.0,88.0,8495.0,12.0
E01004069,710.0,79.0,55.0,348.0,45.0,10.0,4.0,4.0,7.0,106.0,52.0,6019.0,11.0
E01004070,1061.0,99.0,90.0,542.0,64.0,14.0,3.0,6.0,13.0,142.0,88.0,7842.0,9.0
E01004071,832.0,84.0,101.0,407.0,65.0,2.0,3.0,4.0,12.0,75.0,79.0,6012.0,9.0
E01004072,944.0,94.0,97.0,483.0,54.0,12.0,3.0,5.0,10.0,115.0,71.0,7648.0,10.0
E01004073,1069.0,91.0,91.0,570.0,72.0,10.0,6.0,8.0,17.0,127.0,77.0,9586.0,11.0
E01004074,933.0,67.0,78.0,489.0,45.0,8.0,10.0,3.0,7.0,132.0,94.0,6152.0,9.0
E01004075,908.0,75.0,83.0,461.0,44.0,5.0,4.0,6.0,10.0,145.0,75.0,6626.0,10.0
E01004076,753.0,104.0,186.0,106.0,176.0,25.0,6.0,5.0,7.0,64.0,74.0,6284.0,10.0
E01004077,777.0,125.0,150.0,111.0,169.0,27.0,9.0,6.0,10.0,80.0,90.0,6575.0,11.0
E01004078,850.0,154.0,159.0,122.0,208.0,20.0,10.0,5.0,10.0,60.0,102.0,7078.0,10.0
E01004079,756.0,132.0,156.0,94.0,182.0,28.0,8.0,3.0,12.0,75.0,66.0,7411.0,12.0
E01004080,701.0,115.0,141.0,104.0,162.0,26.0,5.0,7.0,10.0,55.0,76.0,6546.0,12.0
E01004081,797.0,115.0,163.0,128.0,209.0,28.0,4.0,4.0,6.0,59.0,81.0,7716.0,12.0
E01004082,755.0,124.0,166.0,104.0,175.0,41.0,8.0,5.0,15.0,45.0,72.0,7572.0,12.0
E01004083,583.0,72.0,160.0,111.0,99.0,25.0,1.0,5.0,6.0,46.0,58.0,4787.0,10.0
E01004084,725.0,64.0,126.0,115.0,187.0,43.0,6.0,6.0,9.0,113.0,56.0,7553.0,14.0
E01004085,814.0,72.0,153.0,121.0,212.0,48.0,8.0,4.0,13.0,104.0,79.0,8673.0,14.0
E01004086,812.0,119.0,175.0,129.0,189.0,24.0,13.0,6.0,7.0,78.0,72.0,7646.0,12.0
E01004087,734.0,93.0,155.0,129.0,157.0,22.0,7.0,10.0,12.0,83.0,66.0,8226.0,14.0
E01004088,694.0,117.0,198.0,132.0,106.0,25.0,4.0,4.0,9.0,29.0,70.0,5644.0,9.0
E01004089,534.0,58.0,174.0,69.0,96.0,26.0,4.0,4.0,4.0,43.0,56.0,4312.0,10.0
E01004090,477.0,86.0,87.0,90.0,88.0,29.0,2.0,4.0,7.0,40.0,44.0,4973.0,13.0
E01004091,659.0,62.0,124.0,89.0,135.0,67.0,6.0,3.0,7.0,92.0,74.0,6218.0,13.0
E01004092,739.0,108.0,94.0,118.0,186.0,46.0,6.0,6.0,13.0,88.0,74.0,7684.0,13.0
E01004093,793.0,100.0,100.0,144.0,190.0,85.0,2.0,10.0,9.0,81.0,72.0,8049.0,13.0
E01004094,934.0,122.0,144.0,146.0,206.0,114.0,6.0,11.0,9.0,91.0,85.0,9298.0,12.0
E01004095,820.0,105.0,116.0,130.0,216.0,76.0,9.0,7.0,12.0,100.0,49.0,8282.0,12.0
E01004096,812.0,97.0,91.0,151.0,254.0,57.0,14.0,5.0,11.0,50.0,82.0,9129.0,13.0
E01004097,936.0,149.0,127.0,145.0,240.0,30.0,8.0,8.0,16.0,109.0,104.0,9630.0,13.0
E01004098,646.0,93.0,98.0,86.0,223.0,11.0,2.0,2.0,5.0,78.0,48.0,6336.0,12.0
E01004099,818.0,80.0,178.0,91.0,272.0,31.0,4.0,5.0,7.0,69.0,81.0,7602.0,11.0
E01004100,702.0,136.0,110.0,95.0,180.0,18.0,9.0,9.0,6.0,74.0,65.0,6154.0,11.0
E01004101,685.0,123.0,103.0,124.0,166.0,19.0,7.0,2.0,4.0,60.0,77.0,5606.0,10.0
E01004102,721.0,89.0,145.0,91.0,202.0,30.0,4.0,3.0,8.0,86.0,63.0,6696.0,12.0
E01004103,949.0,168.0,143.0,136.0,269.0,26.0,10.0,14.0,12.0,73.0,98.0,9358.0,12.0
E01004104,749.0,99.0,158.0,106.0,193.0,25.0,5.0,4.0,10.0,79.0,70.0,7008.0,12.0
E01004105,971.0,148.0,141.0,163.0,250.0,42.0,7.0,7.0,13.0,106.0,94.0,9726.0,13.0
E01004106,791.0,84.0,154.0,111.0,177.0,53.0,7.0,3.0,9.0,141.0,52.0,7310.0,12.0
E01004107,777.0,100.0,174.0,126.0,176.0,33.0,9.0,5.0,10.0,68.0,76.0,7676.0,12.0
E01004108,843.0,60.0,191.0,118.0,192.0,32.0,8.0,7.0,7.0,139.0,89.0,6803.0,11.0
E01004109,787.0,74.0,114.0,197.0,108.0,108.0,7.0,3.0,1.0,79.0,96.0,6690.0,11.0
E01004110,965.0,134.0,132.0,153.0,230.0,51.0,14.0,10.0,8.0,129.0,104.0,8837.0,12.0
E01004111,738.0,99.0,151.0,127.0,172.0,31.0,10.0,8.0,12.0,58.0,70.0,7548.0,12.0
E01004112,810.0,81.0,141.0,122.0,181.0,71.0,9.0,10.0,14.0,98.0,83.0,8762.0,14.0
E01004114,772.0,32.0,142.0,143.0,121.0,109.0,9.0,8.0,11.0,139.0,58.0,9106.0,16.0
E01004115,908.0,144.0,138.0,192.0,190.0,42.0,15.0,5.0,13.0,69.0,100.0,8936.0,12.0
E01004116,732.0,69.0,151.0,120.0,182.0,34.0,9.0,2.0,5.0,71.0,89.0,6129.0,11.0
E01004117,809.0,74.0,164.0,141.0,211.0,32.0,8.0,2.0,9.0,78.0,90.0,7405.0,12.0
E01004118,863.0,98.0,176.0,170.0,185.0,32.0,4.0,6.0,4.0,93.0,95.0,6270.0,9.0
E01004119,801.0,103.0,170.0,150.0,164.0,40.0,6.0,7.0,8.0,56.0,97.0,6892.0,11.0
E01004120,816.0,113.0,182.0,130.0,156.0,38.0,1.0,3.0,6.0,80.0,107.0,6290.0,10.0
E01004121,838.0,68.0,130.0,170.0,238.0,43.0,9.0,6.0,7.0,76.0,91.0,8072.0,12.0
E01004122,723.0,59.0,121.0,141.0,196.0,28.0,7.0,5.0,7.0,87.0,72.0,6788.0,12.0
E01004123,1027.0,183.0,268.0,166.0,153.0,34.0,2.0,11.0,15.0,71.0,124.0,8949.0,11.0
E01004124,858.0,96.0,240.0,171.0,149.0,21.0,6.0,3.0,13.0,46.0,113.0,7894.0,11.0
E01004125,704.0,95.0,224.0,114.0,113.0,24.0,4.0,8.0,11.0,30.0,81.0,5769.0,10.0
E01004126,655.0,129.0,187.0,117.0,98.0,3.0,4.0,7.0,10.0,34.0,66.0,5750.0,10.0
E01004127,793.0,111.0,192.0,154.0,151.0,27.0,14.0,3.0,8.0,48.0,85.0,6064.0,9.0
E01004128,742.0,120.0,170.0,137.0,82.0,18.0,5.0,3.0,10.0,100.0,97.0,4903.0,9.0
E01004129,757.0,97.0,224.0,136.0,130.0,19.0,8.0,5.0,7.0,40.0,91.0,6302.0,10.0
E01004130,830.0,136.0,156.0,173.0,174.0,31.0,6.0,5.0,8.0,64.0,77.0,7123.0,10.0
E01004131,823.0,120.0,182.0,152.0,162.0,24.0,7.0,6.0,8.0,64.0,98.0,7430.0,11.0
E01004132,807.0,117.0,187.0,164.0,153.0,22.0,8.0,8.0,9.0,66.0,73.0,7261.0,11.0
E01004133,779.0,137.0,154.0,175.0,126.0,19.0,5.0,7.0,7.0,70.0,79.0,5628.0,9.0
E01004134,776.0,92.0,175.0,162.0,164.0,16.0,6.0,4.0,7.0,59.0,91.0,5794.0,9.0
E01004135,760.0,98.0,174.0,133.0,145.0,26.0,9.0,7.0,14.0,57.0,97.0,8156.0,14.0
E01004136,820.0,86.0,208.0,171.0,158.0,24.0,12.0,5.0,8.0,66.0,82.0,6744.0,10.0
E01004137,891.0,131.0,106.0,148.0,289.0,37.0,8.0,8.0,6.0,75.0,83.0,8478.0,12.0
E01004138,877.0,142.0,115.0,163.0,229.0,41.0,7.0,6.0,13.0,56.0,105.0,8702.0,12.0
E01004139,770.0,144.0,91.0,136.0,185.0,31.0,9.0,7.0,4.0,63.0,100.0,6263.0,10.0
E01004140,733.0,152.0,115.0,143.0,131.0,25.0,7.0,4.0,10.0,39.0,107.0,5744.0,10.0
E01004141,774.0,156.0,102.0,149.0,175.0,26.0,2.0,7.0,5.0,56.0,96.0,5887.0,10.0
E01004143,786.0,159.0,114.0,141.0,178.0,28.0,6.0,7.0,9.0,58.0,86.0,6542.0,10.0
E01004144,847.0,151.0,127.0,140.0,192.0,31.0,9.0,6.0,6.0,85.0,100.0,6832.0,10.0
E01004145,1104.0,186.0,194.0,221.0,233.0,29.0,17.0,14.0,16.0,75.0,119.0,11632.0,13.0
E01004146,834.0,160.0,102.0,156.0,183.0,25.0,16.0,8.0,12.0,81.0,91.0,7722.0,12.0
E01004147,750.0,155.0,116.0,150.0,149.0,28.0,6.0,5.0,4.0,69.0,68.0,5687.0,9.0
E01004148,738.0,146.0,116.0,127.0,165.0,16.0,8.0,4.0,11.0,63.0,82.0,6765.0,11.0
E01004149,826.0,146.0,115.0,162.0,189.0,19.0,10.0,6.0,6.0,64.0,109.0,7066.0,11.0
E01004150,817.0,142.0,82.0,126.0,242.0,42.0,8.0,9.0,10.0,79.0,77.0,9190.0,14.0
E01004151,986.0,152.0,110.0,155.0,321.0,44.0,8.0,6.0,20.0,88.0,82.0,11260.0,14.0
E01004152,814.0,142.0,87.0,114.0,229.0,45.0,6.0,3.0,12.0,80.0,96.0,8464.0,13.0
E01004153,916.0,137.0,90.0,146.0,289.0,65.0,7.0,14.0,9.0,76.0,83.0,10642.0,14.0
E01004154,715.0,102.0,82.0,110.0,221.0,32.0,4.0,7.0,12.0,91.0,54.0,7427.0,13.0
E01004155,940.0,146.0,82.0,169.0,274.0,74.0,12.0,6.0,12.0,74.0,91.0,9937.0,13.0
E01004156,960.0,139.0,97.0,144.0,309.0,60.0,10.0,7.0,17.0,90.0,87.0,10626.0,14.0
E01004157,657.0,102.0,88.0,99.0,161.0,35.0,8.0,6.0,9.0,90.0,59.0,6502.0,13.0
E01004158,841.0,117.0,89.0,145.0,255.0,55.0,9.0,2.0,12.0,87.0,70.0,10018.0,15.0
E01004159,809.0,149.0,128.0,147.0,157.0,36.0,7.0,3.0,5.0,77.0,100.0,6040.0,10.0
E01004160,904.0,157.0,112.0,148.0,237.0,40.0,8.0,5.0,10.0,76.0,111.0,8181.0,11.0
E01004161,843.0,129.0,124.0,139.0,222.0,41.0,11.0,3.0,13.0,66.0,95.0,8689.0,13.0
E01004162,827.0,126.0,90.0,158.0,254.0,40.0,12.0,7.0,14.0,61.0,65.0,8971.0,13.0
E01004163,810.0,98.0,235.0,124.0,154.0,24.0,10.0,6.0,7.0,63.0,89.0,6208.0,9.0
E01004164,838.0,104.0,257.0,106.0,189.0,21.0,8.0,5.0,8.0,49.0,91.0,6648.0,10.0
E01004165,922.0,149.0,188.0,137.0,207.0,35.0,11.0,6.0,10.0,80.0,99.0,9324.0,13.0
E01004166,822.0,108.0,188.0,113.0,237.0,20.0,5.0,5.0,5.0,58.0,83.0,6554.0,10.0
E01004167,599.0,122.0,121.0,99.0,123.0,10.0,6.0,3.0,12.0,28.0,75.0,5511.0,11.0
E01004168,859.0,214.0,142.0,132.0,148.0,26.0,4.0,5.0,12.0,89.0,87.0,6934.0,10.0
E01004169,567.0,60.0,142.0,75.0,151.0,14.0,7.0,5.0,6.0,30.0,77.0,5309.0,11.0
E01004170,988.0,108.0,220.0,160.0,260.0,34.0,10.0,8.0,15.0,88.0,85.0,10603.0,13.0
E01004171,759.0,102.0,180.0,113.0,175.0,17.0,4.0,3.0,5.0,75.0,85.0,5807.0,10.0
E01004172,773.0,81.0,196.0,114.0,183.0,33.0,5.0,2.0,13.0,70.0,76.0,7967.0,13.0
E01004173,712.0,107.0,184.0,100.0,150.0,33.0,6.0,7.0,7.0,51.0,67.0,5990.0,10.0
E01004174,772.0,104.0,163.0,108.0,207.0,29.0,8.0,6.0,8.0,70.0,69.0,6664.0,11.0
E01004175,856.0,108.0,210.0,114.0,219.0,29.0,8.0,5.0,10.0,78.0,75.0,8482.0,12.0
E01004176,803.0,93.0,160.0,119.0,266.0,24.0,9.0,3.0,7.0,53.0,69.0,7963.0,12.0
E01004177,730.0,75.0,178.0,122.0,181.0,31.0,5.0,6.0,10.0,56.0,66.0,6671.0,11.0
E01004178,1076.0,131.0,233.0,154.0,281.0,32.0,10.0,6.0,14.0,102.0,113.0,10360.0,12.0
E01004179,842.0,94.0,183.0,105.0,226.0,28.0,13.0,7.0,5.0,87.0,94.0,7532.0,11.0
E01004180,844.0,84.0,189.0,96.0,222.0,38.0,11.0,5.0,5.0,109.0,85.0,7407.0,11.0
E01004181,855.0,74.0,211.0,128.0,217.0,38.0,10.0,7.0,9.0,73.0,88.0,8028.0,12.0
E01004182,699.0,90.0,180.0,92.0,169.0,18.0,7.0,3.0,7.0,62.0,71.0,6159.0,11.0
E01004183,821.0,98.0,254.0,155.0,138.0,21.0,7.0,3.0,14.0,45.0,86.0,8504.0,12.0
E01004184,669.0,74.0,205.0,115.0,119.0,18.0,0.0,6.0,5.0,33.0,94.0,4587.0,8.0
E01004185,639.0,77.0,185.0,88.0,129.0,17.0,0.0,8.0,9.0,43.0,83.0,5774.0,11.0
E01004186,1050.0,98.0,245.0,176.0,306.0,29.0,4.0,5.0,14.0,52.0,121.0,10513.0,12.0
E01004187,780.0,107.0,199.0,121.0,126.0,23.0,5.0,7.0,13.0,65.0,114.0,7396.0,12.0
E01004189,877.0,104.0,248.0,144.0,183.0,21.0,8.0,5.0,13.0,44.0,107.0,7445.0,10.0
E01004190,729.0,69.0,118.0,139.0,192.0,22.0,7.0,10.0,7.0,83.0,82.0,6947.0,12.0
E01004191,827.0,93.0,146.0,175.0,207.0,22.0,6.0,6.0,9.0,62.0,101.0,7822.0,12.0
E01004192,1086.0,86.0,157.0,197.0,363.0,41.0,16.0,8.0,8.0,90.0,120.0,11021.0,13.0
E01004193,1230.0,100.0,203.0,247.0,387.0,47.0,14.0,5.0,10.0,91.0,126.0,12665.0,13.0
