LSOA21CD,All categories: Distance travelled to work_weighted,Less than 2km_weighted,2km to less than 5km_weighted,5km to less than 10km_weighted,10km to less than 20km_weighted,20km to less than 30km_weighted,30km to less than 40km_weighted,40km to less than 60km_weighted,60km and over_weighted,Work mainly at or from home_weighted,Other_weighted,Total distance (km)_weighted,Average distance (km)_weighted
E01000242,664.0,88.0,70.0,141.0,183.0,10.0,11.0,3.0,4.0,102.0,52.0,5186.0,10.0
E01000243,924.0,119.0,117.0,189.0,226.0,12.0,4.0,5.0,7.0,116.0,129.0,6256.0,9.0
E01000244,755.0,95.0,78.0,143.0,198.0,13.0,8.0,5.0,4.0,105.0,106.0,5284.0,10.0
E01000245,877.0,129.0,99.0,185.0,212.0,15.0,2.0,4.0,8.0,89.0,134.0,6572.0,10.0
E01000246,735.0,75.0,72.0,109.0,256.0,28.0,5.0,7.0,8.0,114.0,61.0,7223.0,13.0
E01000247,942.0,79.0,112.0,130.0,348.0,38.0,13.0,15.0,5.0,112.0,90.0,10040.0,14.0
E01000248,842.0,91.0,71.0,97.0,295.0,28.0,10.0,6.0,11.0,123.0,110.0,8205.0,13.0
E01000249,803.0,100.0,74.0,116.0,267.0,35.0,4.0,5.0,14.0,112.0,76.0,8694.0,14.0
E01000250,1177.0,156.0,98.0,172.0,392.0,55.0,12.0,4.0,11.0,162.0,115.0,11188.0,12.0
E01000251,931.0,89.0,100.0,133.0,343.0,42.0,13.0,11.0,9.0,100.0,91.0,9405.0,13.0
E01000252,817.0,86.0,92.0,125.0,277.0,23.0,5.0,2.0,4.0,103.0,100.0,7203.0,12.0
E01000253,723.0,36.0,79.0,108.0,256.0,22.0,6.0,5.0,6.0,155.0,50.0,6910.0,13.0
E01000254,759.0,74.0,67.0,106.0,268.0,31.0,8.0,7.0,6.0,140.0,52.0,7141.0,13.0
E01000255,664.0,75.0,93.0,103.0,191.0,19.0,8.0,3.0,11.0,100.0,61.0,6415.0,13.0
E01000256,893.0,91.0,118.0,120.0,292.0,19.0,7.0,7.0,12.0,139.0,88.0,8096.0,12.0
E01000257,750.0,123.0,127.0,109.0,211.0,15.0,6.0,3.0,10.0,52.0,94.0,6513.0,11.0
E01000258,844.0,80.0,97.0,106.0,276.0,30.0,6.0,11.0,13.0,145.0,80.0,8363.0,13.0
E01000259,1271.0,106.0,195.0,196.0,434.0,36.0,16.0,10.0,18.0,139.0,121.0,12577.0,12.0
E01000260,985.0,74.0,158.0,142.0,318.0,25.0,10.0,12.0,9.0,138.0,99.0,8276.0,11.0
E01000261,721.0,72.0,106.0,72.0,254.0,21.0,5.0,5.0,0.0,130.0,56.0,5519.0,10.0
E01000263,780.0,45.0,101.0,98.0,253.0,26.0,5.0,4.0,16.0,160.0,72.0,8422.0,15.0
E01000264,807.0,64.0,107.0,123.0,275.0,22.0,10.0,2.0,10.0,111.0,83.0,8417.0,14.0
E01000265,917.0,106.0,129.0,163.0,268.0,28.0,5.0,1.0,9.0,84.0,124.0,7981.0,11.0
E01000266,773.0,93.0,107.0,132.0,229.0,11.0,7.0,5.0,6.0,125.0,58.0,5953.0,10.0
E01000267,817.0,95.0,110.0,113.0,269.0,22.0,3.0,5.0,4.0,118.0,78.0,6575.0,11.0
E01000268,885.0,73.0,85.0,140.0,333.0,28.0,6.0,4.0,14.0,118.0,84.0,9390.0,14.0
E01000269,730.0,89.0,79.0,133.0,230.0,21.0,6.0,5.0,6.0,85.0,76.0,6792.0,12.0
E01000270,762.0,59.0,73.0,110.0,297.0,23.0,7.0,8.0,9.0,107.0,69.0,8017.0,14.0
E01000271,715.0,53.0,79.0,107.0,255.0,12.0,4.0,8.0,7.0,113.0,77.0,6457.0,12.0
E01000272,656.0,51.0,81.0,84.0,236.0,12.0,2.0,4.0,7.0,125.0,54.0,5734.0,12.0
E01000273,726.0,76.0,83.0,100.0,292.0,7.0,4.0,8.0,11.0,82.0,63.0,7515.0,13.0
E01000274,883.0,104.0,143.0,161.0,256.0,22.0,5.0,8.0,8.0,84.0,92.0,7606.0,11.0
E01000275,827.0,69.0,102.0,135.0,310.0,26.0,4.0,2.0,11.0,110.0,58.0,8158.0,12.0
E01000276,713.0,52.0,77.0,98.0,281.0,12.0,9.0,2.0,11.0,122.0,49.0,6629.0,12.0
E01000277,700.0,62.0,67.0,82.0,285.0,17.0,4.0,5.0,11.0,82.0,85.0,6798.0,13.0
E01000278,682.0,57.0,74.0,88.0,264.0,20.0,8.0,5.0,6.0,106.0,54.0,6058.0,12.0
E01000279,663.0,31.0,72.0,85.0,252.0,10.0,7.0,4.0,5.0,161.0,36.0,5929.0,13.0
E01000280,689.0,32.0,92.0,86.0,262.0,16.0,5.0,3.0,8.0,125.0,60.0,6220.0,12.0
E01000281,584.0,37.0,55.0,95.0,213.0,16.0,9.0,2.0,7.0,72.0,78.0,5909.0,14.0
E01000282,818.0,66.0,119.0,108.0,301.0,15.0,9.0,8.0,9.0,107.0,76.0,7917.0,12.0
E01000283,690.0,46.0,94.0,88.0,264.0,12.0,5.0,2.0,4.0,116.0,59.0,5653.0,11.0
E01000284,863.0,59.0,110.0,141.0,312.0,16.0,7.0,6.0,8.0,95.0,109.0,8585.0,13.0
E01000285,703.0,97.0,90.0,108.0,222.0,27.0,4.0,5.0,6.0,76.0,68.0,6199.0,11.0
E01000286,697.0,98.0,104.0,110.0,191.0,31.0,10.0,5.0,8.0,55.0,85.0,6359.0,11.0
E01000287,682.0,107.0,122.0,94.0,178.0,19.0,5.0,5.0,8.0,70.0,74.0,5594.0,10.0
E01000288,767.0,98.0,85.0,135.0,246.0,29.0,7.0,5.0,8.0,75.0,79.0,7289.0,12.0
E01000289,680.0,118.0,92.0,120.0,167.0,22.0,1.0,7.0,9.0,42.0,102.0,6027.0,11.0
E01000290,682.0,55.0,109.0,100.0,223.0,23.0,5.0,2.0,11.0,91.0,63.0,6644.0,13.0
E01000291,614.0,98.0,95.0,95.0,166.0,17.0,5.0,9.0,6.0,44.0,79.0,5039.0,10.0
E01000292,699.0,72.0,87.0,93.0,229.0,23.0,10.0,1.0,11.0,93.0,80.0,7470.0,14.0
E01000293,906.0,80.0,83.0,140.0,341.0,36.0,5.0,3.0,8.0,122.0,88.0,8684.0,13.0
E01000294,722.0,77.0,87.0,97.0,258.0,38.0,7.0,6.0,7.0,92.0,53.0,7250.0,13.0
E01000295,912.0,76.0,96.0,177.0,302.0,26.0,14.0,10.0,11.0,103.0,97.0,8579.0,12.0
E01000296,974.0,63.0,77.0,191.0,375.0,26.0,4.0,0.0,15.0,110.0,113.0,9632.0,13.0
E01000297,805.0,89.0,64.0,198.0,229.0,16.0,5.0,6.0,9.0,63.0,126.0,6751.0,11.0
E01000298,1022.0,86.0,68.0,203.0,372.0,22.0,3.0,5.0,7.0,117.0,139.0,8186.0,11.0
E01000299,943.0,105.0,86.0,162.0,338.0,22.0,13.0,2.0,4.0,94.0,117.0,7393.0,10.0
E01000300,893.0,93.0,75.0,120.0,338.0,18.0,13.0,9.0,13.0,110.0,104.0,9134.0,13.0
E01000301,725.0,66.0,65.0,99.0,288.0,19.0,2.0,5.0,12.0,94.0,75.0,6994.0,13.0
E01000302,908.0,92.0,89.0,114.0,382.0,20.0,4.0,3.0,6.0,96.0,102.0,7381.0,10.0
E01000303,745.0,69.0,75.0,108.0,290.0,15.0,2.0,8.0,4.0,92.0,82.0,5908.0,10.0
E01000304,882.0,62.0,77.0,160.0,326.0,16.0,6.0,8.0,9.0,99.0,119.0,7914.0,12.0
E01000305,779.0,105.0,98.0,196.0,165.0,15.0,8.0,3.0,9.0,64.0,116.0,6468.0,11.0
E01000306,859.0,108.0,93.0,186.0,203.0,24.0,7.0,6.0,4.0,80.0,148.0,5972.0,9.0
E01000307,761.0,139.0,106.0,193.0,121.0,16.0,1.0,5.0,2.0,50.0,128.0,4319.0,7.0
E01000308,575.0,97.0,86.0,141.0,115.0,13.0,8.0,4.0,2.0,37.0,72.0,3885.0,8.0
E01000309,889.0,90.0,94.0,185.0,221.0,22.0,5.0,4.0,17.0,107.0,144.0,9060.0,14.0
E01000310,1065.0,165.0,95.0,244.0,201.0,26.0,7.0,4.0,12.0,107.0,204.0,7978.0,11.0
E01000311,648.0,95.0,87.0,131.0,131.0,6.0,4.0,1.0,1.0,107.0,85.0,3435.0,8.0
E01000312,809.0,79.0,117.0,191.0,188.0,16.0,11.0,1.0,8.0,67.0,131.0,6569.0,11.0
E01000313,919.0,127.0,99.0,219.0,218.0,22.0,7.0,4.0,9.0,96.0,118.0,7384.0,10.0
E01000314,955.0,96.0,98.0,207.0,275.0,16.0,8.0,7.0,10.0,113.0,125.0,7509.0,10.0
E01000315,711.0,97.0,96.0,165.0,161.0,20.0,2.0,5.0,6.0,66.0,93.0,5031.0,9.0
E01000316,1169.0,138.0,117.0,268.0,357.0,32.0,15.0,5.0,7.0,98.0,132.0,9622.0,10.0
E01000317,817.0,85.0,73.0,134.0,312.0,10.0,6.0,5.0,2.0,92.0,98.0,6066.0,10.0
E01000318,905.0,117.0,110.0,182.0,258.0,10.0,9.0,8.0,13.0,97.0,101.0,8146.0,12.0
E01000319,799.0,91.0,86.0,165.0,244.0,22.0,5.0,8.0,7.0,85.0,86.0,6995.0,11.0
E01000320,703.0,81.0,74.0,109.0,236.0,11.0,4.0,6.0,7.0,99.0,76.0,5845.0,11.0
E01000321,933.0,81.0,89.0,127.0,333.0,30.0,5.0,4.0,18.0,112.0,134.0,9201.0,13.0
E01000322,900.0,91.0,101.0,155.0,289.0,20.0,13.0,5.0,13.0,99.0,114.0,9386.0,14.0
E01000323,1060.0,107.0,109.0,182.0,335.0,20.0,7.0,9.0,11.0,114.0,166.0,8594.0,11.0
E01000324,857.0,84.0,85.0,181.0,229.0,12.0,8.0,6.0,9.0,107.0,136.0,6764.0,11.0
E01000325,839.0,124.0,132.0,118.0,192.0,116.0,13.0,7.0,14.0,55.0,68.0,9327.0,13.0
E01000326,735.0,58.0,100.0,110.0,172.0,141.0,18.0,7.0,9.0,43.0,77.0,9273.0,15.0
E01000327,751.0,70.0,106.0,123.0,186.0,75.0,9.0,4.0,7.0,69.0,102.0,8092.0,14.0
E01000328,733.0,92.0,101.0,94.0,164.0,100.0,10.0,10.0,11.0,74.0,77.0,8361.0,14.0
E01000329,624.0,85.0,108.0,92.0,142.0,84.0,13.0,7.0,2.0,41.0,50.0,6740.0,13.0
E01000330,715.0,86.0,98.0,91.0,206.0,88.0,3.0,5.0,5.0,52.0,81.0,7630.0,13.0
E01000331,694.0,97.0,114.0,121.0,135.0,70.0,7.0,4.0,9.0,52.0,85.0,7147.0,13.0
E01000332,706.0,65.0,140.0,109.0,165.0,47.0,11.0,4.0,14.0,71.0,80.0,7407.0,13.0
E01000333,738.0,68.0,134.0,128.0,191.0,44.0,9.0,4.0,13.0,54.0,93.0,7910.0,13.0
E01000334,798.0,76.0,133.0,131.0,251.0,39.0,10.0,5.0,12.0,50.0,91.0,8003.0,12.0
E01000335,745.0,76.0,111.0,110.0,203.0,63.0,6.0,11.0,7.0,57.0,101.0,7323.0,13.0
E01000336,813.0,69.0,139.0,113.0,248.0,49.0,20.0,8.0,10.0,62.0,95.0,9529.0,15.0
E01000337,841.0,72.0,178.0,140.0,237.0,49.0,11.0,7.0,4.0,48.0,95.0,7593.0,11.0
E01000338,922.0,102.0,147.0,148.0,295.0,53.0,9.0,9.0,16.0,54.0,89.0,10930.0,14.0
E01000339,724.0,77.0,107.0,150.0,205.0,27.0,13.0,2.0,4.0,56.0,83.0,6256.0,11.0
E01000340,744.0,63.0,120.0,143.0,217.0,26.0,12.0,7.0,11.0,55.0,90.0,8748.0,15.0
E01000341,721.0,72.0,113.0,150.0,197.0,18.0,14.0,3.0,6.0,55.0,93.0,6367.0,11.0
E01000342,871.0,84.0,147.0,189.0,287.0,26.0,13.0,4.0,4.0,44.0,73.0,8226.0,11.0
E01000343,752.0,69.0,113.0,158.0,213.0,25.0,12.0,5.0,5.0,59.0,93.0,6723.0,11.0
E01000344,798.0,73.0,114.0,146.0,249.0,25.0,14.0,5.0,8.0,65.0,99.0,8515.0,13.0
E01000345,714.0,75.0,102.0,126.0,207.0,37.0,19.0,5.0,9.0,55.0,79.0,7226.0,13.0
E01000346,840.0,73.0,104.0,170.0,269.0,33.0,10.0,7.0,11.0,61.0,102.0,9401.0,14.0
E01000347,741.0,72.0,106.0,135.0,229.0,28.0,7.0,8.0,9.0,56.0,91.0,7593.0,13.0
E01000348,753.0,58.0,105.0,120.0,212.0,37.0,13.0,9.0,8.0,84.0,107.0,7659.0,14.0
E01000349,782.0,62.0,114.0,122.0,216.0,69.0,14.0,3.0,12.0,72.0,98.0,9242.0,15.0
E01000350,774.0,67.0,113.0,121.0,236.0,27.0,10.0,5.0,8.0,75.0,112.0,8374.0,14.0
E01000351,824.0,81.0,119.0,139.0,259.0,31.0,12.0,4.0,5.0,67.0,107.0,7717.0,12.0
E01000352,777.0,68.0,130.0,125.0,238.0,32.0,14.0,8.0,5.0,58.0,99.0,7812.0,13.0
E01000353,822.0,108.0,123.0,115.0,255.0,43.0,10.0,1.0,6.0,66.0,95.0,8061.0,12.0
E01000354,739.0,87.0,119.0,119.0,231.0,33.0,9.0,12.0,11.0,52.0,66.0,8875.0,14.0
E01000355,701.0,77.0,101.0,118.0,179.0,56.0,9.0,1.0,8.0,74.0,78.0,6891.0,13.0
E01000356,693.0,71.0,98.0,113.0,234.0,38.0,11.0,6.0,9.0,56.0,57.0,7820.0,14.0
E01000357,731.0,72.0,122.0,107.0,257.0,19.0,12.0,6.0,11.0,50.0,75.0,7917.0,13.0
E01000358,818.0,114.0,83.0,105.0,254.0,58.0,19.0,8.0,5.0,72.0,100.0,8068.0,13.0
E01000359,636.0,61.0,105.0,98.0,225.0,30.0,3.0,6.0,9.0,45.0,54.0,7417.0,14.0
E01000360,852.0,110.0,114.0,121.0,250.0,56.0,10.0,8.0,8.0,80.0,95.0,8733.0,13.0
E01000361,817.0,101.0,104.0,132.0,232.0,47.0,13.0,3.0,12.0,76.0,97.0,8216.0,13.0
E01000362,702.0,96.0,92.0,111.0,165.0,58.0,7.0,12.0,9.0,80.0,72.0,7330.0,13.0
E01000363,757.0,74.0,106.0,134.0,201.0,44.0,14.0,10.0,11.0,86.0,77.0,8345.0,14.0
E01000364,776.0,91.0,115.0,108.0,175.0,67.0,10.0,6.0,16.0,95.0,93.0,8660.0,15.0
E01000365,757.0,83.0,113.0,93.0,216.0,73.0,15.0,10.0,8.0,68.0,78.0,8862.0,14.0
E01000366,876.0,103.0,83.0,115.0,327.0,55.0,21.0,7.0,7.0,69.0,89.0,9408.0,13.0
E01000367,694.0,87.0,148.0,121.0,128.0,71.0,11.0,7.0,4.0,46.0,71.0,6001.0,10.0
E01000368,664.0,79.0,112.0,112.0,130.0,93.0,12.0,9.0,18.0,33.0,66.0,9133.0,16.0
E01000369,835.0,104.0,140.0,153.0,176.0,102.0,10.0,4.0,14.0,43.0,89.0,9898.0,14.0
E01000370,763.0,86.0,113.0,125.0,174.0,105.0,8.0,9.0,10.0,70.0,63.0,9052.0,14.0
E01000371,832.0,85.0,132.0,128.0,197.0,111.0,11.0,8.0,13.0,54.0,93.0,9469.0,14.0
E01000372,682.0,106.0,118.0,111.0,132.0,51.0,11.0,10.0,12.0,48.0,83.0,7766.0,14.0
E01000373,585.0,72.0,101.0,104.0,119.0,58.0,11.0,9.0,12.0,36.0,63.0,7606.0,16.0
E01000374,568.0,73.0,83.0,104.0,83.0,93.0,9.0,6.0,15.0,40.0,62.0,8445.0,18.0
E01000375,672.0,95.0,103.0,114.0,114.0,120.0,8.0,5.0,11.0,32.0,70.0,8224.0,14.0
E01000376,753.0,74.0,129.0,130.0,121.0,137.0,11.0,10.0,13.0,54.0,74.0,10411.0,17.0
E01000377,729.0,75.0,120.0,127.0,108.0,122.0,9.0,10.0,9.0,76.0,73.0,7770.0,13.0
E01000379,797.0,81.0,132.0,122.0,137.0,155.0,13.0,8.0,13.0,55.0,81.0,10296.0,16.0
E01000380,737.0,64.0,159.0,145.0,111.0,105.0,13.0,6.0,15.0,53.0,66.0,9861.0,16.0
E01000381,739.0,55.0,145.0,138.0,182.0,52.0,12.0,5.0,10.0,63.0,77.0,7803.0,13.0
E01000382,725.0,87.0,76.0,129.0,217.0,49.0,13.0,6.0,10.0,72.0,66.0,8038.0,14.0
E01000383,703.0,51.0,114.0,127.0,147.0,68.0,12.0,4.0,7.0,79.0,94.0,6653.0,13.0
E01000384,837.0,103.0,63.0,168.0,254.0,64.0,14.0,4.0,9.0,66.0,92.0,8869.0,13.0
E01000385,793.0,84.0,106.0,194.0,168.0,75.0,20.0,8.0,10.0,39.0,89.0,9074.0,14.0
E01000386,559.0,87.0,87.0,110.0,133.0,42.0,4.0,3.0,6.0,33.0,54.0,5980.0,13.0
E01000387,724.0,53.0,99.0,128.0,217.0,58.0,6.0,4.0,10.0,70.0,79.0,7697.0,13.0
E01000388,682.0,64.0,140.0,95.0,199.0,27.0,12.0,6.0,9.0,64.0,66.0,6766.0,12.0
E01000389,837.0,112.0,107.0,109.0,289.0,41.0,9.0,8.0,10.0,81.0,71.0,8876.0,13.0
E01000390,633.0,85.0,83.0,113.0,181.0,30.0,10.0,4.0,5.0,50.0,72.0,6182.0,12.0
E01000391,877.0,76.0,164.0,154.0,247.0,29.0,12.0,10.0,13.0,58.0,114.0,9468.0,13.0
E01000392,779.0,70.0,136.0,134.0,232.0,38.0,9.0,9.0,13.0,56.0,82.0,9792.0,15.0
E01000393,856.0,86.0,131.0,129.0,287.0,47.0,10.0,3.0,4.0,58.0,101.0,8705.0,13.0
E01000394,711.0,85.0,87.0,99.0,252.0,39.0,9.0,2.0,8.0,55.0,75.0,7391.0,13.0
E01000395,734.0,41.0,147.0,139.0,215.0,18.0,9.0,8.0,12.0,65.0,80.0,7927.0,14.0
E01000396,738.0,55.0,138.0,125.0,234.0,22.0,9.0,5.0,11.0,56.0,83.0,7418.0,12.0
E01000398,714.0,51.0,157.0,135.0,206.0,22.0,15.0,6.0,5.0,34.0,83.0,6704.0,11.0
E01000399,739.0,41.0,155.0,137.0,232.0,21.0,8.0,4.0,4.0,52.0,85.0,6432.0,11.0
E01000400,755.0,58.0,145.0,146.0,216.0,22.0,6.0,11.0,5.0,50.0,96.0,6687.0,11.0
E01000401,743.0,57.0,115.0,146.0,225.0,35.0,6.0,8.0,4.0,62.0,85.0,6972.0,12.0
E01000402,699.0,65.0,128.0,132.0,186.0,63.0,6.0,5.0,9.0,28.0,77.0,7393.0,12.0
E01000403,866.0,104.0,130.0,167.0,181.0,126.0,6.0,6.0,5.0,52.0,89.0,9068.0,12.0
E01000404,996.0,88.0,106.0,170.0,224.0,181.0,13.0,10.0,20.0,72.0,112.0,14485.0,18.0
E01000405,655.0,78.0,79.0,132.0,157.0,79.0,17.0,6.0,11.0,45.0,51.0,8767.0,16.0
E01000406,751.0,75.0,112.0,166.0,157.0,72.0,7.0,11.0,12.0,55.0,84.0,8259.0,13.0
E01000407,639.0,71.0,107.0,98.0,131.0,77.0,9.0,6.0,9.0,57.0,74.0,7056.0,14.0
E01000408,751.0,92.0,84.0,164.0,172.0,70.0,6.0,4.0,9.0,63.0,87.0,7881.0,13.0
E01000409,859.0,76.0,154.0,158.0,270.0,19.0,13.0,9.0,9.0,67.0,84.0,9207.0,13.0
E01000410,819.0,63.0,120.0,168.0,258.0,34.0,10.0,5.0,7.0,58.0,96.0,8615.0,13.0
E01000411,704.0,45.0,124.0,142.0,214.0,23.0,5.0,9.0,10.0,46.0,86.0,7212.0,13.0
E01000412,878.0,43.0,156.0,155.0,294.0,14.0,7.0,9.0,16.0,67.0,117.0,9589.0,14.0
E01000413,694.0,55.0,115.0,146.0,209.0,16.0,7.0,5.0,6.0,42.0,93.0,6780.0,12.0
E01000414,792.0,56.0,131.0,144.0,256.0,21.0,12.0,7.0,11.0,77.0,77.0,7799.0,12.0
E01000415,758.0,46.0,143.0,156.0,225.0,23.0,7.0,4.0,7.0,47.0,100.0,7581.0,12.0
E01000416,668.0,52.0,113.0,94.0,196.0,45.0,9.0,5.0,12.0,52.0,90.0,7462.0,14.0
E01000417,802.0,44.0,180.0,126.0,241.0,34.0,13.0,7.0,14.0,56.0,87.0,9840.0,15.0
E01000418,922.0,69.0,178.0,139.0,271.0,49.0,23.0,9.0,16.0,59.0,109.0,10788.0,14.0
E01000419,678.0,30.0,151.0,110.0,192.0,20.0,10.0,12.0,5.0,66.0,82.0,6092.0,11.0
E01000420,773.0,62.0,149.0,131.0,203.0,37.0,7.0,6.0,9.0,69.0,100.0,8028.0,13.0
E01000421,661.0,48.0,132.0,114.0,179.0,42.0,5.0,4.0,5.0,58.0,74.0,6582.0,12.0
E01000422,644.0,64.0,99.0,100.0,194.0,43.0,9.0,7.0,13.0,47.0,68.0,7915.0,15.0
E01000423,817.0,70.0,72.0,175.0,289.0,23.0,8.0,5.0,12.0,68.0,95.0,9091.0,14.0
E01000424,881.0,82.0,83.0,135.0,366.0,40.0,13.0,8.0,13.0,69.0,72.0,10715.0,14.0
E01000425,822.0,82.0,88.0,158.0,254.0,27.0,16.0,5.0,9.0,86.0,97.0,8393.0,13.0
E01000426,895.0,95.0,99.0,141.0,307.0,39.0,13.0,15.0,11.0,80.0,95.0,10326.0,14.0
E01000427,871.0,98.0,106.0,177.0,286.0,34.0,13.0,8.0,5.0,59.0,85.0,8786.0,12.0
E01000428,773.0,105.0,66.0,154.0,254.0,26.0,7.0,4.0,20.0,75.0,62.0,10006.0,16.0
E01000429,692.0,68.0,110.0,97.0,141.0,113.0,11.0,3.0,12.0,50.0,87.0,8310.0,15.0
E01000430,828.0,61.0,134.0,113.0,165.0,184.0,19.0,9.0,15.0,59.0,69.0,12442.0,18.0
E01000431,650.0,80.0,122.0,107.0,129.0,68.0,14.0,3.0,12.0,40.0,75.0,7267.0,14.0
E01000433,689.0,77.0,129.0,127.0,119.0,85.0,9.0,8.0,9.0,51.0,75.0,7953.0,14.0
E01000434,580.0,78.0,133.0,102.0,74.0,97.0,10.0,1.0,8.0,22.0,55.0,6074.0,12.0
E01000435,592.0,81.0,117.0,85.0,98.0,93.0,8.0,8.0,7.0,37.0,58.0,6791.0,14.0
E01000436,851.0,78.0,156.0,158.0,231.0,53.0,8.0,7.0,11.0,71.0,78.0,8634.0,12.0
E01000437,630.0,64.0,115.0,121.0,140.0,48.0,13.0,11.0,7.0,40.0,71.0,6413.0,12.0
E01000438,800.0,113.0,144.0,148.0,165.0,57.0,19.0,6.0,6.0,54.0,88.0,7032.0,11.0
E01000439,674.0,115.0,126.0,102.0,133.0,58.0,4.0,7.0,9.0,37.0,83.0,6415.0,12.0
E01000440,704.0,103.0,98.0,135.0,159.0,59.0,10.0,7.0,5.0,47.0,81.0,6461.0,11.0
E01000441,729.0,92.0,130.0,107.0,186.0,60.0,12.0,12.0,4.0,45.0,81.0,7382.0,12.0
E01000442,753.0,76.0,166.0,132.0,193.0,42.0,7.0,6.0,6.0,50.0,75.0,6684.0,11.0
E01000443,596.0,58.0,100.0,103.0,179.0,32.0,8.0,5.0,5.0,40.0,66.0,5866.0,12.0
E01000444,779.0,51.0,114.0,93.0,183.0,140.0,15.0,9.0,12.0,88.0,74.0,9680.0,16.0
E01000445,756.0,52.0,120.0,124.0,206.0,67.0,14.0,7.0,4.0,54.0,108.0,7612.0,13.0
E01000446,886.0,60.0,149.0,164.0,267.0,59.0,11.0,4.0,7.0,67.0,98.0,9035.0,12.0
E01000447,817.0,60.0,99.0,111.0,236.0,132.0,8.0,8.0,9.0,65.0,89.0,9961.0,15.0
E01000448,634.0,50.0,106.0,101.0,175.0,64.0,10.0,6.0,9.0,56.0,57.0,6932.0,13.0
E01000449,659.0,63.0,95.0,101.0,187.0,65.0,15.0,7.0,3.0,68.0,55.0,6965.0,13.0
E01000450,788.0,41.0,150.0,141.0,259.0,26.0,11.0,8.0,10.0,56.0,86.0,9292.0,14.0
E01000451,869.0,62.0,185.0,125.0,281.0,32.0,9.0,7.0,12.0,48.0,108.0,9263.0,13.0
E01000452,756.0,71.0,156.0,94.0,256.0,27.0,8.0,6.0,9.0,48.0,81.0,8171.0,13.0
E01000453,769.0,62.0,135.0,86.0,257.0,34.0,14.0,5.0,9.0,61.0,106.0,7449.0,12.0
E01000454,764.0,58.0,165.0,133.0,223.0,25.0,8.0,6.0,13.0,58.0,75.0,8178.0,13.0
E01000455,853.0,68.0,173.0,131.0,269.0,43.0,13.0,10.0,10.0,47.0,89.0,9607.0,13.0
E01000456,749.0,91.0,141.0,99.0,244.0,27.0,9.0,4.0,8.0,47.0,79.0,7805.0,13.0
E01000457,874.0,100.0,68.0,148.0,314.0,57.0,15.0,5.0,13.0,68.0,86.0,10770.0,15.0
E01000458,704.0,80.0,76.0,93.0,238.0,30.0,10.0,9.0,13.0,76.0,79.0,9534.0,17.0
E01000459,717.0,100.0,53.0,110.0,217.0,47.0,14.0,4.0,4.0,93.0,75.0,6777.0,12.0
E01000460,757.0,78.0,101.0,124.0,264.0,23.0,19.0,6.0,11.0,75.0,56.0,8106.0,13.0
E01000461,896.0,104.0,126.0,142.0,264.0,37.0,7.0,10.0,15.0,88.0,103.0,9417.0,13.0
E01000462,738.0,76.0,72.0,95.0,261.0,35.0,8.0,6.0,11.0,90.0,84.0,8176.0,15.0
E01000463,653.0,63.0,74.0,118.0,243.0,20.0,10.0,6.0,11.0,49.0,59.0,8093.0,15.0
E01000464,614.0,51.0,102.0,95.0,192.0,39.0,5.0,8.0,17.0,44.0,61.0,8100.0,16.0
E01000465,649.0,56.0,113.0,102.0,203.0,41.0,15.0,9.0,8.0,36.0,66.0,7189.0,13.0
E01000466,632.0,50.0,98.0,102.0,186.0,37.0,13.0,10.0,13.0,50.0,72.0,7906.0,16.0
E01000467,714.0,41.0,79.0,136.0,264.0,38.0,10.0,5.0,12.0,54.0,75.0,9031.0,15.0
E01000468,1171.0,61.0,100.0,175.0,406.0,80.0,19.0,11.0,19.0,134.0,167.0,14433.0,17.0
E01000469,757.0,45.0,83.0,124.0,253.0,52.0,12.0,8.0,16.0,65.0,99.0,9582.0,16.0
E01000470,538.0,57.0,82.0,79.0,170.0,33.0,8.0,2.0,10.0,37.0,60.0,6189.0,14.0
E01000471,813.0,179.0,136.0,143.0,158.0,16.0,3.0,4.0,13.0,63.0,98.0,6621.0,10.0
E01000472,764.0,135.0,114.0,133.0,183.0,19.0,5.0,1.0,15.0,55.0,104.0,6815.0,11.0
E01000473,906.0,178.0,196.0,164.0,156.0,17.0,3.0,1.0,15.0,63.0,113.0,6872.0,9.0
E01000474,909.0,172.0,216.0,143.0,163.0,15.0,8.0,2.0,7.0,49.0,134.0,6275.0,9.0
E01000475,971.0,125.0,208.0,174.0,195.0,23.0,11.0,10.0,26.0,69.0,130.0,10340.0,13.0
E01000476,773.0,167.0,140.0,143.0,143.0,11.0,7.0,3.0,9.0,43.0,107.0,5486.0,9.0
E01000477,921.0,213.0,127.0,183.0,145.0,15.0,4.0,6.0,16.0,77.0,135.0,7139.0,10.0
E01000478,815.0,158.0,145.0,151.0,149.0,14.0,9.0,4.0,11.0,54.0,120.0,6141.0,10.0
E01000479,739.0,54.0,154.0,120.0,175.0,27.0,8.0,4.0,12.0,96.0,89.0,6673.0,12.0
E01000480,864.0,65.0,114.0,123.0,276.0,19.0,5.0,2.0,18.0,103.0,139.0,11605.0,19.0
E01000481,701.0,51.0,145.0,113.0,204.0,12.0,7.0,2.0,8.0,51.0,108.0,5867.0,11.0
E01000483,693.0,57.0,129.0,153.0,145.0,11.0,3.0,3.0,12.0,42.0,138.0,5628.0,11.0
E01000484,497.0,34.0,116.0,83.0,136.0,19.0,0.0,3.0,11.0,28.0,67.0,6934.0,17.0
