LSOA21CD,Borough,Total: All households,1 room,2 rooms,3 rooms,4 rooms,5 rooms,6 rooms,7 rooms,8 rooms,9 or more rooms
E01003998,Southwark ,658,4.0,174.0,229.0,156.0,44.0,24.0,11.0,4.0,12.0
E01003999,Southwark ,600,35.0,115.0,189.0,175.0,45.0,25.0,9.0,5.0,2.0
E01032639,Southwark ,783,4.0,235.0,399.0,53.0,86.0,4.0,1.0,1.0,0.0
E01032719,Southwark ,805,48.0,373.0,306.0,60.0,10.0,4.0,0.0,1.0,3.0
E01003966,Southwark ,824,36.0,211.0,275.0,177.0,107.0,11.0,1.0,2.0,4.0
E01003971,Southwark ,511,13.0,87.0,212.0,49.0,111.0,31.0,5.0,1.0,2.0
E01033878,Southwark ,421,6.0,85.0,145.0,93.0,77.0,10.0,3.0,0.0,2.0
E01033879,Southwark ,843,7.0,180.0,276.0,101.0,133.0,117.0,28.0,0.0,1.0
E01033880,Southwark ,535,12.0,141.0,179.0,68.0,53.0,49.0,18.0,5.0,10.0
E01003963,Southwark ,687,14.0,185.0,303.0,137.0,37.0,10.0,0.0,0.0,1.0
E01003972,Southwark ,620,26.0,205.0,188.0,121.0,63.0,8.0,3.0,4.0,2.0
E01003973,Southwark ,756,37.0,222.0,319.0,133.0,33.0,6.0,3.0,0.0,3.0
E01033881,Southwark ,714,35.0,112.0,289.0,153.0,78.0,36.0,10.0,1.0,0.0
E01003923,Southwark ,729,29.0,126.0,362.0,92.0,52.0,35.0,21.0,7.0,5.0
E01003969,Southwark ,1021,25.0,214.0,454.0,181.0,64.0,31.0,38.0,8.0,6.0
E01003991,Southwark ,586,8.0,186.0,215.0,107.0,40.0,25.0,3.0,2.0,0.0
E01003993,Southwark ,799,25.0,85.0,351.0,313.0,21.0,3.0,0.0,0.0,1.0
E01003997,Southwark ,508,12.0,73.0,154.0,173.0,39.0,35.0,16.0,5.0,1.0
E01003983,Southwark ,673,12.0,104.0,231.0,265.0,51.0,6.0,3.0,1.0,0.0
E01003988,Southwark ,871,39.0,251.0,263.0,215.0,48.0,42.0,2.0,2.0,9.0
E01003989,Southwark ,878,21.0,124.0,437.0,235.0,44.0,14.0,1.0,1.0,1.0
E01003990,Southwark ,825,22.0,153.0,279.0,217.0,93.0,19.0,39.0,0.0,3.0
E01004007,Southwark ,543,13.0,72.0,213.0,193.0,38.0,7.0,3.0,2.0,2.0
E01003912,Southwark ,669,9.0,113.0,340.0,174.0,21.0,2.0,2.0,0.0,8.0
E01004011,Southwark ,827,3.0,235.0,325.0,164.0,61.0,22.0,11.0,5.0,1.0
E01004012,Southwark ,920,34.0,195.0,361.0,187.0,104.0,14.0,21.0,3.0,1.0
E01004013,Southwark ,657,4.0,125.0,301.0,157.0,36.0,27.0,6.0,1.0,0.0
E01004014,Southwark ,819,8.0,307.0,297.0,143.0,51.0,5.0,2.0,4.0,2.0
E01003911,Southwark ,752,23.0,145.0,340.0,188.0,39.0,7.0,4.0,3.0,3.0
E01003916,Southwark ,910,18.0,186.0,328.0,215.0,71.0,81.0,6.0,4.0,1.0
E01003917,Southwark ,876,35.0,360.0,176.0,124.0,105.0,35.0,24.0,11.0,6.0
E01003918,Southwark ,647,23.0,200.0,206.0,157.0,47.0,10.0,3.0,1.0,0.0
E01003925,Southwark ,842,27.0,226.0,317.0,201.0,49.0,16.0,4.0,2.0,0.0
E01003919,Southwark ,683,13.0,167.0,225.0,119.0,69.0,48.0,17.0,5.0,20.0
E01003920,Southwark ,906,26.0,276.0,378.0,178.0,46.0,1.0,0.0,0.0,1.0
E01003921,Southwark ,990,55.0,388.0,384.0,120.0,28.0,5.0,1.0,1.0,8.0
E01003922,Southwark ,965,26.0,287.0,420.0,154.0,48.0,11.0,5.0,11.0,3.0
E01003924,Southwark ,902,69.0,264.0,409.0,98.0,55.0,4.0,0.0,1.0,2.0
E01003926,Southwark ,569,17.0,97.0,142.0,215.0,76.0,9.0,3.0,6.0,4.0
E01004008,Southwark ,799,7.0,179.0,215.0,311.0,65.0,16.0,5.0,1.0,0.0
E01004010,Southwark ,632,20.0,183.0,239.0,142.0,24.0,11.0,6.0,6.0,1.0
E01004067,Southwark ,932,100.0,189.0,299.0,230.0,58.0,33.0,15.0,6.0,2.0
E01033882,Southwark ,583,29.0,212.0,67.0,104.0,108.0,51.0,6.0,3.0,3.0
E01033883,Southwark ,649,22.0,159.0,186.0,204.0,61.0,13.0,3.0,0.0,1.0
E01003984,Southwark ,1004,21.0,368.0,315.0,143.0,85.0,37.0,27.0,7.0,1.0
E01004003,Southwark ,793,7.0,335.0,191.0,119.0,119.0,17.0,2.0,1.0,2.0
E01004004,Southwark ,1143,3.0,403.0,348.0,150.0,136.0,78.0,17.0,3.0,5.0
E01004005,Southwark ,1005,54.0,357.0,333.0,165.0,68.0,11.0,11.0,3.0,3.0
E01004006,Southwark ,788,11.0,230.0,124.0,114.0,103.0,180.0,17.0,4.0,5.0
E01003913,Southwark ,838,21.0,185.0,232.0,181.0,82.0,41.0,54.0,21.0,21.0
E01003914,Southwark ,720,9.0,187.0,148.0,107.0,54.0,94.0,70.0,43.0,8.0
E01003915,Southwark ,798,8.0,327.0,157.0,107.0,149.0,27.0,8.0,11.0,4.0
E01004050,Southwark ,629,26.0,143.0,216.0,98.0,28.0,24.0,25.0,25.0,44.0
E01004052,Southwark ,775,17.0,160.0,266.0,76.0,103.0,92.0,42.0,13.0,6.0
E01004061,Southwark ,734,16.0,198.0,134.0,102.0,92.0,116.0,51.0,14.0,11.0
E01004062,Southwark ,982,22.0,269.0,382.0,195.0,49.0,41.0,16.0,3.0,5.0
E01004063,Southwark ,856,19.0,198.0,205.0,145.0,136.0,104.0,34.0,6.0,9.0
E01004065,Southwark ,631,7.0,148.0,118.0,81.0,87.0,120.0,53.0,14.0,3.0
E01004066,Southwark ,851,11.0,191.0,314.0,172.0,46.0,68.0,29.0,11.0,9.0
E01004000,Southwark ,875,20.0,264.0,201.0,133.0,124.0,120.0,7.0,3.0,3.0
E01004001,Southwark ,753,10.0,182.0,247.0,198.0,69.0,38.0,6.0,1.0,2.0
E01004019,Southwark ,841,18.0,185.0,221.0,215.0,86.0,65.0,35.0,9.0,7.0
E01004064,Southwark ,816,7.0,216.0,298.0,187.0,54.0,27.0,21.0,3.0,3.0
E01004068,Southwark ,814,5.0,251.0,201.0,205.0,109.0,40.0,2.0,1.0,0.0
E01004045,Southwark ,638,5.0,139.0,132.0,221.0,108.0,26.0,5.0,1.0,1.0
E01004047,Southwark ,617,25.0,107.0,234.0,166.0,79.0,5.0,1.0,0.0,0.0
E01004048,Southwark ,689,8.0,77.0,243.0,201.0,97.0,37.0,8.0,9.0,9.0
E01004049,Southwark ,514,10.0,74.0,122.0,202.0,83.0,13.0,4.0,1.0,5.0
E01004051,Southwark ,585,11.0,96.0,232.0,93.0,57.0,66.0,23.0,5.0,2.0
E01003953,Southwark ,947,63.0,257.0,220.0,110.0,65.0,112.0,85.0,31.0,4.0
E01003955,Southwark ,811,16.0,166.0,183.0,167.0,118.0,114.0,27.0,10.0,10.0
E01004015,Southwark ,705,21.0,160.0,162.0,106.0,87.0,58.0,90.0,9.0,12.0
E01004021,Southwark ,997,44.0,310.0,306.0,128.0,50.0,69.0,40.0,43.0,7.0
E01004046,Southwark ,643,12.0,146.0,139.0,74.0,54.0,79.0,116.0,15.0,8.0
E01004002,Southwark ,654,4.0,111.0,95.0,54.0,110.0,259.0,11.0,8.0,2.0
E01004016,Southwark ,991,5.0,128.0,234.0,200.0,238.0,171.0,7.0,6.0,2.0
E01004017,Southwark ,649,12.0,83.0,207.0,79.0,154.0,43.0,12.0,24.0,35.0
E01004020,Southwark ,739,22.0,163.0,325.0,145.0,59.0,21.0,0.0,1.0,3.0
E01003952,Southwark ,688,11.0,121.0,142.0,125.0,100.0,111.0,47.0,30.0,1.0
E01003954,Southwark ,658,7.0,125.0,114.0,120.0,90.0,172.0,29.0,1.0,0.0
E01003956,Southwark ,730,8.0,136.0,142.0,102.0,160.0,123.0,49.0,8.0,2.0
E01004071,Southwark ,637,5.0,123.0,139.0,194.0,55.0,46.0,53.0,10.0,12.0
E01004072,Southwark ,625,3.0,70.0,77.0,76.0,106.0,86.0,147.0,51.0,9.0
E01004069,Southwark ,482,3.0,27.0,42.0,40.0,38.0,97.0,109.0,62.0,64.0
E01004070,Southwark ,729,9.0,85.0,127.0,116.0,180.0,68.0,37.0,77.0,30.0
E01004073,Southwark ,700,11.0,93.0,96.0,140.0,129.0,84.0,83.0,41.0,23.0
E01004074,Southwark ,617,7.0,41.0,73.0,66.0,84.0,78.0,63.0,49.0,156.0
E01004075,Southwark ,624,0.0,10.0,47.0,97.0,95.0,128.0,171.0,52.0,24.0
E01003949,Southwark ,863,7.0,232.0,331.0,94.0,57.0,53.0,41.0,29.0,19.0
E01003950,Southwark ,809,8.0,150.0,282.0,217.0,90.0,30.0,21.0,6.0,5.0
E01003957,Southwark ,700,4.0,112.0,191.0,115.0,72.0,102.0,75.0,17.0,12.0
E01003958,Southwark ,774,13.0,107.0,231.0,155.0,109.0,56.0,53.0,29.0,21.0
E01004018,Southwark ,780,14.0,100.0,166.0,151.0,205.0,79.0,41.0,15.0,9.0
E01003945,Southwark ,729,12.0,92.0,174.0,146.0,120.0,111.0,19.0,20.0,35.0
E01003946,Southwark ,754,9.0,78.0,155.0,205.0,87.0,104.0,56.0,26.0,34.0
E01003947,Southwark ,601,28.0,62.0,264.0,203.0,37.0,5.0,1.0,0.0,1.0
E01003948,Southwark ,795,46.0,130.0,405.0,59.0,96.0,34.0,11.0,10.0,4.0
E01003951,Southwark ,549,4.0,39.0,69.0,121.0,114.0,66.0,29.0,27.0,80.0
E01003930,Southwark ,750,32.0,198.0,330.0,133.0,24.0,22.0,5.0,5.0,1.0
E01003932,Southwark ,689,21.0,207.0,284.0,105.0,32.0,16.0,11.0,8.0,5.0
E01003933,Southwark ,1020,17.0,333.0,357.0,134.0,61.0,33.0,25.0,48.0,12.0
E01032583,Southwark ,918,45.0,242.0,430.0,166.0,21.0,7.0,2.0,1.0,4.0
E01032584,Southwark ,572,24.0,135.0,200.0,132.0,66.0,6.0,6.0,3.0,0.0
E01032637,Southwark ,563,34.0,251.0,237.0,32.0,4.0,2.0,2.0,1.0,0.0
E01032638,Southwark ,597,14.0,125.0,378.0,59.0,13.0,5.0,1.0,1.0,1.0
E01032640,Southwark ,609,45.0,208.0,247.0,78.0,11.0,12.0,3.0,1.0,4.0
E01032834,Southwark ,620,62.0,170.0,321.0,55.0,8.0,2.0,2.0,0.0,0.0
E01033884,Southwark ,593,14.0,199.0,271.0,79.0,22.0,4.0,4.0,0.0,0.0
E01003976,Southwark ,1143,30.0,301.0,601.0,167.0,32.0,5.0,6.0,0.0,1.0
E01032646,Southwark ,803,29.0,238.0,373.0,112.0,32.0,9.0,6.0,4.0,0.0
E01032803,Southwark ,787,3.0,260.0,445.0,64.0,10.0,4.0,1.0,0.0,0.0
E01033885,Southwark ,627,16.0,212.0,276.0,88.0,22.0,11.0,1.0,1.0,0.0
E01004125,Sutton ,617,2.0,107.0,210.0,255.0,33.0,7.0,1.0,1.0,1.0
E01004183,Sutton ,679,19.0,117.0,206.0,296.0,33.0,7.0,0.0,0.0,1.0
E01004184,Sutton ,604,0.0,53.0,228.0,262.0,51.0,5.0,4.0,1.0,0.0
E01004185,Sutton ,806,15.0,133.0,311.0,218.0,112.0,9.0,4.0,2.0,2.0
E01004189,Sutton ,768,0.0,81.0,315.0,235.0,117.0,15.0,3.0,1.0,1.0
E01004123,Sutton ,811,7.0,122.0,314.0,262.0,93.0,7.0,3.0,1.0,2.0
E01004124,Sutton ,670,1.0,21.0,202.0,307.0,132.0,1.0,4.0,1.0,1.0
E01004126,Sutton ,563,0.0,27.0,272.0,233.0,26.0,2.0,2.0,1.0,0.0
E01004128,Sutton ,528,1.0,48.0,189.0,228.0,53.0,5.0,3.0,1.0,0.0
E01004129,Sutton ,728,4.0,194.0,159.0,279.0,80.0,5.0,5.0,0.0,2.0
E01004130,Sutton ,656,1.0,41.0,87.0,151.0,328.0,36.0,9.0,2.0,1.0
E01004131,Sutton ,676,3.0,20.0,171.0,157.0,277.0,33.0,11.0,2.0,2.0
E01004134,Sutton ,562,8.0,32.0,106.0,54.0,323.0,24.0,8.0,5.0,2.0
E01004135,Sutton ,508,6.0,4.0,31.0,55.0,376.0,27.0,9.0,0.0,0.0
E01004136,Sutton ,555,0.0,9.0,105.0,51.0,327.0,43.0,15.0,2.0,3.0
E01004164,Sutton ,623,13.0,128.0,94.0,85.0,267.0,21.0,11.0,0.0,4.0
E01004166,Sutton ,675,6.0,94.0,172.0,267.0,115.0,11.0,10.0,0.0,0.0
E01004169,Sutton ,701,1.0,97.0,406.0,100.0,87.0,6.0,4.0,0.0,0.0
E01004186,Sutton ,766,30.0,212.0,255.0,187.0,68.0,10.0,4.0,0.0,0.0
E01034153,Sutton ,584,24.0,102.0,230.0,81.0,128.0,15.0,3.0,1.0,0.0
E01034154,Sutton ,636,1.0,126.0,278.0,97.0,110.0,22.0,1.0,1.0,0.0
E01004127,Sutton ,652,1.0,48.0,181.0,246.0,157.0,13.0,2.0,1.0,3.0
E01004163,Sutton ,632,1.0,2.0,168.0,271.0,167.0,14.0,8.0,1.0,0.0
E01004165,Sutton ,710,7.0,97.0,250.0,160.0,167.0,15.0,5.0,6.0,3.0
E01004167,Sutton ,583,5.0,43.0,177.0,156.0,168.0,22.0,5.0,5.0,2.0
E01004187,Sutton ,642,5.0,100.0,137.0,178.0,199.0,14.0,7.0,1.0,1.0
E01004117,Sutton ,516,1.0,1.0,12.0,30.0,414.0,44.0,11.0,3.0,0.0
E01004121,Sutton ,626,5.0,64.0,129.0,76.0,255.0,75.0,13.0,8.0,1.0
E01004192,Sutton ,727,2.0,42.0,138.0,278.0,212.0,34.0,5.0,8.0,8.0
E01004193,Sutton ,1055,13.0,86.0,293.0,395.0,112.0,119.0,14.0,13.0,10.0
E01004195,Sutton ,685,7.0,62.0,210.0,140.0,223.0,33.0,6.0,4.0,0.0
E01004144,Sutton ,651,1.0,28.0,106.0,70.0,343.0,80.0,17.0,2.0,4.0
E01004145,Sutton ,807,1.0,19.0,179.0,124.0,446.0,28.0,7.0,2.0,1.0
E01004146,Sutton ,734,11.0,97.0,145.0,179.0,278.0,18.0,4.0,2.0,0.0
E01004147,Sutton ,594,0.0,5.0,94.0,184.0,265.0,34.0,9.0,3.0,0.0
E01004116,Sutton ,635,7.0,80.0,123.0,77.0,242.0,60.0,32.0,8.0,6.0
E01004122,Sutton ,535,3.0,38.0,30.0,47.0,305.0,71.0,26.0,10.0,5.0
E01004190,Sutton ,505,1.0,17.0,71.0,74.0,259.0,56.0,18.0,7.0,2.0
E01004191,Sutton ,712,7.0,60.0,218.0,81.0,293.0,39.0,10.0,3.0,1.0
E01004194,Sutton ,690,9.0,114.0,251.0,175.0,106.0,20.0,14.0,0.0,1.0
E01004196,Sutton ,607,1.0,30.0,146.0,115.0,257.0,37.0,17.0,3.0,1.0
E01004115,Sutton ,674,2.0,69.0,92.0,87.0,390.0,23.0,6.0,1.0,4.0
E01004118,Sutton ,694,9.0,37.0,200.0,45.0,339.0,47.0,9.0,5.0,3.0
E01004119,Sutton ,500,0.0,20.0,43.0,48.0,340.0,32.0,12.0,4.0,1.0
E01004132,Sutton ,510,0.0,3.0,26.0,49.0,401.0,25.0,5.0,0.0,1.0
E01004133,Sutton ,538,0.0,1.0,7.0,53.0,450.0,22.0,3.0,1.0,1.0
E01004171,Sutton ,571,12.0,14.0,56.0,66.0,371.0,32.0,13.0,6.0,1.0
E01004172,Sutton ,842,12.0,211.0,415.0,67.0,110.0,14.0,5.0,5.0,3.0
E01004173,Sutton ,524,7.0,33.0,57.0,134.0,185.0,81.0,19.0,2.0,6.0
E01004175,Sutton ,694,1.0,67.0,215.0,118.0,266.0,15.0,7.0,2.0,3.0
E01004176,Sutton ,615,7.0,64.0,175.0,129.0,202.0,31.0,5.0,1.0,1.0
E01004076,Sutton ,619,8.0,46.0,185.0,218.0,108.0,42.0,8.0,2.0,2.0
E01004077,Sutton ,638,2.0,46.0,110.0,116.0,330.0,20.0,12.0,2.0,0.0
E01004078,Sutton ,698,17.0,84.0,213.0,230.0,131.0,19.0,3.0,0.0,1.0
E01004079,Sutton ,494,0.0,11.0,14.0,73.0,345.0,37.0,9.0,2.0,3.0
E01004080,Sutton ,516,0.0,18.0,19.0,90.0,320.0,42.0,20.0,3.0,4.0
E01004081,Sutton ,634,6.0,52.0,116.0,192.0,235.0,24.0,4.0,3.0,2.0
E01004082,Sutton ,494,0.0,3.0,48.0,41.0,374.0,20.0,8.0,0.0,0.0
E01004137,Sutton ,1158,64.0,298.0,404.0,179.0,165.0,32.0,11.0,3.0,2.0
E01004140,Sutton ,789,31.0,312.0,172.0,230.0,30.0,8.0,0.0,5.0,1.0
E01004141,Sutton ,753,54.0,187.0,258.0,179.0,58.0,11.0,4.0,2.0,0.0
E01004149,Sutton ,788,7.0,109.0,331.0,145.0,123.0,42.0,18.0,10.0,3.0
E01034155,Sutton ,862,18.0,246.0,367.0,154.0,66.0,10.0,0.0,1.0,0.0
E01034156,Sutton ,683,28.0,305.0,311.0,17.0,15.0,4.0,2.0,0.0,1.0
E01004101,Sutton ,535,3.0,9.0,43.0,60.0,351.0,41.0,19.0,7.0,2.0
E01004103,Sutton ,747,7.0,161.0,255.0,131.0,126.0,53.0,11.0,0.0,3.0
E01004138,Sutton ,752,15.0,145.0,179.0,237.0,165.0,8.0,2.0,0.0,1.0
E01004139,Sutton ,636,29.0,99.0,194.0,88.0,177.0,31.0,17.0,1.0,0.0
E01004168,Sutton ,583,0.0,10.0,57.0,114.0,346.0,35.0,13.0,7.0,1.0
E01004143,Sutton ,626,4.0,89.0,187.0,210.0,111.0,21.0,0.0,4.0,0.0
E01004148,Sutton ,678,10.0,78.0,201.0,244.0,131.0,7.0,4.0,1.0,2.0
E01004159,Sutton ,616,1.0,15.0,159.0,172.0,234.0,25.0,4.0,4.0,2.0
E01004160,Sutton ,679,19.0,106.0,186.0,105.0,170.0,55.0,26.0,10.0,2.0
E01004161,Sutton ,602,1.0,32.0,206.0,156.0,169.0,28.0,8.0,1.0,1.0
E01004097,Sutton ,624,7.0,17.0,133.0,61.0,302.0,68.0,24.0,4.0,8.0
E01004098,Sutton ,514,13.0,52.0,83.0,53.0,137.0,91.0,54.0,16.0,15.0
E01004099,Sutton ,773,6.0,130.0,325.0,157.0,116.0,20.0,8.0,7.0,4.0
E01004100,Sutton ,575,7.0,22.0,98.0,61.0,290.0,62.0,21.0,7.0,7.0
E01004102,Sutton ,601,17.0,55.0,94.0,68.0,260.0,78.0,17.0,8.0,4.0
E01004110,Sutton ,861,13.0,132.0,292.0,55.0,272.0,66.0,22.0,5.0,4.0
E01004111,Sutton ,684,7.0,103.0,93.0,67.0,354.0,38.0,15.0,1.0,6.0
E01004112,Sutton ,673,1.0,25.0,151.0,60.0,184.0,146.0,69.0,19.0,18.0
E01004120,Sutton ,546,0.0,3.0,29.0,31.0,355.0,71.0,44.0,10.0,3.0
E01004157,Sutton ,449,0.0,3.0,21.0,15.0,213.0,141.0,33.0,17.0,6.0
E01004087,Sutton ,538,1.0,13.0,10.0,45.0,207.0,174.0,55.0,17.0,16.0
E01004170,Sutton ,912,40.0,182.0,354.0,54.0,131.0,111.0,25.0,10.0,5.0
E01004174,Sutton ,679,28.0,125.0,179.0,87.0,166.0,49.0,21.0,14.0,10.0
E01004178,Sutton ,1061,42.0,316.0,398.0,82.0,98.0,82.0,27.0,9.0,7.0
E01004179,Sutton ,606,7.0,43.0,87.0,49.0,191.0,161.0,47.0,15.0,6.0
E01004152,Sutton ,838,29.0,246.0,421.0,63.0,38.0,21.0,13.0,5.0,2.0
E01004155,Sutton ,841,25.0,172.0,357.0,170.0,64.0,30.0,11.0,4.0,8.0
E01004156,Sutton ,945,30.0,322.0,420.0,116.0,29.0,7.0,10.0,4.0,7.0
E01004158,Sutton ,720,23.0,160.0,252.0,113.0,57.0,53.0,26.0,17.0,19.0
E01004162,Sutton ,745,26.0,190.0,323.0,99.0,42.0,39.0,14.0,6.0,6.0
E01004083,Sutton ,611,6.0,168.0,202.0,125.0,78.0,30.0,1.0,1.0,0.0
E01004086,Sutton ,726,8.0,128.0,170.0,90.0,242.0,63.0,13.0,8.0,4.0
E01004088,Sutton ,748,15.0,194.0,242.0,237.0,55.0,3.0,0.0,0.0,2.0
E01004089,Sutton ,551,20.0,144.0,154.0,155.0,61.0,15.0,1.0,1.0,0.0
E01004182,Sutton ,670,11.0,91.0,231.0,128.0,183.0,18.0,8.0,0.0,0.0
E01004104,Sutton ,557,1.0,11.0,30.0,38.0,317.0,102.0,44.0,8.0,6.0
E01004107,Sutton ,622,8.0,28.0,194.0,149.0,186.0,42.0,10.0,4.0,1.0
E01004177,Sutton ,905,8.0,342.0,361.0,94.0,48.0,32.0,13.0,5.0,2.0
E01004180,Sutton ,625,1.0,15.0,29.0,70.0,203.0,145.0,89.0,47.0,26.0
E01004181,Sutton ,783,9.0,157.0,359.0,90.0,55.0,60.0,22.0,14.0,17.0
E01004090,Sutton ,570,13.0,196.0,218.0,107.0,25.0,8.0,3.0,0.0,0.0
E01004096,Sutton ,754,53.0,294.0,241.0,77.0,20.0,32.0,18.0,13.0,6.0
E01004150,Sutton ,1055,81.0,480.0,388.0,78.0,16.0,6.0,2.0,1.0,3.0
E01004151,Sutton ,847,31.0,216.0,396.0,70.0,53.0,32.0,17.0,17.0,15.0
E01004153,Sutton ,890,45.0,205.0,424.0,132.0,48.0,19.0,14.0,2.0,1.0
E01004091,Sutton ,481,1.0,0.0,11.0,52.0,200.0,157.0,42.0,11.0,7.0
E01004092,Sutton ,586,1.0,72.0,61.0,89.0,109.0,104.0,72.0,31.0,47.0
E01004105,Sutton ,682,0.0,16.0,147.0,55.0,273.0,127.0,43.0,14.0,7.0
E01004106,Sutton ,552,1.0,3.0,10.0,32.0,165.0,186.0,73.0,38.0,44.0
E01004154,Sutton ,563,1.0,24.0,95.0,64.0,145.0,136.0,49.0,19.0,30.0
E01004084,Sutton ,512,0.0,4.0,24.0,45.0,142.0,183.0,71.0,35.0,8.0
E01004085,Sutton ,578,1.0,36.0,33.0,65.0,188.0,154.0,43.0,41.0,17.0
E01004108,Sutton ,693,0.0,31.0,82.0,142.0,240.0,88.0,72.0,30.0,8.0
E01004109,Sutton ,635,1.0,32.0,157.0,162.0,227.0,39.0,8.0,8.0,1.0
E01004093,Sutton ,612,3.0,30.0,136.0,57.0,139.0,164.0,58.0,13.0,12.0
E01004094,Sutton ,777,12.0,127.0,279.0,67.0,190.0,65.0,24.0,10.0,3.0
E01004095,Sutton ,626,9.0,47.0,178.0,65.0,78.0,143.0,62.0,22.0,22.0
E01004114,Sutton ,590,3.0,2.0,16.0,49.0,113.0,117.0,112.0,76.0,102.0
E01032623,Sutton ,605,3.0,3.0,16.0,33.0,112.0,136.0,107.0,84.0,111.0
E01004222,Tower Hamlets ,1119,19.0,344.0,324.0,365.0,44.0,18.0,2.0,2.0,1.0
E01004223,Tower Hamlets ,937,5.0,251.0,440.0,147.0,74.0,14.0,4.0,2.0,0.0
E01004226,Tower Hamlets ,907,24.0,243.0,374.0,192.0,50.0,24.0,0.0,0.0,0.0
E01035657,Tower Hamlets ,512,3.0,124.0,297.0,78.0,10.0,0.0,0.0,0.0,0.0
E01035658,Tower Hamlets ,594,4.0,216.0,268.0,87.0,15.0,4.0,0.0,0.0,0.0
E01035659,Tower Hamlets ,593,0.0,92.0,219.0,231.0,24.0,17.0,7.0,2.0,1.0
E01004198,Tower Hamlets ,575,56.0,137.0,162.0,147.0,50.0,13.0,4.0,3.0,3.0
E01004199,Tower Hamlets ,553,15.0,112.0,224.0,156.0,40.0,5.0,1.0,0.0,0.0
E01004201,Tower Hamlets ,678,20.0,122.0,238.0,200.0,79.0,8.0,3.0,3.0,5.0
E01035660,Tower Hamlets ,583,19.0,175.0,214.0,118.0,31.0,10.0,15.0,1.0,0.0
E01035661,Tower Hamlets ,498,17.0,127.0,138.0,127.0,76.0,9.0,3.0,1.0,0.0
E01004228,Tower Hamlets ,816,14.0,188.0,155.0,220.0,156.0,70.0,8.0,3.0,2.0
E01004230,Tower Hamlets ,833,6.0,181.0,267.0,239.0,72.0,54.0,10.0,1.0,3.0
E01004232,Tower Hamlets ,634,19.0,82.0,128.0,161.0,137.0,54.0,29.0,14.0,10.0
E01004233,Tower Hamlets ,934,10.0,306.0,252.0,302.0,48.0,8.0,4.0,0.0,4.0
E01004234,Tower Hamlets ,936,22.0,166.0,282.0,174.0,189.0,65.0,31.0,7.0,0.0
E01004229,Tower Hamlets ,539,18.0,139.0,156.0,139.0,62.0,10.0,11.0,1.0,3.0
E01004231,Tower Hamlets ,587,5.0,107.0,272.0,143.0,39.0,8.0,6.0,4.0,3.0
E01032764,Tower Hamlets ,1054,49.0,278.0,528.0,161.0,29.0,6.0,2.0,0.0,1.0
E01032765,Tower Hamlets ,740,11.0,202.0,336.0,121.0,53.0,11.0,4.0,2.0,0.0
E01032784,Tower Hamlets ,744,13.0,229.0,320.0,146.0,29.0,7.0,0.0,0.0,0.0
E01035662,Tower Hamlets ,642,36.0,326.0,184.0,88.0,5.0,1.0,0.0,0.0,2.0
E01035663,Tower Hamlets ,560,3.0,130.0,253.0,87.0,71.0,14.0,0.0,0.0,2.0
E01004200,Tower Hamlets ,572,16.0,150.0,263.0,86.0,48.0,2.0,2.0,0.0,5.0
E01004202,Tower Hamlets ,823,28.0,267.0,310.0,142.0,47.0,21.0,5.0,2.0,1.0
E01004203,Tower Hamlets ,674,14.0,119.0,261.0,203.0,59.0,12.0,3.0,2.0,1.0
E01004204,Tower Hamlets ,710,14.0,192.0,235.0,227.0,34.0,8.0,0.0,0.0,0.0
E01004311,Tower Hamlets ,757,20.0,230.0,288.0,188.0,23.0,6.0,1.0,0.0,1.0
E01004315,Tower Hamlets ,660,10.0,225.0,208.0,136.0,70.0,6.0,3.0,1.0,1.0
E01035664,Tower Hamlets ,1109,50.0,260.0,430.0,228.0,112.0,16.0,7.0,2.0,4.0
E01004259,Tower Hamlets ,782,23.0,275.0,361.0,89.0,24.0,5.0,3.0,0.0,2.0
E01004260,Tower Hamlets ,603,18.0,64.0,289.0,204.0,21.0,2.0,4.0,1.0,0.0
E01004263,Tower Hamlets ,484,10.0,77.0,122.0,182.0,82.0,9.0,2.0,0.0,0.0
E01004266,Tower Hamlets ,553,7.0,77.0,128.0,230.0,94.0,15.0,1.0,0.0,1.0
E01004235,Tower Hamlets ,487,12.0,138.0,206.0,102.0,23.0,6.0,0.0,0.0,0.0
E01004236,Tower Hamlets ,494,3.0,70.0,194.0,138.0,68.0,15.0,4.0,1.0,1.0
E01004237,Tower Hamlets ,620,3.0,235.0,243.0,118.0,19.0,2.0,0.0,0.0,0.0
E01004239,Tower Hamlets ,539,1.0,64.0,205.0,184.0,66.0,17.0,1.0,0.0,1.0
E01035665,Tower Hamlets ,673,10.0,256.0,272.0,119.0,15.0,1.0,0.0,0.0,0.0
E01035666,Tower Hamlets ,733,46.0,233.0,224.0,176.0,33.0,16.0,4.0,0.0,1.0
E01035667,Tower Hamlets ,684,23.0,175.0,272.0,168.0,31.0,2.0,12.0,0.0,1.0
E01004312,Tower Hamlets ,485,22.0,111.0,184.0,135.0,28.0,3.0,1.0,1.0,0.0
E01004313,Tower Hamlets ,806,26.0,129.0,457.0,167.0,13.0,6.0,6.0,2.0,0.0
E01004316,Tower Hamlets ,439,25.0,120.0,177.0,88.0,25.0,3.0,1.0,0.0,0.0
E01035668,Tower Hamlets ,824,17.0,192.0,291.0,234.0,70.0,4.0,16.0,0.0,0.0
