LSOA21CD,Borough,Total: All households,1 room,2 rooms,3 rooms,4 rooms,5 rooms,6 rooms,7 rooms,8 rooms,9 or more rooms
E01002458,Hillingdon ,531,0.0,1.0,66.0,70.0,263.0,81.0,32.0,9.0,9.0
E01002459,Hillingdon ,631,0.0,0.0,64.0,135.0,285.0,116.0,24.0,5.0,2.0
E01002460,Hillingdon ,616,10.0,102.0,135.0,71.0,191.0,60.0,39.0,8.0,0.0
E01002462,Hillingdon ,523,2.0,18.0,66.0,128.0,163.0,104.0,28.0,7.0,7.0
E01002464,Hillingdon ,623,3.0,9.0,109.0,193.0,272.0,29.0,4.0,2.0,2.0
E01002461,Hillingdon ,527,1.0,36.0,39.0,83.0,120.0,117.0,45.0,53.0,33.0
E01002463,Hillingdon ,522,0.0,11.0,42.0,118.0,214.0,88.0,37.0,6.0,6.0
E01002512,Hillingdon ,766,4.0,45.0,147.0,102.0,214.0,155.0,74.0,16.0,9.0
E01002513,Hillingdon ,586,2.0,107.0,80.0,96.0,191.0,68.0,27.0,12.0,3.0
E01002516,Hillingdon ,497,8.0,33.0,38.0,66.0,145.0,112.0,47.0,38.0,10.0
E01002450,Hillingdon ,499,4.0,2.0,88.0,129.0,260.0,12.0,3.0,0.0,1.0
E01002451,Hillingdon ,502,4.0,17.0,43.0,109.0,293.0,25.0,9.0,2.0,0.0
E01002452,Hillingdon ,513,12.0,6.0,16.0,69.0,363.0,27.0,9.0,4.0,7.0
E01002453,Hillingdon ,621,12.0,30.0,65.0,98.0,402.0,10.0,3.0,1.0,0.0
E01002454,Hillingdon ,652,4.0,59.0,157.0,130.0,278.0,15.0,5.0,4.0,0.0
E01002414,Hillingdon ,527,41.0,95.0,139.0,115.0,93.0,21.0,13.0,5.0,5.0
E01002514,Hillingdon ,885,6.0,252.0,252.0,162.0,130.0,60.0,14.0,8.0,1.0
E01034601,Hillingdon ,595,24.0,82.0,210.0,123.0,103.0,32.0,9.0,12.0,0.0
E01034602,Hillingdon ,627,28.0,206.0,214.0,87.0,78.0,10.0,2.0,2.0,0.0
E01034603,Hillingdon ,515,2.0,67.0,188.0,82.0,51.0,47.0,72.0,3.0,3.0
E01034604,Hillingdon ,609,83.0,145.0,184.0,96.0,77.0,15.0,7.0,0.0,2.0
E01034605,Hillingdon ,581,0.0,78.0,112.0,252.0,91.0,34.0,11.0,3.0,0.0
E01002520,Hillingdon ,787,11.0,167.0,285.0,225.0,68.0,16.0,7.0,6.0,2.0
E01002521,Hillingdon ,1015,85.0,466.0,281.0,106.0,58.0,12.0,2.0,2.0,3.0
E01002523,Hillingdon ,541,4.0,56.0,64.0,228.0,153.0,20.0,9.0,4.0,3.0
E01034606,Hillingdon ,484,2.0,112.0,103.0,65.0,131.0,37.0,16.0,11.0,7.0
E01034607,Hillingdon ,573,14.0,78.0,150.0,112.0,181.0,22.0,6.0,9.0,1.0
E01002410,Hillingdon ,681,31.0,58.0,157.0,161.0,200.0,42.0,26.0,6.0,0.0
E01002412,Hillingdon ,792,5.0,39.0,231.0,256.0,204.0,23.0,23.0,4.0,7.0
E01002456,Hillingdon ,634,21.0,55.0,122.0,153.0,251.0,19.0,8.0,3.0,2.0
E01002509,Hillingdon ,509,0.0,3.0,19.0,100.0,280.0,56.0,32.0,13.0,6.0
E01002511,Hillingdon ,643,14.0,125.0,120.0,211.0,143.0,13.0,11.0,3.0,3.0
E01002422,Hillingdon ,495,2.0,20.0,139.0,146.0,159.0,19.0,6.0,2.0,2.0
E01002423,Hillingdon ,606,0.0,48.0,69.0,98.0,360.0,21.0,6.0,2.0,2.0
E01002424,Hillingdon ,532,1.0,9.0,113.0,161.0,227.0,16.0,2.0,2.0,1.0
E01002425,Hillingdon ,602,41.0,85.0,220.0,129.0,107.0,9.0,5.0,2.0,4.0
E01002427,Hillingdon ,516,0.0,51.0,116.0,103.0,223.0,16.0,6.0,0.0,1.0
E01002428,Hillingdon ,512,1.0,9.0,131.0,168.0,178.0,19.0,3.0,1.0,2.0
E01002408,Hillingdon ,660,29.0,172.0,170.0,187.0,73.0,12.0,11.0,3.0,3.0
E01002409,Hillingdon ,700,3.0,66.0,185.0,327.0,90.0,22.0,3.0,3.0,1.0
E01002429,Hillingdon ,522,5.0,88.0,94.0,54.0,263.0,11.0,4.0,1.0,2.0
E01002455,Hillingdon ,696,14.0,82.0,244.0,220.0,100.0,25.0,7.0,4.0,0.0
E01002457,Hillingdon ,525,3.0,31.0,234.0,134.0,82.0,34.0,6.0,0.0,1.0
E01002392,Hillingdon ,611,5.0,76.0,346.0,91.0,88.0,2.0,2.0,1.0,0.0
E01002393,Hillingdon ,720,27.0,17.0,386.0,119.0,146.0,8.0,8.0,3.0,6.0
E01002540,Hillingdon ,646,6.0,204.0,194.0,130.0,100.0,7.0,4.0,1.0,0.0
E01002542,Hillingdon ,700,16.0,66.0,391.0,112.0,101.0,9.0,3.0,1.0,1.0
E01002543,Hillingdon ,643,16.0,68.0,226.0,184.0,138.0,7.0,1.0,2.0,1.0
E01002394,Hillingdon ,517,1.0,21.0,113.0,201.0,162.0,12.0,5.0,1.0,1.0
E01002395,Hillingdon ,433,6.0,21.0,83.0,100.0,207.0,13.0,0.0,2.0,1.0
E01002397,Hillingdon ,575,22.0,75.0,116.0,98.0,245.0,10.0,4.0,2.0,3.0
E01002398,Hillingdon ,508,2.0,44.0,51.0,83.0,295.0,26.0,2.0,1.0,4.0
E01002399,Hillingdon ,493,3.0,15.0,35.0,105.0,314.0,16.0,3.0,2.0,0.0
E01002426,Hillingdon ,656,5.0,11.0,140.0,419.0,64.0,10.0,5.0,2.0,0.0
E01002411,Hillingdon ,714,3.0,81.0,220.0,209.0,103.0,61.0,31.0,1.0,5.0
E01002413,Hillingdon ,598,1.0,66.0,244.0,191.0,78.0,11.0,4.0,2.0,1.0
E01002518,Hillingdon ,489,14.0,36.0,48.0,136.0,200.0,32.0,13.0,9.0,1.0
E01002519,Hillingdon ,957,142.0,325.0,235.0,170.0,54.0,21.0,3.0,2.0,5.0
E01002550,Hillingdon ,794,83.0,305.0,229.0,151.0,18.0,5.0,2.0,0.0,1.0
E01034608,Hillingdon ,945,56.0,161.0,440.0,138.0,102.0,25.0,10.0,10.0,3.0
E01034609,Hillingdon ,850,75.0,256.0,371.0,69.0,60.0,4.0,4.0,3.0,8.0
E01002541,Hillingdon ,799,15.0,212.0,270.0,156.0,86.0,48.0,3.0,8.0,1.0
E01002544,Hillingdon ,556,6.0,77.0,104.0,149.0,183.0,28.0,6.0,2.0,1.0
E01002545,Hillingdon ,492,0.0,15.0,297.0,64.0,94.0,18.0,2.0,2.0,0.0
E01002546,Hillingdon ,454,2.0,3.0,31.0,58.0,345.0,12.0,2.0,1.0,0.0
E01002547,Hillingdon ,509,6.0,31.0,167.0,78.0,206.0,8.0,7.0,3.0,3.0
E01002400,Hillingdon ,638,8.0,45.0,131.0,248.0,168.0,19.0,13.0,4.0,2.0
E01002401,Hillingdon ,762,9.0,122.0,274.0,149.0,189.0,10.0,4.0,4.0,1.0
E01002402,Hillingdon ,512,8.0,64.0,25.0,349.0,47.0,13.0,5.0,0.0,1.0
E01002403,Hillingdon ,732,4.0,95.0,139.0,326.0,134.0,30.0,3.0,1.0,0.0
E01002404,Hillingdon ,678,15.0,98.0,238.0,154.0,122.0,32.0,11.0,6.0,2.0
E01002548,Hillingdon ,735,25.0,123.0,108.0,210.0,257.0,7.0,5.0,0.0,0.0
E01002549,Hillingdon ,716,1.0,123.0,155.0,190.0,217.0,15.0,9.0,2.0,4.0
E01002551,Hillingdon ,687,4.0,27.0,182.0,333.0,107.0,22.0,7.0,1.0,4.0
E01002552,Hillingdon ,571,5.0,18.0,87.0,209.0,227.0,18.0,4.0,2.0,1.0
E01002553,Hillingdon ,627,0.0,103.0,120.0,322.0,64.0,10.0,3.0,3.0,2.0
E01002396,Hillingdon ,573,4.0,84.0,121.0,45.0,294.0,17.0,7.0,1.0,0.0
E01002501,Hillingdon ,511,1.0,54.0,65.0,90.0,268.0,19.0,12.0,2.0,0.0
E01002502,Hillingdon ,568,1.0,19.0,47.0,136.0,330.0,25.0,2.0,3.0,5.0
E01002505,Hillingdon ,661,21.0,215.0,289.0,70.0,61.0,3.0,1.0,0.0,1.0
E01002508,Hillingdon ,706,4.0,138.0,236.0,114.0,188.0,9.0,13.0,3.0,1.0
E01002405,Hillingdon ,644,14.0,112.0,162.0,84.0,238.0,20.0,5.0,7.0,2.0
E01002503,Hillingdon ,550,12.0,63.0,63.0,129.0,254.0,22.0,5.0,0.0,2.0
E01002506,Hillingdon ,650,10.0,165.0,158.0,78.0,219.0,7.0,5.0,4.0,4.0
E01002507,Hillingdon ,548,1.0,34.0,25.0,247.0,210.0,20.0,5.0,2.0,4.0
E01034610,Hillingdon ,566,5.0,90.0,175.0,162.0,109.0,14.0,6.0,3.0,2.0
E01034611,Hillingdon ,429,21.0,75.0,164.0,79.0,84.0,6.0,0.0,0.0,0.0
E01034612,Hillingdon ,620,1.0,71.0,88.0,67.0,361.0,19.0,6.0,6.0,1.0
E01034613,Hillingdon ,445,36.0,143.0,224.0,28.0,9.0,0.0,3.0,0.0,2.0
E01002486,Hillingdon ,687,5.0,60.0,129.0,124.0,349.0,12.0,3.0,4.0,1.0
E01002487,Hillingdon ,630,19.0,102.0,74.0,92.0,329.0,9.0,2.0,3.0,0.0
E01002526,Hillingdon ,996,12.0,134.0,338.0,430.0,69.0,10.0,2.0,1.0,0.0
E01002528,Hillingdon ,579,0.0,31.0,80.0,352.0,69.0,31.0,12.0,3.0,1.0
E01034614,Hillingdon ,755,43.0,178.0,344.0,143.0,41.0,3.0,3.0,0.0,0.0
E01034615,Hillingdon ,699,3.0,48.0,197.0,277.0,137.0,28.0,4.0,3.0,2.0
E01002445,Hillingdon ,626,29.0,44.0,294.0,156.0,91.0,5.0,2.0,4.0,1.0
E01002525,Hillingdon ,687,9.0,44.0,216.0,150.0,204.0,45.0,12.0,2.0,5.0
E01002529,Hillingdon ,909,9.0,144.0,326.0,132.0,252.0,28.0,12.0,3.0,3.0
E01002530,Hillingdon ,615,1.0,110.0,194.0,264.0,31.0,12.0,1.0,1.0,1.0
E01002531,Hillingdon ,653,8.0,98.0,130.0,174.0,174.0,45.0,18.0,4.0,2.0
E01002488,Hillingdon ,525,3.0,31.0,39.0,75.0,355.0,21.0,1.0,0.0,0.0
E01002489,Hillingdon ,556,4.0,35.0,97.0,94.0,299.0,18.0,5.0,2.0,2.0
E01002490,Hillingdon ,674,23.0,56.0,140.0,195.0,237.0,15.0,5.0,2.0,1.0
E01002492,Hillingdon ,499,5.0,15.0,76.0,150.0,239.0,7.0,6.0,0.0,1.0
E01034616,Hillingdon ,696,127.0,313.0,155.0,52.0,42.0,3.0,3.0,0.0,1.0
E01034617,Hillingdon ,731,18.0,90.0,260.0,125.0,212.0,13.0,11.0,1.0,1.0
E01002444,Hillingdon ,665,106.0,57.0,118.0,123.0,205.0,31.0,12.0,7.0,6.0
E01002446,Hillingdon ,629,0.0,87.0,96.0,167.0,244.0,11.0,11.0,9.0,4.0
E01002447,Hillingdon ,716,59.0,188.0,148.0,140.0,159.0,12.0,4.0,4.0,2.0
E01002527,Hillingdon ,629,26.0,109.0,199.0,175.0,93.0,9.0,10.0,5.0,3.0
E01002443,Hillingdon ,688,14.0,216.0,167.0,108.0,155.0,9.0,8.0,7.0,4.0
E01002448,Hillingdon ,761,45.0,124.0,267.0,162.0,129.0,17.0,10.0,3.0,4.0
E01002449,Hillingdon ,733,100.0,116.0,318.0,127.0,51.0,11.0,8.0,1.0,1.0
E01002491,Hillingdon ,525,1.0,37.0,127.0,154.0,196.0,7.0,1.0,2.0,0.0
E01002493,Hillingdon ,610,3.0,16.0,363.0,140.0,81.0,6.0,0.0,0.0,1.0
E01002496,Hillingdon ,772,39.0,168.0,233.0,111.0,207.0,9.0,4.0,1.0,0.0
E01002497,Hillingdon ,989,5.0,159.0,470.0,176.0,125.0,39.0,10.0,5.0,0.0
E01002498,Hillingdon ,526,5.0,30.0,57.0,70.0,327.0,29.0,5.0,2.0,1.0
E01002499,Hillingdon ,679,1.0,38.0,265.0,86.0,251.0,33.0,3.0,2.0,0.0
E01032577,Hillingdon ,610,1.0,10.0,67.0,188.0,310.0,24.0,6.0,2.0,2.0
E01002569,Hounslow ,964,8.0,225.0,200.0,192.0,194.0,82.0,27.0,21.0,15.0
E01002570,Hounslow ,663,15.0,130.0,182.0,115.0,90.0,62.0,40.0,15.0,14.0
E01002573,Hounslow ,639,25.0,103.0,123.0,51.0,60.0,77.0,83.0,57.0,60.0
E01002574,Hounslow ,683,7.0,81.0,146.0,179.0,80.0,108.0,43.0,27.0,12.0
E01002575,Hounslow ,665,21.0,75.0,146.0,99.0,78.0,92.0,89.0,40.0,25.0
E01002620,Hounslow ,897,22.0,137.0,367.0,113.0,234.0,12.0,9.0,2.0,1.0
E01002625,Hounslow ,492,2.0,27.0,37.0,73.0,307.0,30.0,7.0,7.0,2.0
E01002626,Hounslow ,484,7.0,25.0,60.0,47.0,290.0,32.0,10.0,8.0,5.0
E01002627,Hounslow ,606,0.0,96.0,283.0,120.0,74.0,29.0,2.0,2.0,0.0
E01002631,Hounslow ,558,25.0,75.0,57.0,80.0,297.0,12.0,7.0,2.0,3.0
E01002633,Hounslow ,745,37.0,122.0,272.0,148.0,146.0,17.0,1.0,0.0,2.0
E01002634,Hounslow ,542,4.0,49.0,281.0,116.0,80.0,8.0,2.0,2.0,0.0
E01002637,Hounslow ,614,12.0,134.0,152.0,65.0,239.0,11.0,0.0,0.0,1.0
E01002638,Hounslow ,618,5.0,32.0,180.0,186.0,200.0,9.0,4.0,0.0,2.0
E01002563,Hounslow ,746,7.0,124.0,135.0,78.0,292.0,87.0,11.0,7.0,5.0
E01002565,Hounslow ,1056,30.0,272.0,299.0,220.0,176.0,37.0,12.0,5.0,5.0
E01002567,Hounslow ,871,14.0,257.0,197.0,201.0,151.0,38.0,10.0,2.0,1.0
E01002686,Hounslow ,669,35.0,71.0,259.0,211.0,80.0,7.0,4.0,1.0,1.0
E01034032,Hounslow ,756,70.0,131.0,239.0,181.0,75.0,30.0,10.0,7.0,13.0
E01034033,Hounslow ,842,9.0,223.0,453.0,112.0,26.0,5.0,13.0,0.0,1.0
E01002571,Hounslow ,593,4.0,70.0,166.0,44.0,122.0,117.0,26.0,30.0,14.0
E01002572,Hounslow ,619,9.0,120.0,178.0,179.0,122.0,6.0,2.0,3.0,0.0
E01002577,Hounslow ,683,20.0,131.0,177.0,57.0,101.0,94.0,54.0,36.0,13.0
E01002578,Hounslow ,589,18.0,70.0,79.0,88.0,154.0,105.0,42.0,16.0,17.0
E01002689,Hounslow ,754,32.0,134.0,195.0,152.0,171.0,55.0,14.0,1.0,0.0
E01002690,Hounslow ,581,54.0,67.0,123.0,39.0,65.0,100.0,53.0,47.0,33.0
E01002576,Hounslow ,704,24.0,136.0,217.0,127.0,58.0,42.0,41.0,29.0,30.0
E01002579,Hounslow ,772,6.0,119.0,215.0,84.0,133.0,104.0,39.0,46.0,26.0
E01002580,Hounslow ,679,40.0,208.0,200.0,89.0,52.0,51.0,27.0,8.0,4.0
E01002581,Hounslow ,838,11.0,131.0,312.0,183.0,106.0,46.0,27.0,10.0,12.0
E01002582,Hounslow ,693,17.0,64.0,126.0,154.0,199.0,83.0,35.0,10.0,5.0
E01002675,Hounslow ,874,7.0,137.0,146.0,83.0,338.0,106.0,43.0,7.0,7.0
E01002678,Hounslow ,759,51.0,123.0,121.0,84.0,256.0,69.0,17.0,28.0,10.0
E01002679,Hounslow ,623,9.0,2.0,231.0,55.0,262.0,38.0,11.0,9.0,6.0
E01002680,Hounslow ,741,17.0,93.0,234.0,71.0,133.0,118.0,41.0,15.0,19.0
E01002619,Hounslow ,635,3.0,84.0,57.0,52.0,393.0,26.0,11.0,5.0,4.0
E01002622,Hounslow ,573,12.0,44.0,119.0,70.0,251.0,42.0,22.0,8.0,5.0
E01002632,Hounslow ,626,0.0,121.0,79.0,49.0,330.0,32.0,10.0,4.0,1.0
E01002635,Hounslow ,559,5.0,14.0,120.0,103.0,285.0,20.0,9.0,1.0,2.0
E01002636,Hounslow ,616,3.0,36.0,31.0,100.0,425.0,13.0,2.0,3.0,3.0
E01002618,Hounslow ,560,4.0,22.0,41.0,62.0,372.0,46.0,7.0,2.0,4.0
E01002621,Hounslow ,609,3.0,104.0,111.0,163.0,193.0,26.0,6.0,1.0,2.0
E01002623,Hounslow ,544,9.0,36.0,91.0,136.0,234.0,16.0,12.0,8.0,2.0
E01002628,Hounslow ,653,15.0,14.0,130.0,205.0,224.0,48.0,7.0,6.0,4.0
E01002629,Hounslow ,884,14.0,180.0,250.0,114.0,237.0,56.0,15.0,12.0,6.0
E01002630,Hounslow ,679,15.0,48.0,216.0,76.0,282.0,25.0,6.0,7.0,4.0
E01002639,Hounslow ,548,19.0,41.0,35.0,42.0,357.0,30.0,14.0,4.0,6.0
E01002640,Hounslow ,622,8.0,38.0,123.0,136.0,261.0,38.0,8.0,5.0,5.0
E01002674,Hounslow ,747,18.0,80.0,237.0,147.0,103.0,129.0,19.0,9.0,5.0
E01002676,Hounslow ,561,13.0,21.0,108.0,38.0,221.0,102.0,32.0,10.0,16.0
E01002583,Hounslow ,535,19.0,50.0,94.0,62.0,262.0,29.0,6.0,6.0,7.0
E01002584,Hounslow ,634,11.0,46.0,156.0,81.0,290.0,36.0,8.0,1.0,5.0
E01002585,Hounslow ,522,10.0,48.0,51.0,95.0,283.0,25.0,7.0,2.0,1.0
E01002586,Hounslow ,501,8.0,16.0,28.0,40.0,365.0,29.0,10.0,3.0,2.0
E01002589,Hounslow ,816,5.0,101.0,305.0,140.0,225.0,27.0,7.0,2.0,4.0
E01002668,Hounslow ,983,21.0,217.0,448.0,194.0,81.0,19.0,1.0,0.0,2.0
E01002669,Hounslow ,709,7.0,85.0,337.0,219.0,49.0,7.0,4.0,1.0,0.0
E01002681,Hounslow ,873,7.0,157.0,263.0,196.0,187.0,50.0,8.0,2.0,3.0
E01002682,Hounslow ,896,11.0,171.0,254.0,217.0,214.0,18.0,4.0,3.0,4.0
E01034034,Hounslow ,619,4.0,123.0,313.0,69.0,77.0,32.0,1.0,0.0,0.0
E01034035,Hounslow ,659,6.0,63.0,100.0,184.0,249.0,33.0,15.0,7.0,2.0
E01002643,Hounslow ,1049,6.0,276.0,335.0,142.0,226.0,46.0,9.0,6.0,3.0
E01002645,Hounslow ,777,36.0,160.0,136.0,177.0,242.0,16.0,5.0,1.0,4.0
E01002658,Hounslow ,494,5.0,33.0,85.0,40.0,274.0,34.0,14.0,8.0,1.0
E01002677,Hounslow ,837,54.0,214.0,263.0,97.0,128.0,39.0,26.0,9.0,7.0
E01034036,Hounslow ,678,51.0,208.0,332.0,56.0,23.0,5.0,1.0,0.0,2.0
E01034037,Hounslow ,655,12.0,151.0,233.0,114.0,127.0,11.0,1.0,2.0,4.0
E01002587,Hounslow ,739,15.0,92.0,170.0,79.0,339.0,29.0,9.0,3.0,3.0
E01002588,Hounslow ,749,13.0,165.0,307.0,177.0,83.0,3.0,0.0,0.0,1.0
E01002660,Hounslow ,613,22.0,81.0,105.0,112.0,247.0,30.0,9.0,1.0,6.0
E01002661,Hounslow ,616,16.0,59.0,49.0,54.0,369.0,43.0,12.0,12.0,2.0
E01002665,Hounslow ,565,9.0,98.0,154.0,115.0,162.0,20.0,4.0,0.0,3.0
E01002624,Hounslow ,515,9.0,67.0,131.0,192.0,83.0,14.0,11.0,5.0,3.0
E01002646,Hounslow ,748,27.0,145.0,285.0,141.0,134.0,12.0,3.0,0.0,1.0
E01002662,Hounslow ,915,239.0,126.0,101.0,47.0,313.0,62.0,16.0,4.0,7.0
E01002663,Hounslow ,690,15.0,133.0,200.0,132.0,185.0,17.0,4.0,2.0,2.0
E01034038,Hounslow ,546,17.0,143.0,253.0,62.0,42.0,23.0,2.0,1.0,3.0
E01034039,Hounslow ,535,10.0,120.0,217.0,83.0,89.0,11.0,2.0,2.0,1.0
E01002641,Hounslow ,984,45.0,305.0,279.0,83.0,184.0,47.0,23.0,10.0,8.0
E01002649,Hounslow ,732,69.0,139.0,200.0,124.0,132.0,30.0,13.0,15.0,10.0
E01002657,Hounslow ,681,13.0,69.0,102.0,106.0,317.0,53.0,16.0,2.0,3.0
E01033083,Hounslow ,788,27.0,296.0,428.0,32.0,5.0,0.0,0.0,0.0,0.0
E01033084,Hounslow ,708,74.0,237.0,206.0,85.0,82.0,11.0,5.0,4.0,4.0
E01034040,Hounslow ,557,27.0,123.0,222.0,67.0,91.0,14.0,6.0,2.0,5.0
E01034041,Hounslow ,443,5.0,49.0,104.0,85.0,170.0,22.0,6.0,0.0,2.0
E01002653,Hounslow ,600,18.0,16.0,24.0,52.0,435.0,45.0,5.0,2.0,3.0
E01002654,Hounslow ,656,10.0,87.0,79.0,87.0,354.0,27.0,6.0,6.0,0.0
E01002655,Hounslow ,626,28.0,36.0,79.0,45.0,385.0,43.0,7.0,2.0,1.0
E01002656,Hounslow ,524,3.0,10.0,68.0,136.0,260.0,31.0,13.0,3.0,0.0
E01002659,Hounslow ,510,1.0,52.0,39.0,59.0,315.0,35.0,5.0,4.0,0.0
E01002667,Hounslow ,916,17.0,181.0,361.0,166.0,67.0,81.0,14.0,5.0,24.0
E01002670,Hounslow ,726,12.0,80.0,200.0,158.0,224.0,33.0,15.0,1.0,3.0
E01002671,Hounslow ,666,3.0,26.0,61.0,235.0,290.0,43.0,8.0,0.0,0.0
E01002672,Hounslow ,659,3.0,279.0,184.0,145.0,46.0,1.0,0.0,0.0,1.0
E01002673,Hounslow ,585,0.0,118.0,331.0,123.0,9.0,2.0,1.0,0.0,1.0
E01002647,Hounslow ,757,4.0,102.0,298.0,174.0,159.0,13.0,5.0,2.0,0.0
E01002650,Hounslow ,792,16.0,144.0,261.0,103.0,238.0,20.0,2.0,5.0,3.0
E01002651,Hounslow ,564,22.0,55.0,78.0,76.0,299.0,22.0,8.0,3.0,1.0
E01002652,Hounslow ,563,16.0,51.0,83.0,105.0,235.0,51.0,12.0,4.0,6.0
E01002666,Hounslow ,486,3.0,28.0,96.0,84.0,249.0,16.0,6.0,3.0,1.0
E01002555,Hounslow ,703,13.0,11.0,221.0,135.0,275.0,25.0,10.0,12.0,1.0
E01002556,Hounslow ,663,7.0,42.0,165.0,204.0,218.0,12.0,12.0,2.0,1.0
E01002590,Hounslow ,999,10.0,277.0,301.0,193.0,194.0,18.0,4.0,2.0,0.0
E01002592,Hounslow ,778,4.0,132.0,329.0,151.0,146.0,6.0,5.0,0.0,5.0
E01002595,Hounslow ,712,4.0,53.0,192.0,214.0,217.0,20.0,1.0,0.0,11.0
E01002557,Hounslow ,731,31.0,120.0,217.0,145.0,182.0,20.0,10.0,2.0,4.0
E01002558,Hounslow ,820,10.0,170.0,253.0,185.0,176.0,19.0,5.0,1.0,1.0
E01002559,Hounslow ,920,4.0,218.0,272.0,169.0,217.0,27.0,6.0,5.0,2.0
E01002560,Hounslow ,659,1.0,83.0,117.0,121.0,313.0,15.0,6.0,1.0,2.0
E01002561,Hounslow ,597,11.0,130.0,285.0,150.0,15.0,4.0,2.0,0.0,0.0
E01002591,Hounslow ,611,0.0,17.0,171.0,73.0,329.0,15.0,3.0,3.0,0.0
E01002593,Hounslow ,699,3.0,76.0,153.0,145.0,299.0,12.0,9.0,1.0,1.0
E01002594,Hounslow ,649,8.0,15.0,82.0,135.0,365.0,22.0,15.0,2.0,5.0
E01002611,Hounslow ,676,2.0,37.0,155.0,179.0,258.0,32.0,8.0,2.0,3.0
E01002612,Hounslow ,825,71.0,120.0,290.0,165.0,131.0,33.0,10.0,2.0,3.0
E01002613,Hounslow ,630,3.0,11.0,205.0,142.0,247.0,14.0,5.0,1.0,2.0
E01002598,Hounslow ,661,21.0,25.0,204.0,274.0,99.0,28.0,8.0,2.0,0.0
E01002599,Hounslow ,559,2.0,36.0,143.0,215.0,121.0,34.0,7.0,0.0,1.0
E01002600,Hounslow ,511,7.0,0.0,11.0,406.0,69.0,13.0,3.0,2.0,0.0
E01002603,Hounslow ,646,1.0,13.0,253.0,214.0,149.0,14.0,1.0,0.0,1.0
E01033000,Hounslow ,624,1.0,117.0,330.0,127.0,35.0,11.0,1.0,0.0,2.0
E01033030,Hounslow ,719,2.0,248.0,426.0,37.0,6.0,0.0,0.0,0.0,0.0
E01002604,Hounslow ,556,14.0,73.0,232.0,131.0,95.0,10.0,1.0,0.0,0.0
E01002605,Hounslow ,833,46.0,125.0,289.0,140.0,213.0,13.0,6.0,1.0,0.0
E01002606,Hounslow ,617,6.0,148.0,165.0,222.0,65.0,3.0,1.0,6.0,1.0
E01002607,Hounslow ,778,6.0,38.0,210.0,193.0,288.0,31.0,6.0,4.0,2.0
E01002615,Hounslow ,633,1.0,186.0,203.0,145.0,91.0,4.0,1.0,0.0,2.0
E01002596,Hounslow ,757,67.0,176.0,296.0,122.0,77.0,11.0,6.0,1.0,1.0
E01002601,Hounslow ,667,7.0,84.0,276.0,70.0,206.0,21.0,1.0,1.0,1.0
E01002602,Hounslow ,549,0.0,13.0,198.0,242.0,86.0,6.0,3.0,1.0,0.0
E01002614,Hounslow ,819,47.0,106.0,345.0,238.0,64.0,13.0,2.0,0.0,4.0
E01002616,Hounslow ,567,6.0,18.0,159.0,216.0,142.0,23.0,1.0,1.0,1.0
E01002608,Hounslow ,667,11.0,98.0,178.0,175.0,186.0,12.0,7.0,0.0,0.0
E01002609,Hounslow ,662,15.0,17.0,92.0,228.0,267.0,29.0,10.0,4.0,0.0
E01002610,Hounslow ,636,5.0,78.0,194.0,162.0,169.0,20.0,4.0,3.0,1.0
E01002617,Hounslow ,638,3.0,42.0,189.0,154.0,169.0,54.0,22.0,4.0,1.0
E01002687,Hounslow ,761,52.0,122.0,327.0,110.0,39.0,30.0,30.0,25.0,26.0
E01002691,Hounslow ,584,11.0,42.0,68.0,55.0,289.0,93.0,16.0,4.0,6.0
E01002692,Hounslow ,1012,38.0,327.0,408.0,86.0,39.0,47.0,35.0,14.0,18.0
E01002693,Hounslow ,885,35.0,328.0,224.0,86.0,91.0,54.0,37.0,20.0,10.0
E01032573,Hounslow ,901,48.0,305.0,245.0,112.0,68.0,43.0,38.0,22.0,20.0
E01002562,Hounslow ,521,8.0,57.0,141.0,94.0,152.0,50.0,13.0,2.0,4.0
E01034042,Hounslow ,595,2.0,251.0,280.0,39.0,18.0,1.0,3.0,0.0,1.0
E01034043,Hounslow ,641,2.0,229.0,324.0,71.0,9.0,4.0,2.0,0.0,0.0
E01034044,Hounslow ,579,10.0,128.0,320.0,97.0,20.0,2.0,1.0,1.0,0.0
E01002564,Hounslow ,722,8.0,104.0,249.0,210.0,131.0,12.0,5.0,3.0,0.0
E01033081,Hounslow ,781,16.0,223.0,406.0,112.0,18.0,4.0,1.0,1.0,0.0
E01033082,Hounslow ,655,12.0,222.0,251.0,116.0,36.0,13.0,1.0,0.0,4.0
E01034045,Hounslow ,841,28.0,366.0,365.0,73.0,4.0,2.0,0.0,1.0,2.0
E01034046,Hounslow ,731,33.0,102.0,280.0,282.0,19.0,14.0,0.0,0.0,1.0
E01002755,Islington ,613,18.0,238.0,160.0,122.0,46.0,12.0,8.0,8.0,1.0
E01002756,Islington ,585,13.0,136.0,234.0,72.0,33.0,53.0,28.0,10.0,6.0
E01002758,Islington ,755,34.0,228.0,278.0,179.0,20.0,13.0,1.0,1.0,1.0
E01002804,Islington ,710,26.0,250.0,191.0,155.0,70.0,10.0,6.0,1.0,1.0
E01002807,Islington ,803,47.0,251.0,263.0,158.0,29.0,29.0,18.0,2.0,6.0
E01002811,Islington ,732,5.0,235.0,205.0,176.0,68.0,30.0,9.0,3.0,1.0
