LSOA21CD,Borough,Total: All usual residents aged 16 years and over in employment the week before the census,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Works mainly from home,"Works mainly at an offshore installation, in no fixed place, or outside the UK"
E01000259,Barnet ,1239,56.0,141.0,113.0,157.0,17.0,5.0,0.0,8.0,571.0,171.0
E01000260,Barnet ,1073,62.0,102.0,120.0,126.0,9.0,8.0,4.0,3.0,436.0,203.0
E01000126,Barnet ,1024,86.0,85.0,161.0,173.0,10.0,5.0,2.0,15.0,300.0,187.0
E01000151,Barnet ,589,60.0,54.0,87.0,103.0,6.0,3.0,2.0,4.0,114.0,156.0
E01000152,Barnet ,1320,90.0,98.0,176.0,214.0,22.0,7.0,4.0,19.0,485.0,205.0
E01000153,Barnet ,829,93.0,98.0,104.0,127.0,11.0,2.0,1.0,6.0,219.0,168.0
E01000154,Barnet ,897,61.0,79.0,142.0,164.0,21.0,2.0,5.0,4.0,265.0,154.0
E01000176,Barnet ,740,50.0,86.0,121.0,72.0,14.0,5.0,2.0,0.0,292.0,98.0
E01000178,Barnet ,811,29.0,65.0,111.0,49.0,3.0,2.0,0.0,2.0,466.0,84.0
E01000184,Barnet ,822,98.0,81.0,122.0,68.0,4.0,4.0,0.0,5.0,279.0,161.0
E01000297,Barnet ,750,54.0,43.0,112.0,82.0,7.0,3.0,4.0,1.0,327.0,117.0
E01000316,Barnet ,1086,97.0,71.0,154.0,146.0,16.0,7.0,0.0,4.0,430.0,161.0
E01000319,Barnet ,705,53.0,39.0,84.0,60.0,8.0,5.0,1.0,3.0,383.0,69.0
E01000196,Barnet ,1104,66.0,57.0,123.0,123.0,12.0,4.0,2.0,7.0,540.0,170.0
E01000200,Barnet ,872,49.0,61.0,100.0,72.0,9.0,3.0,4.0,6.0,485.0,83.0
E01000201,Barnet ,702,48.0,50.0,85.0,58.0,4.0,1.0,3.0,2.0,402.0,49.0
E01000202,Barnet ,861,46.0,54.0,108.0,82.0,3.0,2.0,1.0,3.0,486.0,76.0
E01000203,Barnet ,800,46.0,97.0,99.0,55.0,7.0,2.0,2.0,5.0,356.0,131.0
E01000177,Barnet ,866,44.0,57.0,108.0,59.0,3.0,0.0,2.0,3.0,508.0,82.0
E01000179,Barnet ,1022,46.0,92.0,142.0,71.0,10.0,4.0,3.0,4.0,533.0,117.0
E01000180,Barnet ,759,33.0,70.0,110.0,61.0,6.0,2.0,2.0,3.0,366.0,106.0
E01000181,Barnet ,970,41.0,73.0,129.0,55.0,9.0,2.0,1.0,11.0,567.0,82.0
E01000182,Barnet ,885,35.0,65.0,108.0,48.0,5.0,1.0,0.0,0.0,551.0,72.0
E01000185,Barnet ,636,60.0,63.0,109.0,63.0,14.0,3.0,3.0,4.0,194.0,123.0
E01000239,Barnet ,1017,84.0,104.0,130.0,146.0,14.0,4.0,6.0,7.0,332.0,190.0
E01000240,Barnet ,860,40.0,82.0,109.0,118.0,10.0,4.0,8.0,10.0,292.0,187.0
E01000241,Barnet ,894,52.0,69.0,119.0,91.0,6.0,3.0,1.0,1.0,404.0,148.0
E01000309,Barnet ,1025,63.0,77.0,156.0,151.0,17.0,6.0,1.0,10.0,350.0,194.0
E01000237,Barnet ,1071,122.0,101.0,142.0,116.0,11.0,4.0,2.0,3.0,391.0,179.0
E01000242,Barnet ,679,75.0,50.0,82.0,54.0,6.0,2.0,2.0,4.0,342.0,62.0
E01000243,Barnet ,1106,109.0,106.0,158.0,173.0,20.0,4.0,3.0,8.0,347.0,178.0
E01000244,Barnet ,817,71.0,75.0,105.0,84.0,12.0,2.0,3.0,11.0,282.0,172.0
E01000245,Barnet ,967,98.0,101.0,189.0,116.0,9.0,0.0,8.0,3.0,219.0,224.0
E01000314,Barnet ,1148,98.0,91.0,165.0,137.0,17.0,1.0,6.0,14.0,407.0,212.0
E01000183,Barnet ,672,16.0,64.0,110.0,41.0,4.0,3.0,2.0,5.0,360.0,67.0
E01000206,Barnet ,687,15.0,49.0,114.0,24.0,1.0,1.0,0.0,1.0,433.0,49.0
E01000207,Barnet ,666,33.0,38.0,87.0,33.0,7.0,3.0,2.0,3.0,411.0,49.0
E01000208,Barnet ,851,28.0,59.0,112.0,28.0,3.0,3.0,3.0,5.0,530.0,80.0
E01000210,Barnet ,778,28.0,53.0,102.0,43.0,3.0,4.0,2.0,3.0,486.0,54.0
E01000213,Barnet ,611,25.0,49.0,61.0,23.0,5.0,2.0,0.0,2.0,409.0,35.0
E01000236,Barnet ,835,105.0,93.0,115.0,71.0,6.0,4.0,0.0,2.0,328.0,111.0
E01000238,Barnet ,913,120.0,97.0,156.0,82.0,8.0,2.0,0.0,2.0,288.0,158.0
E01000310,Barnet ,1041,98.0,99.0,191.0,123.0,9.0,7.0,4.0,8.0,326.0,176.0
E01000311,Barnet ,745,97.0,79.0,80.0,68.0,4.0,2.0,0.0,2.0,337.0,76.0
E01000205,Barnet ,746,24.0,46.0,98.0,31.0,3.0,3.0,3.0,2.0,477.0,59.0
E01000209,Barnet ,647,17.0,45.0,69.0,26.0,6.0,2.0,5.0,3.0,439.0,35.0
E01000211,Barnet ,1025,76.0,99.0,150.0,83.0,8.0,5.0,1.0,1.0,435.0,167.0
E01000212,Barnet ,674,24.0,57.0,115.0,38.0,3.0,1.0,2.0,4.0,377.0,53.0
E01000216,Barnet ,863,76.0,71.0,126.0,34.0,5.0,0.0,2.0,10.0,472.0,67.0
E01000217,Barnet ,799,114.0,66.0,114.0,72.0,8.0,0.0,2.0,7.0,343.0,73.0
E01000150,Barnet ,1137,90.0,104.0,149.0,162.0,20.0,5.0,6.0,11.0,353.0,237.0
E01000305,Barnet ,850,55.0,78.0,126.0,97.0,15.0,7.0,4.0,11.0,286.0,171.0
E01000306,Barnet ,1066,99.0,99.0,180.0,143.0,18.0,11.0,3.0,6.0,263.0,244.0
E01000308,Barnet ,1186,83.0,107.0,171.0,148.0,17.0,4.0,3.0,8.0,473.0,172.0
E01000312,Barnet ,853,63.0,111.0,131.0,89.0,19.0,3.0,3.0,4.0,223.0,207.0
E01000313,Barnet ,961,88.0,97.0,155.0,128.0,12.0,3.0,3.0,21.0,249.0,205.0
E01000145,Barnet ,651,59.0,62.0,106.0,44.0,2.0,6.0,1.0,4.0,301.0,66.0
E01000215,Barnet ,797,130.0,91.0,102.0,39.0,8.0,0.0,1.0,4.0,333.0,89.0
E01000218,Barnet ,780,108.0,85.0,123.0,56.0,4.0,1.0,0.0,11.0,299.0,93.0
E01000219,Barnet ,976,180.0,119.0,146.0,66.0,9.0,5.0,3.0,4.0,310.0,134.0
E01000220,Barnet ,775,133.0,68.0,133.0,45.0,4.0,2.0,0.0,3.0,264.0,123.0
E01000225,Barnet ,694,112.0,85.0,84.0,34.0,3.0,1.0,1.0,4.0,306.0,64.0
E01000135,Barnet ,783,47.0,57.0,101.0,64.0,2.0,0.0,5.0,3.0,425.0,79.0
E01000136,Barnet ,669,19.0,37.0,103.0,17.0,6.0,0.0,2.0,2.0,422.0,61.0
E01000144,Barnet ,813,54.0,73.0,133.0,40.0,8.0,1.0,4.0,2.0,401.0,97.0
E01000146,Barnet ,1021,44.0,104.0,199.0,49.0,3.0,1.0,1.0,3.0,497.0,120.0
E01000214,Barnet ,910,30.0,70.0,141.0,37.0,0.0,2.0,0.0,4.0,552.0,74.0
E01000141,Barnet ,1000,78.0,108.0,225.0,54.0,9.0,2.0,3.0,9.0,318.0,194.0
E01000221,Barnet ,498,69.0,59.0,80.0,47.0,3.0,0.0,0.0,4.0,141.0,95.0
E01000223,Barnet ,861,49.0,94.0,187.0,76.0,15.0,2.0,1.0,3.0,249.0,185.0
E01000307,Barnet ,757,69.0,75.0,149.0,72.0,7.0,5.0,7.0,3.0,205.0,165.0
E01000138,Barnet ,759,58.0,77.0,151.0,40.0,6.0,1.0,2.0,8.0,280.0,136.0
E01000142,Barnet ,1074,57.0,114.0,217.0,53.0,14.0,6.0,1.0,10.0,406.0,196.0
E01000222,Barnet ,889,65.0,71.0,178.0,75.0,8.0,5.0,2.0,5.0,316.0,164.0
E01000224,Barnet ,712,50.0,74.0,108.0,37.0,3.0,1.0,3.0,4.0,255.0,177.0
E01000137,Barnet ,685,35.0,101.0,123.0,53.0,6.0,1.0,0.0,1.0,239.0,126.0
E01000139,Barnet ,720,34.0,55.0,121.0,32.0,4.0,1.0,3.0,6.0,389.0,75.0
E01000140,Barnet ,1036,43.0,93.0,152.0,42.0,8.0,3.0,3.0,2.0,560.0,130.0
E01000143,Barnet ,749,49.0,74.0,177.0,45.0,10.0,6.0,1.0,10.0,275.0,102.0
E01033915,Barnet ,549,40.0,49.0,66.0,75.0,3.0,1.0,0.0,1.0,230.0,84.0
E01033916,Barnet ,831,48.0,79.0,127.0,143.0,8.0,5.0,2.0,3.0,225.0,191.0
E01033917,Barnet ,860,49.0,64.0,96.0,138.0,15.0,4.0,8.0,7.0,383.0,96.0
E01033918,Barnet ,820,43.0,49.0,87.0,134.0,6.0,2.0,5.0,5.0,412.0,77.0
E01033919,Barnet ,806,25.0,32.0,73.0,138.0,9.0,4.0,2.0,4.0,424.0,95.0
E01033920,Barnet ,904,42.0,35.0,89.0,166.0,6.0,3.0,1.0,5.0,444.0,113.0
E01000147,Barnet ,970,75.0,107.0,133.0,128.0,17.0,9.0,2.0,16.0,228.0,255.0
E01033921,Barnet ,924,44.0,60.0,99.0,162.0,10.0,5.0,4.0,9.0,408.0,123.0
E01033922,Barnet ,997,45.0,63.0,122.0,152.0,4.0,2.0,2.0,3.0,428.0,176.0
E01033923,Barnet ,720,54.0,72.0,80.0,119.0,10.0,5.0,0.0,0.0,245.0,135.0
E01033924,Barnet ,655,58.0,62.0,69.0,114.0,8.0,4.0,5.0,5.0,186.0,144.0
E01033925,Barnet ,873,59.0,79.0,128.0,121.0,17.0,1.0,3.0,7.0,295.0,163.0
E01000466,Bexley ,741,63.0,74.0,91.0,133.0,37.0,5.0,6.0,9.0,163.0,160.0
E01000467,Bexley ,725,48.0,66.0,110.0,148.0,36.0,12.0,2.0,5.0,169.0,129.0
E01000468,Bexley ,1280,59.0,114.0,176.0,271.0,54.0,12.0,8.0,16.0,301.0,269.0
E01000469,Bexley ,827,43.0,73.0,123.0,159.0,40.0,18.0,8.0,5.0,208.0,150.0
E01000416,Bexley ,735,33.0,98.0,100.0,126.0,41.0,4.0,3.0,15.0,155.0,160.0
E01000418,Bexley ,951,54.0,117.0,105.0,163.0,27.0,8.0,7.0,8.0,286.0,176.0
E01000422,Bexley ,566,52.0,75.0,67.0,95.0,22.0,5.0,2.0,5.0,134.0,109.0
E01000464,Bexley ,660,42.0,105.0,75.0,119.0,22.0,13.0,1.0,8.0,128.0,147.0
E01000465,Bexley ,727,66.0,115.0,82.0,137.0,26.0,13.0,4.0,7.0,136.0,141.0
E01000470,Bexley ,505,35.0,79.0,79.0,75.0,26.0,2.0,7.0,6.0,101.0,95.0
E01000333,Bexley ,869,60.0,124.0,106.0,120.0,27.0,5.0,7.0,9.0,262.0,149.0
E01000335,Bexley ,1427,145.0,133.0,176.0,198.0,81.0,13.0,6.0,12.0,419.0,244.0
E01000336,Bexley ,864,71.0,106.0,102.0,140.0,46.0,10.0,6.0,11.0,216.0,156.0
E01000337,Bexley ,836,83.0,110.0,97.0,121.0,25.0,6.0,3.0,6.0,234.0,151.0
E01000338,Bexley ,968,86.0,105.0,106.0,146.0,43.0,9.0,3.0,8.0,284.0,178.0
E01000403,Bexley ,993,86.0,117.0,118.0,132.0,73.0,9.0,7.0,10.0,276.0,165.0
E01000404,Bexley ,1023,115.0,87.0,137.0,146.0,78.0,6.0,12.0,11.0,260.0,171.0
E01000405,Bexley ,753,74.0,72.0,97.0,112.0,43.0,7.0,12.0,8.0,192.0,136.0
E01000408,Bexley ,844,89.0,81.0,108.0,120.0,40.0,6.0,8.0,12.0,230.0,150.0
E01000332,Bexley ,722,60.0,99.0,76.0,92.0,32.0,12.0,2.0,5.0,225.0,119.0
E01000402,Bexley ,722,84.0,100.0,86.0,77.0,41.0,4.0,3.0,5.0,191.0,131.0
E01000406,Bexley ,1105,90.0,103.0,140.0,144.0,61.0,9.0,6.0,5.0,341.0,206.0
E01000407,Bexley ,908,60.0,95.0,106.0,102.0,56.0,11.0,2.0,2.0,327.0,147.0
E01000334,Bexley ,800,53.0,119.0,93.0,120.0,20.0,11.0,3.0,10.0,229.0,142.0
E01000417,Bexley ,819,28.0,106.0,90.0,119.0,22.0,7.0,3.0,3.0,288.0,153.0
E01000419,Bexley ,695,32.0,109.0,63.0,91.0,15.0,5.0,0.0,5.0,235.0,140.0
E01000420,Bexley ,735,37.0,112.0,100.0,92.0,29.0,5.0,6.0,6.0,216.0,132.0
E01000442,Bexley ,817,71.0,94.0,109.0,80.0,32.0,3.0,2.0,5.0,280.0,141.0
E01000437,Bexley ,711,44.0,108.0,85.0,66.0,31.0,5.0,5.0,1.0,232.0,134.0
E01000438,Bexley ,791,61.0,109.0,87.0,103.0,38.0,9.0,1.0,8.0,237.0,138.0
E01000439,Bexley ,646,49.0,105.0,78.0,67.0,41.0,5.0,5.0,7.0,158.0,131.0
E01000440,Bexley ,679,52.0,89.0,86.0,77.0,19.0,7.0,3.0,5.0,229.0,112.0
E01000441,Bexley ,780,73.0,99.0,89.0,82.0,24.0,3.0,3.0,5.0,237.0,165.0
E01000373,Bexley ,636,35.0,78.0,75.0,108.0,55.0,10.0,8.0,10.0,170.0,87.0
E01000429,Bexley ,723,52.0,117.0,86.0,102.0,65.0,12.0,5.0,6.0,155.0,123.0
E01000430,Bexley ,994,43.0,130.0,118.0,125.0,106.0,8.0,12.0,7.0,277.0,168.0
E01000431,Bexley ,490,30.0,73.0,68.0,61.0,37.0,5.0,3.0,8.0,117.0,88.0
E01000433,Bexley ,826,60.0,112.0,100.0,101.0,73.0,9.0,3.0,12.0,183.0,173.0
E01000434,Bexley ,682,62.0,101.0,106.0,72.0,50.0,6.0,0.0,9.0,139.0,137.0
E01033789,Bexley ,895,34.0,79.0,86.0,111.0,88.0,10.0,8.0,7.0,362.0,110.0
E01033790,Bexley ,602,52.0,85.0,87.0,88.0,49.0,9.0,3.0,7.0,126.0,96.0
E01000356,Bexley ,678,45.0,71.0,69.0,86.0,20.0,5.0,4.0,3.0,300.0,75.0
E01000357,Bexley ,724,45.0,81.0,72.0,109.0,15.0,6.0,7.0,4.0,289.0,96.0
E01000359,Bexley ,622,34.0,74.0,65.0,81.0,13.0,6.0,2.0,4.0,261.0,82.0
E01000421,Bexley ,744,29.0,114.0,60.0,94.0,14.0,2.0,7.0,2.0,299.0,123.0
E01000450,Bexley ,868,43.0,126.0,93.0,154.0,19.0,7.0,3.0,7.0,258.0,158.0
E01000451,Bexley ,923,49.0,133.0,96.0,135.0,20.0,8.0,4.0,9.0,326.0,143.0
E01000452,Bexley ,787,39.0,118.0,87.0,102.0,17.0,6.0,1.0,6.0,271.0,140.0
E01000367,Bexley ,983,78.0,147.0,123.0,133.0,65.0,10.0,8.0,14.0,234.0,171.0
E01000368,Bexley ,754,68.0,112.0,104.0,74.0,51.0,9.0,1.0,3.0,198.0,134.0
E01000372,Bexley ,737,66.0,101.0,95.0,81.0,40.0,4.0,8.0,7.0,181.0,154.0
E01000380,Bexley ,917,86.0,125.0,118.0,113.0,65.0,4.0,6.0,6.0,233.0,161.0
E01000435,Bexley ,664,46.0,95.0,82.0,73.0,35.0,4.0,3.0,6.0,204.0,116.0
E01000353,Bexley ,721,42.0,80.0,71.0,80.0,24.0,5.0,5.0,5.0,303.0,106.0
E01000354,Bexley ,708,47.0,92.0,89.0,84.0,19.0,6.0,4.0,4.0,229.0,134.0
E01000355,Bexley ,674,49.0,70.0,81.0,70.0,23.0,6.0,5.0,4.0,248.0,118.0
E01000358,Bexley ,794,59.0,73.0,67.0,112.0,24.0,2.0,3.0,0.0,322.0,132.0
E01000436,Bexley ,865,54.0,100.0,107.0,82.0,21.0,10.0,3.0,2.0,335.0,151.0
E01000401,Bexley ,773,52.0,99.0,100.0,128.0,16.0,5.0,2.0,5.0,218.0,148.0
E01000453,Bexley ,760,48.0,96.0,68.0,114.0,22.0,7.0,3.0,3.0,275.0,124.0
E01000454,Bexley ,777,32.0,143.0,87.0,114.0,20.0,9.0,1.0,6.0,243.0,122.0
E01000455,Bexley ,895,55.0,120.0,90.0,133.0,26.0,6.0,6.0,2.0,297.0,160.0
E01000456,Bexley ,729,47.0,88.0,59.0,104.0,16.0,5.0,2.0,6.0,290.0,112.0
E01000325,Bexley ,804,73.0,72.0,86.0,73.0,42.0,4.0,5.0,2.0,347.0,100.0
E01000326,Bexley ,724,38.0,77.0,77.0,78.0,53.0,5.0,3.0,4.0,272.0,117.0
E01000369,Bexley ,839,68.0,89.0,103.0,97.0,46.0,3.0,3.0,4.0,270.0,156.0
E01000370,Bexley ,750,54.0,73.0,80.0,82.0,31.0,1.0,4.0,6.0,295.0,124.0
E01000371,Bexley ,834,73.0,85.0,91.0,102.0,42.0,7.0,5.0,9.0,268.0,152.0
E01000360,Bexley ,950,63.0,96.0,93.0,139.0,37.0,6.0,3.0,5.0,345.0,163.0
E01000362,Bexley ,910,69.0,86.0,92.0,103.0,35.0,5.0,6.0,8.0,358.0,148.0
E01000365,Bexley ,781,74.0,69.0,85.0,98.0,27.0,6.0,3.0,3.0,287.0,129.0
E01000366,Bexley ,872,57.0,69.0,84.0,121.0,34.0,1.0,4.0,9.0,386.0,107.0
E01000394,Bexley ,783,60.0,74.0,67.0,97.0,22.0,9.0,4.0,4.0,326.0,120.0
E01000388,Bexley ,684,38.0,81.0,67.0,83.0,15.0,9.0,2.0,4.0,270.0,115.0
E01000392,Bexley ,987,49.0,126.0,106.0,167.0,20.0,9.0,6.0,8.0,307.0,189.0
E01000409,Bexley ,892,36.0,127.0,113.0,109.0,14.0,7.0,7.0,6.0,322.0,151.0
E01000411,Bexley ,746,36.0,101.0,88.0,93.0,11.0,4.0,10.0,5.0,250.0,148.0
E01000414,Bexley ,916,53.0,102.0,91.0,147.0,21.0,9.0,4.0,0.0,331.0,158.0
E01000415,Bexley ,722,34.0,86.0,72.0,104.0,9.0,2.0,3.0,7.0,266.0,139.0
E01000327,Bexley ,753,54.0,80.0,69.0,84.0,28.0,0.0,7.0,5.0,297.0,129.0
E01000328,Bexley ,751,54.0,64.0,68.0,77.0,46.0,4.0,6.0,3.0,304.0,125.0
E01000329,Bexley ,807,63.0,77.0,83.0,105.0,46.0,3.0,4.0,5.0,294.0,127.0
E01000330,Bexley ,775,67.0,94.0,87.0,99.0,35.0,10.0,6.0,4.0,260.0,113.0
E01000331,Bexley ,760,69.0,91.0,103.0,87.0,38.0,7.0,2.0,7.0,215.0,141.0
E01000340,Bexley ,757,33.0,91.0,107.0,101.0,8.0,8.0,2.0,8.0,230.0,169.0
E01000395,Bexley ,790,24.0,102.0,101.0,102.0,10.0,11.0,2.0,0.0,298.0,140.0
E01000396,Bexley ,761,42.0,94.0,74.0,104.0,17.0,3.0,4.0,7.0,295.0,121.0
E01000410,Bexley ,893,44.0,94.0,109.0,146.0,15.0,3.0,3.0,2.0,303.0,174.0
E01000412,Bexley ,952,43.0,110.0,117.0,151.0,19.0,4.0,0.0,8.0,322.0,178.0
E01000413,Bexley ,700,37.0,89.0,97.0,104.0,6.0,10.0,4.0,4.0,213.0,136.0
E01000374,Bexley ,644,53.0,68.0,76.0,85.0,56.0,7.0,4.0,4.0,161.0,130.0
E01000375,Bexley ,1104,85.0,94.0,143.0,120.0,93.0,14.0,1.0,4.0,350.0,200.0
E01000376,Bexley ,873,68.0,99.0,112.0,90.0,50.0,7.0,6.0,7.0,275.0,159.0
E01000377,Bexley ,732,63.0,61.0,81.0,78.0,45.0,10.0,4.0,6.0,261.0,123.0
E01000379,Bexley ,877,66.0,73.0,99.0,78.0,67.0,11.0,4.0,6.0,339.0,134.0
E01033791,Bexley ,674,72.0,83.0,87.0,77.0,42.0,10.0,2.0,8.0,186.0,107.0
E01033792,Bexley ,729,27.0,79.0,83.0,65.0,54.0,6.0,7.0,9.0,296.0,103.0
E01000348,Bexley ,785,53.0,83.0,69.0,78.0,15.0,6.0,0.0,7.0,345.0,129.0
E01000349,Bexley ,821,56.0,71.0,92.0,83.0,24.0,11.0,3.0,6.0,361.0,114.0
E01000361,Bexley ,845,65.0,98.0,86.0,92.0,16.0,7.0,3.0,3.0,326.0,149.0
E01000363,Bexley ,744,64.0,73.0,74.0,86.0,17.0,10.0,1.0,3.0,291.0,125.0
E01000389,Bexley ,811,61.0,68.0,78.0,94.0,21.0,10.0,3.0,4.0,359.0,113.0
E01000390,Bexley ,631,54.0,66.0,61.0,67.0,14.0,3.0,5.0,3.0,250.0,108.0
E01000393,Bexley ,872,53.0,86.0,86.0,114.0,24.0,10.0,4.0,7.0,349.0,139.0
E01000346,Bexley ,823,46.0,76.0,114.0,110.0,14.0,11.0,6.0,3.0,280.0,163.0
E01000347,Bexley ,738,52.0,83.0,85.0,91.0,15.0,12.0,2.0,5.0,230.0,163.0
E01000350,Bexley ,795,45.0,88.0,99.0,103.0,7.0,10.0,5.0,5.0,299.0,134.0
E01000352,Bexley ,787,48.0,97.0,118.0,106.0,16.0,4.0,4.0,4.0,245.0,145.0
E01000391,Bexley ,887,49.0,126.0,116.0,115.0,19.0,5.0,4.0,3.0,286.0,164.0
E01000341,Bexley ,719,41.0,87.0,102.0,86.0,5.0,7.0,6.0,3.0,229.0,153.0
E01000342,Bexley ,831,42.0,124.0,113.0,102.0,12.0,7.0,1.0,2.0,284.0,144.0
E01000343,Bexley ,730,56.0,90.0,76.0,91.0,8.0,7.0,3.0,4.0,239.0,156.0
E01000345,Bexley ,712,61.0,64.0,77.0,83.0,10.0,13.0,0.0,5.0,291.0,108.0
E01000460,Bexley ,625,45.0,38.0,62.0,69.0,6.0,5.0,4.0,2.0,319.0,75.0
E01000364,Bexley ,829,48.0,96.0,95.0,89.0,46.0,10.0,7.0,5.0,285.0,148.0
E01000444,Bexley ,763,20.0,72.0,83.0,70.0,43.0,2.0,4.0,4.0,369.0,96.0
E01000447,Bexley ,1055,45.0,104.0,86.0,120.0,47.0,6.0,2.0,4.0,508.0,133.0
E01000448,Bexley ,641,21.0,47.0,77.0,75.0,14.0,5.0,2.0,7.0,321.0,72.0
E01000449,Bexley ,699,51.0,55.0,64.0,72.0,29.0,9.0,3.0,2.0,352.0,62.0
E01000351,Bexley ,814,56.0,86.0,77.0,84.0,16.0,2.0,2.0,4.0,320.0,167.0
E01000443,Bexley ,647,36.0,64.0,72.0,76.0,14.0,8.0,3.0,4.0,258.0,112.0
E01000445,Bexley ,788,32.0,64.0,81.0,80.0,24.0,6.0,4.0,6.0,379.0,112.0
E01000446,Bexley ,837,45.0,85.0,86.0,106.0,33.0,6.0,0.0,2.0,345.0,129.0
E01000461,Bexley ,805,54.0,64.0,91.0,80.0,31.0,8.0,4.0,1.0,365.0,107.0
E01000339,Bexley ,752,42.0,84.0,102.0,79.0,14.0,6.0,2.0,9.0,283.0,131.0
E01000344,Bexley ,787,41.0,94.0,100.0,98.0,6.0,8.0,3.0,5.0,314.0,118.0
E01000423,Bexley ,759,35.0,49.0,84.0,105.0,12.0,10.0,3.0,7.0,351.0,103.0
E01000425,Bexley ,800,44.0,72.0,80.0,106.0,8.0,6.0,4.0,8.0,367.0,105.0
E01000463,Bexley ,642,44.0,40.0,88.0,84.0,6.0,5.0,4.0,1.0,276.0,94.0
E01000424,Bexley ,866,58.0,65.0,84.0,95.0,11.0,8.0,0.0,5.0,452.0,88.0
E01000426,Bexley ,915,72.0,59.0,106.0,143.0,19.0,0.0,4.0,9.0,375.0,128.0
E01000427,Bexley ,921,70.0,80.0,131.0,134.0,13.0,2.0,3.0,6.0,334.0,148.0
E01000457,Bexley ,1066,77.0,82.0,128.0,136.0,23.0,13.0,2.0,13.0,450.0,142.0
E01000462,Bexley ,955,64.0,65.0,113.0,128.0,22.0,6.0,7.0,9.0,398.0,143.0
E01000382,Bexley ,769,46.0,73.0,86.0,72.0,20.0,6.0,3.0,7.0,345.0,111.0
E01000384,Bexley ,867,66.0,50.0,120.0,99.0,38.0,5.0,2.0,7.0,347.0,133.0
E01000387,Bexley ,756,39.0,63.0,76.0,97.0,20.0,6.0,2.0,3.0,318.0,132.0
E01000428,Bexley ,852,83.0,65.0,118.0,140.0,23.0,4.0,7.0,3.0,311.0,98.0
E01000458,Bexley ,685,56.0,50.0,58.0,63.0,17.0,4.0,3.0,4.0,339.0,91.0
E01000459,Bexley ,830,76.0,85.0,101.0,70.0,16.0,3.0,2.0,1.0,358.0,118.0
E01000381,Bexley ,715,47.0,89.0,97.0,83.0,21.0,3.0,1.0,7.0,250.0,117.0
E01000383,Bexley ,731,28.0,88.0,100.0,90.0,34.0,2.0,3.0,4.0,245.0,137.0
E01000385,Bexley ,839,63.0,98.0,136.0,121.0,48.0,9.0,4.0,6.0,194.0,160.0
E01000386,Bexley ,631,58.0,46.0,94.0,81.0,30.0,2.0,4.0,6.0,173.0,137.0
E01000398,Bexley ,724,37.0,111.0,93.0,117.0,11.0,13.0,1.0,4.0,209.0,128.0
E01000399,Bexley ,774,37.0,94.0,88.0,108.0,11.0,10.0,4.0,4.0,284.0,134.0
E01000400,Bexley ,775,37.0,97.0,100.0,133.0,14.0,2.0,3.0,4.0,258.0,127.0
E01032566,Bexley ,892,29.0,106.0,109.0,162.0,26.0,12.0,7.0,5.0,261.0,175.0
E01000587,Brent ,826,73.0,76.0,96.0,103.0,20.0,4.0,3.0,5.0,211.0,235.0
E01000589,Brent ,1271,73.0,144.0,131.0,193.0,25.0,2.0,5.0,12.0,372.0,314.0
E01000590,Brent ,968,69.0,103.0,101.0,149.0,20.0,6.0,7.0,10.0,273.0,230.0
E01000592,Brent ,958,74.0,77.0,110.0,153.0,30.0,5.0,0.0,6.0,267.0,236.0
E01000593,Brent ,1018,73.0,112.0,135.0,132.0,19.0,6.0,6.0,18.0,266.0,251.0
E01000594,Brent ,940,78.0,91.0,103.0,163.0,13.0,4.0,2.0,11.0,193.0,282.0
E01000513,Brent ,765,61.0,104.0,82.0,92.0,15.0,5.0,2.0,9.0,208.0,187.0
E01000514,Brent ,789,56.0,95.0,95.0,123.0,13.0,1.0,2.0,14.0,179.0,211.0
E01000516,Brent ,1199,84.0,134.0,143.0,161.0,17.0,6.0,9.0,12.0,351.0,282.0
E01000520,Brent ,740,66.0,81.0,111.0,83.0,6.0,2.0,2.0,4.0,203.0,182.0
E01033929,Brent ,732,27.0,40.0,92.0,135.0,6.0,3.0,3.0,5.0,350.0,71.0
E01033930,Brent ,870,75.0,112.0,127.0,117.0,13.0,3.0,4.0,10.0,220.0,189.0
E01000515,Brent ,879,70.0,112.0,125.0,129.0,13.0,3.0,6.0,8.0,200.0,213.0
E01000517,Brent ,769,32.0,92.0,72.0,109.0,12.0,4.0,2.0,15.0,249.0,182.0
E01000543,Brent ,791,39.0,108.0,91.0,120.0,23.0,3.0,9.0,5.0,227.0,166.0
E01000591,Brent ,1054,86.0,122.0,98.0,153.0,19.0,8.0,1.0,10.0,247.0,310.0
E01033463,Brent ,1618,94.0,229.0,171.0,220.0,40.0,11.0,13.0,27.0,467.0,346.0
E01000536,Brent ,734,71.0,84.0,62.0,84.0,15.0,8.0,3.0,11.0,320.0,76.0
E01000538,Brent ,752,50.0,81.0,59.0,95.0,19.0,11.0,9.0,11.0,315.0,102.0
E01000539,Brent ,755,31.0,71.0,49.0,105.0,12.0,3.0,3.0,15.0,331.0,135.0
E01000540,Brent ,736,53.0,72.0,54.0,114.0,11.0,5.0,4.0,5.0,298.0,120.0
E01000541,Brent ,705,43.0,83.0,94.0,103.0,15.0,6.0,6.0,12.0,192.0,151.0
