LSOA21CD,Borough,Total: All usual residents aged 16 years and over in employment the week before the census,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Works mainly from home,"Works mainly at an offshore installation, in no fixed place, or outside the UK"
E01003391,Merton ,501,39.0,87.0,94.0,53.0,8.0,7.0,2.0,0.0,93.0,118.0
E01003411,Merton ,972,41.0,105.0,143.0,121.0,17.0,4.0,4.0,5.0,338.0,194.0
E01003412,Merton ,863,47.0,137.0,136.0,109.0,8.0,3.0,3.0,7.0,222.0,191.0
E01003435,Merton ,1005,44.0,193.0,124.0,125.0,18.0,4.0,4.0,10.0,309.0,174.0
E01003361,Merton ,873,64.0,93.0,98.0,105.0,17.0,5.0,1.0,6.0,353.0,131.0
E01003424,Merton ,720,41.0,44.0,59.0,68.0,9.0,1.0,1.0,4.0,443.0,50.0
E01003425,Merton ,728,53.0,54.0,56.0,64.0,8.0,2.0,1.0,4.0,424.0,62.0
E01003426,Merton ,909,38.0,82.0,83.0,98.0,11.0,3.0,3.0,8.0,454.0,129.0
E01003428,Merton ,734,49.0,42.0,69.0,73.0,8.0,4.0,2.0,3.0,438.0,46.0
E01003366,Merton ,941,76.0,84.0,87.0,85.0,17.0,5.0,2.0,7.0,419.0,159.0
E01003381,Merton ,985,37.0,65.0,78.0,95.0,8.0,8.0,1.0,2.0,589.0,102.0
E01003446,Merton ,1118,71.0,103.0,90.0,127.0,14.0,8.0,0.0,5.0,590.0,110.0
E01003447,Merton ,823,73.0,90.0,109.0,98.0,7.0,8.0,2.0,6.0,303.0,127.0
E01003471,Merton ,897,56.0,95.0,86.0,102.0,13.0,3.0,2.0,2.0,448.0,90.0
E01003413,Merton ,1085,48.0,159.0,144.0,143.0,22.0,5.0,4.0,12.0,332.0,216.0
E01003414,Merton ,805,35.0,128.0,109.0,94.0,5.0,0.0,3.0,8.0,267.0,156.0
E01003415,Merton ,1219,53.0,179.0,157.0,170.0,14.0,8.0,1.0,10.0,377.0,250.0
E01003416,Merton ,862,44.0,125.0,98.0,119.0,11.0,6.0,2.0,11.0,238.0,208.0
E01003434,Merton ,755,32.0,117.0,99.0,88.0,13.0,7.0,2.0,11.0,220.0,166.0
E01003373,Merton ,663,75.0,116.0,116.0,61.0,6.0,1.0,0.0,10.0,134.0,144.0
E01003378,Merton ,1131,114.0,170.0,140.0,117.0,14.0,4.0,8.0,6.0,290.0,268.0
E01003379,Merton ,882,90.0,173.0,155.0,101.0,17.0,1.0,4.0,5.0,166.0,170.0
E01003390,Merton ,806,74.0,135.0,141.0,88.0,13.0,4.0,3.0,11.0,153.0,184.0
E01003405,Merton ,1199,131.0,203.0,159.0,130.0,12.0,6.0,3.0,10.0,296.0,249.0
E01003429,Merton ,845,33.0,141.0,110.0,99.0,23.0,8.0,4.0,6.0,221.0,200.0
E01003430,Merton ,749,37.0,153.0,110.0,126.0,18.0,3.0,2.0,12.0,142.0,146.0
E01003431,Merton ,761,63.0,144.0,113.0,101.0,11.0,1.0,2.0,7.0,159.0,160.0
E01003432,Merton ,732,46.0,146.0,108.0,75.0,10.0,6.0,4.0,6.0,183.0,148.0
E01003433,Merton ,757,36.0,142.0,110.0,99.0,13.0,0.0,2.0,4.0,176.0,175.0
E01003466,Merton ,907,44.0,82.0,72.0,102.0,9.0,2.0,2.0,4.0,486.0,104.0
E01003467,Merton ,871,41.0,73.0,82.0,79.0,13.0,4.0,2.0,3.0,498.0,76.0
E01003468,Merton ,896,47.0,84.0,74.0,92.0,6.0,3.0,0.0,7.0,472.0,111.0
E01003469,Merton ,890,100.0,104.0,81.0,118.0,11.0,8.0,4.0,6.0,314.0,144.0
E01003470,Merton ,1050,70.0,130.0,123.0,130.0,9.0,11.0,3.0,3.0,436.0,135.0
E01003362,Merton ,687,54.0,71.0,61.0,66.0,9.0,2.0,3.0,2.0,337.0,82.0
E01003363,Merton ,840,51.0,92.0,97.0,93.0,10.0,4.0,0.0,7.0,362.0,124.0
E01003364,Merton ,877,51.0,104.0,95.0,102.0,7.0,5.0,4.0,6.0,378.0,125.0
E01003365,Merton ,695,44.0,92.0,68.0,60.0,7.0,2.0,0.0,3.0,323.0,96.0
E01003421,Merton ,814,63.0,123.0,78.0,76.0,14.0,5.0,1.0,5.0,327.0,122.0
E01003374,Merton ,827,65.0,142.0,126.0,102.0,11.0,0.0,9.0,6.0,215.0,151.0
E01003375,Merton ,813,43.0,152.0,103.0,93.0,12.0,2.0,2.0,4.0,233.0,169.0
E01003437,Merton ,1034,70.0,174.0,127.0,101.0,12.0,2.0,6.0,4.0,304.0,234.0
E01003440,Merton ,778,62.0,126.0,113.0,92.0,7.0,3.0,4.0,4.0,212.0,155.0
E01003441,Merton ,886,68.0,168.0,131.0,90.0,14.0,3.0,3.0,7.0,225.0,177.0
E01003427,Merton ,1016,72.0,140.0,122.0,139.0,22.0,4.0,10.0,8.0,309.0,190.0
E01003436,Merton ,830,59.0,129.0,119.0,82.0,10.0,3.0,4.0,5.0,253.0,166.0
E01003439,Merton ,825,71.0,88.0,98.0,113.0,14.0,1.0,1.0,1.0,234.0,204.0
E01003448,Merton ,1239,89.0,180.0,134.0,149.0,20.0,5.0,5.0,8.0,417.0,232.0
E01003453,Merton ,917,73.0,121.0,90.0,114.0,17.0,4.0,5.0,7.0,264.0,222.0
E01003438,Merton ,880,77.0,152.0,132.0,117.0,9.0,3.0,2.0,6.0,210.0,172.0
E01003449,Merton ,924,70.0,143.0,93.0,98.0,12.0,6.0,7.0,6.0,286.0,203.0
E01003450,Merton ,827,102.0,128.0,113.0,91.0,9.0,0.0,4.0,5.0,211.0,164.0
E01003451,Merton ,931,74.0,148.0,99.0,115.0,19.0,1.0,3.0,9.0,308.0,155.0
E01003452,Merton ,1022,96.0,149.0,143.0,161.0,16.0,10.0,2.0,3.0,234.0,208.0
E01003417,Merton ,810,59.0,127.0,122.0,92.0,15.0,3.0,1.0,2.0,254.0,135.0
E01003418,Merton ,763,54.0,113.0,129.0,77.0,10.0,6.0,2.0,4.0,239.0,129.0
E01003419,Merton ,914,52.0,139.0,135.0,105.0,14.0,2.0,3.0,2.0,297.0,165.0
E01003420,Merton ,770,37.0,125.0,127.0,66.0,15.0,8.0,0.0,2.0,242.0,148.0
E01003422,Merton ,706,52.0,113.0,74.0,68.0,13.0,3.0,1.0,1.0,262.0,119.0
E01003543,Newham ,1163,70.0,117.0,148.0,142.0,30.0,6.0,8.0,9.0,418.0,215.0
E01003544,Newham ,875,56.0,107.0,99.0,127.0,19.0,16.0,4.0,10.0,281.0,156.0
E01003546,Newham ,851,60.0,130.0,137.0,111.0,17.0,7.0,6.0,3.0,206.0,174.0
E01003550,Newham ,826,47.0,123.0,129.0,97.0,15.0,2.0,2.0,11.0,250.0,150.0
E01003576,Newham ,680,52.0,111.0,107.0,121.0,19.0,7.0,1.0,8.0,112.0,142.0
E01003581,Newham ,679,60.0,94.0,97.0,95.0,15.0,5.0,2.0,5.0,146.0,160.0
E01003582,Newham ,585,53.0,78.0,92.0,100.0,16.0,5.0,2.0,7.0,104.0,128.0
E01003583,Newham ,758,51.0,91.0,131.0,104.0,18.0,4.0,5.0,11.0,158.0,185.0
E01003578,Newham ,755,55.0,93.0,113.0,134.0,13.0,2.0,9.0,14.0,137.0,185.0
E01003584,Newham ,850,66.0,104.0,100.0,114.0,10.0,8.0,3.0,6.0,292.0,147.0
E01003586,Newham ,768,84.0,102.0,114.0,99.0,14.0,7.0,6.0,12.0,167.0,163.0
E01003590,Newham ,666,52.0,107.0,92.0,104.0,14.0,2.0,4.0,7.0,165.0,119.0
E01003579,Newham ,719,53.0,106.0,102.0,111.0,15.0,5.0,3.0,6.0,141.0,177.0
E01003585,Newham ,666,62.0,74.0,103.0,119.0,14.0,1.0,5.0,5.0,141.0,142.0
E01003587,Newham ,976,71.0,123.0,125.0,165.0,25.0,8.0,10.0,12.0,230.0,207.0
E01003591,Newham ,886,74.0,126.0,96.0,159.0,33.0,14.0,8.0,17.0,154.0,205.0
E01003528,Newham ,485,59.0,80.0,69.0,102.0,7.0,3.0,7.0,4.0,67.0,87.0
E01003575,Newham ,651,79.0,75.0,80.0,100.0,13.0,6.0,2.0,7.0,149.0,140.0
E01003577,Newham ,896,70.0,123.0,175.0,162.0,23.0,11.0,3.0,10.0,158.0,161.0
E01003580,Newham ,747,74.0,100.0,104.0,125.0,14.0,5.0,5.0,9.0,116.0,195.0
E01003545,Newham ,918,65.0,123.0,138.0,121.0,15.0,7.0,9.0,5.0,204.0,231.0
E01003548,Newham ,1197,112.0,98.0,223.0,144.0,17.0,5.0,7.0,21.0,293.0,277.0
E01003549,Newham ,1068,104.0,100.0,181.0,147.0,12.0,3.0,8.0,12.0,297.0,204.0
E01003557,Newham ,896,88.0,111.0,154.0,97.0,16.0,11.0,6.0,12.0,208.0,193.0
E01003547,Newham ,977,50.0,99.0,121.0,114.0,13.0,7.0,3.0,3.0,369.0,198.0
E01003555,Newham ,823,55.0,102.0,130.0,99.0,11.0,4.0,0.0,5.0,261.0,156.0
E01003561,Newham ,703,74.0,100.0,108.0,106.0,10.0,12.0,2.0,5.0,154.0,132.0
E01003567,Newham ,802,75.0,115.0,129.0,124.0,27.0,12.0,4.0,5.0,153.0,158.0
E01003556,Newham ,738,62.0,102.0,152.0,98.0,12.0,6.0,3.0,10.0,143.0,150.0
E01003558,Newham ,712,81.0,84.0,123.0,108.0,19.0,10.0,7.0,6.0,123.0,151.0
E01003570,Newham ,799,94.0,100.0,140.0,107.0,12.0,9.0,2.0,13.0,162.0,160.0
E01003571,Newham ,837,104.0,115.0,131.0,123.0,32.0,1.0,9.0,14.0,157.0,151.0
E01003572,Newham ,703,79.0,95.0,123.0,93.0,16.0,5.0,4.0,7.0,151.0,130.0
E01003551,Newham ,906,93.0,80.0,138.0,111.0,8.0,10.0,4.0,10.0,220.0,232.0
E01003553,Newham ,898,86.0,95.0,149.0,132.0,15.0,3.0,5.0,11.0,212.0,190.0
E01003554,Newham ,1027,78.0,110.0,157.0,100.0,12.0,6.0,8.0,15.0,323.0,218.0
E01003559,Newham ,1377,109.0,115.0,228.0,158.0,20.0,11.0,6.0,12.0,451.0,267.0
E01003529,Newham ,1042,127.0,132.0,145.0,178.0,27.0,5.0,4.0,10.0,234.0,180.0
E01003530,Newham ,849,93.0,89.0,113.0,145.0,20.0,7.0,6.0,11.0,192.0,173.0
E01003531,Newham ,869,112.0,106.0,119.0,165.0,17.0,5.0,7.0,9.0,177.0,152.0
E01003532,Newham ,1083,142.0,126.0,165.0,182.0,20.0,11.0,6.0,14.0,197.0,220.0
E01003534,Newham ,906,110.0,128.0,117.0,146.0,25.0,7.0,4.0,14.0,186.0,169.0
E01003533,Newham ,849,96.0,119.0,146.0,109.0,25.0,3.0,5.0,8.0,183.0,155.0
E01003560,Newham ,684,62.0,101.0,123.0,107.0,12.0,10.0,1.0,4.0,147.0,117.0
E01003563,Newham ,939,94.0,106.0,142.0,142.0,18.0,8.0,4.0,12.0,193.0,220.0
E01003588,Newham ,618,74.0,86.0,74.0,90.0,8.0,3.0,3.0,5.0,115.0,160.0
E01003589,Newham ,763,90.0,88.0,90.0,113.0,28.0,5.0,4.0,10.0,162.0,173.0
E01003616,Newham ,983,98.0,71.0,199.0,127.0,13.0,10.0,0.0,21.0,260.0,184.0
E01003618,Newham ,1264,89.0,122.0,182.0,137.0,22.0,6.0,1.0,9.0,462.0,234.0
E01003619,Newham ,1191,72.0,152.0,185.0,130.0,14.0,5.0,3.0,13.0,450.0,167.0
E01034199,Newham ,896,68.0,112.0,176.0,108.0,16.0,4.0,6.0,9.0,262.0,135.0
E01034200,Newham ,961,25.0,75.0,130.0,90.0,9.0,2.0,3.0,5.0,525.0,97.0
E01003562,Newham ,894,106.0,108.0,168.0,123.0,17.0,9.0,4.0,5.0,172.0,182.0
E01003564,Newham ,975,104.0,133.0,142.0,172.0,28.0,4.0,5.0,9.0,183.0,195.0
E01003565,Newham ,806,116.0,84.0,101.0,113.0,23.0,3.0,9.0,19.0,165.0,173.0
E01003566,Newham ,662,64.0,80.0,105.0,96.0,21.0,4.0,8.0,8.0,106.0,170.0
E01003625,Newham ,736,66.0,88.0,88.0,118.0,29.0,8.0,4.0,6.0,135.0,194.0
E01003626,Newham ,761,78.0,109.0,66.0,128.0,27.0,8.0,3.0,14.0,128.0,200.0
E01003627,Newham ,674,65.0,92.0,99.0,109.0,17.0,2.0,3.0,10.0,138.0,139.0
E01003628,Newham ,770,81.0,78.0,105.0,111.0,34.0,8.0,3.0,13.0,140.0,197.0
E01003629,Newham ,844,69.0,76.0,123.0,145.0,28.0,6.0,7.0,21.0,135.0,234.0
E01003552,Newham ,720,62.0,77.0,118.0,94.0,4.0,7.0,0.0,4.0,190.0,164.0
E01003596,Newham ,735,72.0,117.0,102.0,100.0,15.0,4.0,3.0,5.0,184.0,133.0
E01003597,Newham ,855,76.0,112.0,119.0,144.0,19.0,4.0,7.0,8.0,195.0,171.0
E01003635,Newham ,992,72.0,89.0,128.0,140.0,12.0,2.0,2.0,17.0,257.0,273.0
E01003568,Newham ,1051,127.0,129.0,158.0,176.0,25.0,9.0,5.0,9.0,210.0,203.0
E01003569,Newham ,1134,122.0,162.0,171.0,157.0,15.0,8.0,2.0,12.0,163.0,322.0
E01003573,Newham ,896,110.0,101.0,118.0,141.0,17.0,9.0,4.0,5.0,185.0,206.0
E01003574,Newham ,1017,105.0,147.0,162.0,120.0,26.0,9.0,0.0,5.0,227.0,216.0
E01003520,Newham ,792,87.0,84.0,109.0,136.0,21.0,6.0,8.0,16.0,141.0,184.0
E01003521,Newham ,941,85.0,90.0,117.0,196.0,23.0,6.0,8.0,13.0,209.0,194.0
E01003522,Newham ,712,83.0,86.0,85.0,134.0,21.0,10.0,5.0,6.0,121.0,161.0
E01003525,Newham ,813,106.0,98.0,111.0,135.0,27.0,9.0,8.0,8.0,161.0,150.0
E01003526,Newham ,739,97.0,80.0,99.0,116.0,21.0,6.0,7.0,3.0,171.0,139.0
E01003488,Newham ,721,82.0,114.0,96.0,111.0,22.0,3.0,15.0,6.0,134.0,138.0
E01003489,Newham ,1262,103.0,160.0,145.0,178.0,27.0,11.0,3.0,10.0,421.0,204.0
E01003490,Newham ,778,91.0,106.0,111.0,110.0,21.0,6.0,5.0,6.0,155.0,167.0
E01003524,Newham ,772,91.0,90.0,109.0,142.0,22.0,3.0,5.0,14.0,139.0,157.0
E01003631,Newham ,940,58.0,110.0,152.0,118.0,11.0,7.0,10.0,15.0,296.0,163.0
E01003632,Newham ,1297,105.0,150.0,207.0,201.0,21.0,10.0,7.0,15.0,323.0,258.0
E01003633,Newham ,807,81.0,110.0,126.0,102.0,1.0,9.0,6.0,11.0,194.0,167.0
E01003634,Newham ,779,58.0,104.0,130.0,87.0,14.0,6.0,6.0,4.0,221.0,149.0
E01003636,Newham ,1008,99.0,133.0,177.0,125.0,13.0,14.0,10.0,7.0,252.0,178.0
E01003598,Newham ,779,69.0,104.0,147.0,114.0,16.0,4.0,4.0,15.0,161.0,145.0
E01003600,Newham ,748,75.0,108.0,106.0,112.0,8.0,6.0,7.0,4.0,165.0,157.0
E01003630,Newham ,887,80.0,129.0,126.0,121.0,21.0,11.0,2.0,11.0,227.0,159.0
E01003637,Newham ,1055,92.0,120.0,187.0,120.0,19.0,7.0,2.0,6.0,234.0,268.0
E01003491,Newham ,767,97.0,105.0,110.0,139.0,12.0,5.0,5.0,8.0,140.0,146.0
E01003592,Newham ,836,71.0,102.0,104.0,126.0,18.0,3.0,12.0,9.0,210.0,181.0
E01003599,Newham ,657,56.0,111.0,105.0,94.0,16.0,3.0,0.0,6.0,135.0,131.0
E01034201,Newham ,653,64.0,91.0,105.0,102.0,11.0,7.0,3.0,8.0,154.0,108.0
E01034202,Newham ,806,85.0,94.0,106.0,116.0,20.0,4.0,2.0,7.0,182.0,190.0
E01003535,Newham ,645,68.0,77.0,79.0,110.0,14.0,6.0,6.0,4.0,139.0,142.0
E01003536,Newham ,875,84.0,100.0,104.0,170.0,16.0,9.0,4.0,12.0,182.0,194.0
E01003621,Newham ,695,65.0,96.0,100.0,111.0,14.0,8.0,9.0,17.0,118.0,157.0
E01003622,Newham ,702,68.0,80.0,109.0,111.0,31.0,7.0,6.0,7.0,135.0,148.0
E01003623,Newham ,730,66.0,100.0,97.0,110.0,29.0,8.0,7.0,7.0,134.0,172.0
E01003523,Newham ,1047,152.0,94.0,138.0,217.0,34.0,6.0,3.0,7.0,166.0,230.0
E01003527,Newham ,798,100.0,88.0,112.0,107.0,15.0,8.0,7.0,5.0,211.0,145.0
E01003537,Newham ,937,85.0,94.0,137.0,158.0,13.0,9.0,3.0,11.0,207.0,220.0
E01003542,Newham ,866,111.0,94.0,140.0,138.0,15.0,8.0,11.0,3.0,168.0,178.0
E01003624,Newham ,694,63.0,85.0,100.0,90.0,21.0,10.0,9.0,6.0,146.0,164.0
E01003492,Newham ,880,81.0,121.0,117.0,141.0,28.0,7.0,5.0,12.0,181.0,187.0
E01003494,Newham ,963,90.0,107.0,136.0,134.0,21.0,7.0,4.0,10.0,242.0,212.0
E01003495,Newham ,920,87.0,100.0,122.0,112.0,20.0,3.0,2.0,5.0,288.0,181.0
E01034203,Newham ,793,34.0,62.0,137.0,201.0,22.0,1.0,5.0,3.0,244.0,84.0
E01034204,Newham ,831,89.0,89.0,118.0,136.0,26.0,10.0,3.0,10.0,138.0,212.0
E01003594,Newham ,839,55.0,103.0,133.0,106.0,13.0,8.0,3.0,13.0,213.0,192.0
E01003595,Newham ,806,64.0,107.0,143.0,124.0,13.0,3.0,1.0,6.0,154.0,191.0
E01003602,Newham ,1033,67.0,110.0,114.0,165.0,15.0,9.0,9.0,8.0,202.0,334.0
E01003607,Newham ,894,75.0,104.0,136.0,149.0,13.0,4.0,3.0,5.0,204.0,201.0
E01003496,Newham ,678,33.0,109.0,114.0,70.0,10.0,2.0,4.0,5.0,206.0,125.0
E01003498,Newham ,865,62.0,125.0,144.0,104.0,11.0,5.0,1.0,16.0,199.0,198.0
E01003500,Newham ,997,76.0,129.0,155.0,117.0,13.0,13.0,5.0,12.0,254.0,223.0
E01003593,Newham ,697,55.0,97.0,108.0,92.0,4.0,4.0,4.0,13.0,165.0,155.0
E01003601,Newham ,919,73.0,143.0,153.0,119.0,18.0,10.0,7.0,16.0,181.0,199.0
E01003603,Newham ,874,92.0,121.0,112.0,134.0,20.0,13.0,7.0,10.0,189.0,176.0
E01003605,Newham ,858,84.0,117.0,114.0,142.0,20.0,8.0,3.0,11.0,168.0,191.0
E01003608,Newham ,1003,92.0,91.0,145.0,124.0,19.0,6.0,5.0,9.0,275.0,237.0
E01003538,Newham ,889,84.0,114.0,114.0,152.0,20.0,4.0,6.0,13.0,182.0,200.0
E01003539,Newham ,1108,99.0,145.0,140.0,184.0,22.0,6.0,6.0,12.0,189.0,305.0
E01003540,Newham ,833,74.0,105.0,114.0,142.0,15.0,4.0,8.0,9.0,171.0,191.0
E01003541,Newham ,873,85.0,101.0,116.0,135.0,31.0,8.0,6.0,4.0,175.0,212.0
E01003499,Newham ,934,79.0,146.0,148.0,128.0,11.0,8.0,4.0,26.0,179.0,205.0
E01003501,Newham ,1071,80.0,136.0,213.0,132.0,17.0,15.0,4.0,15.0,215.0,244.0
E01003502,Newham ,1149,99.0,161.0,170.0,166.0,19.0,7.0,4.0,12.0,230.0,281.0
E01003503,Newham ,1654,81.0,155.0,246.0,194.0,30.0,11.0,5.0,15.0,692.0,225.0
E01003507,Newham ,1005,79.0,133.0,153.0,147.0,15.0,8.0,8.0,9.0,213.0,240.0
E01003508,Newham ,1354,106.0,150.0,194.0,175.0,27.0,9.0,4.0,8.0,423.0,258.0
E01003509,Newham ,918,94.0,129.0,108.0,122.0,18.0,12.0,5.0,12.0,183.0,235.0
E01003604,Newham ,1011,122.0,127.0,131.0,170.0,21.0,14.0,7.0,16.0,173.0,230.0
E01003483,Newham ,785,75.0,97.0,104.0,149.0,11.0,11.0,5.0,2.0,201.0,130.0
E01003484,Newham ,919,109.0,78.0,110.0,132.0,21.0,19.0,14.0,7.0,184.0,245.0
E01003516,Newham ,814,67.0,126.0,115.0,130.0,9.0,8.0,6.0,6.0,144.0,203.0
E01003518,Newham ,813,69.0,87.0,113.0,112.0,15.0,11.0,4.0,11.0,197.0,194.0
E01003519,Newham ,837,58.0,130.0,129.0,132.0,22.0,10.0,11.0,10.0,112.0,223.0
E01003480,Newham ,858,71.0,70.0,103.0,133.0,20.0,7.0,4.0,10.0,203.0,237.0
E01003486,Newham ,451,48.0,65.0,60.0,71.0,7.0,4.0,0.0,0.0,115.0,81.0
E01003487,Newham ,533,42.0,53.0,79.0,93.0,7.0,3.0,7.0,8.0,140.0,101.0
E01034205,Newham ,795,53.0,74.0,87.0,121.0,19.0,3.0,5.0,5.0,243.0,185.0
E01034206,Newham ,913,39.0,71.0,123.0,159.0,24.0,11.0,6.0,8.0,372.0,100.0
E01034207,Newham ,1050,34.0,61.0,105.0,188.0,24.0,5.0,3.0,4.0,537.0,89.0
E01003497,Newham ,714,62.0,107.0,113.0,82.0,8.0,5.0,4.0,11.0,154.0,168.0
E01003506,Newham ,641,43.0,91.0,110.0,107.0,17.0,5.0,2.0,3.0,131.0,132.0
E01033584,Newham ,721,63.0,99.0,128.0,81.0,12.0,11.0,3.0,6.0,177.0,141.0
E01034208,Newham ,761,58.0,104.0,147.0,111.0,13.0,11.0,1.0,12.0,166.0,138.0
E01034209,Newham ,1050,31.0,50.0,133.0,84.0,6.0,5.0,6.0,6.0,649.0,80.0
E01034210,Newham ,1012,20.0,72.0,127.0,121.0,15.0,6.0,3.0,5.0,546.0,97.0
E01034211,Newham ,1154,7.0,59.0,102.0,99.0,4.0,4.0,2.0,4.0,783.0,90.0
E01034212,Newham ,1355,34.0,68.0,134.0,124.0,9.0,8.0,1.0,8.0,862.0,107.0
E01003479,Newham ,755,61.0,88.0,89.0,108.0,19.0,5.0,1.0,3.0,174.0,207.0
E01003481,Newham ,655,40.0,62.0,91.0,117.0,9.0,4.0,9.0,8.0,151.0,164.0
E01003485,Newham ,864,70.0,87.0,141.0,90.0,17.0,14.0,2.0,10.0,194.0,239.0
E01003513,Newham ,813,73.0,88.0,68.0,118.0,21.0,9.0,7.0,14.0,208.0,207.0
E01003511,Newham ,953,68.0,130.0,139.0,129.0,19.0,4.0,5.0,11.0,288.0,160.0
E01003512,Newham ,983,81.0,158.0,132.0,143.0,23.0,10.0,6.0,15.0,173.0,242.0
E01003514,Newham ,727,76.0,130.0,86.0,96.0,15.0,6.0,5.0,8.0,124.0,181.0
E01003515,Newham ,896,57.0,117.0,134.0,160.0,22.0,5.0,2.0,12.0,214.0,173.0
E01003517,Newham ,778,68.0,90.0,130.0,135.0,13.0,9.0,3.0,14.0,156.0,160.0
E01034213,Newham ,1038,34.0,84.0,160.0,51.0,12.0,2.0,5.0,4.0,624.0,62.0
E01034214,Newham ,1092,31.0,55.0,153.0,52.0,13.0,0.0,4.0,3.0,733.0,48.0
E01034215,Newham ,987,31.0,54.0,113.0,52.0,8.0,1.0,1.0,5.0,660.0,62.0
E01034216,Newham ,1152,37.0,82.0,162.0,68.0,14.0,0.0,0.0,3.0,708.0,78.0
E01034217,Newham ,1168,40.0,69.0,156.0,69.0,8.0,4.0,0.0,9.0,746.0,67.0
E01003615,Newham ,846,79.0,89.0,125.0,101.0,15.0,5.0,3.0,6.0,215.0,208.0
E01034218,Newham ,965,53.0,71.0,182.0,89.0,14.0,9.0,6.0,7.0,385.0,149.0
E01034219,Newham ,1101,26.0,48.0,149.0,59.0,9.0,0.0,4.0,10.0,745.0,51.0
E01034220,Newham ,870,19.0,51.0,71.0,60.0,3.0,2.0,2.0,4.0,621.0,37.0
E01034221,Newham ,932,41.0,90.0,160.0,79.0,12.0,3.0,5.0,5.0,426.0,111.0
E01033579,Newham ,1318,43.0,112.0,191.0,89.0,8.0,2.0,8.0,10.0,741.0,114.0
E01033586,Newham ,1211,65.0,134.0,220.0,101.0,13.0,9.0,5.0,7.0,503.0,154.0
E01034222,Newham ,958,52.0,88.0,143.0,63.0,9.0,6.0,5.0,3.0,526.0,63.0
E01034223,Newham ,956,41.0,79.0,159.0,72.0,8.0,6.0,2.0,5.0,520.0,64.0
E01003611,Newham ,811,52.0,95.0,132.0,169.0,19.0,10.0,7.0,17.0,166.0,144.0
E01033581,Newham ,886,54.0,95.0,127.0,156.0,26.0,7.0,2.0,7.0,220.0,192.0
E01033582,Newham ,944,37.0,61.0,114.0,167.0,28.0,4.0,5.0,5.0,365.0,158.0
E01034224,Newham ,835,56.0,95.0,121.0,138.0,21.0,7.0,4.0,6.0,255.0,132.0
E01033580,Newham ,959,35.0,84.0,107.0,112.0,12.0,9.0,3.0,6.0,469.0,122.0
E01034225,Newham ,801,37.0,89.0,95.0,121.0,10.0,5.0,2.0,3.0,342.0,97.0
E01034226,Newham ,889,18.0,75.0,105.0,122.0,9.0,10.0,7.0,5.0,457.0,81.0
E01034227,Newham ,781,25.0,88.0,111.0,120.0,10.0,4.0,1.0,5.0,350.0,67.0
E01034228,Newham ,978,10.0,55.0,92.0,84.0,14.0,2.0,2.0,7.0,672.0,40.0
E01034229,Newham ,932,29.0,88.0,114.0,105.0,23.0,1.0,3.0,6.0,466.0,97.0
E01034230,Newham ,994,9.0,48.0,86.0,80.0,6.0,3.0,1.0,2.0,717.0,42.0
E01034231,Newham ,980,13.0,39.0,84.0,83.0,4.0,2.0,2.0,4.0,700.0,49.0
E01003744,Redbridge ,672,37.0,36.0,69.0,102.0,18.0,6.0,2.0,2.0,310.0,90.0
E01003745,Redbridge ,667,34.0,55.0,54.0,104.0,12.0,3.0,5.0,3.0,331.0,66.0
E01003746,Redbridge ,724,43.0,61.0,64.0,97.0,9.0,6.0,5.0,5.0,357.0,77.0
E01003747,Redbridge ,593,20.0,42.0,43.0,83.0,10.0,2.0,0.0,3.0,343.0,47.0
E01003748,Redbridge ,746,42.0,50.0,61.0,106.0,13.0,2.0,1.0,5.0,403.0,63.0
E01003749,Redbridge ,858,34.0,54.0,81.0,150.0,12.0,7.0,0.0,2.0,395.0,123.0
E01003750,Redbridge ,924,45.0,81.0,85.0,152.0,18.0,7.0,4.0,8.0,388.0,136.0
E01003720,Redbridge ,857,41.0,80.0,90.0,145.0,45.0,18.0,4.0,6.0,221.0,207.0
E01003722,Redbridge ,1123,38.0,94.0,137.0,164.0,96.0,16.0,9.0,6.0,312.0,251.0
E01003723,Redbridge ,920,44.0,78.0,115.0,140.0,67.0,8.0,3.0,10.0,240.0,215.0
E01003726,Redbridge ,1337,36.0,102.0,165.0,220.0,94.0,16.0,4.0,9.0,464.0,227.0
E01003721,Redbridge ,862,38.0,69.0,95.0,139.0,50.0,11.0,5.0,15.0,239.0,201.0
E01003724,Redbridge ,752,21.0,62.0,88.0,100.0,42.0,5.0,4.0,10.0,239.0,181.0
E01003725,Redbridge ,822,43.0,56.0,90.0,132.0,55.0,2.0,2.0,15.0,243.0,184.0
E01003727,Redbridge ,812,47.0,74.0,106.0,138.0,60.0,9.0,10.0,7.0,178.0,183.0
E01003654,Redbridge ,861,38.0,79.0,81.0,127.0,13.0,5.0,4.0,11.0,356.0,147.0
E01003655,Redbridge ,903,41.0,55.0,77.0,146.0,15.0,9.0,2.0,9.0,440.0,109.0
E01003658,Redbridge ,805,56.0,59.0,93.0,119.0,10.0,8.0,7.0,8.0,277.0,168.0
E01003660,Redbridge ,928,40.0,77.0,76.0,133.0,19.0,2.0,3.0,2.0,411.0,165.0
E01003656,Redbridge ,745,30.0,94.0,105.0,92.0,11.0,5.0,0.0,5.0,258.0,145.0
