Local authority code,Local authority name,LSOA11CD,LSOA name,Number of sales 2011,Number of sales 2021
E09000004,Bexley,E01000470,Bexley 002F,106,96
E09000004,Bexley,E01032566,Bexley 029D,61,89
E09000005,Brent,E01000471,Brent 026A,27,30
E09000005,Brent,E01000472,Brent 029A,52,226
E09000005,Brent,E01000473,Brent 029B,74,54
E09000005,Brent,E01000474,Brent 026B,23,25
E09000005,Brent,E01000475,Brent 029C,47,48
E09000005,Brent,E01000476,Brent 026C,29,40
E09000005,Brent,E01000477,Brent 026D,40,47
E09000005,Brent,E01000478,Brent 029D,28,67
E09000005,Brent,E01000479,Brent 009A,57,38
E09000005,Brent,E01000480,Brent 006A,78,65
E09000005,Brent,E01000481,Brent 009B,79,31
E09000005,Brent,E01000482,Brent 009C,32,14
E09000005,Brent,E01000483,Brent 009D,62,36
E09000005,Brent,E01000484,Brent 006B,11,9
E09000005,Brent,E01000485,Brent 006C,32,23
E09000005,Brent,E01000486,Brent 006D,53,33
E09000005,Brent,E01000487,Brent 006E,51,54
E09000005,Brent,E01000488,Brent 022A,37,28
E09000005,Brent,E01000489,Brent 030A,51,55
E09000005,Brent,E01000490,Brent 023A,90,57
E09000005,Brent,E01000491,Brent 030B,108,80
E09000005,Brent,E01000492,Brent 030C,58,48
E09000005,Brent,E01000493,Brent 030D,62,82
E09000005,Brent,E01000494,Brent 023B,71,45
E09000005,Brent,E01000495,Brent 023C,67,44
E09000005,Brent,E01000497,Brent 011A,42,29
E09000005,Brent,E01000498,Brent 010B,31,20
E09000005,Brent,E01000499,Brent 011B,34,16
E09000005,Brent,E01000501,Brent 011C,67,20
E09000005,Brent,E01000502,Brent 011D,39,37
E09000005,Brent,E01000503,Brent 011E,72,52
E09000005,Brent,E01000504,Brent 018A,59,48
E09000005,Brent,E01000505,Brent 018B,38,23
E09000005,Brent,E01000506,Brent 014A,28,20
E09000005,Brent,E01000507,Brent 018C,40,51
E09000005,Brent,E01000508,Brent 025A,30,31
E09000005,Brent,E01000509,Brent 014B,12,15
E09000005,Brent,E01000510,Brent 014C,32,23
E09000005,Brent,E01000511,Brent 014D,52,34
E09000005,Brent,E01000512,Brent 018D,64,40
E09000005,Brent,E01000513,Brent 002A,45,41
E09000005,Brent,E01000514,Brent 002B,62,52
E09000005,Brent,E01000515,Brent 003A,40,33
E09000005,Brent,E01000516,Brent 002C,18,87
E09000005,Brent,E01000517,Brent 003B,34,38
E09000005,Brent,E01000518,Brent 005A,22,33
E09000005,Brent,E01000519,Brent 005B,61,26
E09000005,Brent,E01000520,Brent 002D,36,87
E09000005,Brent,E01000521,Brent 025B,58,18
E09000005,Brent,E01000522,Brent 025C,44,24
E09000005,Brent,E01000523,Brent 031A,63,70
E09000005,Brent,E01000524,Brent 031B,61,24
E09000005,Brent,E01000525,Brent 031C,44,28
E09000005,Brent,E01000526,Brent 025D,28,15
E09000005,Brent,E01000527,Brent 025E,39,43
E09000005,Brent,E01000528,Brent 025F,12,38
E09000005,Brent,E01000530,Brent 033A,90,96
E09000005,Brent,E01000531,Brent 033B,73,93
E09000005,Brent,E01000532,Brent 033C,101,101
E09000005,Brent,E01000533,Brent 031E,71,37
E09000005,Brent,E01000534,Brent 033D,62,104
E09000005,Brent,E01000535,Brent 031F,83,83
E09000005,Brent,E01000536,Brent 004A,58,45
E09000005,Brent,E01000538,Brent 004B,57,41
E09000005,Brent,E01000539,Brent 004C,56,57
E09000005,Brent,E01000540,Brent 004D,45,26
E09000005,Brent,E01000541,Brent 004E,22,36
E09000005,Brent,E01000543,Brent 003E,26,36
E09000005,Brent,E01000544,Brent 034A,46,46
E09000005,Brent,E01000545,Brent 028A,87,70
E09000005,Brent,E01000546,Brent 028B,87,70
E09000005,Brent,E01000547,Brent 028C,121,147
E09000005,Brent,E01000548,Brent 028D,100,118
E09000005,Brent,E01000549,Brent 028E,136,135
E09000005,Brent,E01000550,Brent 034B,52,79
E09000005,Brent,E01000551,Brent 034C,37,24
E09000005,Brent,E01000552,Brent 034D,5,15
E09000005,Brent,E01000553,Brent 015A,64,49
E09000005,Brent,E01000554,Brent 015B,74,100
E09000005,Brent,E01000555,Brent 015C,49,69
E09000005,Brent,E01000556,Brent 015D,38,50
E09000005,Brent,E01000557,Brent 015E,50,65
E09000005,Brent,E01000558,Brent 015F,81,46
E09000005,Brent,E01000559,Brent 018E,52,41
E09000005,Brent,E01000560,Brent 023D,65,45
E09000005,Brent,E01000561,Brent 023E,67,64
E09000005,Brent,E01000562,Brent 008A,42,34
E09000005,Brent,E01000563,Brent 008B,36,94
E09000005,Brent,E01000564,Brent 013A,48,17
E09000005,Brent,E01000565,Brent 013B,44,35
E09000005,Brent,E01000566,Brent 008C,50,51
E09000005,Brent,E01000567,Brent 016A,30,30
E09000005,Brent,E01000568,Brent 008D,68,15
E09000005,Brent,E01000569,Brent 008E,33,40
E09000005,Brent,E01000570,Brent 012A,45,20
E09000005,Brent,E01000571,Brent 012B,42,35
E09000005,Brent,E01000572,Brent 007A,38,34
E09000005,Brent,E01000573,Brent 007B,64,47
E09000005,Brent,E01000574,Brent 007C,52,33
E09000005,Brent,E01000575,Brent 007D,39,39
E09000005,Brent,E01000576,Brent 012C,65,48
E09000005,Brent,E01000577,Brent 007E,30,26
E09000005,Brent,E01000578,Brent 012D,87,55
E09000005,Brent,E01000579,Brent 032A,84,68
E09000005,Brent,E01000580,Brent 032B,119,95
E09000005,Brent,E01000581,Brent 030E,72,56
E09000005,Brent,E01000582,Brent 032C,143,108
E09000005,Brent,E01000583,Brent 032D,163,103
E09000005,Brent,E01000584,Brent 033E,81,87
E09000005,Brent,E01000585,Brent 033F,85,82
E09000005,Brent,E01000586,Brent 032E,154,126
E09000005,Brent,E01000587,Brent 001A,30,30
E09000005,Brent,E01000588,Brent 002E,26,396
E09000005,Brent,E01000589,Brent 001B,41,345
E09000005,Brent,E01000590,Brent 001C,58,77
E09000005,Brent,E01000591,Brent 003F,48,48
E09000005,Brent,E01000592,Brent 001D,38,46
E09000005,Brent,E01000593,Brent 001E,52,29
E09000005,Brent,E01000594,Brent 001F,63,41
E09000005,Brent,E01000595,Brent 027A,28,18
E09000005,Brent,E01000596,Brent 021A,31,0
E09000005,Brent,E01000599,Brent 027D,26,11
E09000005,Brent,E01000600,Brent 027E,50,569
E09000005,Brent,E01000601,Brent 021B,26,8
E09000005,Brent,E01000602,Brent 021C,13,13
E09000005,Brent,E01000603,Brent 021D,48,13
E09000005,Brent,E01000604,Brent 021E,10,13
E09000005,Brent,E01000605,Brent 021F,10,1
E09000005,Brent,E01000606,Brent 016B,47,22
E09000005,Brent,E01000607,Brent 013C,49,41
E09000005,Brent,E01000608,Brent 013D,62,45
E09000005,Brent,E01000609,Brent 016C,76,43
E09000005,Brent,E01000610,Brent 019A,39,49
E09000005,Brent,E01000611,Brent 016D,24,22
E09000005,Brent,E01000612,Brent 019B,39,36
E09000005,Brent,E01000613,Brent 013E,32,34
E09000005,Brent,E01000615,Brent 017B,51,174
E09000005,Brent,E01000616,Brent 020A,39,90
E09000005,Brent,E01000617,Brent 017C,19,36
E09000005,Brent,E01000618,Brent 017D,26,51
E09000005,Brent,E01000619,Brent 017E,40,21
E09000005,Brent,E01000620,Brent 020B,14,102
E09000005,Brent,E01000621,Brent 020C,47,26
E09000005,Brent,E01000622,Brent 010D,78,55
E09000005,Brent,E01000623,Brent 005C,18,38
E09000005,Brent,E01000624,Brent 005D,59,65
E09000005,Brent,E01000625,Brent 009E,75,56
E09000005,Brent,E01000626,Brent 010E,14,20
E09000005,Brent,E01000627,Brent 014E,27,18
E09000005,Brent,E01000628,Brent 014F,23,16
E09000005,Brent,E01000629,Brent 005E,39,31
E09000005,Brent,E01000630,Brent 026E,38,17
E09000005,Brent,E01000631,Brent 019C,46,25
E09000005,Brent,E01000632,Brent 029E,16,21
E09000005,Brent,E01000633,Brent 019D,36,18
E09000005,Brent,E01000634,Brent 019E,43,45
E09000005,Brent,E01000635,Brent 020D,212,16
E09000005,Brent,E01000636,Brent 020E,19,18
E09000005,Brent,E01000637,Brent 022B,81,71
E09000005,Brent,E01000638,Brent 024A,47,26
E09000005,Brent,E01000639,Brent 022C,47,85
E09000005,Brent,E01000640,Brent 024B,43,36
E09000005,Brent,E01000641,Brent 024C,57,47
E09000005,Brent,E01000642,Brent 022D,98,40
E09000005,Brent,E01000643,Brent 024D,11,50
E09000005,Brent,E01000644,Brent 022E,77,94
E09000005,Brent,E01033424,Brent 017F,117,163
E09000005,Brent,E01033455,Brent 031G,34,19
E09000005,Brent,E01033456,Brent 027F,9,3
E09000005,Brent,E01033457,Brent 017G,62,16
E09000005,Brent,E01033463,Brent 003G,44,48
E09000005,Brent,E01033464,Brent 010F,55,34
E09000005,Brent,E01033485,Brent 031H,56,40
E09000006,Bromley,E01000645,Bromley 007A,68,144
E09000006,Bromley,E01000646,Bromley 016A,133,135
E09000006,Bromley,E01000647,Bromley 016B,101,146
E09000006,Bromley,E01000648,Bromley 016C,66,165
E09000006,Bromley,E01000649,Bromley 007B,172,176
E09000006,Bromley,E01000650,Bromley 022A,73,99
E09000006,Bromley,E01000651,Bromley 020A,88,114
E09000006,Bromley,E01000652,Bromley 022B,99,143
E09000006,Bromley,E01000653,Bromley 016D,64,106
E09000006,Bromley,E01000654,Bromley 039A,47,95
E09000006,Bromley,E01000655,Bromley 039B,67,125
E09000006,Bromley,E01000656,Bromley 039C,54,144
E09000006,Bromley,E01000657,Bromley 039D,95,162
E09000006,Bromley,E01000658,Bromley 042A,95,76
E09000006,Bromley,E01000659,Bromley 039E,72,129
E09000006,Bromley,E01000661,Bromley 026A,63,197
E09000006,Bromley,E01000662,Bromley 026B,64,121
E09000006,Bromley,E01000663,Bromley 026C,97,125
E09000006,Bromley,E01000664,Bromley 026D,82,129
E09000006,Bromley,E01000665,Bromley 033A,92,143
E09000006,Bromley,E01000666,Bromley 033B,85,159
E09000006,Bromley,E01000667,Bromley 033C,122,144
E09000006,Bromley,E01000668,Bromley 020B,120,195
E09000006,Bromley,E01000669,Bromley 020C,167,183
E09000006,Bromley,E01000670,Bromley 018A,89,84
E09000006,Bromley,E01000671,Bromley 020D,131,209
E09000006,Bromley,E01000672,Bromley 011A,118,163
E09000006,Bromley,E01000673,Bromley 011B,131,156
E09000006,Bromley,E01000674,Bromley 008A,111,133
E09000006,Bromley,E01000675,Bromley 018B,105,247
E09000006,Bromley,E01000676,Bromley 008B,104,93
E09000006,Bromley,E01000677,Bromley 018C,123,143
E09000006,Bromley,E01000678,Bromley 016E,111,119
E09000006,Bromley,E01000679,Bromley 020E,114,194
E09000006,Bromley,E01000680,Bromley 037A,78,130
E09000006,Bromley,E01000681,Bromley 035A,83,109
E09000006,Bromley,E01000682,Bromley 035B,109,124
E09000006,Bromley,E01000683,Bromley 035C,112,177
E09000006,Bromley,E01000684,Bromley 035D,119,168
E09000006,Bromley,E01000685,Bromley 037B,81,149
E09000006,Bromley,E01000686,Bromley 037C,54,84
E09000006,Bromley,E01000687,Bromley 037D,103,168
E09000006,Bromley,E01000688,Bromley 037E,72,79
E09000006,Bromley,E01000689,Bromley 002A,91,120
E09000006,Bromley,E01000690,Bromley 002B,80,109
E09000006,Bromley,E01000691,Bromley 002C,50,128
E09000006,Bromley,E01000692,Bromley 002D,123,131
E09000006,Bromley,E01000693,Bromley 010A,104,148
E09000006,Bromley,E01000694,Bromley 007C,128,218
E09000006,Bromley,E01000695,Bromley 007D,128,122
E09000006,Bromley,E01000696,Bromley 007E,129,128
E09000006,Bromley,E01000697,Bromley 007F,165,212
E09000006,Bromley,E01000698,Bromley 010B,45,126
E09000006,Bromley,E01000699,Bromley 015A,79,148
E09000006,Bromley,E01000700,Bromley 013A,102,153
E09000006,Bromley,E01000701,Bromley 015B,89,192
E09000006,Bromley,E01000702,Bromley 013B,99,121
E09000006,Bromley,E01000703,Bromley 013C,111,155
E09000006,Bromley,E01000704,Bromley 015C,96,148
E09000006,Bromley,E01000705,Bromley 015D,46,103
E09000006,Bromley,E01000706,Bromley 013D,78,118
E09000006,Bromley,E01000707,Bromley 041A,90,132
E09000006,Bromley,E01000708,Bromley 041B,85,120
E09000006,Bromley,E01000709,Bromley 006A,74,127
E09000006,Bromley,E01000710,Bromley 006B,142,223
E09000006,Bromley,E01000711,Bromley 006C,151,185
E09000006,Bromley,E01000712,Bromley 012A,150,209
E09000006,Bromley,E01000713,Bromley 012B,146,275
E09000006,Bromley,E01000714,Bromley 006D,184,166
E09000006,Bromley,E01000715,Bromley 012C,206,183
E09000006,Bromley,E01000716,Bromley 011C,94,140
E09000006,Bromley,E01000717,Bromley 011D,216,197
E09000006,Bromley,E01000718,Bromley 006E,107,140
E09000006,Bromley,E01000719,Bromley 019A,55,110
E09000006,Bromley,E01000720,Bromley 019B,47,74
E09000006,Bromley,E01000721,Bromley 019C,22,45
E09000006,Bromley,E01000722,Bromley 023A,90,187
E09000006,Bromley,E01000723,Bromley 029A,74,106
E09000006,Bromley,E01000724,Bromley 019D,39,37
E09000006,Bromley,E01000725,Bromley 023B,46,97
E09000006,Bromley,E01000726,Bromley 029B,81,112
E09000006,Bromley,E01000727,Bromley 028A,77,214
E09000006,Bromley,E01000728,Bromley 019E,49,122
E09000006,Bromley,E01000729,Bromley 014A,49,68
E09000006,Bromley,E01000730,Bromley 014B,32,63
E09000006,Bromley,E01000731,Bromley 023C,30,65
E09000006,Bromley,E01000732,Bromley 023D,66,103
E09000006,Bromley,E01000733,Bromley 023E,63,98
E09000006,Bromley,E01000734,Bromley 028B,52,90
E09000006,Bromley,E01000735,Bromley 014C,53,53
E09000006,Bromley,E01000736,Bromley 010C,46,102
E09000006,Bromley,E01000737,Bromley 010D,46,78
E09000006,Bromley,E01000738,Bromley 014D,47,121
E09000006,Bromley,E01000739,Bromley 014E,27,57
E09000006,Bromley,E01000740,Bromley 005A,72,141
E09000006,Bromley,E01000741,Bromley 005B,129,168
E09000006,Bromley,E01000742,Bromley 005C,137,199
E09000006,Bromley,E01000743,Bromley 009A,60,59
E09000006,Bromley,E01000744,Bromley 009B,36,42
E09000006,Bromley,E01000745,Bromley 005D,125,201
E09000006,Bromley,E01000746,Bromley 005E,149,169
E09000006,Bromley,E01000747,Bromley 042B,74,108
E09000006,Bromley,E01000748,Bromley 042C,83,110
E09000006,Bromley,E01000749,Bromley 036A,79,88
E09000006,Bromley,E01000750,Bromley 036B,48,86
E09000006,Bromley,E01000751,Bromley 036C,114,190
E09000006,Bromley,E01000752,Bromley 036D,96,132
E09000006,Bromley,E01000753,Bromley 031A,72,165
E09000006,Bromley,E01000754,Bromley 031B,95,162
E09000006,Bromley,E01000755,Bromley 031C,103,147
E09000006,Bromley,E01000756,Bromley 033D,93,99
E09000006,Bromley,E01000757,Bromley 031D,80,95
E09000006,Bromley,E01000758,Bromley 031E,65,110
E09000006,Bromley,E01000759,Bromley 034A,72,104
E09000006,Bromley,E01000760,Bromley 034B,86,102
E09000006,Bromley,E01000761,Bromley 034C,89,110
E09000006,Bromley,E01000762,Bromley 018D,122,170
E09000006,Bromley,E01000763,Bromley 027A,66,133
E09000006,Bromley,E01000764,Bromley 027B,73,147
E09000006,Bromley,E01000765,Bromley 034D,111,143
E09000006,Bromley,E01000766,Bromley 027C,106,113
E09000006,Bromley,E01000767,Bromley 027D,87,78
E09000006,Bromley,E01000768,Bromley 034E,87,105
E09000006,Bromley,E01000769,Bromley 024A,49,57
E09000006,Bromley,E01000770,Bromley 012D,104,129
E09000006,Bromley,E01000771,Bromley 041C,51,63
E09000006,Bromley,E01000772,Bromley 012E,111,157
E09000006,Bromley,E01000773,Bromley 024B,47,98
E09000006,Bromley,E01000774,Bromley 041D,68,99
E09000006,Bromley,E01000775,Bromley 024C,114,140
E09000006,Bromley,E01000777,Bromley 024D,63,90
E09000006,Bromley,E01000778,Bromley 024E,60,101
E09000006,Bromley,E01000779,Bromley 001A,100,75
E09000006,Bromley,E01000780,Bromley 001B,61,112
E09000006,Bromley,E01000781,Bromley 001C,57,61
E09000006,Bromley,E01000782,Bromley 001D,28,40
E09000006,Bromley,E01000783,Bromley 001E,47,64
E09000006,Bromley,E01000784,Bromley 002E,101,117
E09000006,Bromley,E01000785,Bromley 001F,67,81
E09000006,Bromley,E01000786,Bromley 032A,76,103
E09000006,Bromley,E01000787,Bromley 029C,88,141
E09000006,Bromley,E01000788,Bromley 029D,72,84
E09000006,Bromley,E01000789,Bromley 032B,24,22
E09000006,Bromley,E01000790,Bromley 028C,148,166
E09000006,Bromley,E01000791,Bromley 029E,92,120
E09000006,Bromley,E01000792,Bromley 032C,62,93
E09000006,Bromley,E01000793,Bromley 032D,53,133
E09000006,Bromley,E01000794,Bromley 035E,90,98
E09000006,Bromley,E01000795,Bromley 032E,60,105
E09000006,Bromley,E01000796,Bromley 009C,20,26
E09000006,Bromley,E01000797,Bromley 013E,105,103
E09000006,Bromley,E01000798,Bromley 009D,20,50
E09000006,Bromley,E01000799,Bromley 004A,54,144
E09000006,Bromley,E01000800,Bromley 009E,63,102
E09000006,Bromley,E01000801,Bromley 015E,67,76
E09000006,Bromley,E01000802,Bromley 004B,112,166
E09000006,Bromley,E01000803,Bromley 004C,92,130
E09000006,Bromley,E01000804,Bromley 004D,71,87
E09000006,Bromley,E01000805,Bromley 004E,89,139
E09000006,Bromley,E01000806,Bromley 009F,60,93
E09000006,Bromley,E01000807,Bromley 022C,80,123
E09000006,Bromley,E01000808,Bromley 025A,73,130
E09000006,Bromley,E01000809,Bromley 022D,117,118
E09000006,Bromley,E01000810,Bromley 025B,86,141
E09000006,Bromley,E01000811,Bromley 025C,89,142
E09000006,Bromley,E01000812,Bromley 028D,74,140
E09000006,Bromley,E01000813,Bromley 025D,65,138
E09000006,Bromley,E01000814,Bromley 028E,60,84
E09000006,Bromley,E01000815,Bromley 025E,98,94
E09000006,Bromley,E01000816,Bromley 040A,67,106
E09000006,Bromley,E01000818,Bromley 040B,74,92
E09000006,Bromley,E01000819,Bromley 040C,46,85
E09000006,Bromley,E01000820,Bromley 008C,86,89
E09000006,Bromley,E01000822,Bromley 008D,100,148
E09000006,Bromley,E01000823,Bromley 008E,107,142
E09000006,Bromley,E01000824,Bromley 008F,70,96
E09000006,Bromley,E01000825,Bromley 008G,177,180
E09000006,Bromley,E01000826,Bromley 021A,71,63
E09000006,Bromley,E01000827,Bromley 021B,124,138
E09000006,Bromley,E01000828,Bromley 011E,141,165
E09000006,Bromley,E01000829,Bromley 018E,91,126
E09000006,Bromley,E01000830,Bromley 021C,72,80
E09000006,Bromley,E01000831,Bromley 021D,172,147
E09000006,Bromley,E01000832,Bromley 030A,87,71
E09000006,Bromley,E01000833,Bromley 021E,49,46
E09000006,Bromley,E01000834,Bromley 027E,69,85
E09000006,Bromley,E01000835,Bromley 030B,72,78
E09000006,Bromley,E01000836,Bromley 030C,67,94
E09000006,Bromley,E01000837,Bromley 030D,115,109
E09000006,Bromley,E01000838,Bromley 030E,74,104
E09000006,Bromley,E01000839,Bromley 030F,66,99
E09000006,Bromley,E01000840,Bromley 030G,98,98
E09000006,Bromley,E01000841,Bromley 030H,112,87
E09000006,Bromley,E01032562,Bromley 040D,38,50
E09000006,Bromley,E01032563,Bromley 040E,88,139
E09000006,Bromley,E01032568,Bromley 041E,63,98
E09000006,Bromley,E01032570,Bromley 042D,107,180
E09000007,Camden,E01000842,Camden 011A,124,100
E09000007,Camden,E01000843,Camden 014A,130,84
E09000007,Camden,E01000844,Camden 011B,162,156
E09000007,Camden,E01000845,Camden 014B,113,84
E09000007,Camden,E01000846,Camden 014C,40,42
E09000007,Camden,E01000847,Camden 014D,120,57
E09000007,Camden,E01000848,Camden 011C,132,100
E09000007,Camden,E01000849,Camden 011D,108,116
E09000007,Camden,E01000850,Camden 026A,76,38
E09000007,Camden,E01000851,Camden 026B,94,80
E09000007,Camden,E01000852,Camden 026C,59,25
E09000007,Camden,E01000853,Camden 025A,46,25
E09000007,Camden,E01000854,Camden 026D,91,35
E09000007,Camden,E01000855,Camden 028A,219,110
E09000007,Camden,E01000856,Camden 019A,34,17
E09000007,Camden,E01000857,Camden 018A,76,71
E09000007,Camden,E01000858,Camden 018B,33,21
E09000007,Camden,E01000859,Camden 018C,198,74
E09000007,Camden,E01000860,Camden 018D,63,55
E09000007,Camden,E01000861,Camden 019B,94,72
E09000007,Camden,E01000862,Camden 018E,280,195
E09000007,Camden,E01000863,Camden 021A,105,56
E09000007,Camden,E01000864,Camden 015A,111,60
E09000007,Camden,E01000865,Camden 015B,51,40
E09000007,Camden,E01000866,Camden 009A,63,77
E09000007,Camden,E01000867,Camden 015C,56,20
E09000007,Camden,E01000868,Camden 015D,19,46
E09000007,Camden,E01000869,Camden 015E,130,103
E09000007,Camden,E01000870,Camden 009B,92,94
E09000007,Camden,E01000871,Camden 005A,90,68
E09000007,Camden,E01000872,Camden 005B,68,63
E09000007,Camden,E01000873,Camden 005C,88,92
E09000007,Camden,E01000874,Camden 005D,108,93
E09000007,Camden,E01000875,Camden 013A,91,72
E09000007,Camden,E01000876,Camden 013B,77,53
E09000007,Camden,E01000877,Camden 005E,93,79
E09000007,Camden,E01000878,Camden 004A,91,158
E09000007,Camden,E01000879,Camden 004B,80,71
E09000007,Camden,E01000880,Camden 004C,88,82
E09000007,Camden,E01000881,Camden 008A,71,44
E09000007,Camden,E01000882,Camden 008B,128,72
E09000007,Camden,E01000883,Camden 008C,102,100
E09000007,Camden,E01000884,Camden 004D,131,114
E09000007,Camden,E01000885,Camden 004E,67,61
E09000007,Camden,E01000886,Camden 006A,89,95
E09000007,Camden,E01000887,Camden 006B,111,75
E09000007,Camden,E01000888,Camden 006C,96,72
E09000007,Camden,E01000889,Camden 007A,30,38
E09000007,Camden,E01000890,Camden 007B,28,11
E09000007,Camden,E01000891,Camden 007C,29,29
E09000007,Camden,E01000892,Camden 006D,101,99
E09000007,Camden,E01000893,Camden 002A,108,112
E09000007,Camden,E01000894,Camden 002B,101,94
E09000007,Camden,E01000895,Camden 002C,72,111
E09000007,Camden,E01000896,Camden 002D,109,100
E09000007,Camden,E01000897,Camden 008D,109,113
E09000007,Camden,E01000898,Camden 008E,73,37
E09000007,Camden,E01000899,Camden 002E,107,124
E09000007,Camden,E01000900,Camden 012A,127,97
E09000007,Camden,E01000901,Camden 007D,23,24
E09000007,Camden,E01000902,Camden 012B,27,34
E09000007,Camden,E01000903,Camden 006E,69,81
E09000007,Camden,E01000904,Camden 012C,93,60
E09000007,Camden,E01000905,Camden 012D,32,47
E09000007,Camden,E01000906,Camden 012E,142,128
E09000007,Camden,E01000907,Camden 001A,45,37
E09000007,Camden,E01000908,Camden 001B,82,96
E09000007,Camden,E01000909,Camden 001C,78,75
E09000007,Camden,E01000910,Camden 003A,64,64
E09000007,Camden,E01000911,Camden 003B,77,79
E09000007,Camden,E01000912,Camden 001D,85,79
E09000007,Camden,E01000913,Camden 001E,141,116
E09000007,Camden,E01000914,Camden 028B,125,61
